UnixTime,Wind Speed,Wind Dir,GasData
1594668649,0.0,225.0,586.0
1594668650,0.0,247.5,586.0
1594668651,0.0,225.0,587.0
1594668652,0.0,225.0,587.0
1594668653,0.0,225.0,587.0
1594668654,0.0,225.0,588.0
1594668655,0.0,225.0,588.0
1594668656,0.0,225.0,588.0
1594668657,0.0,225.0,589.0
1594668658,0.0,225.0,589.0
1594668659,0.0,225.0,589.0
1594668660,0.0,225.0,589.0
1594668661,0.0,225.0,590.0
1594668662,0.0,225.0,590.0
1594668663,0.0,225.0,591.0
1594668664,0.0,225.0,591.0
1594668665,0.0,225.0,591.0
1594668666,0.0,225.0,591.0
1594668667,0.0,180.0,591.0
1594668668,0.0,225.0,592.0
1594668669,1.492,225.0,592.0
1594668670,0.0,225.0,593.0
1594668671,1.492,225.0,593.0
1594668672,0.0,225.0,594.0
1594668673,1.492,225.0,594.0
1594668674,1.492,225.0,594.0
1594668675,0.0,225.0,594.0
1594668676,1.492,225.0,594.0
1594668677,1.492,225.0,594.0
1594668678,0.0,225.0,594.0
1594668679,1.492,225.0,595.0
1594668680,2.984,225.0,595.0
1594668681,1.492,225.0,596.0
1594668682,2.984,225.0,597.0
1594668683,2.984,202.5,598.0
1594668684,1.492,225.0,598.0
1594668685,1.492,225.0,599.0
1594668686,2.984,225.0,599.0
1594668687,0.0,225.0,600.0
1594668688,1.492,225.0,601.0
1594668689,1.492,225.0,602.0
1594668690,0.0,225.0,604.0
1594668691,1.492,225.0,606.0
1594668692,1.492,225.0,609.0
1594668693,1.492,225.0,613.0
1594668694,1.492,225.0,616.0
1594668695,1.492,225.0,619.0
1594668696,1.492,225.0,622.0
1594668697,1.492,225.0,624.0
1594668698,1.492,225.0,627.0
1594668699,1.492,225.0,628.0
1594668700,1.492,225.0,630.0
1594668701,1.492,225.0,631.0
1594668702,1.492,225.0,632.0
1594668703,1.492,225.0,633.0
1594668704,1.492,225.0,634.0
1594668705,0.0,225.0,635.0
1594668706,1.492,225.0,636.0
1594668707,0.0,225.0,637.0
1594668708,1.492,225.0,637.0
1594668709,0.0,225.0,638.0
1594668710,0.0,225.0,638.0
1594668711,1.492,225.0,638.0
1594668712,0.0,225.0,638.0
1594668713,0.0,225.0,639.0
1594668714,1.492,225.0,639.0
1594668715,0.0,225.0,639.0
1594668716,0.0,225.0,639.0
1594668717,0.0,225.0,639.0
1594668718,0.0,225.0,639.0
1594668719,0.0,247.5,639.0
1594668720,0.0,247.5,639.0
1594668721,0.0,247.5,638.0
1594668722,1.492,315.0,638.0
1594668723,1.492,45.0,638.0
1594668724,1.492,0.0,638.0
