1,98,96,187,17,1,74,0,10,63,3,31
1,98,96,187,20,1,75,0,10,191,3,29
1,98,96,187,23,1,75,0,10,191,3,31
1,98,96,187,26,1,74,0,10,63,3,30
1,98,96,187,29,1,75,0,10,191,3,30
1,98,96,187,32,1,75,0,12,63,3,29
1,98,96,187,35,1,75,0,12,191,3,31
1,98,96,187,38,1,76,0,11,191,3,30
1,98,96,187,41,1,75,0,12,63,3,30
1,98,96,187,44,1,75,0,13,63,3,30
1,98,96,187,47,1,76,0,12,191,3,30
1,98,96,187,50,1,76,0,12,63,3,31
1,98,96,187,53,1,76,0,12,191,3,30
1,98,96,187,56,1,75,0,12,191,3,31
1,98,96,187,59,1,76,0,12,191,3,31
1,98,96,187,62,1,77,0,13,63,3,31
1,98,96,187,65,1,77,0,12,63,3,30
1,98,96,187,68,1,79,0,13,63,3,31
1,98,96,187,71,1,78,0,12,63,3,30
1,98,96,187,74,1,78,0,11,191,3,29
1,98,96,187,77,1,80,0,11,63,3,30
1,98,96,187,80,1,79,0,11,191,3,30
1,98,96,187,83,1,79,0,11,191,3,30
1,98,96,187,86,1,78,0,11,63,3,30
1,98,96,187,89,1,78,0,11,191,3,31
1,98,96,187,92,1,79,0,11,63,3,30
1,98,96,187,95,1,78,0,12,63,3,30
1,98,96,187,98,1,78,0,11,63,3,30
1,98,96,187,101,1,78,0,11,63,3,31
1,98,96,187,104,1,78,0,11,63,3,29
1,98,96,187,107,1,79,0,11,63,3,31
1,98,96,187,110,1,79,0,10,191,3,30
1,98,96,187,113,1,79,0,11,63,3,31
1,98,96,187,116,1,78,0,11,191,3,31
1,98,96,187,119,1,78,0,10,191,3,30
1,98,96,187,122,1,79,0,11,191,3,30
1,98,96,187,125,1,79,0,12,63,3,30
1,98,96,187,128,1,79,0,11,63,3,31
1,98,96,187,131,1,78,0,10,191,3,31
1,98,96,187,134,1,77,0,11,63,3,31
1,98,96,187,137,1,77,0,10,191,3,29
1,98,96,187,140,1,78,0,10,191,3,31
1,98,96,187,143,1,78,0,11,63,3,30
1,98,96,187,146,1,78,0,12,63,3,30
1,98,96,187,149,1,78,0,11,63,3,31
1,98,96,187,152,1,77,0,10,191,3,30
1,98,96,187,155,1,77,0,11,191,3,30
1,98,96,187,158,1,76,0,11,191,3,31
1,98,96,187,161,1,76,0,12,63,3,31
1,98,96,187,164,1,76,0,11,191,3,30
1,98,96,187,167,1,76,0,11,191,3,30
1,98,96,187,170,1,76,0,10,191,3,31
1,98,96,187,173,1,76,0,11,63,3,30
1,98,96,187,176,1,75,0,11,63,3,32
1,98,96,187,179,1,73,0,11,63,3,31
1,98,96,187,182,1,74,0,11,63,3,31
1,98,96,187,185,1,75,0,11,63,3,31
1,98,96,187,188,1,76,0,11,63,3,31
1,98,96,187,191,1,77,0,11,191,3,30
1,98,96,187,194,1,76,0,11,191,3,30
1,98,96,187,197,1,74,0,11,191,3,30
1,98,96,187,200,1,75,0,11,63,3,30
1,98,96,187,203,1,77,0,11,191,3,31
1,98,96,187,206,1,77,0,12,63,3,30
1,98,96,187,209,1,77,0,12,191,3,31
1,98,96,187,212,1,77,0,11,191,3,30
1,98,96,187,215,1,77,0,12,191,3,31
1,98,96,187,218,1,78,0,13,63,3,30
1,98,96,187,221,1,77,0,11,191,3,31
1,98,96,187,224,1,77,0,12,191,3,31
1,98,96,187,227,1,76,0,11,63,3,30
1,98,96,187,230,1,75,0,11,63,3,30
1,98,96,187,233,1,75,0,12,63,3,31
1,98,96,187,236,1,75,0,12,191,3,30
1,98,96,187,239,1,75,0,12,191,3,31
1,98,96,187,242,1,78,0,12,63,3,30
1,98,96,187,245,1,77,0,12,191,3,30
1,98,96,187,248,1,77,0,12,191,3,29
1,98,96,187,251,1,77,0,11,191,3,30
1,98,96,187,254,1,77,0,12,63,3,32
1,98,96,188,1,1,77,0,12,63,3,30
1,98,96,188,4,1,76,0,11,191,3,30
1,98,96,188,7,1,76,0,12,191,3,30
1,98,96,188,10,1,77,0,12,63,3,31
1,98,96,188,13,1,77,0,13,63,3,30
1,98,96,188,16,1,77,0,13,63,3,30
1,98,96,188,19,1,76,0,12,63,3,31
1,98,96,188,22,1,76,0,13,63,3,31
1,98,96,188,25,1,76,0,13,63,3,31
1,98,96,188,28,1,75,0,13,63,3,30
1,98,96,188,31,1,74,0,13,191,3,30
1,98,96,188,34,1,74,0,12,191,3,30
1,98,96,188,37,1,74,0,12,191,3,31
1,98,96,188,40,1,75,0,12,191,3,31
1,98,96,188,43,1,75,0,13,191,3,30
1,98,96,188,46,1,76,0,12,191,3,30
1,98,96,188,49,1,76,0,13,63,3,31
1,98,96,188,52,1,76,0,13,63,3,32
1,98,96,188,55,1,75,0,12,191,3,30
1,98,96,188,58,1,76,0,13,63,3,31
1,98,96,188,61,1,76,0,13,63,3,30
1,98,96,188,64,1,75,0,12,191,3,30
1,98,96,188,67,1,75,0,13,63,3,30
1,98,96,188,70,1,74,0,12,191,3,30
1,98,96,188,73,1,74,0,13,191,3,30
1,98,96,188,76,1,74,0,13,63,3,30
1,98,96,188,79,1,74,0,12,191,3,31
1,98,96,188,82,1,74,0,12,191,3,30
1,98,96,188,85,1,73,0,13,63,3,30
1,98,96,188,88,1,74,0,13,63,3,31
1,98,96,188,91,1,75,0,12,191,3,30
1,98,96,188,94,1,75,0,12,191,3,30
1,98,96,188,97,1,74,0,13,63,3,31
1,98,96,188,100,1,74,0,12,63,3,30
1,98,96,188,103,1,75,0,13,63,3,30
1,98,96,188,106,1,75,0,13,63,3,31
1,98,96,188,109,1,74,0,13,63,3,31
1,98,96,188,112,1,74,0,13,63,3,30
1,98,96,188,115,1,74,0,12,191,3,30
1,98,96,188,118,1,72,0,13,63,3,29
1,98,96,188,121,1,71,0,12,191,3,31
1,98,96,188,124,1,72,0,13,63,3,30
1,98,96,188,127,1,71,0,13,63,3,31
1,98,96,188,130,1,70,0,12,63,3,31
1,98,96,188,133,1,69,0,11,191,3,31
1,98,96,188,136,1,69,0,12,191,3,30
1,98,96,188,139,1,68,0,12,63,3,30
1,98,96,188,142,1,67,0,12,191,3,30
1,98,96,188,145,1,68,0,13,63,3,30
1,98,96,188,148,1,68,0,12,63,3,31
1,98,96,188,151,1,68,0,12,63,3,30
1,98,96,188,154,1,69,0,12,63,3,31
1,98,96,188,157,1,70,0,12,191,3,31
1,98,96,188,160,1,70,0,12,63,3,31
1,98,96,188,163,1,70,0,12,63,3,30
1,98,96,188,166,1,70,0,11,191,3,30
1,98,96,188,169,1,68,0,11,191,3,30
1,98,96,188,172,1,67,0,13,63,3,30
1,98,96,188,175,1,65,0,12,63,3,30
1,98,96,188,178,1,65,0,12,63,3,30
1,98,96,188,181,1,65,0,11,191,3,31
1,98,96,188,184,1,64,0,12,63,3,31
1,98,96,188,187,1,64,0,12,191,3,29
1,98,96,188,190,1,65,0,11,191,3,30
1,98,96,188,193,1,66,0,11,191,3,31
1,98,96,188,196,1,65,0,12,63,3,31
1,98,96,188,199,1,66,0,12,191,3,30
1,98,96,188,202,1,65,0,12,63,3,31
1,98,96,188,205,1,64,0,12,63,3,30
1,98,96,188,208,1,63,0,12,63,3,31
1,98,96,188,211,1,63,0,12,191,3,30
1,98,96,188,214,1,65,0,13,63,3,30
1,98,96,188,217,1,66,0,11,191,3,31
1,98,96,188,220,1,64,0,12,191,3,30
1,98,96,188,223,1,64,0,13,63,3,31
1,98,96,188,226,1,64,0,12,191,3,31
1,98,96,188,229,1,65,0,12,63,3,31
1,98,96,188,232,1,66,0,13,63,3,30
1,98,96,188,235,1,66,0,12,191,3,30
1,98,96,188,238,1,65,0,12,191,3,31
1,98,96,188,241,1,65,0,12,191,3,31
1,98,96,188,244,1,65,0,12,191,3,30
1,98,96,188,247,1,66,0,13,63,3,30
1,98,96,188,250,1,65,0,12,191,3,30
1,98,96,188,253,1,64,0,12,191,3,30
1,98,96,189,0,1,64,0,11,191,3,31
1,98,96,189,3,1,63,0,12,63,3,31
1,98,96,189,6,1,64,0,11,191,3,31
1,98,96,189,9,1,65,0,12,63,3,31
1,98,96,189,12,1,65,0,11,191,3,30
1,98,96,189,15,1,64,0,11,63,3,30
1,98,96,189,18,1,63,0,11,191,3,31
1,98,96,189,21,1,64,0,11,63,3,31
1,98,96,189,24,1,64,0,11,191,3,30
1,98,96,189,27,1,65,0,11,63,3,30
1,98,96,189,30,1,65,0,11,63,3,31
1,98,96,189,33,1,63,0,11,191,3,31
1,98,96,189,36,1,64,0,11,63,3,31
1,98,96,189,39,1,65,0,12,63,3,30
1,98,96,189,42,1,66,0,11,191,3,31
1,98,96,189,45,1,64,0,11,63,3,30
1,98,96,189,48,1,65,0,11,63,3,30
1,98,96,189,51,1,64,0,10,191,3,30
1,98,96,189,54,1,64,0,11,63,3,30
1,98,96,189,57,1,64,0,11,63,3,30
1,98,96,189,60,1,64,0,11,191,3,31
1,98,96,189,63,1,64,0,11,63,3,30
1,98,96,189,66,1,64,0,11,63,3,30
1,98,96,189,69,1,64,0,11,63,3,30
1,98,96,189,72,1,63,0,11,191,3,31
1,98,96,189,75,1,63,0,11,191,3,30
1,98,96,189,78,1,63,0,11,191,3,30
1,98,96,189,81,1,63,0,10,191,3,31
1,98,96,189,84,1,63,0,11,191,3,31
1,98,96,189,87,1,63,0,12,63,3,31
