1,98,178,246,46,1,106,0,86,63
1,98,178,246,49,1,106,0,85,191
1,98,178,246,52,1,106,0,85,191
1,98,178,246,55,1,106,0,86,63
1,98,178,246,58,1,105,0,87,63
1,98,178,246,61,1,105,0,85,191
1,98,178,246,64,1,105,0,85,191
1,98,178,246,67,1,105,0,86,63
1,98,178,246,70,1,105,0,85,191
1,98,178,246,73,1,105,0,88,191
1,98,178,246,76,1,105,0,85,191
1,98,178,246,79,1,105,0,86,191
1,98,178,246,82,1,105,0,85,191
1,98,178,246,85,1,104,0,86,63
1,98,178,246,88,1,105,0,88,191
1,98,178,246,91,1,104,0,85,191
1,98,178,246,94,1,103,0,86,63
1,98,178,246,97,1,103,0,85,191
1,98,178,246,100,1,104,0,85,191
1,98,178,246,103,1,105,0,88,191
1,98,178,246,106,1,107,0,85,191
1,98,178,246,109,1,111,0,86,63
1,98,178,246,112,1,128,0,86,191
1,98,178,246,115,1,152,0,85,191
1,98,178,246,118,1,157,0,88,63
1,98,178,246,121,1,144,0,86,191
1,98,178,246,124,1,139,0,86,63
1,98,178,246,127,1,134,0,86,191
1,98,178,246,130,1,126,0,85,191
1,98,178,246,133,1,123,0,88,191
1,98,178,246,136,1,117,0,86,63
1,98,178,246,139,1,116,0,85,191
1,98,178,246,142,1,113,0,86,191
1,98,178,246,145,1,114,0,85,191
1,98,178,246,148,1,112,0,88,63
1,98,178,246,151,1,108,0,85,191
1,98,178,246,154,1,108,0,86,191
1,98,178,246,157,1,106,0,86,63
1,98,178,246,160,1,105,0,85,191
1,98,178,246,163,1,105,0,87,191
1,98,178,246,166,1,105,0,86,63
1,98,178,246,169,1,104,0,86,63
1,98,178,246,172,1,105,0,86,63
1,98,178,246,175,1,105,0,86,63
1,98,178,246,178,1,105,0,87,191
1,98,178,246,181,1,105,0,86,63
1,98,178,246,184,1,105,0,85,191
1,98,178,246,187,1,105,0,86,191
1,98,178,246,190,1,106,0,86,191
1,98,178,246,193,1,106,0,86,63
1,98,178,246,196,1,107,0,86,191
1,98,178,246,199,1,106,0,86,63
1,98,178,246,202,1,106,0,85,191
1,98,178,246,205,1,106,0,86,63
1,98,178,246,208,1,106,0,85,191
1,98,178,246,211,1,106,0,86,191
1,98,178,246,214,1,106,0,86,63
1,98,178,246,217,1,106,0,85,191
1,98,178,246,220,1,106,0,86,191
1,98,178,246,223,1,107,0,87,191
1,98,178,246,226,1,107,0,86,63
1,98,178,246,229,1,107,0,85,191
1,98,178,246,232,1,107,0,86,63
1,98,178,246,235,1,107,0,85,191
1,98,178,246,238,1,108,0,87,191
1,98,178,246,241,1,108,0,86,191
1,98,178,246,244,1,108,0,85,191
1,98,178,246,247,1,109,0,86,63
1,98,178,246,250,1,109,0,86,191
1,98,178,246,253,1,108,0,87,63
1,98,178,247,0,1,109,0,86,191
1,98,178,247,3,1,109,0,85,191
1,98,178,247,6,1,109,0,86,191
1,98,178,247,9,1,109,0,86,63
1,98,178,247,12,1,109,0,85,191
1,98,178,247,15,1,110,0,86,63
1,98,178,247,18,1,109,0,85,191
1,98,178,247,21,1,109,0,87,191
1,98,178,247,24,1,110,0,86,63
1,98,178,247,27,1,111,0,86,191
1,98,178,247,30,1,111,0,85,191
1,98,178,247,33,1,110,0,86,63
1,98,178,247,36,1,110,0,87,191
1,98,178,247,39,1,110,0,86,191
1,98,178,247,42,1,111,0,85,191
1,98,178,247,45,1,110,0,85,191
1,98,178,247,48,1,111,0,86,191
1,98,178,247,51,1,111,0,86,191
1,98,178,247,54,1,111,0,85,191
1,98,178,247,57,1,111,0,86,191
1,98,178,247,60,1,111,0,85,191
1,98,178,247,63,1,111,0,86,63
1,98,178,247,66,1,111,0,87,63
1,98,178,247,69,1,110,0,86,63
1,98,178,247,72,1,110,0,85,191
1,98,178,247,75,1,110,0,86,63
1,98,178,247,78,1,110,0,86,191
1,98,178,247,81,1,110,0,88,63
1,98,178,247,84,1,111,0,86,191
1,98,178,247,87,1,111,0,85,191
1,98,178,247,90,1,111,0,86,63
1,98,178,247,93,1,111,0,86,191
1,98,178,247,96,1,111,0,87,191
1,98,178,247,99,1,111,0,86,63
1,98,178,247,102,1,111,0,85,191
1,98,178,247,105,1,111,0,86,191
1,98,178,247,108,1,111,0,86,63
1,98,178,247,111,1,111,0,88,191
1,98,178,247,114,1,112,0,86,63
1,98,178,247,117,1,112,0,86,63
1,98,178,247,120,1,112,0,85,191
1,98,178,247,123,1,112,0,86,191
1,98,178,247,126,1,112,0,87,191
1,98,178,247,129,1,112,0,86,191
1,98,178,247,132,1,112,0,86,63
1,98,178,247,135,1,112,0,86,191
1,98,178,247,138,1,112,0,85,191
1,98,178,247,141,1,112,0,88,191
1,98,178,247,144,1,113,0,85,191
1,98,178,247,147,1,113,0,86,63
1,98,178,247,150,1,113,0,85,191
1,98,178,247,153,1,112,0,86,63
1,98,178,247,156,1,112,0,88,191
1,98,178,247,159,1,112,0,85,191
1,98,178,247,162,1,112,0,86,63
1,98,178,247,165,1,111,0,86,191
1,98,178,247,168,1,111,0,85,191
1,98,178,247,171,1,111,0,88,191
1,98,178,247,174,1,112,0,86,63
1,98,178,247,177,1,112,0,85,191
1,98,178,247,180,1,112,0,86,63
1,98,178,247,183,1,112,0,86,191
1,98,178,247,186,1,112,0,88,191
1,98,178,247,189,1,112,0,86,191
1,98,178,247,192,1,112,0,86,63
1,98,178,247,195,1,111,0,85,191
1,98,178,247,198,1,111,0,86,63
1,98,178,247,201,1,111,0,88,63
1,98,178,247,204,1,111,0,86,191
1,98,178,247,207,1,110,0,85,191
1,98,178,247,210,1,111,0,86,191
1,98,178,247,213,1,110,0,86,191
1,98,178,247,216,1,110,0,87,63
1,98,178,247,219,1,110,0,85,191
1,98,178,247,222,1,110,0,86,191
1,98,178,247,225,1,110,0,86,191
1,98,178,247,228,1,110,0,85,191
1,98,178,247,231,1,110,0,86,63
1,98,178,247,234,1,110,0,86,63
1,98,178,247,237,1,109,0,85,191
1,98,178,247,240,1,109,0,86,63
1,98,178,247,243,1,109,0,86,191
1,98,178,247,246,1,110,0,86,63
1,98,178,247,249,1,110,0,86,63
1,98,178,247,252,1,110,0,86,63
1,98,178,247,255,1,110,0,86,191
1,98,178,248,2,1,110,0,85,191
1,98,178,248,5,1,110,0,86,63
1,98,178,248,8,1,109,0,86,63
1,98,178,248,11,1,109,0,86,191
1,98,178,248,14,1,109,0,85,191
1,98,178,248,17,1,109,0,86,63
1,98,178,248,20,1,109,0,87,191
1,98,178,248,23,1,109,0,86,63
1,98,178,248,26,1,109,0,86,191
1,98,178,248,29,1,109,0,86,63
1,98,178,248,32,1,109,0,86,191
1,98,178,248,35,1,109,0,86,191
1,98,178,248,38,1,110,0,86,191
1,98,178,248,41,1,110,0,85,191
1,98,178,248,44,1,111,0,86,191
1,98,178,248,47,1,110,0,86,63
1,98,178,248,50,1,110,0,86,63
1,98,178,248,53,1,110,0,86,191
1,98,178,248,56,1,110,0,86,191
1,98,178,248,59,1,110,0,87,191
1,98,178,248,62,1,110,0,86,63
1,98,178,248,65,1,110,0,86,191
1,98,178,248,68,1,110,0,85,191
1,98,178,248,71,1,109,0,86,63
1,98,178,248,74,1,109,0,88,191
1,98,178,248,77,1,109,0,85,191
1,98,178,248,80,1,109,0,86,191
1,98,178,248,83,1,108,0,86,63
1,98,178,248,86,1,108,0,86,191
1,98,178,248,89,1,108,0,87,191
1,98,178,248,92,1,108,0,86,192
1,98,178,248,95,1,108,0,86,64
1,98,178,248,98,1,109,0,85,192
1,98,178,248,101,1,108,0,86,192
1,98,178,248,104,1,109,0,88,64
1,98,178,248,107,1,109,0,86,64
1,98,178,248,110,1,108,0,86,192
1,98,178,248,113,1,108,0,86,64
1,98,178,248,116,1,108,0,86,64
1,98,178,248,119,1,107,0,88,64
1,98,178,248,122,1,106,0,86,192
1,98,178,248,125,1,106,0,86,64
1,98,178,248,128,1,106,0,86,192
1,98,178,248,131,1,106,0,86,192
1,98,178,248,134,1,106,0,88,64
1,98,178,248,137,1,107,0,86,64
1,98,178,248,140,1,107,0,86,64
1,98,178,248,143,1,108,0,86,192
1,98,178,248,146,1,109,0,86,64
1,98,178,248,149,1,109,0,88,192
1,98,178,248,152,1,110,0,86,192
