Licor unixtime,LiCor time (Sec),LiCor conc (ppm),SCD unixtime,SCD time (sec),SCD 1 (ppm),SCD 2 (ppm),SCD 3 (ppm),SCD 4 (ppm)
1635306826,550,452,1635307926,1650,445,443,451,460
1635306827,551,450,1635307929,1653,445,442,452,459
1635306828,552,448,1635307932,1656,445,442,450,459
1635306829,553,452,1635307935,1659,444,441,450,459
1635306830,554,446,1635307938,1662,445,440,450,459
1635306831,555,450,1635307941,1665,445,440,450,458
1635306832,556,448,1635307944,1668,444,440,449,458
1635306833,557,450,1635307947,1671,444,439,449,458
1635306834,558,452,1635307950,1674,444,439,450,457
1635306835,559,452,1635307953,1677,444,439,449,457
1635306836,560,452,1635307956,1680,444,440,449,457
1635306837,561,452,1635307959,1683,444,440,446,455
1635306838,562,452,1635307962,1686,444,440,446,455
1635306839,563,450,1635307965,1689,444,440,447,454
1635306840,564,450,1635307968,1692,444,440,447,455
1635306841,565,448,1635307971,1695,444,440,446,455
1635306842,566,452,1635307974,1698,444,440,445,454
1635306843,567,450,1635307977,1701,445,439,445,454
1635306844,568,450,1635307980,1704,444,441,445,453
1635306845,569,448,1635307983,1707,443,441,444,453
1635306846,570,450,1635307986,1710,443,442,443,453
1635306847,571,450,1635307989,1713,442,442,443,453
1635306848,572,450,1635307992,1716,442,442,442,453
1635306849,573,450,1635307995,1719,442,442,442,453
1635306850,574,452,1635307998,1722,441,442,442,453
1635306851,575,452,1635308001,1725,441,441,443,454
1635306852,576,452,1635308004,1728,441,441,441,454
1635306853,577,450,1635308007,1731,441,440,441,454
1635306854,578,448,1635308010,1734,441,441,442,455
1635306855,579,452,1635308013,1737,441,439,442,454
1635306856,580,450,1635308016,1740,439,440,441,454
1635306857,581,450,1635308019,1743,440,440,440,455
1635306858,582,450,1635308022,1746,440,440,440,455
1635306859,583,450,1635308025,1749,440,440,439,455
1635306860,584,452,1635308028,1752,440,440,441,455
1635306861,585,452,1635308031,1755,440,439,440,455
1635306862,586,450,1635308034,1758,441,437,441,456
1635306863,587,450,1635308037,1761,440,437,441,455
1635306864,588,450,1635308040,1764,440,438,440,455
1635306865,589,452,1635308043,1767,439,438,439,455
1635306866,590,452,1635308046,1770,439,437,440,455
1635306867,591,452,1635308049,1773,439,438,440,455
1635306868,592,452,1635308052,1776,439,438,440,456
1635306869,593,450,1635308055,1779,439,437,440,456
1635306870,594,450,1635308058,1782,438,437,440,456
1635306871,595,452,1635308061,1785,438,437,438,456
1635306872,596,448,1635308064,1788,439,437,438,456
1635306873,597,452,1635308067,1791,439,437,440,456
1635306874,598,448,1635308070,1794,439,435,439,456
1635306875,599,452,1635308073,1797,439,435,440,455
1635306876,600,448,1635308076,1800,439,435,440,456
1635306877,601,450,1635308079,1803,439,435,439,456
1635306878,602,450,1635308082,1806,440,435,439,455
1635306879,603,452,1635308085,1809,439,435,439,454
1635306880,604,448,1635308088,1812,440,435,439,454
1635306881,605,450,1635308091,1815,440,434,439,454
1635306882,606,452,1635308094,1818,439,434,440,453
1635306883,607,450,1635308097,1821,439,434,440,452
1635306884,608,452,1635308100,1824,439,434,441,452
1635306885,609,452,1635308103,1827,438,434,440,452
1635306886,610,450,1635308106,1830,438,435,440,451
1635306887,611,450,1635308109,1833,438,434,440,451
1635306888,612,450,1635308112,1836,439,435,440,450
1635306889,613,452,1635308115,1839,439,435,439,449
1635306890,614,450,1635308118,1842,439,435,438,449
1635306891,615,452,1635308121,1845,439,435,438,449
1635306892,616,448,1635308124,1848,439,436,438,449
1635306893,617,448,1635308127,1851,438,436,437,450
1635306894,618,450,1635308130,1854,438,436,437,449
1635306895,619,450,1635308133,1857,438,436,438,449
1635306896,620,450,1635308136,1860,438,436,439,448
1635306897,621,452,1635308139,1863,438,436,439,449
1635306898,622,450,1635308142,1866,438,435,440,449
1635306899,623,452,1635308145,1869,438,435,439,448
1635306900,624,452,1635308148,1872,438,436,439,447
1635306901,625,450,1635308151,1875,438,437,440,447
1635306902,626,450,1635308154,1878,439,436,440,447
1635306903,627,448,1635308157,1881,439,437,441,447
1635306904,628,454,1635308160,1884,439,436,441,447
1635306905,629,450,1635308163,1887,440,437,443,447
1635306906,630,452,1635308166,1890,440,436,442,446
1635306907,631,450,1635308169,1893,440,436,441,446
1635306908,632,450,1635308172,1896,439,436,441,445
1635306909,633,450,1635308175,1899,439,436,441,445
1635306910,634,450,1635308178,1902,438,436,440,445
1635306911,635,448,1635308181,1905,438,437,440,446
1635306912,636,450,1635308184,1908,438,436,440,446
1635306913,637,454,1635308187,1911,437,436,439,445
1635306914,638,452,1635308190,1914,437,438,439,446
1635306915,639,454,1635308193,1917,437,439,439,446
1635306916,640,452,1635308196,1920,437,439,439,446
1635306917,641,450,1635308199,1923,436,440,438,446
1635306918,642,452,1635308202,1926,437,440,439,446
1635306919,643,450,1635308205,1929,437,441,440,446
1635306920,644,452,1635308208,1932,437,441,442,447
1635306921,645,452,1635308211,1935,438,441,445,447
1635306922,646,452,1635308214,1938,439,442,449,448
1635306923,647,452,1635308217,1941,440,442,445,448
1635306924,648,452,1635308220,1944,441,441,453,450
1635306925,649,452,1635308223,1947,442,441,460,450
1635306926,650,448,1635308226,1950,442,442,463,451
1635306927,651,452,1635308229,1953,443,441,463,450
1635306928,652,450,1635308232,1956,443,440,464,449
1635306929,653,450,1635308235,1959,443,439,461,450
1635306930,654,450,1635308238,1962,443,438,458,450
1635306931,655,452,1635308241,1965,444,439,453,450
1635306932,656,450,1635308244,1968,444,438,452,449
1635306933,657,452,1635308247,1971,444,438,451,449
1635306934,658,450,1635308250,1974,442,439,448,448
1635306935,659,450,1635308253,1977,442,439,445,449
1635306936,660,452,1635308256,1980,442,439,448,449
1635306937,661,450,1635308259,1983,442,439,450,449
1635306938,662,452,1635308262,1986,441,440,449,449
1635306939,663,450,1635308265,1989,442,440,449,448
1635306940,664,450,1635308268,1992,442,439,450,448
1635306941,665,448,1635308271,1995,442,439,449,448
1635306942,666,1381,1635308274,1998,442,438,449,448
1635306943,667,1328,1635308277,2001,442,440,447,447
1635306944,668,1336,1635308280,2004,443,440,447,447
1635306945,669,1224,1635308283,2007,437,441,446,447
1635306946,670,1170,1635308286,2010,451,460,477,473
1635306947,671,1154,1635308289,2013,476,513,509,492
1635306948,672,986,1635308292,2016,644,564,696,652
1635306949,673,900,1635308295,2019,913,691,965,882
1635306950,674,837,1635308298,2022,1148,1089,1160,1043
1635306951,675,732,1635308301,2025,1015,1073,982,952
1635306952,676,728,1635308304,2028,962,935,870,898
1635306953,677,780,1635308307,2031,916,795,822,792
1635306954,678,771,1635308310,2034,697,739,784,688
1635306955,679,753,1635308313,2037,639,676,660,656
1635306956,680,648,1635308316,2040,596,653,586,608
1635306957,681,589,1635308319,2043,561,592,545,594
1635306958,682,577,1635308322,2046,542,551,540,573
1635306959,683,689,1635308325,2049,505,526,522,559
1635306960,684,644,1635308328,2052,499,511,513,548
1635306961,685,573,1635308331,2055,485,501,509,535
1635306962,686,540,1635308334,2058,456,492,503,524
1635306963,687,509,1635308337,2061,456,485,496,478
1635306964,688,503,1635308340,2064,453,484,493,474
1635306965,689,505,1635308343,2067,447,478,489,478
1635306966,690,505,1635308346,2070,450,479,487,465
1635306967,691,499,1635308349,2073,450,470,486,471
1635306968,692,491,1635308352,2076,451,465,483,472
1635306969,693,474,1635308355,2079,451,461,482,470
1635306970,694,470,1635308358,2082,453,458,480,469
1635306971,695,468,1635308361,2085,449,462,477,464
1635306972,696,470,1635308364,2088,448,458,476,465
1635306973,697,468,1635308367,2091,451,458,474,467
1635306974,698,460,1635308370,2094,447,457,470,463
1635306975,699,460,1635308373,2097,448,455,468,462
1635306976,700,460,1635308376,2100,447,456,467,458
1635306977,701,458,1635308379,2103,444,456,469,458
1635306978,702,460,1635308382,2106,444,457,468,457
1635306979,703,460,1635308385,2109,444,456,467,457
1635306980,704,460,1635308388,2112,446,454,468,457
1635306981,705,462,1635308391,2115,448,451,469,458
1635306982,706,458,1635308394,2118,451,451,469,459
1635306983,707,456,1635308397,2121,451,450,469,459
1635306984,708,458,1635308400,2124,449,449,470,458
1635306985,709,458,1635308403,2127,451,449,468,458
1635306986,710,460,1635308406,2130,451,449,467,456
1635306987,711,456,1635308409,2133,450,448,465,455
1635306988,712,458,1635308412,2136,449,447,465,454
1635306989,713,454,1635308415,2139,449,446,464,453
1635306990,714,452,1635308418,2142,449,446,462,453
1635306991,715,452,1635308421,2145,449,446,461,453
1635306992,716,452,1635308424,2148,449,445,460,453
1635306993,717,452,1635308427,2151,449,445,460,453
1635306994,718,454,1635308430,2154,448,445,459,454
1635306995,719,454,1635308433,2157,449,444,460,454
1635306996,720,452,1635308436,2160,449,443,458,453
1635306997,721,456,1635308439,2163,450,443,458,453
1635306998,722,452,1635308442,2166,450,444,459,453
1635306999,723,454,1635308445,2169,451,444,459,453
1635307000,724,448,1635308448,2172,452,446,460,452
1635307001,725,454,1635308451,2175,452,446,459,452
1635307002,726,452,1635308454,2178,452,447,458,452
1635307003,727,456,1635308457,2181,453,445,458,452
1635307004,728,450,1635308460,2184,453,445,456,452
1635307005,729,454,1635308463,2187,455,444,455,452
1635307006,730,452,1635308466,2190,455,444,455,453
1635307007,731,450,1635308469,2193,455,444,455,452
1635307008,732,450,1635308472,2196,454,444,455,452
1635307009,733,448,1635308475,2199,454,443,455,450
1635307010,734,454,1635308478,2202,453,443,455,450
1635307011,735,450,1635308481,2205,454,443,455,450
1635307012,736,452,1635308484,2208,453,442,455,450
1635307013,737,448,1635308487,2211,454,442,452,451
1635307014,738,452,1635308490,2214,482,496,466,483
1635307015,739,452,1635308493,2217,500,533,527,507
1635307016,740,452,1635308496,2220,532,565,641,660
1635307017,741,452,1635308499,2223,833,651,1153,932
1635307018,742,454,1635308502,2226,1005,978,1131,1122
1635307019,743,452,1635308505,2229,1018,954,1079,1057
1635307020,744,456,1635308508,2232,921,842,1027,979
1635307021,745,456,1635308511,2235,867,787,774,793
1635307022,746,454,1635308514,2238,781,746,714,755
1635307023,747,454,1635308517,2241,621,693,674,741
1635307024,748,452,1635308520,2244,601,651,644,679
1635307025,749,454,1635308523,2247,594,556,601,654
1635307026,750,452,1635308526,2250,574,536,598,538
1635307027,751,454,1635308529,2253,558,520,566,542
1635307028,752,452,1635308532,2256,531,501,536,519
1635307029,753,450,1635308535,2259,511,485,518,498
1635307030,754,452,1635308538,2262,495,479,478,490
1635307031,755,450,1635308541,2265,476,482,472,478
1635307032,756,452,1635308544,2268,477,483,465,478
1635307033,757,452,1635308547,2271,472,487,465,476
1635307034,758,450,1635308550,2274,471,484,475,482
1635307035,759,450,1635308553,2277,472,477,483,479
1635307036,760,450,1635308556,2280,472,473,486,478
1635307037,761,452,1635308559,2283,469,472,487,476
1635307038,762,452,1635308562,2286,468,467,482,474
1635307039,763,448,1635308565,2289,466,465,480,470
1635307040,764,452,1635308568,2292,466,464,474,468
1635307041,765,454,1635308571,2295,466,461,473,467
1635307042,766,454,1635308574,2298,466,461,476,466
1635307043,767,452,1635308577,2301,468,458,475,466
1635307044,768,452,1635308580,2304,469,460,474,467
1635307045,769,452,1635308583,2307,471,455,474,465
1635307046,770,450,1635308586,2310,465,454,475,466
1635307047,771,452,1635308589,2313,465,453,473,466
1635307048,772,454,1635308592,2316,464,454,473,463
1635307049,773,452,1635308595,2319,464,453,473,463
1635307050,774,450,1635308598,2322,463,453,472,463
1635307051,775,452,1635308601,2325,462,450,472,463
1635307052,776,452,1635308604,2328,462,450,472,463
1635307053,777,454,1635308607,2331,461,447,472,464
1635307054,778,452,1635308610,2334,461,447,472,463
1635307055,779,454,1635308613,2337,460,446,470,462
1635307056,780,452,1635308616,2340,460,446,469,462
1635307057,781,454,1635308619,2343,459,445,466,461
1635307058,782,452,1635308622,2346,459,445,466,461
1635307059,783,454,1635308625,2349,459,444,466,462
1635307060,784,452,1635308628,2352,460,443,467,460
1635307061,785,454,1635308631,2355,460,443,466,459
1635307062,786,450,1635308634,2358,461,443,466,460
1635307063,787,452,1635308637,2361,461,443,466,460
1635307064,788,454,1635308640,2364,459,442,466,461
1635307065,789,450,1635308643,2367,459,442,465,461
1635307066,790,454,1635308646,2370,459,441,466,460
1635307067,791,450,1635308649,2373,458,441,465,459
1635307068,792,452,1635308652,2376,458,442,465,458
1635307069,793,452,1635308655,2379,458,441,465,459
1635307070,794,452,1635308658,2382,458,441,464,460
1635307071,795,452,1635308661,2385,457,440,465,460
1635307072,796,454,1635308664,2388,457,440,464,461
1635307073,797,452,1635308667,2391,457,440,464,461
1635307074,798,456,1635308670,2394,456,439,464,461
1635307075,799,452,1635308673,2397,455,440,464,461
1635307076,800,452,1635308676,2400,455,440,464,461
1635307077,801,452,1635308679,2403,455,440,463,460
1635307078,802,452,1635308682,2406,457,440,463,459
1635307079,803,454,1635308685,2409,456,441,463,458
1635307080,804,450,1635308688,2412,457,442,464,458
1635307081,805,454,1635308691,2415,456,441,463,458
1635307082,806,450,1635308694,2418,456,442,463,459
1635307083,807,450,1635308697,2421,456,442,463,458
1635307084,808,450,1635308700,2424,455,442,462,458
1635307085,809,454,1635308703,2427,456,441,462,458
1635307086,810,517,1635308706,2430,456,441,462,458
1635307087,811,452,1635308709,2433,456,441,462,457
1635307088,812,468,1635308712,2436,455,440,464,458
1635307089,813,460,1635308715,2439,454,439,463,457
1635307090,814,462,1635308718,2442,454,439,463,457
1635307091,815,454,1635308721,2445,454,439,463,457
1635307092,816,458,1635308724,2448,453,440,464,456
1635307093,817,456,1635308727,2451,454,440,464,456
1635307094,818,458,1635308730,2454,454,441,463,455
1635307095,819,454,1635308733,2457,454,440,463,454
1635307096,820,456,1635308736,2460,454,440,462,454
1635307097,821,454,1635308739,2463,454,439,462,456
1635307098,822,452,1635308742,2466,454,439,462,456
1635307099,823,454,1635308745,2469,454,439,462,455
1635307100,824,456,1635308748,2472,455,438,461,456
1635307101,825,452,1635308751,2475,455,437,462,456
1635307102,826,454,1635308754,2478,455,438,461,454
1635307103,827,450,,,,,,
1635307104,828,454,,,,,,
1635307105,829,450,,,,,,
1635307106,830,452,,,,,,
1635307107,831,452,,,,,,
1635307108,832,454,,,,,,
1635307109,833,452,,,,,,
1635307110,834,454,,,,,,
1635307111,835,452,,,,,,
1635307112,836,452,,,,,,
1635307113,837,450,,,,,,
1635307114,838,454,,,,,,
1635307115,839,454,,,,,,
1635307116,840,452,,,,,,
1635307117,841,454,,,,,,
1635307118,842,454,,,,,,
1635307119,843,452,,,,,,
1635307120,844,452,,,,,,
1635307121,845,452,,,,,,
1635307122,846,452,,,,,,
1635307123,847,450,,,,,,
1635307124,848,452,,,,,,
1635307125,849,454,,,,,,
1635307126,850,460,,,,,,
1635307127,851,464,,,,,,
1635307128,852,464,,,,,,
1635307129,853,462,,,,,,
1635307130,854,466,,,,,,
1635307131,855,464,,,,,,
1635307132,856,462,,,,,,
1635307133,857,458,,,,,,
1635307134,858,462,,,,,,
1635307135,859,460,,,,,,
1635307136,860,470,,,,,,
1635307137,861,468,,,,,,
1635307138,862,475,,,,,,
1635307139,863,474,,,,,,
1635307140,864,470,,,,,,
1635307141,865,468,,,,,,
1635307142,866,468,,,,,,
1635307143,867,464,,,,,,
1635307144,868,462,,,,,,
1635307145,869,460,,,,,,
1635307146,870,456,,,,,,
1635307147,871,458,,,,,,
1635307148,872,464,,,,,,
1635307149,873,464,,,,,,
1635307150,874,464,,,,,,
1635307151,875,464,,,,,,
1635307152,876,460,,,,,,
1635307153,877,456,,,,,,
1635307154,878,454,,,,,,
1635307155,879,454,,,,,,
1635307156,880,456,,,,,,
1635307157,881,454,,,,,,
1635307158,882,456,,,,,,
1635307159,883,454,,,,,,
1635307160,884,452,,,,,,
1635307161,885,452,,,,,,
1635307162,886,454,,,,,,
1635307163,887,456,,,,,,
1635307164,888,454,,,,,,
1635307165,889,454,,,,,,
1635307166,890,450,,,,,,
1635307167,891,452,,,,,,
1635307168,892,452,,,,,,
1635307169,893,458,,,,,,
1635307170,894,454,,,,,,
1635307171,895,456,,,,,,
1635307172,896,454,,,,,,
1635307173,897,454,,,,,,
1635307174,898,454,,,,,,
1635307175,899,456,,,,,,
1635307176,900,458,,,,,,
1635307177,901,456,,,,,,
1635307178,902,454,,,,,,
1635307179,903,452,,,,,,
1635307180,904,454,,,,,,
1635307181,905,454,,,,,,
1635307182,906,454,,,,,,
1635307183,907,456,,,,,,
1635307184,908,452,,,,,,
1635307185,909,452,,,,,,
1635307186,910,456,,,,,,
1635307187,911,454,,,,,,
1635307188,912,456,,,,,,
1635307189,913,454,,,,,,
1635307190,914,456,,,,,,
1635307191,915,452,,,,,,
1635307192,916,456,,,,,,
1635307193,917,452,,,,,,
1635307194,918,452,,,,,,
1635307195,919,454,,,,,,
1635307196,920,452,,,,,,
1635307197,921,454,,,,,,
1635307198,922,454,,,,,,
1635307199,923,452,,,,,,
1635307200,924,452,,,,,,
1635307201,925,454,,,,,,
1635307202,926,454,,,,,,
1635307203,927,452,,,,,,
1635307204,928,454,,,,,,
1635307205,929,454,,,,,,
1635307206,930,452,,,,,,
1635307207,931,452,,,,,,
1635307208,932,454,,,,,,
1635307209,933,452,,,,,,
1635307210,934,454,,,,,,
1635307211,935,454,,,,,,
1635307212,936,454,,,,,,
1635307213,937,454,,,,,,
1635307214,938,454,,,,,,
1635307215,939,450,,,,,,
1635307216,940,452,,,,,,
1635307217,941,452,,,,,,
1635307218,942,452,,,,,,
1635307219,943,456,,,,,,
1635307220,944,452,,,,,,
1635307221,945,456,,,,,,
1635307222,946,452,,,,,,
1635307223,947,456,,,,,,
1635307224,948,452,,,,,,
1635307225,949,456,,,,,,
1635307226,950,456,,,,,,
1635307227,951,456,,,,,,
1635307228,952,454,,,,,,
1635307229,953,452,,,,,,
1635307230,954,1807,,,,,,
1635307231,955,1181,,,,,,
1635307232,956,1218,,,,,,
1635307233,957,1015,,,,,,
1635307234,958,1064,,,,,,
1635307235,959,1029,,,,,,
1635307236,960,1074,,,,,,
1635307237,961,845,,,,,,
1635307238,962,876,,,,,,
1635307239,963,919,,,,,,
1635307240,964,765,,,,,,
1635307241,965,800,,,,,,
1635307242,966,745,,,,,,
1635307243,967,736,,,,,,
1635307244,968,704,,,,,,
1635307245,969,706,,,,,,
1635307246,970,655,,,,,,
1635307247,971,620,,,,,,
1635307248,972,634,,,,,,
1635307249,973,612,,,,,,
1635307250,974,509,,,,,,
1635307251,975,522,,,,,,
1635307252,976,491,,,,,,
1635307253,977,485,,,,,,
1635307254,978,544,,,,,,
1635307255,979,487,,,,,,
1635307256,980,483,,,,,,
1635307257,981,475,,,,,,
1635307258,982,470,,,,,,
1635307259,983,456,,,,,,
1635307260,984,460,,,,,,
1635307261,985,462,,,,,,
1635307262,986,456,,,,,,
1635307263,987,456,,,,,,
1635307264,988,460,,,,,,
1635307265,989,458,,,,,,
1635307266,990,460,,,,,,
1635307267,991,456,,,,,,
1635307268,992,460,,,,,,
1635307269,993,460,,,,,,
1635307270,994,464,,,,,,
1635307271,995,458,,,,,,
1635307272,996,466,,,,,,
1635307273,997,456,,,,,,
1635307274,998,466,,,,,,
1635307275,999,458,,,,,,
1635307276,1000,462,,,,,,
1635307277,1001,466,,,,,,
1635307278,1002,464,,,,,,
1635307279,1003,468,,,,,,
1635307280,1004,466,,,,,,
1635307281,1005,462,,,,,,
1635307282,1006,460,,,,,,
1635307283,1007,466,,,,,,
1635307284,1008,458,,,,,,
1635307285,1009,464,,,,,,
1635307286,1010,454,,,,,,
1635307287,1011,462,,,,,,
1635307288,1012,458,,,,,,
1635307289,1013,462,,,,,,
1635307290,1014,456,,,,,,
1635307291,1015,458,,,,,,
1635307292,1016,456,,,,,,
1635307293,1017,460,,,,,,
1635307294,1018,454,,,,,,
1635307295,1019,458,,,,,,
1635307296,1020,456,,,,,,
1635307297,1021,460,,,,,,
1635307298,1022,462,,,,,,
1635307299,1023,462,,,,,,
1635307300,1024,456,,,,,,
1635307301,1025,454,,,,,,
1635307302,1026,454,,,,,,
1635307303,1027,460,,,,,,
1635307304,1028,456,,,,,,
1635307305,1029,456,,,,,,
1635307306,1030,454,,,,,,
1635307307,1031,456,,,,,,
1635307308,1032,460,,,,,,
1635307309,1033,458,,,,,,
1635307310,1034,460,,,,,,
1635307311,1035,462,,,,,,
1635307312,1036,454,,,,,,
1635307313,1037,462,,,,,,
1635307314,1038,456,,,,,,
1635307315,1039,460,,,,,,
1635307316,1040,454,,,,,,
1635307317,1041,462,,,,,,
1635307318,1042,454,,,,,,
1635307319,1043,456,,,,,,
1635307320,1044,456,,,,,,
1635307321,1045,460,,,,,,
1635307322,1046,454,,,,,,
1635307323,1047,456,,,,,,
1635307324,1048,454,,,,,,
1635307325,1049,460,,,,,,
1635307326,1050,454,,,,,,
1635307327,1051,458,,,,,,
1635307328,1052,456,,,,,,
1635307329,1053,464,,,,,,
1635307330,1054,456,,,,,,
1635307331,1055,462,,,,,,
1635307332,1056,462,,,,,,
1635307333,1057,466,,,,,,
1635307334,1058,464,,,,,,
1635307335,1059,464,,,,,,
1635307336,1060,464,,,,,,
1635307337,1061,462,,,,,,
1635307338,1062,458,,,,,,
1635307339,1063,462,,,,,,
1635307340,1064,458,,,,,,
1635307341,1065,466,,,,,,
1635307342,1066,462,,,,,,
1635307343,1067,454,,,,,,
1635307344,1068,462,,,,,,
1635307345,1069,454,,,,,,
1635307346,1070,460,,,,,,
1635307347,1071,458,,,,,,
1635307348,1072,462,,,,,,
1635307349,1073,458,,,,,,
1635307350,1074,464,,,,,,
1635307351,1075,460,,,,,,
1635307352,1076,460,,,,,,
1635307353,1077,466,,,,,,
1635307354,1078,464,,,,,,
1635307355,1079,466,,,,,,
1635307356,1080,460,,,,,,
1635307357,1081,468,,,,,,
1635307358,1082,456,,,,,,
1635307359,1083,460,,,,,,
1635307360,1084,460,,,,,,
1635307361,1085,458,,,,,,
1635307362,1086,458,,,,,,
1635307363,1087,464,,,,,,
1635307364,1088,460,,,,,,
1635307365,1089,466,,,,,,
1635307366,1090,460,,,,,,
1635307367,1091,460,,,,,,
1635307368,1092,464,,,,,,
1635307369,1093,462,,,,,,
1635307370,1094,466,,,,,,
1635307371,1095,460,,,,,,
1635307372,1096,466,,,,,,
1635307373,1097,464,,,,,,
1635307374,1098,468,,,,,,
1635307375,1099,470,,,,,,
1635307376,1100,470,,,,,,
1635307377,1101,466,,,,,,
1635307378,1102,464,,,,,,
1635307379,1103,474,,,,,,
1635307380,1104,472,,,,,,
1635307381,1105,470,,,,,,
1635307382,1106,466,,,,,,
1635307383,1107,468,,,,,,
1635307384,1108,468,,,,,,
1635307385,1109,472,,,,,,
1635307386,1110,468,,,,,,
1635307387,1111,472,,,,,,
1635307388,1112,468,,,,,,
1635307389,1113,472,,,,,,
1635307390,1114,466,,,,,,
1635307391,1115,458,,,,,,
1635307392,1116,464,,,,,,
1635307393,1117,458,,,,,,
1635307394,1118,466,,,,,,
1635307395,1119,458,,,,,,
1635307396,1120,462,,,,,,
1635307397,1121,468,,,,,,
1635307398,1122,462,,,,,,
1635307399,1123,466,,,,,,
1635307400,1124,468,,,,,,
1635307401,1125,466,,,,,,
1635307402,1126,462,,,,,,
1635307403,1127,460,,,,,,
1635307404,1128,470,,,,,,
1635307405,1129,462,,,,,,
1635307406,1130,487,,,,,,
1635307407,1131,1975,,,,,,
1635307408,1132,1975,,,,,,
1635307409,1133,1975,,,,,,
1635307410,1134,1338,,,,,,
1635307411,1135,1383,,,,,,
1635307412,1136,1183,,,,,,
1635307413,1137,984,,,,,,
1635307414,1138,823,,,,,,
1635307415,1139,675,,,,,,
1635307416,1140,655,,,,,,
1635307417,1141,622,,,,,,
1635307418,1142,540,,,,,,
1635307419,1143,517,,,,,,
1635307420,1144,509,,,,,,
1635307421,1145,526,,,,,,
1635307422,1146,575,,,,,,
1635307423,1147,562,,,,,,
1635307424,1148,526,,,,,,
1635307425,1149,520,,,,,,
1635307426,1150,517,,,,,,
1635307427,1151,493,,,,,,
1635307428,1152,489,,,,,,
1635307429,1153,501,,,,,,
1635307430,1154,493,,,,,,
1635307431,1155,491,,,,,,
1635307432,1156,487,,,,,,
1635307433,1157,491,,,,,,
1635307434,1158,481,,,,,,
1635307435,1159,475,,,,,,
1635307436,1160,481,,,,,,
1635307437,1161,477,,,,,,
1635307438,1162,475,,,,,,
1635307439,1163,475,,,,,,
1635307440,1164,472,,,,,,
1635307441,1165,468,,,,,,
1635307442,1166,466,,,,,,
1635307443,1167,470,,,,,,
1635307444,1168,466,,,,,,
1635307445,1169,464,,,,,,
1635307446,1170,470,,,,,,
1635307447,1171,462,,,,,,
1635307448,1172,468,,,,,,
1635307449,1173,460,,,,,,
1635307450,1174,470,,,,,,
1635307451,1175,460,,,,,,
1635307452,1176,462,,,,,,
1635307453,1177,468,,,,,,
1635307454,1178,460,,,,,,
1635307455,1179,468,,,,,,
1635307456,1180,462,,,,,,
1635307457,1181,466,,,,,,
1635307458,1182,464,,,,,,
1635307459,1183,464,,,,,,
1635307460,1184,466,,,,,,
1635307461,1185,460,,,,,,
1635307462,1186,464,,,,,,
1635307463,1187,468,,,,,,
1635307464,1188,462,,,,,,
1635307465,1189,466,,,,,,
1635307466,1190,460,,,,,,
1635307467,1191,468,,,,,,
1635307468,1192,460,,,,,,
1635307469,1193,460,,,,,,
1635307470,1194,464,,,,,,
1635307471,1195,460,,,,,,
1635307472,1196,470,,,,,,
1635307473,1197,464,,,,,,
1635307474,1198,464,,,,,,
1635307475,1199,464,,,,,,
1635307476,1200,468,,,,,,
1635307477,1201,458,,,,,,
1635307478,1202,462,,,,,,
1635307479,1203,468,,,,,,
1635307480,1204,460,,,,,,
1635307481,1205,460,,,,,,
1635307482,1206,462,,,,,,
1635307483,1207,464,,,,,,
1635307484,1208,464,,,,,,
1635307485,1209,464,,,,,,
1635307486,1210,464,,,,,,
1635307487,1211,462,,,,,,
1635307488,1212,462,,,,,,
1635307489,1213,466,,,,,,
1635307490,1214,458,,,,,,
1635307491,1215,458,,,,,,
1635307492,1216,458,,,,,,
1635307493,1217,464,,,,,,
1635307494,1218,458,,,,,,
1635307495,1219,460,,,,,,
1635307496,1220,456,,,,,,
1635307497,1221,464,,,,,,
1635307498,1222,464,,,,,,
1635307499,1223,464,,,,,,
1635307500,1224,462,,,,,,
1635307501,1225,462,,,,,,
1635307502,1226,462,,,,,,
1635307503,1227,460,,,,,,
1635307504,1228,460,,,,,,
1635307505,1229,491,,,,,,
1635307506,1230,481,,,,,,
1635307507,1231,485,,,,,,
1635307508,1232,479,,,,,,
1635307509,1233,475,,,,,,
1635307510,1234,481,,,,,,
1635307511,1235,470,,,,,,
1635307512,1236,475,,,,,,
1635307513,1237,474,,,,,,
1635307514,1238,468,,,,,,
1635307515,1239,474,,,,,,
1635307516,1240,470,,,,,,
1635307517,1241,470,,,,,,
1635307518,1242,470,,,,,,
1635307519,1243,464,,,,,,
1635307520,1244,470,,,,,,
1635307521,1245,464,,,,,,
1635307522,1246,464,,,,,,
1635307523,1247,470,,,,,,
1635307524,1248,460,,,,,,
1635307525,1249,468,,,,,,
1635307526,1250,468,,,,,,
1635307527,1251,464,,,,,,
1635307528,1252,468,,,,,,
1635307529,1253,462,,,,,,
1635307530,1254,468,,,,,,
1635307531,1255,462,,,,,,
1635307532,1256,466,,,,,,
1635307533,1257,466,,,,,,
1635307534,1258,458,,,,,,
1635307535,1259,468,,,,,,
1635307536,1260,456,,,,,,
1635307537,1261,464,,,,,,
1635307538,1262,460,,,,,,
1635307539,1263,458,,,,,,
1635307540,1264,466,,,,,,
1635307541,1265,456,,,,,,
1635307542,1266,466,,,,,,
1635307543,1267,464,,,,,,
1635307544,1268,466,,,,,,
1635307545,1269,460,,,,,,
1635307546,1270,458,,,,,,
1635307547,1271,462,,,,,,
