Licor unixtime,LiCor time (Sec),LiCor conc (ppm),SCD unixtime,SCD time (sec),SCD 1 (ppm),SCD 2 (ppm),SCD 3 (ppm),SCD 4 (ppm)
1635307548,1272,460,,,,,,
1635307549,1273,458,,,,,,
1635307550,1274,464,,,,,,
1635307551,1275,458,,,,,,
1635307552,1276,464,,,,,,
1635307553,1277,462,,,,,,
1635307554,1278,468,,,,,,
1635307555,1279,462,,,,,,
1635307556,1280,460,,,,,,
1635307557,1281,466,,,,,,
1635307558,1282,464,,,,,,
1635307559,1283,458,,,,,,
1635307560,1284,464,,,,,,
1635307561,1285,466,,,,,,
1635307562,1286,458,,,,,,
1635307563,1287,466,,,,,,
1635307564,1288,460,,,,,,
1635307565,1289,464,,,,,,
1635307566,1290,462,,,,,,
1635307567,1291,466,,,,,,
1635307568,1292,468,,,,,,
1635307569,1293,460,,,,,,
1635307570,1294,466,,,,,,
1635307571,1295,462,,,,,,
1635307572,1296,460,,,,,,
1635307573,1297,464,,,,,,
1635307574,1298,458,,,,,,
1635307575,1299,460,,,,,,
1635307576,1300,466,,,,,,
1635307577,1301,458,,,,,,
1635307578,1302,466,,,,,,
1635307579,1303,456,,,,,,
1635307580,1304,464,,,,,,
1635307581,1305,464,,,,,,
1635307582,1306,462,,,,,,
1635307583,1307,464,,,,,,
1635307584,1308,460,,,,,,
1635307585,1309,458,,,,,,
1635307586,1310,464,,,,,,
1635307587,1311,458,,,,,,
1635307588,1312,458,,,,,,
1635307589,1313,458,,,,,,
1635307590,1314,460,,,,,,
1635307591,1315,456,,,,,,
1635307592,1316,460,,,,,,
1635307593,1317,464,,,,,,
1635307594,1318,464,,,,,,
1635307595,1319,464,,,,,,
1635307596,1320,464,,,,,,
1635307597,1321,462,,,,,,
1635307598,1322,456,,,,,,
1635307599,1323,466,,,,,,
1635307600,1324,464,,,,,,
1635307601,1325,462,,,,,,
1635307602,1326,464,,,,,,
1635307603,1327,454,,,,,,
1635307604,1328,462,,,,,,
1635307605,1329,462,,,,,,
1635307606,1330,462,,,,,,
1635307607,1331,464,,,,,,
1635307608,1332,452,,,,,,
1635307609,1333,462,,,,,,
1635307610,1334,456,,,,,,
1635307611,1335,458,,,,,,
1635307612,1336,460,,,,,,
1635307613,1337,460,,,,,,
1635307614,1338,456,,,,,,
1635307615,1339,464,,,,,,
1635307616,1340,458,,,,,,
1635307617,1341,456,,,,,,
1635307618,1342,458,,,,,,
1635307619,1343,456,,,,,,
1635307620,1344,464,,,,,,
1635307621,1345,462,,,,,,
1635307622,1346,456,,,,,,
1635307623,1347,454,,,,,,
1635307624,1348,456,,,,,,
1635307625,1349,460,,,,,,
1635307626,1350,464,,,,,,
1635307627,1351,456,,,,,,
1635307628,1352,460,,,,,,
1635307629,1353,460,,,,,,
1635307630,1354,452,,,,,,
1635307631,1355,460,,,,,,
1635307632,1356,460,,,,,,
1635307633,1357,454,,,,,,
1635307634,1358,456,,,,,,
1635307635,1359,460,,,,,,
1635307636,1360,452,,,,,,
1635307637,1361,460,,,,,,
1635307638,1362,454,,,,,,
1635307639,1363,460,,,,,,
1635307640,1364,464,,,,,,
1635307641,1365,454,,,,,,
1635307642,1366,460,,,,,,
1635307643,1367,454,,,,,,
1635307644,1368,456,,,,,,
1635307645,1369,454,,,,,,
1635307646,1370,458,,,,,,
1635307647,1371,454,,,,,,
1635307648,1372,458,,,,,,
1635307649,1373,458,,,,,,
1635307650,1374,452,,,,,,
1635307651,1375,460,,,,,,
1635307652,1376,458,,,,,,
1635307653,1377,452,,,,,,
1635307654,1378,460,,,,,,
1635307655,1379,454,,,,,,
1635307656,1380,452,,,,,,
1635307657,1381,460,,,,,,
1635307658,1382,452,,,,,,
1635307659,1383,460,,,,,,
1635307660,1384,456,,,,,,
1635307661,1385,462,,,,,,
1635307662,1386,458,,,,,,
1635307663,1387,462,,,,,,
1635307664,1388,450,,,,,,
1635307665,1389,456,,,,,,
1635307666,1390,458,,,,,,
1635307667,1391,456,,,,,,
1635307668,1392,456,,,,,,
1635307669,1393,458,,,,,,
1635307670,1394,456,,,,,,
1635307671,1395,460,,,,,,
1635307672,1396,458,,,,,,
1635307673,1397,456,,,,,,
1635307674,1398,452,,,,,,
1635307675,1399,450,,,,,,
1635307676,1400,458,,,,,,
1635307677,1401,456,,,,,,
1635307678,1402,452,,,,,,
1635307679,1403,450,,,,,,
1635307680,1404,456,,,,,,
1635307681,1405,456,,,,,,
1635307682,1406,452,,,,,,
1635307683,1407,456,,,,,,
1635307684,1408,452,,,,,,
1635307685,1409,452,,,,,,
1635307686,1410,456,,,,,,
1635307687,1411,462,,,,,,
1635307688,1412,456,,,,,,
1635307689,1413,454,,,,,,
1635307690,1414,458,,,,,,
1635307691,1415,456,,,,,,
1635307692,1416,456,,,,,,
1635307693,1417,454,,,,,,
1635307694,1418,450,,,,,,
1635307695,1419,454,,,,,,
1635307696,1420,452,,,,,,
1635307697,1421,450,,,,,,
1635307698,1422,454,,,,,,
1635307699,1423,454,,,,,,
1635307700,1424,452,,,,,,
1635307701,1425,454,,,,,,
1635307702,1426,450,,,,,,
1635307703,1427,456,,,,,,
1635307704,1428,458,,,,,,
1635307705,1429,454,,,,,,
1635307706,1430,452,,,,,,
1635307707,1431,456,,,,,,
1635307708,1432,450,,,,,,
1635307709,1433,456,,,,,,
1635307710,1434,458,,,,,,
1635307711,1435,450,,,,,,
1635307712,1436,458,,,,,,
1635307713,1437,454,,,,,,
1635307714,1438,452,,,,,,
1635307715,1439,456,,,,,,
1635307716,1440,452,,,,,,
1635307717,1441,448,,,,,,
1635307718,1442,456,,,,,,
1635307719,1443,454,,,,,,
1635307720,1444,456,,,,,,
1635307721,1445,454,,,,,,
1635307722,1446,448,,,,,,
1635307723,1447,450,,,,,,
1635307724,1448,452,,,,,,
1635307725,1449,448,,,,,,
1635307726,1450,448,,,,,,
1635307727,1451,454,,,,,,
1635307728,1452,450,,,,,,
1635307729,1453,456,,,,,,
1635307730,1454,454,,,,,,
1635307731,1455,454,,,,,,
1635307732,1456,454,,,,,,
1635307733,1457,452,,,,,,
1635307734,1458,448,,,,,,
1635307735,1459,448,,,,,,
1635307736,1460,458,,,,,,
1635307737,1461,454,,,,,,
1635307738,1462,450,,,,,,
1635307739,1463,454,,,,,,
1635307740,1464,446,,,,,,
1635307741,1465,446,,,,,,
1635307742,1466,448,,,,,,
1635307743,1467,454,,,,,,
1635307744,1468,444,,,,,,
1635307745,1469,454,,,,,,
1635307746,1470,456,,,,,,
1635307747,1471,448,,,,,,
1635307748,1472,452,,,,,,
1635307749,1473,452,,,,,,
1635307750,1474,450,,,,,,
1635307751,1475,456,,,,,,
1635307752,1476,456,,,,,,
1635307753,1477,454,,,,,,
1635307754,1478,452,,,,,,
1635307755,1479,450,,,,,,
1635307756,1480,446,,,,,,
1635307757,1481,454,,,,,,
1635307758,1482,450,,,,,,
1635307759,1483,448,,,,,,
1635307760,1484,450,,,,,,
1635307761,1485,454,,,,,,
1635307762,1486,452,,,,,,
1635307763,1487,446,,,,,,
1635307764,1488,454,,,,,,
1635307765,1489,448,,,,,,
1635307766,1490,448,,,,,,
1635307767,1491,452,,,,,,
1635307768,1492,454,,,,,,
1635307769,1493,446,,,,,,
1635307770,1494,454,,,,,,
1635307771,1495,446,,,,,,
1635307772,1496,446,,,,,,
1635307773,1497,450,,,,,,
1635307774,1498,450,,,,,,
1635307775,1499,446,,,,,,
1635307776,1500,444,,,,,,
1635307777,1501,452,,,,,,
1635307778,1502,446,,,,,,
1635307779,1503,452,,,,,,
1635307780,1504,452,,,,,,
1635307781,1505,452,,,,,,
1635307782,1506,448,,,,,,
1635307783,1507,452,,,,,,
1635307784,1508,448,,,,,,
1635307785,1509,446,,,,,,
1635307786,1510,454,,,,,,
1635307787,1511,450,,,,,,
1635307788,1512,446,,,,,,
1635307789,1513,448,,,,,,
1635307790,1514,452,,,,,,
1635307791,1515,452,,,,,,
1635307792,1516,446,,,,,,
1635307793,1517,452,,,,,,
1635307794,1518,450,,,,,,
1635307795,1519,446,,,,,,
1635307796,1520,454,,,,,,
1635307797,1521,450,,,,,,
1635307798,1522,448,,,,,,
1635307799,1523,446,,,,,,
1635307800,1524,454,,,,,,
1635307801,1525,448,,,,,,
1635307802,1526,444,,,,,,
1635307803,1527,446,,,,,,
1635307804,1528,452,,,,,,
1635307805,1529,450,,,,,,
1635307806,1530,452,,,,,,
1635307807,1531,450,,,,,,
1635307808,1532,446,,,,,,
1635307809,1533,450,,,,,,
1635307810,1534,454,,,,,,
1635307811,1535,446,,,,,,
1635307812,1536,450,,,,,,
1635307813,1537,448,,,,,,
1635307814,1538,448,,,,,,
1635307815,1539,448,,,,,,
1635307816,1540,448,,,,,,
1635307817,1541,450,,,,,,
1635307818,1542,442,,,,,,
1635307819,1543,450,,,,,,
1635307820,1544,452,,,,,,
1635307821,1545,446,,,,,,
1635307822,1546,450,,,,,,
1635307823,1547,444,,,,,,
1635307824,1548,450,,,,,,
1635307825,1549,446,,,,,,
1635307826,1550,448,,,,,,
1635307827,1551,448,,,,,,
1635307828,1552,444,,,,,,
1635307829,1553,444,,,,,,
1635307830,1554,444,,,,,,
1635307831,1555,452,,,,,,
1635307832,1556,446,,,,,,
1635307833,1557,444,,,,,,
1635307834,1558,450,,,,,,
1635307835,1559,448,,,,,,
1635307836,1560,444,,,,,,
1635307837,1561,444,,,,,,
1635307838,1562,452,,,,,,
1635307839,1563,450,,,,,,
1635307840,1564,444,,,,,,
1635307841,1565,446,,,,,,
1635307842,1566,450,,,,,,
1635307843,1567,448,,,,,,
1635307844,1568,450,,,,,,
1635307845,1569,446,,,,,,
1635307846,1570,450,,,,,,
1635307847,1571,442,,,,,,
1635307848,1572,444,,,,,,
1635307849,1573,448,,,,,,
1635307850,1574,442,,,,,,
1635307851,1575,448,,,,,,
1635307852,1576,450,,,,,,
1635307853,1577,450,,,,,,
1635307854,1578,442,,,,,,
1635307855,1579,446,,,,,,
1635307856,1580,450,,,,,,
1635307857,1581,446,,,,,,
1635307858,1582,440,,,,,,
1635307859,1583,442,,,,,,
1635307860,1584,450,,,,,,
1635307861,1585,448,,,,,,
1635307862,1586,442,,,,,,
1635307863,1587,450,,,,,,
1635307864,1588,446,,,,,,
1635307865,1589,446,,,,,,
1635307866,1590,450,,,,,,
1635307867,1591,440,,,,,,
1635307868,1592,442,,,,,,
1635307869,1593,444,,,,,,
1635307870,1594,448,,,,,,
1635307871,1595,450,,,,,,
1635307872,1596,446,,,,,,
1635307873,1597,450,,,,,,
1635307874,1598,440,,,,,,
1635307875,1599,440,,,,,,
1635307876,1600,444,,,,,,
1635307877,1601,448,,,,,,
1635307878,1602,442,,,,,,
1635307879,1603,440,,,,,,
1635307880,1604,450,,,,,,
1635307881,1605,444,,,,,,
1635307882,1606,442,,,,,,
1635307883,1607,444,,,,,,
1635307884,1608,448,,,,,,
1635307885,1609,444,,,,,,
1635307886,1610,446,,,,,,
1635307887,1611,450,,,,,,
1635307888,1612,446,,,,,,
1635307889,1613,442,,,,,,
1635307890,1614,444,,,,,,
1635307891,1615,448,,,,,,
1635307892,1616,442,,,,,,
1635307893,1617,442,,,,,,
1635307894,1618,444,,,,,,
1635307895,1619,442,,,,,,
1635307896,1620,446,,,,,,
1635307897,1621,450,,,,,,
1635307898,1622,444,,,,,,
1635307899,1623,446,,,,,,
1635307900,1624,446,,,,,,
1635307901,1625,446,,,,,,
1635307902,1626,442,,,,,,
1635307903,1627,442,,,,,,
1635307904,1628,448,,,,,,
1635307905,1629,444,,,,,,
1635307906,1630,440,,,,,,
1635307907,1631,442,,,,,,
1635307908,1632,446,,,,,,
1635307909,1633,450,,,,,,
1635307910,1634,444,,,,,,
1635307911,1635,444,,,,,,
1635307912,1636,446,,,,,,
1635307913,1637,442,,,,,,
1635307914,1638,444,,,,,,
1635307915,1639,446,,,,,,
1635307916,1640,446,,,,,,
1635307917,1641,442,,,,,,
1635307918,1642,450,,,,,,
1635307919,1643,448,,,,,,
1635307920,1644,440,,,,,,
1635307921,1645,450,,,,,,
1635307922,1646,446,,,,,,
1635307923,1647,450,,,,,,
1635307924,1648,444,,,,,,
1635307925,1649,442,,,,,,
1635307926,1650,448,,,,,,
1635307927,1651,440,,,,,,
1635307928,1652,442,,,,,,
1635307929,1653,444,,,,,,
1635307930,1654,446,,,,,,
1635307931,1655,440,,,,,,
1635307932,1656,444,,,,,,
1635307933,1657,448,,,,,,
1635307934,1658,444,,,,,,
1635307935,1659,442,,,,,,
1635307936,1660,446,,,,,,
1635307937,1661,450,,,,,,
1635307938,1662,448,,,,,,
1635307939,1663,442,,,,,,
1635307940,1664,448,,,,,,
1635307941,1665,446,,,,,,
1635307942,1666,440,,,,,,
1635307943,1667,448,,,,,,
1635307944,1668,442,,,,,,
1635307945,1669,440,,,,,,
1635307946,1670,440,,,,,,
1635307947,1671,446,,,,,,
1635307948,1672,444,,,,,,
1635307949,1673,440,,,,,,
1635307950,1674,446,,,,,,
1635307951,1675,438,,,,,,
1635307952,1676,444,,,,,,
1635307953,1677,440,,,,,,
1635307954,1678,444,,,,,,
1635307955,1679,442,,,,,,
1635307956,1680,438,,,,,,
1635307957,1681,444,,,,,,
1635307958,1682,446,,,,,,
1635307959,1683,442,,,,,,
1635307960,1684,446,,,,,,
1635307961,1685,440,,,,,,
1635307962,1686,446,,,,,,
1635307963,1687,442,,,,,,
1635307964,1688,440,,,,,,
1635307965,1689,446,,,,,,
1635307966,1690,442,,,,,,
1635307967,1691,440,,,,,,
1635307968,1692,446,,,,,,
1635307969,1693,448,,,,,,
1635307970,1694,440,,,,,,
1635307971,1695,442,,,,,,
1635307972,1696,446,,,,,,
1635307973,1697,446,,,,,,
1635307974,1698,444,,,,,,
1635307975,1699,444,,,,,,
1635307976,1700,438,,,,,,
1635307977,1701,446,,,,,,
1635307978,1702,442,,,,,,
1635307979,1703,446,,,,,,
1635307980,1704,446,,,,,,
1635307981,1705,444,,,,,,
1635307982,1706,448,,,,,,
1635307983,1707,442,,,,,,
1635307984,1708,448,,,,,,
1635307985,1709,446,,,,,,
1635307986,1710,440,,,,,,
1635307987,1711,444,,,,,,
1635307988,1712,448,,,,,,
1635307989,1713,442,,,,,,
1635307990,1714,444,,,,,,
1635307991,1715,446,,,,,,
1635307992,1716,442,,,,,,
1635307993,1717,440,,,,,,
1635307994,1718,444,,,,,,
1635307995,1719,444,,,,,,
1635307996,1720,444,,,,,,
1635307997,1721,444,,,,,,
1635307998,1722,440,,,,,,
1635307999,1723,448,,,,,,
1635308000,1724,440,,,,,,
1635308001,1725,446,,,,,,
1635308002,1726,444,,,,,,
1635308003,1727,442,,,,,,
1635308004,1728,444,,,,,,
1635308005,1729,446,,,,,,
1635308006,1730,446,,,,,,
1635308007,1731,436,,,,,,
1635308008,1732,438,,,,,,
1635308009,1733,444,,,,,,
1635308010,1734,446,,,,,,
1635308011,1735,440,,,,,,
1635308012,1736,438,,,,,,
1635308013,1737,448,,,,,,
1635308014,1738,440,,,,,,
1635308015,1739,440,,,,,,
1635308016,1740,442,,,,,,
1635308017,1741,446,,,,,,
1635308018,1742,444,,,,,,
1635308019,1743,442,,,,,,
1635308020,1744,446,,,,,,
1635308021,1745,440,,,,,,
1635308022,1746,440,,,,,,
1635308023,1747,438,,,,,,
1635308024,1748,444,,,,,,
1635308025,1749,444,,,,,,
1635308026,1750,440,,,,,,
1635308027,1751,446,,,,,,
1635308028,1752,440,,,,,,
1635308029,1753,442,,,,,,
1635308030,1754,446,,,,,,
1635308031,1755,446,,,,,,
1635308032,1756,444,,,,,,
1635308033,1757,444,,,,,,
1635308034,1758,440,,,,,,
1635308035,1759,446,,,,,,
1635308036,1760,442,,,,,,
1635308037,1761,438,,,,,,
1635308038,1762,440,,,,,,
1635308039,1763,442,,,,,,
1635308040,1764,440,,,,,,
1635308041,1765,442,,,,,,
1635308042,1766,448,,,,,,
1635308043,1767,444,,,,,,
1635308044,1768,438,,,,,,
1635308045,1769,440,,,,,,
1635308046,1770,446,,,,,,
1635308047,1771,448,,,,,,
1635308048,1772,438,,,,,,
1635308049,1773,446,,,,,,
1635308050,1774,446,,,,,,
1635308051,1775,444,,,,,,
1635308052,1776,442,,,,,,
1635308053,1777,444,,,,,,
1635308054,1778,444,,,,,,
1635308055,1779,438,,,,,,
1635308056,1780,448,,,,,,
1635308057,1781,444,,,,,,
1635308058,1782,440,,,,,,
1635308059,1783,438,,,,,,
1635308060,1784,440,,,,,,
1635308061,1785,446,,,,,,
1635308062,1786,438,,,,,,
1635308063,1787,442,,,,,,
1635308064,1788,440,,,,,,
1635308065,1789,438,,,,,,
1635308066,1790,444,,,,,,
1635308067,1791,442,,,,,,
1635308068,1792,448,,,,,,
1635308069,1793,440,,,,,,
1635308070,1794,440,,,,,,
1635308071,1795,446,,,,,,
1635308072,1796,442,,,,,,
1635308073,1797,438,,,,,,
1635308074,1798,440,,,,,,
1635308075,1799,446,,,,,,
1635308076,1800,444,,,,,,
1635308077,1801,438,,,,,,
1635308078,1802,446,,,,,,
1635308079,1803,442,,,,,,
1635308080,1804,446,,,,,,
1635308081,1805,440,,,,,,
1635308082,1806,446,,,,,,
1635308083,1807,444,,,,,,
1635308084,1808,440,,,,,,
1635308085,1809,444,,,,,,
1635308086,1810,446,,,,,,
1635308087,1811,444,,,,,,
1635308088,1812,442,,,,,,
1635308089,1813,436,,,,,,
1635308090,1814,446,,,,,,
1635308091,1815,444,,,,,,
1635308092,1816,440,,,,,,
1635308093,1817,444,,,,,,
1635308094,1818,446,,,,,,
1635308095,1819,444,,,,,,
1635308096,1820,440,,,,,,
1635308097,1821,444,,,,,,
1635308098,1822,444,,,,,,
1635308099,1823,444,,,,,,
1635308100,1824,438,,,,,,
1635308101,1825,440,,,,,,
1635308102,1826,448,,,,,,
1635308103,1827,440,,,,,,
1635308104,1828,440,,,,,,
1635308105,1829,440,,,,,,
1635308106,1830,444,,,,,,
1635308107,1831,442,,,,,,
1635308108,1832,438,,,,,,
1635308109,1833,438,,,,,,
1635308110,1834,442,,,,,,
1635308111,1835,440,,,,,,
1635308112,1836,438,,,,,,
1635308113,1837,446,,,,,,
1635308114,1838,442,,,,,,
1635308115,1839,438,,,,,,
1635308116,1840,440,,,,,,
1635308117,1841,442,,,,,,
1635308118,1842,444,,,,,,
1635308119,1843,436,,,,,,
1635308120,1844,438,,,,,,
1635308121,1845,442,,,,,,
1635308122,1846,444,,,,,,
1635308123,1847,438,,,,,,
1635308124,1848,436,,,,,,
1635308125,1849,444,,,,,,
1635308126,1850,442,,,,,,
1635308127,1851,438,,,,,,
1635308128,1852,440,,,,,,
1635308129,1853,444,,,,,,
1635308130,1854,446,,,,,,
1635308131,1855,442,,,,,,
1635308132,1856,438,,,,,,
1635308133,1857,440,,,,,,
1635308134,1858,442,,,,,,
1635308135,1859,440,,,,,,
1635308136,1860,438,,,,,,
1635308137,1861,438,,,,,,
1635308138,1862,444,,,,,,
1635308139,1863,444,,,,,,
1635308140,1864,438,,,,,,
1635308141,1865,438,,,,,,
1635308142,1866,442,,,,,,
1635308143,1867,446,,,,,,
1635308144,1868,438,,,,,,
1635308145,1869,438,,,,,,
1635308146,1870,442,,,,,,
1635308147,1871,442,,,,,,
1635308148,1872,438,,,,,,
1635308149,1873,438,,,,,,
1635308150,1874,440,,,,,,
1635308151,1875,440,,,,,,
1635308152,1876,436,,,,,,
1635308153,1877,440,,,,,,
1635308154,1878,444,,,,,,
1635308155,1879,444,,,,,,
1635308156,1880,438,,,,,,
1635308157,1881,438,,,,,,
1635308158,1882,442,,,,,,
1635308159,1883,444,,,,,,
1635308160,1884,438,,,,,,
1635308161,1885,438,,,,,,
1635308162,1886,444,,,,,,
1635308163,1887,442,,,,,,
1635308164,1888,436,,,,,,
1635308165,1889,438,,,,,,
1635308166,1890,442,,,,,,
1635308167,1891,440,,,,,,
1635308168,1892,438,,,,,,
1635308169,1893,440,,,,,,
1635308170,1894,440,,,,,,
1635308171,1895,440,,,,,,
1635308172,1896,446,,,,,,
1635308173,1897,442,,,,,,
1635308174,1898,442,,,,,,
1635308175,1899,444,,,,,,
1635308176,1900,438,,,,,,
1635308177,1901,446,,,,,,
1635308178,1902,446,,,,,,
1635308179,1903,444,,,,,,
1635308180,1904,438,,,,,,
1635308181,1905,440,,,,,,
1635308182,1906,440,,,,,,
1635308183,1907,436,,,,,,
1635308184,1908,436,,,,,,
1635308185,1909,442,,,,,,
1635308186,1910,440,,,,,,
1635308187,1911,440,,,,,,
1635308188,1912,448,,,,,,
1635308189,1913,448,,,,,,
1635308190,1914,446,,,,,,
1635308191,1915,450,,,,,,
1635308192,1916,444,,,,,,
1635308193,1917,450,,,,,,
1635308194,1918,450,,,,,,
1635308195,1919,450,,,,,,
1635308196,1920,448,,,,,,
1635308197,1921,448,,,,,,
1635308198,1922,452,,,,,,
1635308199,1923,460,,,,,,
1635308200,1924,454,,,,,,
1635308201,1925,468,,,,,,
1635308202,1926,501,,,,,,
1635308203,1927,509,,,,,,
1635308204,1928,513,,,,,,
1635308205,1929,513,,,,,,
1635308206,1930,497,,,,,,
1635308207,1931,474,,,,,,
1635308208,1932,458,,,,,,
1635308209,1933,462,,,,,,
1635308210,1934,458,,,,,,
1635308211,1935,462,,,,,,
1635308212,1936,462,,,,,,
1635308213,1937,462,,,,,,
1635308214,1938,454,,,,,,
1635308215,1939,450,,,,,,
1635308216,1940,448,,,,,,
1635308217,1941,454,,,,,,
1635308218,1942,450,,,,,,
1635308219,1943,456,,,,,,
1635308220,1944,454,,,,,,
1635308221,1945,450,,,,,,
1635308222,1946,450,,,,,,
1635308223,1947,444,,,,,,
1635308224,1948,448,,,,,,
1635308225,1949,442,,,,,,
1635308226,1950,444,,,,,,
1635308227,1951,442,,,,,,
1635308228,1952,448,,,,,,
1635308229,1953,446,,,,,,
1635308230,1954,448,,,,,,
1635308231,1955,446,,,,,,
1635308232,1956,442,,,,,,
1635308233,1957,448,,,,,,
1635308234,1958,448,,,,,,
1635308235,1959,442,,,,,,
1635308236,1960,442,,,,,,
1635308237,1961,438,,,,,,
1635308238,1962,444,,,,,,
1635308239,1963,446,,,,,,
1635308240,1964,444,,,,,,
1635308241,1965,452,,,,,,
1635308242,1966,442,,,,,,
1635308243,1967,444,,,,,,
1635308244,1968,446,,,,,,
1635308245,1969,450,,,,,,
1635308246,1970,446,,,,,,
1635308247,1971,442,,,,,,
1635308248,1972,442,,,,,,
1635308249,1973,448,,,,,,
1635308250,1974,446,,,,,,
1635308251,1975,446,,,,,,
1635308252,1976,444,,,,,,
1635308253,1977,444,,,,,,
1635308254,1978,440,,,,,,
1635308255,1979,438,,,,,,
1635308256,1980,446,,,,,,
1635308257,1981,442,,,,,,
1635308258,1982,440,,,,,,
1635308259,1983,444,,,,,,
1635308260,1984,446,,,,,,
1635308261,1985,440,,,,,,
1635308262,1986,436,,,,,,
1635308263,1987,440,,,,,,
1635308264,1988,444,,,,,,
1635308265,1989,440,,,,,,
1635308266,1990,440,,,,,,
1635308267,1991,448,,,,,,
1635308268,1992,446,,,,,,
1635308269,1993,444,,,,,,
1635308270,1994,442,,,,,,
1635308271,1995,442,,,,,,
1635308272,1996,444,,,,,,
1635308273,1997,440,,,,,,
1635308274,1998,444,,,,,,
1635308275,1999,440,,,,,,
1635308276,2000,442,,,,,,
1635308277,2001,442,,,,,,
1635308278,2002,442,,,,,,
1635308279,2003,446,,,,,,
1635308280,2004,444,,,,,,
1635308281,2005,444,,,,,,
1635308282,2006,450,,,,,,
1635308283,2007,446,,,,,,
1635308284,2008,1128,,,,,,
1635308285,2009,1735,,,,,,
1635308286,2010,1975,,,,,,
1635308287,2011,1975,,,,,,
1635308288,2012,1873,,,,,,
1635308289,2013,1277,,,,,,
1635308290,2014,1209,,,,,,
1635308291,2015,1115,,,,,,
1635308292,2016,988,,,,,,
1635308293,2017,649,,,,,,
1635308294,2018,626,,,,,,
1635308295,2019,624,,,,,,
1635308296,2020,618,,,,,,
1635308297,2021,550,,,,,,
1635308298,2022,536,,,,,,
1635308299,2023,503,,,,,,
1635308300,2024,507,,,,,,
1635308301,2025,501,,,,,,
1635308302,2026,497,,,,,,
1635308303,2027,472,,,,,,
1635308304,2028,464,,,,,,
1635308305,2029,468,,,,,,
1635308306,2030,462,,,,,,
1635308307,2031,460,,,,,,
1635308308,2032,462,,,,,,
1635308309,2033,458,,,,,,
1635308310,2034,466,,,,,,
1635308311,2035,450,,,,,,
1635308312,2036,454,,,,,,
1635308313,2037,456,,,,,,
1635308314,2038,454,,,,,,
1635308315,2039,452,,,,,,
1635308316,2040,456,,,,,,
1635308317,2041,462,,,,,,
1635308318,2042,458,,,,,,
1635308319,2043,450,,,,,,
1635308320,2044,452,,,,,,
1635308321,2045,456,,,,,,
1635308322,2046,458,,,,,,
1635308323,2047,458,,,,,,
1635308324,2048,446,,,,,,
1635308325,2049,448,,,,,,
1635308326,2050,446,,,,,,
1635308327,2051,450,,,,,,
1635308328,2052,450,,,,,,
1635308329,2053,446,,,,,,
1635308330,2054,454,,,,,,
1635308331,2055,454,,,,,,
1635308332,2056,450,,,,,,
1635308333,2057,448,,,,,,
1635308334,2058,450,,,,,,
1635308335,2059,450,,,,,,
1635308336,2060,446,,,,,,
1635308337,2061,448,,,,,,
1635308338,2062,454,,,,,,
1635308339,2063,452,,,,,,
1635308340,2064,450,,,,,,
1635308341,2065,452,,,,,,
1635308342,2066,452,,,,,,
1635308343,2067,446,,,,,,
1635308344,2068,444,,,,,,
1635308345,2069,450,,,,,,
1635308346,2070,444,,,,,,
1635308347,2071,442,,,,,,
1635308348,2072,448,,,,,,
1635308349,2073,452,,,,,,
1635308350,2074,450,,,,,,
1635308351,2075,444,,,,,,
1635308352,2076,450,,,,,,
1635308353,2077,450,,,,,,
1635308354,2078,444,,,,,,
1635308355,2079,450,,,,,,
1635308356,2080,446,,,,,,
1635308357,2081,442,,,,,,
1635308358,2082,446,,,,,,
1635308359,2083,452,,,,,,
1635308360,2084,448,,,,,,
1635308361,2085,444,,,,,,
1635308362,2086,446,,,,,,
1635308363,2087,450,,,,,,
1635308364,2088,448,,,,,,
1635308365,2089,446,,,,,,
1635308366,2090,446,,,,,,
1635308367,2091,452,,,,,,
1635308368,2092,448,,,,,,
1635308369,2093,448,,,,,,
1635308370,2094,452,,,,,,
1635308371,2095,442,,,,,,
1635308372,2096,450,,,,,,
1635308373,2097,452,,,,,,
1635308374,2098,450,,,,,,
1635308375,2099,448,,,,,,
1635308376,2100,448,,,,,,
1635308377,2101,454,,,,,,
1635308378,2102,446,,,,,,
1635308379,2103,448,,,,,,
1635308380,2104,446,,,,,,
1635308381,2105,452,,,,,,
1635308382,2106,452,,,,,,
1635308383,2107,448,,,,,,
1635308384,2108,448,,,,,,
1635308385,2109,452,,,,,,
1635308386,2110,456,,,,,,
1635308387,2111,450,,,,,,
1635308388,2112,450,,,,,,
1635308389,2113,456,,,,,,
1635308390,2114,448,,,,,,
1635308391,2115,446,,,,,,
1635308392,2116,446,,,,,,
1635308393,2117,454,,,,,,
1635308394,2118,446,,,,,,
1635308395,2119,446,,,,,,
1635308396,2120,452,,,,,,
1635308397,2121,452,,,,,,
1635308398,2122,452,,,,,,
1635308399,2123,452,,,,,,
1635308400,2124,454,,,,,,
1635308401,2125,452,,,,,,
1635308402,2126,454,,,,,,
1635308403,2127,450,,,,,,
1635308404,2128,450,,,,,,
1635308405,2129,448,,,,,,
1635308406,2130,450,,,,,,
1635308407,2131,450,,,,,,
1635308408,2132,454,,,,,,
1635308409,2133,452,,,,,,
1635308410,2134,450,,,,,,
1635308411,2135,446,,,,,,
1635308412,2136,452,,,,,,
1635308413,2137,446,,,,,,
1635308414,2138,448,,,,,,
1635308415,2139,454,,,,,,
