UNIXTIMECO2
1581949870,454.00
1581949871,454.00
1581949873,454.00
1581949874,455.00
1581949875,455.00
1581949876,456.00
1581949877,456.00
1581949878,456.00
1581949879,455.00
1581949880,455.00
1581949881,455.00
1581949882,455.00
1581949883,455.00
1581949884,455.00
1581949885,455.00
1581949886,454.00
1581949887,454.00
1581949888,454.00
1581949889,454.00
1581949890,454.00
1581949891,454.00
1581949892,454.00
1581949893,454.00
1581949894,454.00
1581949895,455.00
1581949896,455.00
1581949897,455.00
1581949898,455.00
1581949899,455.00
1581949900,455.00
1581949901,455.00
1581949902,455.00
1581949903,454.00
1581949904,454.00
1581949905,454.00
1581949906,454.00
1581949907,454.00
1581949908,454.00
1581949909,454.00
1581949911,454.00
1581949912,454.00
1581949913,454.00
1581949914,454.00
1581949915,455.00
1581949916,455.00
1581949917,455.00
1581949918,454.00
1581949919,454.00
1581949920,454.00
1581949921,454.00
1581949922,454.00
1581949923,455.00
1581949924,455.00
1581949925,455.00
1581949926,455.00
1581949927,455.00
1581949928,455.00
1581949929,456.00
1581949930,456.00
1581949931,456.00
1581949932,456.00
1581949933,457.00
1581949934,457.00
1581949935,457.00
1581949936,457.00
1581949937,457.00
1581949938,457.00
1581949939,457.00
1581949940,457.00
1581949941,457.00
1581949942,457.00
1581949943,457.00
1581949944,457.00
1581949945,457.00
1581949946,458.00
1581949947,458.00
1581949949,458.00
1581949950,458.00
1581949951,458.00
1581949952,458.00
1581949953,457.00
1581949954,457.00
1581949955,457.00
1581949956,457.00
1581949957,457.00
1581949958,456.00
1581949959,456.00
1581949960,456.00
1581949961,456.00
1581949962,456.00
1581949963,456.00
1581949964,456.00
1581949965,456.00
1581949966,456.00
1581949967,456.00
1581949968,455.00
1581949969,455.00
1581949970,455.00
1581949971,455.00
1581949972,455.00
1581949973,455.00
1581949974,455.00
1581949975,455.00
1581949976,455.00
1581949977,456.00
1581949978,456.00
1581949979,456.00
1581949980,456.00
1581949981,456.00
1581949982,456.00
1581949983,456.00
1581949984,456.00
1581949985,455.00
1581949987,455.00
1581949988,455.00
1581949989,455.00
1581949990,455.00
1581949991,455.00
1581949992,455.00
1581949993,455.00
1581949994,455.00
1581949995,455.00
1581949996,455.00
1581949997,455.00
1581949998,455.00
1581949999,455.00
1581950000,456.00
1581950001,456.00
1581950002,455.00
1581950003,455.00
1581950004,455.00
1581950005,455.00
1581950006,455.00
1581950007,455.00
1581950008,455.00
1581950009,455.00
1581950010,455.00
1581950011,455.00
1581950012,455.00
1581950013,455.00
1581950014,456.00
1581950015,456.00
1581950016,456.00
1581950017,456.00
1581950018,456.00
1581950019,456.00
1581950020,456.00
1581950021,456.00
1581950022,456.00
1581950023,457.00
1581950025,456.00
1581950026,456.00
1581950027,456.00
1581950028,456.00
1581950029,456.00
1581950030,456.00
1581950031,456.00
1581950032,456.00
1581950033,456.00
1581950034,456.00
1581950035,456.00
1581950036,456.00
1581950037,456.00
1581950038,456.00
1581950039,456.00
1581950040,455.00
1581950041,455.00
1581950042,455.00
1581950043,455.00
1581950044,455.00
1581950045,455.00
1581950046,455.00
1581950047,455.00
1581950048,455.00
1581950049,455.00
1581950050,455.00
1581950051,455.00
1581950052,455.00
1581950053,455.00
1581950054,455.00
1581950055,455.00
1581950056,455.00
1581950057,455.00
1581950058,455.00
1581950059,455.00
1581950060,455.00
1581950061,455.00
1581950063,454.00
1581950064,454.00
1581950065,454.00
1581950066,454.00
1581950067,454.00
1581950068,455.00
1581950069,455.00
1581950070,455.00
1581950071,455.00
1581950072,456.00
1581950073,455.00
1581950074,455.00
1581950075,455.00
1581950076,455.00
1581950077,455.00
1581950078,455.00
1581950079,455.00
1581950080,454.00
1581950081,454.00
1581950082,453.00
1581950083,453.00
1581950084,453.00
1581950085,453.00
1581950086,454.00
1581950087,454.00
1581950088,454.00
1581950089,454.00
1581950090,454.00
1581950091,454.00
1581950092,454.00
1581950093,454.00
1581950094,454.00
1581950095,454.00
1581950096,454.00
1581950097,454.00
1581950098,454.00
1581950099,453.00
1581950101,453.00
1581950102,453.00
1581950103,453.00
1581950104,453.00
1581950105,453.00
1581950106,453.00
1581950107,453.00
1581950108,453.00
1581950109,453.00
1581950110,453.00
1581950111,453.00
1581950112,453.00
1581950113,453.00
1581950114,454.00
1581950115,453.00
1581950116,453.00
1581950117,453.00
1581950118,453.00
1581950119,453.00
1581950120,454.00
1581950121,454.00
1581950122,454.00
1581950123,454.00
1581950124,455.00
1581950125,455.00
1581950126,455.00
1581950127,455.00
1581950128,454.00
1581950129,454.00
1581950130,454.00
1581950131,454.00
1581950132,454.00
1581950133,454.00
1581950134,454.00
1581950135,454.00
1581950136,453.00
1581950137,453.00
1581950139,453.00
1581950140,453.00
1581950141,453.00
1581950142,453.00
1581950143,453.00
1581950144,453.00
1581950145,453.00
1581950146,453.00
1581950147,454.00
1581950148,454.00
1581950149,454.00
1581950150,454.00
1581950151,454.00
1581950152,454.00
1581950153,454.00
1581950154,454.00
1581950155,455.00
1581950156,455.00
1581950157,455.00
1581950158,455.00
1581950159,455.00
1581950160,455.00
1581950161,456.00
1581950162,456.00
1581950163,456.00
1581950164,456.00
1581950165,456.00
1581950166,456.00
1581950167,456.00
1581950168,456.00
1581950169,456.00
1581950170,456.00
1581950171,456.00
1581950172,456.00
1581950173,456.00
1581950174,456.00
1581950175,456.00
1581950177,456.00
1581950178,455.00
1581950179,455.00
1581950180,455.00
1581950181,455.00
1581950182,455.00
1581950183,455.00
1581950184,456.00
1581950185,456.00
1581950186,456.00
1581950187,455.00
1581950188,455.00
1581950189,455.00
1581950190,455.00
1581950191,455.00
1581950192,455.00
1581950193,455.00
1581950194,455.00
1581950195,456.00
1581950196,456.00
1581950197,456.00
1581950198,456.00
1581950199,456.00
1581950200,456.00
1581950201,456.00
1581950202,456.00
1581950203,455.00
1581950204,455.00
1581950205,455.00
1581950206,455.00
1581950207,455.00
1581950208,454.00
1581950209,454.00
1581950210,454.00
1581950211,454.00
1581950212,454.00
1581950213,454.00
1581950215,454.00
