unixtime,date,ws,wd,co2,temp
1625604925,7/6/2021 20:55,1.34,83,419,41
1625604928,7/6/2021 20:55,1.68,66,467,41
1625604931,7/6/2021 20:55,2.01,76,502,41
1625604934,7/6/2021 20:55,2.35,74,488,41
1625604937,7/6/2021 20:55,2.35,69,466,41
1625604940,7/6/2021 20:55,2.01,80,448,41
1625604943,7/6/2021 20:55,2.01,86,455,41
1625604946,7/6/2021 20:55,3.02,86,449,41
1625604949,7/6/2021 20:55,3.35,91,444,41
1625604952,7/6/2021 20:55,3.02,82,415,41
1625604955,7/6/2021 20:55,2.35,99,465,41
1625604958,7/6/2021 20:55,1.34,91,519,41
1625604961,7/6/2021 20:56,1.34,89,370,41
1625604964,7/6/2021 20:56,2.35,117,431,42
1625604967,7/6/2021 20:56,3.02,121,377,42
1625604970,7/6/2021 20:56,2.35,119,390,42
1625604973,7/6/2021 20:56,2.35,121,398,42
1625604976,7/6/2021 20:56,2.68,117,390,42
1625604979,7/6/2021 20:56,2.68,118,386,42
1625604982,7/6/2021 20:56,2.68,116,396,42
1625604985,7/6/2021 20:56,2.68,74,410,42
1625604988,7/6/2021 20:56,2.68,125,415,42
1625604991,7/6/2021 20:56,3.69,117,420,42
1625604994,7/6/2021 20:56,5.03,119,419,42
1625604997,7/6/2021 20:56,4.02,116,396,42
1625605000,7/6/2021 20:56,5.36,46,383,42
1625605003,7/6/2021 20:56,5.7,67,352,42
1625605006,7/6/2021 20:56,7.04,65,350,41
1625605009,7/6/2021 20:56,5.7,39,395,41
1625605012,7/6/2021 20:56,3.69,21,397,41
1625605015,7/6/2021 20:56,2.68,46,415,41
1625605018,7/6/2021 20:56,2.01,14,371,41
1625605021,7/6/2021 20:57,4.02,17,357,41
1625605024,7/6/2021 20:57,4.69,90,362,41
1625605027,7/6/2021 20:57,4.02,17,545,41
1625605030,7/6/2021 20:57,3.69,45,643,41
1625605033,7/6/2021 20:57,3.02,26,623,41
1625605036,7/6/2021 20:57,2.68,35,545,41
1625605039,7/6/2021 20:57,2.68,19,503,41
1625605042,7/6/2021 20:57,3.69,24,408,41
1625605045,7/6/2021 20:57,3.35,38,425,41
1625605048,7/6/2021 20:57,2.35,20,312,41
1625605051,7/6/2021 20:57,2.68,14,541,41
1625605054,7/6/2021 20:57,3.69,12,485,41
1625605057,7/6/2021 20:57,4.02,13,510,41
1625605060,7/6/2021 20:57,4.69,44,438,41
1625605063,7/6/2021 20:57,3.35,16,451,41
1625605066,7/6/2021 20:57,1.68,38,594,40
1625605069,7/6/2021 20:57,1.68,27,646,40
1625605072,7/6/2021 20:57,2.01,62,519,41
1625605075,7/6/2021 20:57,2.35,94,471,41
1625605078,7/6/2021 20:57,2.01,78,357,41
1625605081,7/6/2021 20:58,2.35,79,399,41
1625605084,7/6/2021 20:58,2.01,71,436,41
1625605087,7/6/2021 20:58,1.34,124,414,41
1625605090,7/6/2021 20:58,1.01,131,443,41
1625605093,7/6/2021 20:58,1.01,62,388,41
1625605096,7/6/2021 20:58,0.67,119,405,41
1625605099,7/6/2021 20:58,2.01,63,452,41
1625605102,7/6/2021 20:58,2.35,58,392,41
1625605105,7/6/2021 20:58,2.01,58,381,41
1625605108,7/6/2021 20:58,2.35,55,395,41
1625605111,7/6/2021 20:58,3.02,45,371,41
1625605114,7/6/2021 20:58,3.69,43,377,41
1625605117,7/6/2021 20:58,4.02,54,395,41
1625605120,7/6/2021 20:58,3.69,52,413,41
1625605123,7/6/2021 20:58,3.69,41,412,41
1625605126,7/6/2021 20:58,3.35,32,415,41
1625605129,7/6/2021 20:58,3.35,47,434,41
1625605132,7/6/2021 20:58,4.02,55,407,41
1625605135,7/6/2021 20:58,3.35,33,463,41
1625605138,7/6/2021 20:58,2.68,57,429,41
1625605141,7/6/2021 20:59,1.68,55,390,41
1625605144,7/6/2021 20:59,1.68,56,427,41
1625605147,7/6/2021 20:59,1.68,54,435,41
1625605150,7/6/2021 20:59,1.68,59,431,41
1625605153,7/6/2021 20:59,3.02,54,374,41
1625605156,7/6/2021 20:59,4.36,54,502,41
1625605159,7/6/2021 20:59,4.36,49,459,41
1625605162,7/6/2021 20:59,3.69,37,389,41
1625605165,7/6/2021 20:59,3.02,33,409,41
1625605168,7/6/2021 20:59,2.68,17,457,41
1625605171,7/6/2021 20:59,2.01,19,490,41
1625605174,7/6/2021 20:59,1.68,19,557,41
1625605177,7/6/2021 20:59,3.02,15,531,41
1625605180,7/6/2021 20:59,3.69,60,415,41
1625605183,7/6/2021 20:59,3.69,17,328,41
1625605186,7/6/2021 20:59,2.35,16,430,41
1625605189,7/6/2021 20:59,1.68,20,515,41
1625605192,7/6/2021 20:59,1.34,20,595,41
1625605195,7/6/2021 20:59,2.68,46,609,41
1625605198,7/6/2021 20:59,3.35,29,360,41
1625605201,7/6/2021 21:00,2.68,49,371,41
1625605204,7/6/2021 21:00,2.68,49,388,41
1625605207,7/6/2021 21:00,3.02,58,386,41
1625605210,7/6/2021 21:00,2.68,64,561,40
1625605213,7/6/2021 21:00,2.01,62,511,40
1625605216,7/6/2021 21:00,1.34,63,365,40
1625605219,7/6/2021 21:00,1.34,77,274,40
1625605222,7/6/2021 21:00,1.34,63,257,40
1625605225,7/6/2021 21:00,1.68,61,282,41
1625605228,7/6/2021 21:00,2.68,77,299,41
1625605231,7/6/2021 21:00,3.35,49,359,41
1625605234,7/6/2021 21:00,3.69,54,380,41
1625605237,7/6/2021 21:00,3.02,44,405,41
1625605240,7/6/2021 21:00,2.68,78,399,41
1625605243,7/6/2021 21:00,1.68,56,387,41
1625605246,7/6/2021 21:00,1.68,39,375,41
1625605249,7/6/2021 21:00,1.68,29,390,41
1625605252,7/6/2021 21:00,2.35,36,392,41
1625605255,7/6/2021 21:00,2.68,44,409,41
1625605258,7/6/2021 21:00,3.35,28,415,41
1625605261,7/6/2021 21:01,4.02,21,428,41
1625605264,7/6/2021 21:01,4.69,23,452,41
1625605267,7/6/2021 21:01,4.69,22,446,41
1625605270,7/6/2021 21:01,4.02,49,468,41
1625605273,7/6/2021 21:01,4.02,20,454,41
1625605276,7/6/2021 21:01,4.36,19,404,41
1625605279,7/6/2021 21:01,3.69,21,381,41
1625605282,7/6/2021 21:01,3.02,18,385,41
1625605285,7/6/2021 21:01,4.02,54,366,41
1625605288,7/6/2021 21:01,3.35,17,387,41
1625605291,7/6/2021 21:01,2.68,28,443,41
1625605294,7/6/2021 21:01,2.01,22,438,41
1625605297,7/6/2021 21:01,2.01,26,432,41
1625605300,7/6/2021 21:01,2.01,81,412,41
1625605303,7/6/2021 21:01,1.68,68,409,41
1625605306,7/6/2021 21:01,2.01,68,436,41
1625605309,7/6/2021 21:01,2.01,65,433,41
1625605312,7/6/2021 21:01,2.35,62,434,41
1625605315,7/6/2021 21:01,2.01,84,425,41
1625605318,7/6/2021 21:01,2.01,64,420,41
1625605321,7/6/2021 21:02,2.01,61,421,41
1625605324,7/6/2021 21:02,1.68,61,417,41
1625605327,7/6/2021 21:02,1.34,61,414,41
1625605330,7/6/2021 21:02,1.01,79,415,41
1625605333,7/6/2021 21:02,1.34,60,418,41
1625605336,7/6/2021 21:02,1.34,57,426,41
1625605339,7/6/2021 21:02,1.68,62,425,42
1625605342,7/6/2021 21:02,2.35,43,419,42
1625605345,7/6/2021 21:02,1.68,64,416,42
1625605348,7/6/2021 21:02,1.68,23,410,42
1625605351,7/6/2021 21:02,2.35,25,420,42
1625605354,7/6/2021 21:02,2.01,29,434,42
1625605357,7/6/2021 21:02,1.68,16,438,42
1625605360,7/6/2021 21:02,1.34,43,435,42
1625605363,7/6/2021 21:02,1.01,13,437,42
1625605366,7/6/2021 21:02,1.01,14,445,42
1625605369,7/6/2021 21:02,1.68,17,439,42
1625605372,7/6/2021 21:02,2.68,17,444,42
1625605375,7/6/2021 21:02,2.01,66,450,42
1625605378,7/6/2021 21:02,2.35,22,443,42
1625605381,7/6/2021 21:03,2.68,23,450,42
1625605384,7/6/2021 21:03,3.02,36,509,42
1625605387,7/6/2021 21:03,2.68,55,524,42
1625605390,7/6/2021 21:03,2.35,61,359,42
1625605393,7/6/2021 21:03,3.02,53,357,42
1625605396,7/6/2021 21:03,4.02,56,451,42
1625605399,7/6/2021 21:03,2.68,54,326,42
1625605402,7/6/2021 21:03,1.68,55,432,42
1625605405,7/6/2021 21:03,2.35,58,441,42
1625605408,7/6/2021 21:03,2.01,62,419,42
1625605411,7/6/2021 21:03,2.68,49,433,42
1625605414,7/6/2021 21:03,2.68,53,437,42
1625605417,7/6/2021 21:03,2.01,49,428,42
1625605420,7/6/2021 21:03,2.01,63,387,42
1625605423,7/6/2021 21:03,1.68,56,388,42
1625605426,7/6/2021 21:03,1.68,58,385,42
1625605429,7/6/2021 21:03,2.35,58,396,42
1625605432,7/6/2021 21:03,2.68,61,382,42
1625605435,7/6/2021 21:03,2.68,84,371,42
1625605438,7/6/2021 21:03,2.68,63,359,42
1625605441,7/6/2021 21:04,1.68,63,426,42
1625605444,7/6/2021 21:04,2.01,62,436,42
1625605447,7/6/2021 21:04,1.68,62,446,42
1625605450,7/6/2021 21:04,1.68,85,447,42
1625605453,7/6/2021 21:04,2.68,62,472,42
1625605456,7/6/2021 21:04,3.69,63,469,42
1625605459,7/6/2021 21:04,2.68,61,411,42
1625605462,7/6/2021 21:04,2.68,62,427,42
1625605465,7/6/2021 21:04,3.35,81,386,42
1625605468,7/6/2021 21:04,4.36,60,424,42
1625605471,7/6/2021 21:04,5.03,59,472,42
1625605474,7/6/2021 21:04,4.36,61,482,42
1625605477,7/6/2021 21:04,4.02,55,555,42
1625605480,7/6/2021 21:04,4.02,33,495,42
1625605483,7/6/2021 21:04,4.69,51,491,42
1625605486,7/6/2021 21:04,4.69,55,395,42
1625605489,7/6/2021 21:04,4.36,48,402,42
1625605492,7/6/2021 21:04,3.69,55,399,42
1625605495,7/6/2021 21:04,3.02,38,400,42
1625605498,7/6/2021 21:04,3.02,54,392,42
1625605501,7/6/2021 21:05,3.35,44,391,42
1625605504,7/6/2021 21:05,3.35,66,382,42
1625605507,7/6/2021 21:05,3.69,35,391,42
1625605510,7/6/2021 21:05,2.68,29,395,42
1625605513,7/6/2021 21:05,3.02,25,402,42
1625605516,7/6/2021 21:05,3.35,16,407,42
1625605519,7/6/2021 21:05,3.02,16,407,42
1625605522,7/6/2021 21:05,3.35,18,403,42
1625605525,7/6/2021 21:05,3.35,36,407,42
1625605528,7/6/2021 21:05,3.02,13,413,42
1625605531,7/6/2021 21:05,3.35,13,436,42
1625605534,7/6/2021 21:05,4.02,19,506,41
1625605537,7/6/2021 21:05,4.02,23,572,41
1625605540,7/6/2021 21:05,4.02,48,480,41
1625605543,7/6/2021 21:05,3.02,19,522,41
1625605546,7/6/2021 21:05,3.35,18,440,41
1625605549,7/6/2021 21:05,3.35,26,468,41
1625605552,7/6/2021 21:05,3.69,19,461,41
1625605555,7/6/2021 21:05,3.02,62,451,41
1625605558,7/6/2021 21:05,2.35,16,437,41
1625605561,7/6/2021 21:06,1.34,14,404,41
1625605564,7/6/2021 21:06,1.68,13,418,41
1625605567,7/6/2021 21:06,2.68,14,410,41
1625605570,7/6/2021 21:06,4.02,65,440,41
1625605573,7/6/2021 21:06,4.02,46,472,41
1625605576,7/6/2021 21:06,4.02,26,503,41
1625605579,7/6/2021 21:06,3.35,38,497,41
1625605582,7/6/2021 21:06,2.68,43,459,41
1625605585,7/6/2021 21:06,3.02,26,465,41
1625605588,7/6/2021 21:06,2.68,47,456,41
1625605591,7/6/2021 21:06,2.35,54,476,41
1625605594,7/6/2021 21:06,1.34,46,481,41
1625605597,7/6/2021 21:06,1.01,51,458,41
1625605600,7/6/2021 21:06,1.68,70,466,41
1625605603,7/6/2021 21:06,2.01,40,471,42
1625605606,7/6/2021 21:06,3.02,23,438,42
1625605609,7/6/2021 21:06,3.35,22,413,42
1625605612,7/6/2021 21:06,3.02,29,434,42
1625605615,7/6/2021 21:06,2.35,36,436,42
1625605618,7/6/2021 21:06,1.68,13,463,42
1625605621,7/6/2021 21:07,2.01,14,464,42
1625605624,7/6/2021 21:07,2.35,14,438,42
1625605627,7/6/2021 21:07,2.35,14,452,42
1625605630,7/6/2021 21:07,2.68,31,471,42
1625605633,7/6/2021 21:07,2.35,14,490,42
1625605636,7/6/2021 21:07,2.35,15,479,42
1625605639,7/6/2021 21:07,2.68,15,483,42
1625605642,7/6/2021 21:07,3.35,23,464,42
