UNIXTIME,CO2
1580810404.0,1329.0
1580810405.0,1329.0
1580810406.0,1330.0
1580810407.0,1330.0
1580810408.0,1330.0
1580810409.0,1330.0
1580810410.0,1330.0
1580810411.0,1329.0
1580810412.0,1328.0
1580810413.0,1328.0
1580810414.0,1328.0
1580810415.0,1328.0
1580810416.0,1328.0
1580810417.0,1328.0
1580810419.0,1329.0
1580810420.0,1329.0
1580810421.0,1330.0
1580810422.0,1330.0
1580810423.0,1330.0
1580810424.0,1330.0
1580810425.0,1329.0
1580810426.0,1329.0
1580810427.0,1328.0
1580810428.0,1328.0
1580810429.0,1328.0
1580810430.0,1328.0
1580810431.0,1328.0
1580810432.0,1328.0
1580810433.0,1329.0
1580810434.0,1329.0
1580810435.0,1329.0
1580810436.0,1329.0
1580810437.0,1330.0
1580810438.0,1330.0
1580810439.0,1331.0
1580810440.0,1331.0
1580810441.0,1331.0
1580810442.0,1331.0
1580810443.0,1331.0
1580810444.0,1331.0
1580810445.0,1331.0
1580810446.0,1331.0
1580810447.0,1331.0
1580810448.0,1331.0
1580810449.0,1331.0
1580810450.0,1331.0
1580810451.0,1331.0
1580810452.0,1331.0
1580810453.0,1329.0
1580810454.0,1328.0
1580810455.0,1327.0
1580810457.0,1327.0
1580810458.0,1326.0
1580810459.0,1326.0
1580810460.0,1325.0
1580810461.0,1325.0
1580810462.0,1325.0
1580810463.0,1325.0
1580810464.0,1325.0
1580810465.0,1325.0
1580810466.0,1326.0
1580810467.0,1325.0
1580810468.0,1324.0
1580810469.0,1324.0
1580810470.0,1324.0
1580810471.0,1324.0
1580810472.0,1323.0
1580810473.0,1323.0
1580810474.0,1322.0
1580810475.0,1322.0
1580810476.0,1321.0
1580810477.0,1321.0
1580810478.0,1320.0
1580810479.0,1320.0
1580810480.0,1320.0
1580810481.0,1320.0
1580810482.0,1320.0
1580810483.0,1320.0
1580810484.0,1320.0
1580810485.0,1320.0
1580810486.0,1320.0
1580810487.0,1319.0
1580810488.0,1319.0
1580810489.0,1319.0
1580810490.0,1318.0
1580810491.0,1318.0
1580810492.0,1318.0
1580810493.0,1318.0
1580810495.0,1318.0
1580810496.0,1318.0
1580810497.0,1318.0
1580810498.0,1318.0
1580810499.0,1318.0
1580810500.0,1318.0
1580810501.0,1318.0
1580810502.0,1318.0
1580810503.0,1318.0
1580810504.0,1318.0
1580810505.0,1318.0
1580810506.0,1318.0
1580810507.0,1318.0
1580810508.0,1318.0
1580810509.0,1318.0
1580810510.0,1319.0
1580810511.0,1319.0
1580810512.0,1319.0
1580810513.0,1319.0
1580810514.0,1319.0
1580810515.0,1318.0
1580810516.0,1318.0
1580810517.0,1318.0
1580810518.0,1318.0
1580810519.0,1318.0
1580810520.0,1318.0
1580810521.0,1318.0
1580810522.0,1318.0
1580810523.0,1318.0
1580810524.0,1318.0
1580810525.0,1318.0
1580810526.0,1318.0
1580810527.0,1318.0
1580810528.0,1319.0
1580810529.0,1319.0
1580810530.0,1319.0
1580810531.0,1319.0
1580810533.0,1319.0
1580810534.0,1319.0
1580810535.0,1319.0
1580810536.0,1320.0
1580810537.0,1320.0
1580810538.0,1321.0
1580810539.0,1321.0
1580810540.0,1321.0
1580810541.0,1321.0
1580810542.0,1321.0
1580810543.0,1321.0
1580810544.0,1321.0
1580810545.0,1321.0
1580810546.0,1322.0
1580810547.0,1321.0
1580810548.0,1321.0
1580810549.0,1320.0
1580810550.0,1320.0
1580810551.0,1319.0
1580810552.0,1319.0
1580810553.0,1319.0
1580810554.0,1319.0
1580810555.0,1319.0
1580810556.0,1319.0
1580810557.0,1318.0
1580810558.0,1318.0
1580810559.0,1317.0
1580810560.0,1317.0
1580810561.0,1316.0
1580810562.0,1315.0
1580810563.0,1314.0
1580810564.0,1314.0
1580810565.0,1314.0
1580810566.0,1314.0
1580810567.0,1314.0
1580810568.0,1314.0
1580810569.0,1314.0
1580810571.0,1313.0
1580810572.0,1313.0
1580810573.0,1313.0
1580810574.0,1312.0
1580810575.0,1312.0
1580810576.0,1312.0
1580810577.0,1312.0
1580810578.0,1312.0
1580810579.0,1312.0
1580810580.0,1312.0
1580810581.0,1311.0
1580810582.0,1311.0
1580810583.0,1311.0
1580810584.0,1310.0
1580810585.0,1310.0
1580810586.0,1310.0
1580810587.0,1310.0
1580810588.0,1311.0
1580810589.0,1311.0
1580810590.0,1312.0
1580810591.0,1312.0
1580810592.0,1312.0
1580810593.0,1312.0
1580810594.0,1312.0
1580810595.0,1312.0
1580810596.0,1312.0
1580810597.0,1313.0
1580810598.0,1313.0
1580810599.0,1313.0
1580810600.0,1313.0
1580810601.0,1312.0
1580810602.0,1312.0
1580810603.0,1312.0
1580810604.0,1312.0
1580810605.0,1311.0
1580810606.0,1311.0
1580810607.0,1310.0
1580810609.0,1310.0
1580810610.0,1309.0
1580810611.0,1309.0
1580810612.0,1308.0
1580810613.0,1307.0
1580810614.0,1307.0
1580810615.0,1306.0
1580810616.0,1306.0
1580810617.0,1305.0
1580810618.0,1305.0
1580810619.0,1304.0
1580810620.0,1304.0
1580810621.0,1304.0
1580810622.0,1304.0
1580810623.0,1305.0
1580810624.0,1305.0
1580810625.0,1305.0
1580810626.0,1304.0
1580810627.0,1304.0
1580810628.0,1304.0
1580810629.0,1304.0
1580810630.0,1304.0
1580810631.0,1304.0
1580810632.0,1304.0
1580810633.0,1304.0
1580810634.0,1304.0
1580810635.0,1304.0
1580810636.0,1304.0
1580810637.0,1304.0
1580810638.0,1305.0
1580810639.0,1305.0
1580810640.0,1304.0
1580810641.0,1304.0
1580810642.0,1304.0
1580810643.0,1304.0
1580810644.0,1304.0
1580810645.0,1304.0
1580810647.0,1304.0
1580810648.0,1304.0
1580810649.0,1304.0
1580810650.0,1304.0
1580810651.0,1303.0
1580810652.0,1303.0
1580810653.0,1303.0
1580810654.0,1303.0
1580810655.0,1303.0
1580810656.0,1303.0
1580810657.0,1303.0
1580810658.0,1302.0
1580810659.0,1302.0
1580810660.0,1302.0
1580810661.0,1302.0
1580810662.0,1302.0
1580810663.0,1302.0
1580810664.0,1302.0
1580810665.0,1302.0
1580810666.0,1303.0
1580810667.0,1303.0
1580810668.0,1303.0
1580810669.0,1303.0
1580810670.0,1303.0
1580810671.0,1303.0
1580810672.0,1304.0
1580810673.0,1304.0
1580810674.0,1304.0
1580810675.0,1304.0
1580810676.0,1304.0
1580810677.0,1304.0
1580810678.0,1303.0
1580810679.0,1303.0
1580810680.0,1302.0
1580810681.0,1302.0
1580810682.0,1301.0
1580810683.0,1301.0
1580810685.0,1301.0
1580810686.0,1301.0
1580810687.0,1301.0
1580810688.0,1301.0
1580810689.0,1300.0
1580810690.0,1300.0
1580810691.0,1300.0
1580810692.0,1300.0
1580810693.0,1300.0
1580810694.0,1300.0
1580810695.0,1301.0
1580810696.0,1301.0
1580810697.0,1302.0
1580810698.0,1302.0
1580810699.0,1302.0
1580810700.0,1302.0
1580810701.0,1302.0
1580810702.0,1302.0
1580810703.0,1303.0
1580810704.0,1303.0
1580810705.0,1303.0
1580810706.0,1303.0
1580810707.0,1303.0
1580810708.0,1303.0
1580810709.0,1303.0
1580810710.0,1303.0
1580810711.0,1303.0
1580810712.0,1302.0
1580810713.0,1302.0
1580810714.0,1301.0
1580810715.0,1301.0
1580810716.0,1301.0
1580810717.0,1300.0
1580810718.0,1300.0
1580810719.0,1300.0
1580810720.0,1300.0
1580810721.0,1301.0
1580810723.0,1301.0
1580810724.0,1301.0
1580810725.0,1301.0
1580810726.0,1301.0
1580810727.0,1301.0
1580810728.0,1301.0
1580810729.0,1301.0
1580810730.0,1301.0
1580810731.0,1301.0
1580810732.0,1301.0
1580810733.0,1301.0
1580810734.0,1302.0
1580810735.0,1302.0
1580810736.0,1302.0
1580810737.0,1302.0
1580810738.0,1302.0
1580810739.0,1302.0
1580810740.0,1302.0
1580810741.0,1303.0
1580810742.0,1303.0
1580810743.0,1303.0
1580810744.0,1303.0
1580810745.0,1302.0
1580810746.0,1302.0
1580810747.0,1302.0
1580810748.0,1302.0
1580810749.0,1302.0
1580810750.0,1302.0
1580810751.0,1303.0
1580810752.0,1303.0
1580810753.0,1303.0
1580810754.0,1304.0
1580810755.0,1305.0
1580810756.0,1305.0
1580810757.0,1306.0
1580810758.0,1306.0
1580810759.0,1306.0
1580810761.0,1306.0
1580810762.0,1305.0
1580810763.0,1305.0
1580810764.0,1304.0
1580810765.0,1304.0
1580810766.0,1304.0
1580810767.0,1305.0
1580810768.0,1305.0
1580810769.0,1306.0
1580810770.0,1306.0
1580810771.0,1307.0
1580810772.0,1307.0
1580810773.0,1307.0
1580810774.0,1307.0
1580810775.0,1308.0
1580810776.0,1308.0
1580810777.0,1308.0
1580810778.0,1308.0
1580810779.0,1308.0
1580810780.0,1308.0
1580810781.0,1308.0
1580810782.0,1308.0
1580810783.0,1308.0
1580810784.0,1308.0
1580810785.0,1308.0
1580810786.0,1308.0
1580810787.0,1308.0
1580810788.0,1309.0
1580810789.0,1309.0
1580810790.0,1309.0
1580810791.0,1310.0
1580810792.0,1310.0
1580810793.0,1310.0
1580810794.0,1310.0
1580810795.0,1310.0
