UnixTime,GasData
1583295118,409.0
1583295119,409.0
1583295120,409.0
1583295121,409.0
1583295122,409.0
1583295123,409.0
1583295124,409.0
1583295125,409.0
1583295126,409.0
1583295127,409.0
1583295128,409.0
1583295129,409.0
1583295130,410.0
1583295131,410.0
1583295132,411.0
1583295133,410.0
1583295134,410.0
1583295135,410.0
1583295136,410.0
1583295137,410.0
1583295138,410.0
1583295139,410.0
1583295140,409.0
1583295141,409.0
1583295142,409.0
1583295143,409.0
1583295144,409.0
1583295145,409.0
1583295146,409.0
1583295147,409.0
1583295148,409.0
1583295149,409.0
1583295150,409.0
1583295151,409.0
1583295152,409.0
1583295153,408.0
1583295154,408.0
1583295155,408.0
1583295156,407.0
1583295157,407.0
1583295158,407.0
1583295159,408.0
1583295160,408.0
1583295161,408.0
1583295162,408.0
1583295163,408.0
1583295164,408.0
1583295165,408.0
1583295166,408.0
1583295167,408.0
1583295168,408.0
1583295169,407.0
1583295170,407.0
1583295171,407.0
1583295172,407.0
1583295173,407.0
1583295174,407.0
1583295175,407.0
1583295176,408.0
1583295177,408.0
1583295178,408.0
1583295179,408.0
1583295180,408.0
1583295181,408.0
1583295182,408.0
1583295183,409.0
1583295184,409.0
1583295185,409.0
1583295186,409.0
1583295187,408.0
1583295188,408.0
1583295189,408.0
1583295190,408.0
1583295191,408.0
1583295192,408.0
1583295193,408.0
1583295194,408.0
1583295195,408.0
1583295196,408.0
1583295197,408.0
1583295198,408.0
1583295199,408.0
1583295200,408.0
1583295201,408.0
1583295202,408.0
1583295203,408.0
1583295204,409.0
1583295205,409.0
1583295206,409.0
1583295207,409.0
1583295208,409.0
1583295209,408.0
1583295210,408.0
1583295211,408.0
1583295212,408.0
1583295213,408.0
1583295214,408.0
1583295215,408.0
1583295216,408.0
1583295217,408.0
1583295218,409.0
1583295219,409.0
1583295220,409.0
1583295221,409.0
1583295222,409.0
1583295223,409.0
1583295224,409.0
1583295225,409.0
1583295226,409.0
1583295227,409.0
1583295228,409.0
1583295229,409.0
1583295230,409.0
1583295231,409.0
1583295232,409.0
1583295233,409.0
1583295234,409.0
1583295235,408.0
1583295236,408.0
1583295237,408.0
1583295238,408.0
1583295239,408.0
1583295240,409.0
1583295241,409.0
1583295242,409.0
1583295243,409.0
1583295244,409.0
1583295245,408.0
1583295246,408.0
1583295247,408.0
1583295248,408.0
1583295249,408.0
1583295250,408.0
1583295251,408.0
1583295252,408.0
1583295253,408.0
1583295254,407.0
1583295255,407.0
1583295256,407.0
1583295257,407.0
1583295258,407.0
1583295259,407.0
1583295260,407.0
1583295261,408.0
1583295262,408.0
1583295263,409.0
1583295264,409.0
1583295265,409.0
1583295266,409.0
1583295267,409.0
1583295268,409.0
1583295269,409.0
1583295270,409.0
1583295271,408.0
1583295272,408.0
1583295273,408.0
1583295274,408.0
1583295275,407.0
1583295276,407.0
1583295277,407.0
1583295278,407.0
1583295279,407.0
1583295280,407.0
1583295281,407.0
1583295282,407.0
1583295283,407.0
1583295284,407.0
1583295285,407.0
1583295286,407.0
1583295287,407.0
1583295288,407.0
1583295289,408.0
1583295290,408.0
1583295291,408.0
1583295292,408.0
1583295293,408.0
1583295294,408.0
1583295295,408.0
1583295296,408.0
1583295297,408.0
1583295298,408.0
1583295299,408.0
1583295300,408.0
1583295301,408.0
1583295302,408.0
1583295303,408.0
1583295304,409.0
1583295305,409.0
1583295306,409.0
1583295307,409.0
1583295308,409.0
1583295309,409.0
1583295310,409.0
1583295311,409.0
1583295312,408.0
1583295313,408.0
1583295314,408.0
1583295315,408.0
1583295316,408.0
1583295317,408.0
1583295318,408.0
1583295319,408.0
1583295320,408.0
1583295321,408.0
1583295322,408.0
1583295323,408.0
1583295324,408.0
1583295325,407.0
1583295326,407.0
1583295327,407.0
1583295328,407.0
1583295329,407.0
1583295330,407.0
1583295331,407.0
1583295332,407.0
1583295333,407.0
1583295334,407.0
1583295335,407.0
1583295336,407.0
1583295337,407.0
1583295338,407.0
1583295339,406.0
1583295340,406.0
1583295341,406.0
1583295342,406.0
1583295343,407.0
1583295344,407.0
1583295345,407.0
1583295346,407.0
1583295347,407.0
1583295348,408.0
1583295349,408.0
1583295350,408.0
1583295351,408.0
1583295352,409.0
1583295353,409.0
1583295354,409.0
1583295355,409.0
1583295356,409.0
1583295357,409.0
1583295358,409.0
1583295359,409.0
1583295360,409.0
1583295361,409.0
1583295362,409.0
1583295363,409.0
1583295364,408.0
1583295365,408.0
1583295366,408.0
1583295367,408.0
1583295368,408.0
1583295369,408.0
1583295370,408.0
1583295371,408.0
1583295372,408.0
1583295373,408.0
1583295374,407.0
1583295375,407.0
1583295376,407.0
1583295377,406.0
1583295378,406.0
1583295379,406.0
1583295380,406.0
1583295381,406.0
1583295382,406.0
1583295383,406.0
1583295384,407.0
1583295385,407.0
1583295386,407.0
1583295387,407.0
1583295388,407.0
1583295389,407.0
1583295390,408.0
1583295391,408.0
1583295392,408.0
1583295393,409.0
1583295394,408.0
1583295395,408.0
1583295396,408.0
1583295397,407.0
1583295398,407.0
1583295399,407.0
1583295400,407.0
1583295401,407.0
1583295402,408.0
1583295403,408.0
1583295404,408.0
1583295405,409.0
1583295406,409.0
1583295407,409.0
1583295408,409.0
1583295409,409.0
1583295410,410.0
1583295411,410.0
1583295412,410.0
1583295413,410.0
1583295414,410.0
1583295415,410.0
1583295416,410.0
1583295417,410.0
1583295418,410.0
1583295419,410.0
1583295420,410.0
1583295421,410.0
1583295422,410.0
1583295423,410.0
1583295424,409.0
1583295425,409.0
1583295426,409.0
1583295427,409.0
1583295428,409.0
1583295429,409.0
1583295430,409.0
1583295431,410.0
1583295432,410.0
1583295433,410.0
1583295434,410.0
1583295435,410.0
1583295436,410.0
1583295437,410.0
1583295438,410.0
1583295439,410.0
1583295440,410.0
1583295441,410.0
1583295442,410.0
1583295443,410.0
1583295444,411.0
1583295445,411.0
1583295446,411.0
1583295447,411.0
1583295448,411.0
1583295449,411.0
1583295450,410.0
1583295451,410.0
1583295452,410.0
1583295453,409.0
1583295454,409.0
1583295455,409.0
1583295456,409.0
1583295457,409.0
1583295458,409.0
1583295459,409.0
1583295460,409.0
1583295461,410.0
1583295462,410.0
1583295463,410.0
1583295464,410.0
1583295465,411.0
1583295466,411.0
1583295467,411.0
1583295468,411.0
1583295469,411.0
1583295470,411.0
1583295471,411.0
1583295472,411.0
1583295473,411.0
1583295474,411.0
1583295475,412.0
1583295476,411.0
1583295477,411.0
1583295478,411.0
1583295479,410.0
1583295480,410.0
1583295481,410.0
1583295482,410.0
1583295483,410.0
1583295484,410.0
1583295485,410.0
1583295486,410.0
1583295487,410.0
1583295488,410.0
1583295489,410.0
1583295490,410.0
1583295491,410.0
1583295492,410.0
1583295493,410.0
1583295494,409.0
1583295495,409.0
1583295496,409.0
1583295497,409.0
1583295498,409.0
1583295499,409.0
1583295500,409.0
1583295501,409.0
1583295502,409.0
1583295503,409.0
1583295504,409.0
1583295505,409.0
1583295506,409.0
1583295507,409.0
1583295508,409.0
1583295509,409.0
1583295510,408.0
1583295511,408.0
1583295512,408.0
1583295513,408.0
1583295514,409.0
1583295515,409.0
1583295516,409.0
1583295517,409.0
1583295518,409.0
1583295519,409.0
1583295520,409.0
1583295521,409.0
1583295522,409.0
1583295523,409.0
1583295524,409.0
1583295525,409.0
1583295526,409.0
1583295527,409.0
1583295528,409.0
1583295529,408.0
1583295530,408.0
1583295531,408.0
1583295532,408.0
1583295533,408.0
1583295534,407.0
1583295535,407.0
1583295536,407.0
1583295537,407.0
1583295538,408.0
1583295539,408.0
1583295540,408.0
1583295541,408.0
1583295542,409.0
1583295543,409.0
1583295544,409.0
1583295545,409.0
1583295546,409.0
1583295547,409.0
1583295548,409.0
1583295549,408.0
1583295550,408.0
1583295551,408.0
1583295552,408.0
1583295553,408.0
1583295554,408.0
1583295555,408.0
1583295556,407.0
1583295557,407.0
1583295558,407.0
1583295559,407.0
1583295560,407.0
1583295561,408.0
1583295562,408.0
1583295563,408.0
1583295564,407.0
1583295565,407.0
1583295566,407.0
1583295567,407.0
1583295568,407.0
1583295569,407.0
1583295570,408.0
1583295571,408.0
1583295572,407.0
1583295573,407.0
1583295574,407.0
1583295575,407.0
1583295576,407.0
1583295577,407.0
1583295578,408.0
1583295579,408.0
1583295580,408.0
1583295581,408.0
1583295582,408.0
1583295583,407.0
1583295584,407.0
1583295585,407.0
1583295586,407.0
1583295587,407.0
1583295588,406.0
1583295589,406.0
1583295590,406.0
1583295591,406.0
1583295592,406.0
1583295593,406.0
1583295594,406.0
1583295595,406.0
1583295596,407.0
1583295597,407.0
1583295598,408.0
1583295599,408.0
1583295600,408.0
1583295601,408.0
1583295602,408.0
1583295603,409.0
1583295604,409.0
1583295605,409.0
1583295606,409.0
1583295607,409.0
1583295608,409.0
1583295609,409.0
1583295610,409.0
1583295611,409.0
1583295612,409.0
1583295613,408.0
1583295614,408.0
1583295615,408.0
1583295616,408.0
1583295617,408.0
1583295618,408.0
1583295619,408.0
1583295620,407.0
1583295621,407.0
1583295622,407.0
1583295623,407.0
1583295624,407.0
1583295625,408.0
1583295626,408.0
1583295627,407.0
1583295628,407.0
1583295629,407.0
1583295630,407.0
1583295631,407.0
1583295632,407.0
1583295633,407.0
1583295634,407.0
1583295635,407.0
1583295636,407.0
1583295637,407.0
1583295638,407.0
1583295639,407.0
1583295640,407.0
1583295641,407.0
1583295642,407.0
1583295643,407.0
1583295644,407.0
1583295645,407.0
1583295646,407.0
1583295647,407.0
1583295648,407.0
1583295649,407.0
1583295650,407.0
1583295651,408.0
1583295652,408.0
1583295653,408.0
1583295654,408.0
1583295655,408.0
1583295656,408.0
1583295657,409.0
1583295658,408.0
1583295659,408.0
1583295660,408.0
1583295661,408.0
1583295662,408.0
1583295663,408.0
1583295664,407.0
1583295665,407.0
1583295666,407.0
1583295667,407.0
1583295668,407.0
1583295669,407.0
1583295670,407.0
1583295671,407.0
1583295672,407.0
1583295673,407.0
1583295674,407.0
1583295675,407.0
1583295676,407.0
1583295677,406.0
1583295678,406.0
1583295679,406.0
1583295680,406.0
1583295681,407.0
1583295682,407.0
1583295683,407.0
1583295684,407.0
1583295685,407.0
1583295686,407.0
1583295687,407.0
1583295688,407.0
1583295689,407.0
1583295690,407.0
1583295691,407.0
1583295692,407.0
1583295693,407.0
1583295694,407.0
1583295695,407.0
1583295696,406.0
1583295697,406.0
1583295698,406.0
1583295699,406.0
1583295700,406.0
1583295701,406.0
1583295702,406.0
1583295703,406.0
1583295704,407.0
1583295705,407.0
1583295706,407.0
1583295707,408.0
1583295708,408.0
1583295709,407.0
1583295710,407.0
1583295711,407.0
1583295712,407.0
1583295713,407.0
1583295714,407.0
1583295715,407.0
1583295716,407.0
1583295717,407.0
1583295718,407.0
1583295719,407.0
1583295720,407.0
1583295721,407.0
1583295722,408.0
1583295723,408.0
1583295724,408.0
1583295725,408.0
1583295726,408.0
1583295727,408.0
1583295728,408.0
1583295729,408.0
1583295730,408.0
1583295731,408.0
1583295732,408.0
1583295733,408.0
1583295734,408.0
1583295735,408.0
1583295736,408.0
1583295737,408.0
1583295738,408.0
1583295739,408.0
1583295740,407.0
1583295741,407.0
1583295742,407.0
1583295743,407.0
1583295744,407.0
1583295745,407.0
1583295746,407.0
1583295747,407.0
1583295748,407.0
1583295749,407.0
1583295750,407.0
1583295751,407.0
1583295752,407.0
1583295753,408.0
1583295754,408.0
1583295755,408.0
1583295756,408.0
1583295757,408.0
1583295758,408.0
1583295759,408.0
1583295760,408.0
1583295761,408.0
1583295762,408.0
1583295763,408.0
1583295764,409.0
1583295765,409.0
1583295766,409.0
1583295767,410.0
1583295768,410.0
1583295769,410.0
1583295770,410.0
1583295771,410.0
1583295772,410.0
1583295773,410.0
1583295774,410.0
1583295775,410.0
1583295776,410.0
1583295777,411.0
1583295778,410.0
1583295779,410.0
1583295780,410.0
1583295781,410.0
1583295782,410.0
1583295783,410.0
1583295784,410.0
1583295785,410.0
1583295786,410.0
1583295787,409.0
1583295788,409.0
1583295789,409.0
1583295790,409.0
1583295791,409.0
1583295792,409.0
1583295793,409.0
1583295794,409.0
1583295795,409.0
1583295796,409.0
1583295797,409.0
1583295798,409.0
1583295799,409.0
1583295800,409.0
1583295801,409.0
1583295802,409.0
1583295803,409.0
1583295804,409.0
1583295805,409.0
1583295806,409.0
1583295807,409.0
1583295808,409.0
1583295809,409.0
1583295810,409.0
1583295811,409.0
1583295812,409.0
1583295813,409.0
1583295814,409.0
1583295815,409.0
1583295816,410.0
1583295817,409.0
1583295818,409.0
1583295819,409.0
1583295820,408.0
1583295821,408.0
1583295822,408.0
1583295823,408.0
1583295824,408.0
1583295825,408.0
1583295826,408.0
1583295827,408.0
1583295828,408.0
1583295829,408.0
1583295830,408.0
1583295831,408.0
1583295832,408.0
1583295833,408.0
1583295834,408.0
1583295835,408.0
1583295836,408.0
1583295837,408.0
1583295838,408.0
1583295839,408.0
1583295840,408.0
1583295841,409.0
1583295842,409.0
1583295843,409.0
1583295844,409.0
1583295845,409.0
1583295846,409.0
1583295847,409.0
1583295848,410.0
1583295849,410.0
1583295850,410.0
1583295851,410.0
1583295852,411.0
1583295853,410.0
1583295854,410.0
1583295855,410.0
1583295856,410.0
1583295857,410.0
1583295858,410.0
1583295859,410.0
1583295860,410.0
1583295861,410.0
1583295862,409.0
1583295863,409.0
1583295864,409.0
1583295865,409.0
1583295866,409.0
1583295867,409.0
1583295868,409.0
1583295869,410.0
1583295870,410.0
1583295871,410.0
1583295872,410.0
1583295873,410.0
1583295874,410.0
1583295875,410.0
1583295876,410.0
1583295877,409.0
1583295878,409.0
1583295879,408.0
1583295880,408.0
1583295881,408.0
1583295882,408.0
1583295883,408.0
1583295884,408.0
1583295885,408.0
1583295886,408.0
1583295887,408.0
1583295888,409.0
1583295889,409.0
1583295890,409.0
1583295891,409.0
1583295892,409.0
1583295893,409.0
1583295894,409.0
1583295895,408.0
1583295896,408.0
1583295897,408.0
1583295898,408.0
1583295899,408.0
1583295900,408.0
1583295901,408.0
1583295902,408.0
1583295903,408.0
1583295904,408.0
1583295905,408.0
1583295906,408.0
1583295907,408.0
1583295908,408.0
1583295909,407.0
1583295910,407.0
1583295911,407.0
1583295912,407.0
1583295913,407.0
1583295914,407.0
1583295915,408.0
1583295916,408.0
1583295917,408.0
1583295918,409.0
1583295919,409.0
1583295920,409.0
1583295921,408.0
1583295922,408.0
1583295923,408.0
1583295924,408.0
1583295925,408.0
1583295926,408.0
1583295927,409.0
1583295928,409.0
1583295929,409.0
1583295930,409.0
1583295931,409.0
1583295932,409.0
1583295933,409.0
1583295934,409.0
1583295935,409.0
1583295936,409.0
1583295937,409.0
1583295938,409.0
1583295939,409.0
1583295940,409.0
1583295941,409.0
1583295942,409.0
1583295943,409.0
1583295944,409.0
1583295945,409.0
1583295946,409.0
1583295947,409.0
1583295948,409.0
1583295949,409.0
1583295950,409.0
1583295951,409.0
1583295952,409.0
1583295953,409.0
