UNIXTIME,CO2
1583247601,573.00
1583247602,573.00
1583247603,574.00
1583247604,574.00
1583247605,574.00
1583247606,574.00
1583247607,575.00
1583247608,575.00
1583247609,575.00
1583247610,575.00
1583247611,576.00
1583247612,576.00
1583247613,576.00
1583247614,576.00
1583247615,576.00
1583247616,576.00
1583247617,576.00
1583247618,576.00
1583247619,576.00
1583247620,576.00
1583247621,575.00
1583247622,575.00
1583247623,575.00
1583247624,575.00
1583247625,576.00
1583247626,576.00
1583247627,576.00
1583247628,576.00
1583247629,577.00
1583247630,577.00
1583247631,577.00
1583247632,576.00
1583247633,576.00
1583247634,576.00
1583247635,575.00
1583247636,575.00
1583247637,575.00
1583247638,575.00
1583247639,575.00
1583247640,575.00
1583247641,575.00
1583247642,575.00
1583247643,575.00
1583247644,575.00
1583247645,575.00
1583247646,575.00
1583247647,575.00
1583247648,575.00
1583247649,575.00
1583247650,575.00
1583247651,575.00
1583247652,575.00
1583247653,576.00
1583247654,576.00
1583247655,576.00
1583247656,577.00
1583247657,577.00
1583247658,578.00
1583247659,578.00
1583247660,578.00
1583247661,578.00
1583247662,578.00
1583247663,578.00
1583247664,579.00
1583247665,579.00
1583247666,579.00
1583247667,579.00
1583247668,579.00
1583247669,579.00
1583247670,579.00
1583247671,580.00
1583247672,580.00
1583247673,581.00
1583247674,581.00
1583247675,582.00
1583247676,582.00
1583247677,583.00
1583247678,583.00
1583247679,584.00
1583247680,585.00
1583247681,586.00
1583247682,587.00
1583247683,587.00
1583247684,588.00
1583247685,589.00
1583247686,589.00
1583247687,590.00
1583247688,590.00
1583247689,591.00
1583247690,591.00
1583247691,592.00
1583247692,592.00
1583247693,592.00
1583247694,593.00
1583247695,593.00
1583247696,593.00
1583247697,594.00
1583247698,594.00
1583247699,594.00
1583247700,595.00
1583247701,595.00
1583247702,595.00
1583247703,596.00
1583247704,596.00
1583247705,596.00
1583247706,596.00
1583247707,595.00
1583247708,595.00
1583247709,595.00
1583247710,595.00
1583247711,595.00
1583247712,594.00
1583247713,594.00
1583247714,594.00
1583247715,594.00
1583247716,594.00
1583247717,594.00
1583247718,594.00
1583247719,594.00
1583247720,593.00
