unixtime,ws,wd,co2,temp
1625921370,3,9,370,24
1625921373,3,10,366,23
1625921376,2,39,369,23
1625921379,3,20,372,23
1625921382,2,40,387,23
1625921385,2,58,380,23
1625921388,2,58,378,23
1625921391,1,89,377,23
1625921394,2,52,377,23
1625921397,1,49,376,23
1625921400,1,30,374,23
1625921403,0,27,373,23
1625921406,1,71,369,23
1625921409,0,10,366,24
1625921412,1,9,367,24
1625921415,0,11,371,24
1625921418,0,12,371,24
1625921421,0,33,370,24
1625921424,0,20,366,24
1625921427,0,33,369,24
1625921430,0,54,369,24
1625921433,0,58,371,24
1625921436,0,86,371,24
1625921439,0,54,369,23
1625921442,0,52,371,23
1625921445,0,49,370,23
1625921448,0,21,372,24
1625921451,1,63,372,24
1625921454,0,11,373,24
1625921457,0,9,374,23
1625921460,1,9,374,24
1625921463,0,12,374,24
1625921466,0,36,376,24
1625921469,0,14,375,24
1625921472,0,16,376,24
1625921475,0,17,377,24
1625921478,0,38,379,24
1625921481,1,52,381,24
1625921484,1,56,381,24
1625921487,0,58,379,24
1625921490,1,57,379,24
1625921493,0,53,377,24
1625921496,1,76,377,24
1625921499,0,29,379,24
1625921502,0,20,380,24
1625921505,1,9,379,24
1625921508,0,11,378,24
1625921511,1,37,378,24
1625921514,0,14,380,23
1625921517,1,22,380,24
1625921520,1,33,378,23
1625921523,1,55,381,23
1625921526,1,87,377,23
1625921529,2,57,376,24
1625921532,2,55,377,24
1625921535,1,58,379,24
1625921538,2,40,380,23
1625921541,2,63,383,23
1625921544,1,9,381,23
1625921547,1,10,379,23
1625921550,1,15,380,23
1625921553,1,17,380,23
1625921556,2,52,379,23
1625921559,2,58,384,23
1625921562,2,58,386,23
1625921565,2,54,390,23
1625921568,2,52,405,23
1625921571,2,64,407,23
1625921574,3,23,395,23
1625921577,3,19,403,23
1625921580,3,12,390,23
1625921583,3,10,363,23
1625921586,3,35,354,23
1625921589,2,14,409,23
1625921592,3,11,374,23
1625921595,3,13,328,23
1625921598,3,13,340,23
1625921601,4,47,336,23
1625921604,4,17,350,23
1625921607,3,21,353,23
1625921610,3,49,359,23
1625921613,4,53,371,23
1625921616,3,81,375,23
1625921619,4,58,371,23
1625921622,3,57,372,23
1625921625,3,52,367,23
1625921628,4,46,361,23
1625921631,3,66,361,23
1625921634,3,10,361,23
1625921637,3,9,359,23
1625921640,3,10,359,23
1625921643,3,15,365,23
1625921646,3,46,367,23
1625921649,3,46,368,23
1625921652,2,56,370,23
1625921655,2,59,373,23
1625921658,2,56,373,23
1625921661,2,68,374,23
1625921664,3,30,373,23
1625921667,2,19,376,23
1625921670,2,11,377,23
1625921673,3,10,381,23
1625921676,3,32,380,23
1625921679,3,13,380,23
1625921682,3,17,382,23
1625921685,3,30,381,23
1625921688,3,56,381,23
1625921691,3,84,382,23
1625921694,3,57,381,23
1625921697,3,52,383,23
1625921700,3,45,382,23
1625921703,3,18,380,23
1625921706,3,55,381,23
1625921709,2,9,381,23
1625921712,3,11,384,23
1625921715,3,13,385,23
1625921718,3,24,384,23
1625921721,2,47,384,23
1625921724,3,57,385,23
1625921727,3,58,382,23
1625921730,2,55,382,23
1625921733,3,51,379,23
1625921736,2,65,378,23
1625921739,2,17,377,23
1625921742,3,9,378,23
1625921745,2,11,379,23
1625921748,2,13,381,23
1625921751,2,42,377,23
1625921754,3,39,375,23
1625921757,2,47,376,23
1625921760,3,54,374,23
1625921763,2,59,373,23
1625921766,3,86,371,23
1625921769,3,57,372,23
1625921772,2,71,375,23
1625921775,4,47,378,23
1625921778,3,16,380,23
1625921781,3,52,378,23
1625921784,3,10,381,23
1625921787,3,11,380,23
1625921790,4,16,379,23
1625921793,3,8,379,23
1625921796,3,49,377,23
1625921799,4,55,377,23
1625921802,3,60,384,23
1625921805,3,58,383,23
1625921808,2,54,390,23
1625921811,3,88,391,23
1625921814,3,33,389,23
1625921817,2,10,390,23
1625921820,3,9,391,23
1625921823,2,13,392,23
1625921826,3,43,390,23
1625921829,2,24,385,23
1625921832,2,51,382,23
1625921835,3,58,380,23
1625921838,2,57,381,23
1625921841,3,71,382,23
1625921844,3,42,380,23
1625921847,2,23,382,23
1625921850,3,9,382,23
1625921853,2,9,381,23
1625921856,2,46,382,23
1625921859,3,15,382,23
1625921862,2,17,380,23
1625921865,2,32,378,23
1625921868,1,64,381,23
1625921871,2,91,382,23
1625921874,2,57,382,23
1625921877,2,56,377,23
1625921880,1,53,377,23
1625921883,2,48,376,23
1625921886,1,65,374,23
1625921889,1,11,375,23
1625921892,1,10,374,23
1625921895,1,9,374,23
1625921898,1,14,376,23
1625921901,1,44,377,23
1625921904,1,29,378,23
1625921907,1,56,381,23
1625921910,0,67,379,23
1625921913,1,58,379,23
1625921916,2,79,380,23
1625921919,1,27,380,23
1625921922,1,16,380,23
1625921925,2,11,379,23
1625921928,1,13,379,23
1625921931,2,41,378,23
1625921934,2,13,377,23
1625921937,2,17,377,23
1625921940,2,21,377,23
1625921943,1,43,377,23
1625921946,3,74,377,23
1625921949,2,75,379,23
1625921952,2,59,377,23
1625921955,2,57,380,23
1625921958,1,56,377,23
1625921961,2,91,374,23
1625921964,1,62,376,23
1625921967,2,42,384,24
1625921970,1,36,393,23
1625921973,2,32,393,24
1625921976,1,67,405,24
1625921979,2,11,400,24
1625921982,1,10,393,23
1625921985,2,10,394,24
1625921988,1,10,392,24
1625921991,2,42,392,24
1625921994,1,15,392,24
1625921997,2,24,390,24
1625922000,1,47,392,24
1625922003,1,53,396,24
1625922006,2,58,395,24
1625922009,1,57,396,24
1625922012,1,59,395,24
1625922015,2,59,393,24
1625922018,0,59,395,24
1625922021,1,85,399,24
1625922024,1,59,401,24
1625922027,1,59,401,24
1625922030,0,59,399,24
1625922033,1,56,399,24
1625922036,1,86,401,24
1625922039,1,53,402,24
1625922042,1,49,401,24
1625922045,1,23,401,24
1625922048,1,12,403,24
1625922051,2,45,403,24
1625922054,1,11,405,24
1625922057,2,17,404,24
1625922060,2,19,402,24
1625922063,1,31,401,24
1625922066,2,66,400,24
1625922069,1,59,400,24
1625922072,2,58,400,24
1625922075,2,54,402,24
1625922078,2,52,402,24
1625922081,2,64,402,24
1625922084,2,23,401,24
1625922087,2,16,401,24
1625922090,2,14,400,24
1625922093,2,9,401,24
1625922096,2,52,400,24
1625922099,1,11,400,24
1625922102,2,12,399,24
1625922105,2,16,401,24
1625922108,1,17,401,24
1625922111,2,55,402,24
1625922114,1,52,401,23
1625922117,2,57,403,24
1625922120,1,59,399,24
1625922123,2,59,396,24
1625922126,1,89,398,23
1625922129,3,57,394,23
1625922132,1,68,381,23
1625922135,2,54,397,23
1625922138,2,54,404,23
1625922141,2,69,401,23
1625922144,2,52,400,23
1625922147,2,53,401,23
1625922150,3,52,392,23
1625922153,2,53,394,23
1625922156,3,67,392,23
1625922159,3,52,393,23
1625922162,2,50,395,23
1625922165,3,52,402,23
1625922168,3,50,404,23
1625922171,3,73,403,23
1625922174,3,51,404,23
1625922177,3,53,401,23
1625922180,3,51,402,23
1625922183,2,69,400,23
1625922186,3,60,398,23
1625922189,3,52,399,23
1625922192,3,54,400,23
1625922195,3,53,397,23
1625922198,3,55,397,23
1625922201,3,81,398,23
1625922204,3,55,397,23
1625922207,2,62,392,23
1625922210,3,55,392,23
1625922213,3,54,392,23
1625922216,4,86,395,23
1625922219,2,57,393,23
1625922222,3,55,393,23
1625922225,3,58,389,23
1625922228,3,56,389,23
1625922231,2,90,391,23
1625922234,2,58,396,23
1625922237,3,56,395,23
1625922240,4,57,394,23
1625922243,3,59,394,23
1625922246,4,86,392,23
1625922249,4,55,396,23
1625922252,3,54,394,23
1625922255,3,51,389,23
1625922258,4,36,388,23
1625922261,3,68,390,23
1625922264,3,14,393,23
1625922267,4,14,390,23
1625922270,4,17,386,23
1625922273,3,11,384,23
1625922276,4,57,381,23
1625922279,3,9,384,23
1625922282,3,10,381,23
1625922285,4,9,382,23
1625922288,3,19,380,23
1625922291,3,67,377,23
1625922294,3,10,378,23
1625922297,3,12,379,23
1625922300,3,13,380,24
1625922303,2,15,383,24
1625922306,3,42,381,24
1625922309,3,18,382,24
1625922312,3,22,382,24
1625922315,3,48,380,24
1625922318,3,54,381,24
1625922321,3,86,379,24
1625922324,2,64,379,24
1625922327,3,56,380,24
1625922330,2,52,381,24
1625922333,3,51,377,24
1625922336,3,68,379,24
1625922339,2,11,380,24
1625922342,3,9,380,24
1625922345,2,11,380,24
1625922348,2,11,382,24
1625922351,3,34,383,24
1625922354,2,17,385,24
1625922357,2,20,384,24
1625922360,3,29,384,24
1625922363,2,60,384,24
1625922366,2,66,384,24
1625922369,2,59,385,24
1625922372,2,58,384,24
1625922375,2,58,384,24
1625922378,1,60,385,24
1625922381,1,85,385,24
1625922384,1,54,385,24
1625922387,1,50,384,24
1625922390,1,51,384,24
1625922393,1,35,384,24
1625922396,2,66,385,24
1625922399,1,22,385,24
1625922402,1,9,384,24
1625922405,1,11,386,24
1625922408,1,12,388,24
1625922411,2,40,388,24
1625922414,1,29,387,24
1625922417,1,40,386,24
1625922420,0,70,386,24
1625922423,1,57,386,24
1625922426,1,85,385,24
1625922429,0,59,383,24
1625922432,1,59,383,24
1625922435,0,59,383,24
1625922438,1,59,381,24
1625922441,0,90,382,24
1625922444,0,58,380,24
1625922447,1,58,381,24
1625922450,0,58,381,24
1625922453,0,54,381,24
1625922456,0,77,382,24
1625922459,0,39,382,24
1625922462,0,29,382,24
1625922465,0,17,382,24
1625922468,0,9,383,24
1625922471,0,41,382,24
1625922474,0,10,382,24
1625922477,0,13,383,24
1625922480,0,14,383,24
1625922483,0,14,382,24
1625922486,0,46,382,24
1625922489,0,19,383,24
1625922492,0,18,382,24
1625922495,0,39,382,24
1625922498,0,35,381,24
1625922501,0,71,381,24
1625922504,0,53,381,24
1625922507,0,58,381,24
1625922510,0,59,381,24
1625922513,0,59,381,24
1625922516,0,88,381,24
1625922519,0,55,382,25
1625922522,0,51,382,25
1625922525,0,38,382,25
1625922528,0,12,382,25
1625922531,0,36,383,25
1625922534,0,10,383,25
1625922537,0,14,383,25
1625922540,0,15,384,25
1625922543,0,20,384,25
1625922546,0,49,385,25
1625922549,0,39,385,25
1625922552,0,55,385,25
1625922555,0,57,385,25
1625922558,0,58,385,25
1625922561,0,90,385,25
1625922564,0,55,385,25
1625922567,0,54,385,25
1625922570,2,53,385,25
1625922573,1,51,386,25
1625922576,2,90,383,25
1625922579,1,41,383,25
1625922582,2,22,384,25
1625922585,1,20,383,25
1625922588,2,12,384,25
1625922591,1,59,385,25
1625922594,1,11,386,25
1625922597,0,14,385,25
1625922600,1,11,386,25
1625922603,2,13,386,25
1625922606,2,48,386,25
1625922609,2,13,386,25
1625922612,2,10,385,25
1625922615,2,10,386,25
1625922618,2,9,386,25
1625922621,2,48,386,25
1625922624,2,11,386,25
1625922627,2,11,385,25
1625922630,3,15,385,25
1625922633,3,15,385,25
1625922636,3,44,385,25
1625922639,4,19,385,25
1625922642,3,38,386,25
1625922645,4,41,385,25
1625922648,3,63,384,25
1625922651,4,64,385,25
1625922654,3,60,384,25
1625922657,3,59,385,25
1625922660,2,60,386,25
1625922663,4,59,385,25
1625922666,3,86,385,25
1625922669,3,56,385,25
1625922672,3,53,386,25
1625922675,3,52,385,25
1625922678,3,41,387,25
1625922681,3,68,386,25
1625922684,3,25,386,25
1625922687,2,12,385,25
1625922690,3,10,385,25
1625922693,2,10,385,25
1625922696,3,32,385,25
1625922699,3,11,384,25
1625922702,3,11,384,25
1625922705,3,13,384,25
1625922708,3,12,385,25
1625922711,2,41,387,25
1625922714,3,14,386,25
1625922717,3,16,386,25
1625922720,2,34,386,25
1625922723,3,17,384,25
1625922726,3,51,384,25
1625922729,3,40,385,25
1625922732,3,45,386,25
1625922735,3,57,386,25
1625922738,3,57,386,25
1625922741,3,84,385,25
1625922744,2,58,386,25
1625922747,3,58,385,25
1625922750,3,57,386,25
1625922753,2,58,386,25
1625922756,3,86,386,25
1625922759,2,54,386,25
1625922762,2,55,385,25
1625922765,2,54,386,25
1625922768,1,54,386,25
1625922771,2,60,384,25
1625922774,1,43,386,25
1625922777,2,39,385,25
1625922780,1,17,384,25
1625922783,1,16,385,25
1625922786,1,51,384,25
1625922789,1,11,385,25
1625922792,1,9,389,25
1625922795,1,9,390,25
1625922798,1,10,390,25
1625922801,1,44,391,25
1625922804,1,12,395,25
1625922807,1,14,394,25
1625922810,0,17,392,25
1625922813,1,23,390,25
1625922816,0,48,387,25
1625922819,0,35,387,25
1625922822,0,53,387,25
1625922825,0,57,386,25
1625922828,0,59,387,25
1625922831,0,91,388,25
1625922834,0,58,388,25
1625922837,0,57,390,25
1625922840,0,54,389,25
1625922843,0,55,389,25
1625922846,0,89,390,25
1625922849,0,58,392,25
1625922852,0,59,392,25
1625922855,0,59,392,25
1625922858,0,59,392,25
1625922861,0,91,392,25
1625922864,0,58,392,25
1625922867,0,59,391,25
1625922870,0,58,390,25
1625922873,0,57,390,25
1625922876,0,87,389,25
1625922879,0,54,388,25
1625922882,0,49,389,25
1625922885,0,45,389,25
1625922888,0,33,389,25
1625922891,0,81,389,25
1625922894,0,16,388,25
1625922897,0,9,388,25
1625922900,0,9,387,25
1625922903,0,9,387,25
1625922906,0,74,386,25
1625922909,0,10,387,25
1625922912,0,9,386,25
1625922915,0,9,386,25
1625922918,0,10,386,25
1625922921,0,68,387,25
1625922924,0,10,387,25
1625922927,0,9,386,25
1625922930,0,9,386,25
1625922933,0,10,385,25
1625922936,0,72,385,25
1625922939,0,13,385,25
1625922942,0,15,384,25
1625922945,0,10,384,25
1625922948,0,9,383,25
1625922951,0,55,383,25
1625922954,0,11,383,25
1625922957,0,12,383,25
1625922960,0,15,383,25
1625922963,0,16,384,25
1625922966,0,44,383,26
1625922969,0,16,383,26
1625922972,0,20,383,26
1625922975,0,17,384,26
1625922978,0,16,384,26
1625922981,0,45,386,26
1625922984,0,17,386,26
1625922987,0,21,386,26
1625922990,0,19,385,26
1625922993,0,19,385,26
1625922996,0,44,385,26
1625922999,0,31,384,26
1625923002,0,33,384,26
1625923005,0,29,385,26
1625923008,0,28,385,26
1625923011,0,49,387,26
1625923014,0,31,386,26
1625923017,0,33,384,26
1625923020,0,45,382,26
1625923023,0,46,380,26
1625923026,0,52,378,26
1625923029,0,54,377,26
1625923032,0,58,378,26
1625923035,0,55,376,26
1625923038,0,55,374,25
1625923041,0,80,372,25
1625923044,0,58,374,26
1625923047,1,59,373,26
1625923050,0,55,374,26
1625923053,1,53,374,26
1625923056,0,62,374,26
1625923059,0,35,375,26
1625923062,1,21,375,26
1625923065,0,14,376,26
1625923068,0,11,376,26
1625923071,0,34,375,26
1625923074,0,10,375,26
1625923077,0,10,374,26
1625923080,0,11,374,26
1625923083,0,11,376,26
1625923086,0,44,377,26
1625923089,0,14,379,26
1625923092,0,15,380,26
1625923095,0,15,378,26
1625923098,0,15,379,26
1625923101,0,46,383,26
1625923104,0,17,382,26
1625923107,1,17,381,26
1625923110,0,38,380,26
1625923113,0,49,379,26
1625923116,1,74,378,26
1625923119,0,58,378,26
1625923122,0,59,377,26
1625923125,1,55,375,26
1625923128,0,52,375,26
1625923131,0,59,377,26
1625923134,0,26,376,26
1625923137,0,12,376,26
1625923140,0,9,376,26
1625923143,0,10,377,26
1625923146,0,39,376,26
1625923149,0,15,375,26
1625923152,0,17,376,26
1625923155,0,19,375,26
1625923158,0,29,376,26
1625923161,1,67,374,26
1625923164,1,54,374,26
1625923167,1,57,374,26
1625923170,0,59,374,26
1625923173,0,58,374,26
1625923176,1,89,374,26
1625923179,0,51,375,26
1625923182,0,37,376,26
1625923185,0,17,376,26
1625923188,0,9,376,26
1625923191,0,49,377,26
1625923194,0,13,377,26
1625923197,0,15,377,26
1625923200,0,17,377,26
1625923203,0,25,376,26
1625923206,0,54,376,26
1625923209,0,56,376,26
1625923212,0,59,376,26
1625923215,0,59,376,26
1625923218,0,58,376,26
1625923221,0,89,376,26
1625923224,0,54,377,26
1625923227,0,52,377,26
1625923230,0,36,378,26
1625923233,0,21,378,26
1625923236,0,59,378,26
1625923239,0,9,377,26
1625923242,0,10,378,26
1625923245,0,14,377,26
1625923248,0,17,376,26
1625923251,0,54,377,26
1625923254,0,54,377,26
1625923257,0,58,377,26
1625923260,0,59,378,26
1625923263,0,58,379,26
1625923266,0,45,379,26
1625923269,0,56,379,26
1625923272,0,54,379,26
1625923275,0,52,379,26
1625923278,0,32,380,26
1625923281,0,39,379,26
1625923284,0,11,377,26
1625923287,0,9,378,26
1625923290,0,10,375,26
1625923293,0,11,380,26
1625923296,0,41,390,26
1625923299,0,12,395,26
1625923302,0,13,378,26
1625923305,1,13,372,26
1625923308,0,16,374,26
1625923311,0,47,370,26
1625923314,0,18,368,26
1625923317,1,21,361,26
1625923320,0,23,353,26
1625923323,0,29,361,26
1625923326,1,68,366,26
1625923329,1,43,403,26
1625923332,0,49,421,26
1625923335,0,59,427,26
1625923338,1,58,422,26
1625923341,0,85,425,26
1625923344,1,54,393,26
1625923347,0,62,393,26
1625923350,0,45,397,26
1625923353,0,31,396,26
1625923356,0,40,399,26
1625923359,0,15,403,26
1625923362,0,12,403,26
1625923365,0,9,402,26
1625923368,0,10,402,26
1625923371,0,39,400,26
1625923374,0,12,398,26
1625923377,0,14,400,26
1625923380,0,14,399,26
1625923383,0,20,398,26
1625923386,0,65,397,26
1625923389,0,51,396,26
1625923392,0,57,396,26
1625923395,0,59,394,26
1625923398,0,56,393,26
1625923401,0,78,392,26
1625923404,0,54,393,26
1625923407,0,40,393,26
1625923410,0,35,393,26
1625923413,0,30,392,26
1625923416,0,85,392,26
1625923419,0,16,391,26
1625923422,0,15,391,26
1625923425,0,17,391,26
1625923428,0,11,390,26
1625923431,0,48,390,26
1625923434,0,9,388,26
1625923437,0,9,388,26
1625923440,0,9,388,26
1625923443,0,9,387,26
1625923446,0,73,386,26
1625923449,0,12,385,26
1625923452,0,12,386,26
1625923455,0,14,385,26
1625923458,0,14,385,26
1625923461,0,44,385,26
1625923464,0,17,384,26
1625923467,0,35,384,26
1625923470,0,40,384,26
1625923473,0,39,384,26
1625923476,0,49,384,26
1625923479,0,45,383,26
1625923482,0,42,382,26
1625923485,0,39,382,26
1625923488,0,47,382,26
1625923491,0,49,383,26
1625923494,0,39,382,26
1625923497,0,32,382,26
1625923500,0,21,382,26
1625923503,0,16,382,26
1625923506,0,39,382,26
1625923509,0,13,383,26
1625923512,0,12,382,26
1625923515,0,14,382,26
1625923518,0,12,382,26
1625923521,0,43,381,26
1625923524,0,15,381,26
1625923527,0,15,381,26
1625923530,0,22,380,26
1625923533,0,28,380,26
1625923536,0,49,380,26
1625923539,0,48,380,26
1625923542,0,53,381,26
1625923545,0,56,380,27
1625923548,0,56,380,27
1625923551,0,71,380,27
1625923554,0,58,380,27
1625923557,0,59,380,27
1625923560,0,59,381,27
1625923563,0,55,381,27
1625923566,0,85,380,27
1625923569,0,56,380,27
1625923572,0,51,381,27
1625923575,0,43,380,27
1625923578,0,30,380,27
1625923581,0,47,380,27
1625923584,0,17,378,27
1625923587,0,16,379,27
1625923590,0,14,378,27
1625923593,0,15,379,27
1625923596,0,46,378,27
1625923599,0,14,378,27
1625923602,0,13,378,27
1625923605,0,12,378,27
1625923608,0,11,378,27
1625923611,0,36,379,27
1625923614,0,10,379,27
1625923617,0,12,379,27
1625923620,0,13,380,27
1625923623,0,14,380,27
1625923626,0,46,380,27
1625923629,0,15,380,27
1625923632,0,16,380,27
1625923635,0,16,381,27
1625923638,0,20,380,27
1625923641,0,47,381,27
1625923644,0,19,380,27
1625923647,0,18,380,27
1625923650,0,19,380,27
1625923653,0,20,381,27
1625923656,0,48,381,27
1625923659,0,23,380,27
1625923662,0,23,380,27
1625923665,0,25,381,27
1625923668,0,41,381,27
1625923671,0,57,381,27
1625923674,0,44,381,27
1625923677,0,46,382,27
1625923680,0,50,381,27
1625923683,0,48,381,27
1625923686,0,84,381,27
1625923689,0,59,381,27
1625923692,0,59,381,27
1625923695,0,59,381,27
1625923698,0,58,381,27
1625923701,0,89,381,27
1625923704,0,56,381,27
1625923707,0,52,382,27
1625923710,0,51,381,27
1625923713,0,51,382,27
1625923716,0,64,382,27
1625923719,0,51,382,27
1625923722,0,51,382,27
1625923725,0,52,382,27
1625923728,0,52,381,27
1625923731,0,70,381,27
1625923734,0,51,383,27
1625923737,0,52,382,27
1625923740,0,54,382,27
1625923743,0,53,383,27
1625923746,0,83,383,27
1625923749,0,55,382,27
1625923752,0,56,382,27
1625923755,0,57,382,27
1625923758,0,58,381,27
1625923761,0,86,381,27
1625923764,0,58,381,27
1625923767,0,58,382,27
1625923770,0,58,382,27
1625923773,0,57,382,27
1625923776,0,86,382,27
1625923779,0,59,381,27
1625923782,0,59,381,27
1625923785,0,59,382,27
1625923788,0,59,381,27
1625923791,0,83,377,27
1625923794,0,59,321,27
1625923797,0,58,345,27
1625923800,0,59,336,27
1625923803,0,59,358,27
1625923806,0,80,373,27
1625923809,0,59,384,27
1625923812,0,58,379,27
1625923815,0,58,374,27
1625923818,0,57,365,27
1625923821,0,86,362,27
1625923824,0,59,376,27
1625923827,0,57,378,27
1625923830,0,55,379,27
1625923833,0,42,373,27
1625923836,0,67,364,27
1625923839,0,13,374,26
1625923842,0,10,379,26
1625923845,0,9,386,26
1625923848,0,9,388,26
1625923851,0,70,375,26
1625923854,0,10,385,26
1625923857,0,9,387,26
1625923860,0,10,392,26
1625923863,0,12,422,26
1625923866,0,42,409,26
1625923869,0,12,408,26
1625923872,0,11,394,26
1625923875,0,11,388,26
1625923878,0,11,377,26
1625923881,0,38,376,26
1625923884,0,11,379,26
1625923887,0,12,374,26
1625923890,0,11,383,26
1625923893,0,11,381,26
1625923896,0,36,382,26
1625923899,0,9,391,26
1625923902,0,9,417,26
1625923905,0,10,449,26
1625923908,0,9,447,26
1625923911,0,76,417,26
1625923914,0,11,407,26
1625923917,0,15,400,26
1625923920,0,20,388,26
1625923923,0,27,391,26
1625923926,0,65,401,26
1625923929,0,40,405,26
1625923932,0,33,406,26
1625923935,0,40,409,26
1625923938,0,49,400,26
1625923941,0,63,405,26
1625923944,0,52,407,26
1625923947,0,53,395,26
1625923950,0,53,391,26
1625923953,0,51,381,26
1625923956,0,59,375,26
1625923959,0,49,372,26
1625923962,0,50,368,26
1625923965,0,51,367,26
1625923968,0,51,374,25
1625923971,0,61,376,26
1625923974,1,49,383,26
1625923977,1,50,393,25
1625923980,1,51,391,25
1625923983,2,51,385,25
1625923986,1,68,385,25
1625923989,2,52,384,25
1625923992,2,53,383,25
1625923995,1,54,386,25
1625923998,2,52,391,25
1625924001,1,68,392,25
1625924004,2,52,387,25
1625924007,1,53,386,25
1625924010,2,52,381,25
1625924013,2,52,380,25
1625924016,1,68,379,25
1625924019,2,52,380,25
1625924022,1,46,377,25
1625924025,2,49,377,25
1625924028,1,60,374,25
1625924031,1,68,374,25
1625924034,1,54,374,25
1625924037,1,53,374,25
1625924040,1,54,376,25
1625924043,1,57,378,26
1625924046,1,87,378,26
1625924049,1,58,377,25
1625924052,2,59,376,26
1625924055,1,57,376,26
1625924058,1,54,379,26
1625924061,1,73,382,26
1625924064,1,54,385,26
1625924067,1,58,384,26
1625924070,1,57,382,26
1625924073,1,57,386,26
1625924076,1,74,383,26
1625924079,2,59,385,26
1625924082,1,59,384,26
1625924085,2,58,377,25
1625924088,1,57,379,25
1625924091,2,86,381,25
1625924094,1,70,380,25
1625924097,2,53,385,25
1625924100,1,51,388,25
1625924103,1,52,394,25
1625924106,2,67,391,25
1625924109,1,51,387,25
1625924112,1,51,385,25
1625924115,1,51,382,25
1625924118,0,53,385,25
1625924121,1,80,386,25
1625924124,0,54,384,25
1625924127,0,51,374,25
1625924130,1,50,375,26
1625924133,0,51,374,25
1625924136,0,59,375,25
1625924139,0,41,371,25
1625924142,0,35,365,25
1625924145,0,24,364,26
1625924148,0,14,368,25
1625924151,0,49,367,25
1625924154,0,10,366,25
1625924157,0,11,370,25
1625924160,0,13,369,25
1625924163,1,22,364,25
1625924166,0,50,366,25
1625924169,0,52,364,25
1625924172,0,55,366,25
1625924175,1,58,365,25
1625924178,0,59,367,25
1625924181,0,90,368,25
1625924184,1,57,369,25
1625924187,0,53,372,25
1625924190,1,51,368,25
1625924193,0,51,368,25
1625924196,1,61,365,25
1625924199,0,50,365,25
1625924202,1,47,365,25
1625924205,1,36,367,25
1625924208,1,14,370,25
1625924211,1,42,374,25
1625924214,1,10,374,25
1625924217,1,11,375,25
1625924220,2,14,377,25
1625924223,1,17,376,25
1625924226,2,52,377,25
1625924229,1,57,376,25
1625924232,2,59,376,25
1625924235,2,58,378,25
1625924238,2,58,382,25
1625924241,2,89,385,25
1625924244,1,59,383,25
1625924247,2,51,402,25
1625924250,2,42,397,25
1625924253,1,16,394,25
1625924256,2,42,400,25
1625924259,1,11,397,25
1625924262,2,11,391,25
1625924265,1,13,388,25
1625924268,2,15,391,25
1625924271,2,47,389,25
1625924274,1,24,390,25
1625924277,2,29,391,25
1625924280,1,37,390,25
1625924283,2,55,393,25
1625924286,2,83,395,25
1625924289,2,60,398,25
1625924292,1,59,399,25
1625924295,2,58,394,25
1625924298,2,58,391,25
1625924301,2,88,390,25
1625924304,2,56,391,25
1625924307,2,49,391,25
1625924310,2,35,392,25
1625924313,2,29,396,25
1625924316,2,57,395,25
1625924319,3,14,394,25
1625924322,3,10,393,25
1625924325,2,9,394,25
1625924328,3,10,397,25
1625924331,3,35,395,25
1625924334,3,15,394,25
1625924337,3,15,393,25
1625924340,3,17,389,25
1625924343,2,37,389,25
1625924346,3,56,390,25
1625924349,3,58,389,25
1625924352,2,75,386,25
1625924355,3,59,387,25
1625924358,2,67,388,25
1625924361,3,86,386,25
1625924364,3,55,384,25
1625924367,2,47,385,25
1625924370,3,26,385,25
1625924373,2,14,388,25
1625924376,2,46,387,25
1625924379,2,11,388,25
1625924382,1,13,381,25
1625924385,2,15,382,25
1625924388,2,17,380,25
1625924391,1,49,379,25
1625924394,2,57,372,25
1625924397,2,59,361,25
1625924400,2,56,376,25
1625924403,3,51,355,25
1625924406,3,65,360,25
1625924409,3,25,375,25
1625924412,3,14,383,25
1625924415,3,10,380,25
1625924418,3,11,389,25
1625924421,2,38,385,25
1625924424,3,14,370,25
1625924427,2,15,375,25
1625924430,2,17,383,25
1625924433,2,28,380,25
1625924436,2,48,378,25
1625924439,1,28,376,25
1625924442,2,28,385,25
1625924445,1,32,386,25
1625924448,2,49,384,25
1625924451,2,61,387,25
1625924454,1,55,389,25
1625924457,2,58,383,25
1625924460,2,59,384,25
1625924463,1,56,390,25
1625924466,2,76,392,25
1625924469,2,52,390,25
1625924472,2,37,388,25
1625924475,2,28,389,25
1625924478,1,23,392,25
1625924481,2,68,393,25
1625924484,1,11,393,25
1625924487,1,10,392,25
1625924490,2,10,389,25
1625924493,1,28,388,25
1625924496,1,44,387,25
1625924499,0,17,386,25
1625924502,1,23,377,25
1625924505,0,55,380,25
1625924508,0,59,398,25
1625924511,1,91,366,25
1625924514,0,55,368,25
1625924517,0,52,340,25
1625924520,0,40,355,25
1625924523,0,24,363,25
1625924526,0,36,373,25
1625924529,0,11,371,25
1625924532,0,13,368,25
1625924535,0,16,361,25
1625924538,0,17,358,25
1625924541,0,47,365,25
1625924544,1,41,364,25
1625924547,0,53,367,26
1625924550,0,58,367,26
1625924553,0,58,365,26
1625924556,1,87,365,26
1625924559,0,55,367,26
1625924562,0,55,371,26
1625924565,0,55,371,26
1625924568,0,55,371,26
1625924571,1,87,370,26
1625924574,0,56,367,26
1625924577,1,54,364,26
1625924580,0,54,362,26
1625924583,1,53,365,26
1625924586,0,71,369,26
1625924589,0,50,369,26
1625924592,1,38,369,26
