2,97,232,141,52,75,0,3,13,64
2,97,232,141,55,71,0,3,12,64
2,97,232,141,58,70,0,3,7,64
2,97,232,141,61,116,0,3,5,64
2,97,232,141,64,115,0,3,0,64
2,97,232,141,67,124,0,2,242,64
2,97,232,141,70,122,128,2,242,64
2,97,232,141,73,80,128,2,244,64
2,97,232,141,76,73,128,2,243,64
2,97,232,141,79,114,128,2,246,64
2,97,232,141,82,96,128,2,252,64
2,97,232,141,85,110,128,2,253,64
2,97,232,141,88,106,128,2,248,64
2,97,232,141,91,74,0,2,249,64
2,97,232,141,94,132,128,2,249,64
2,97,232,141,97,128,0,2,246,64
2,97,232,141,100,117,128,2,242,64
2,97,232,141,103,125,0,2,237,64
2,97,232,141,106,119,128,2,236,64
2,97,232,141,109,101,0,2,236,64
2,97,232,141,112,109,128,2,240,64
2,97,232,141,115,115,0,2,243,64
2,97,232,141,118,107,0,3,1,64
2,97,232,141,121,96,128,3,24,64
2,97,232,141,124,65,128,3,21,64
2,97,232,141,127,85,0,3,26,64
2,97,232,141,130,124,0,3,16,64
2,97,232,141,133,124,128,3,8,64
2,97,232,141,136,144,128,3,4,64
2,97,232,141,139,143,128,3,6,64
2,97,232,141,142,81,0,3,10,64
2,97,232,141,145,86,0,3,14,64
2,97,232,141,148,129,0,3,6,64
2,97,232,141,151,125,0,3,5,64
2,97,232,141,154,116,0,3,5,64
2,97,232,141,157,125,0,3,3,64
2,97,232,141,160,120,0,3,2,64
2,97,232,141,163,109,0,2,253,64
2,97,232,141,166,95,0,2,251,64
2,97,232,141,169,136,128,2,245,64
2,97,232,141,172,120,0,2,245,64
2,97,232,141,175,102,128,2,244,64
2,97,232,141,178,85,128,2,247,64
2,97,232,141,181,118,0,2,247,64
2,97,232,141,184,96,128,2,246,64
