0,1642630289,555,24,30.50537,157,0,7344
0,1642630292,555,24,30.47943,246,0,7344
0,1642630295,553,24,30.41992,130,0,7344
0,1642630298,553,24,30.39093,229,0,7344
0,1642630301,553,24,30.29175,153,0,7344
0,1642630304,552,24,30.27344,171,0,7344
0,1642630307,552,24,30.24902,234,0,7344
0,1642630310,553,24,30.18646,133,0,7344
0,1642630313,553,24,30.20477,244,0,7344
0,1642630316,553,24,30.14374,241,0,7344
0,1642630319,553,24,30.13458,134,0,7344
0,1642630322,552,24,30.16205,231,0,7344
0,1642630325,553,24,30.13611,153,0,7344
0,1642630328,553,24,30.1178,197,0,7344
0,1642630331,551,24,30.13916,217,0,7344
0,1642630334,550,24,30.12238,135,0,7344
0,1642630337,550,24,30.10712,240,0,7344
0,1642630340,549,24,30.10712,210,0,7344
0,1642630343,549,24,30.07965,156,0,7344
0,1642630346,549,24,30.12543,246,0,7344
0,1642630349,549,24,30.12695,134,0,7344
0,1642630352,549,24,30.08423,230,0,7344
0,1642630355,549,24,30.0705,147,0,7344
0,1642630358,550,24,30.06744,188,0,7344
0,1642630361,551,24,30.03998,190,0,7344
0,1642630364,551,24,30.02472,139,0,7344
0,1642630367,549,24,30.02625,246,0,7344
0,1642630370,549,24,29.95605,240,0,7344
0,1642630373,549,24,30.0293,133,0,7344
0,1642630376,549,24,30.04761,230,0,7344
0,1642630379,550,24,30.06134,152,0,7344
0,1642630382,549,24,30.03387,224,0,7344
0,1642630385,548,24,30.02014,204,0,7344
0,1642630388,547,24,30.00641,167,0,7344
0,1642630391,547,24,29.93317,207,0,7344
0,1642630394,547,24,29.9469,139,0,7344
0,1642630397,547,24,29.93469,235,0,7344
0,1642630400,547,24,29.95148,137,0,7344
0,1642630403,547,24,29.92096,243,0,7344
0,1642630406,547,24,29.84772,134,0,7344
0,1642630409,546,24,29.89349,245,0,7344
0,1642630412,546,24,29.83704,173,0,7344
0,1642630415,546,24,29.76532,213,0,7344
0,1642630418,546,24,29.82788,242,0,7344
0,1642630421,545,24,29.83856,91,0,7344
0,1642630424,544,24,29.79279,112,0,7344
0,1642630427,544,24,29.7699,223,0,7344
0,1642630430,544,24,29.81567,155,0,7344
0,1642630433,544,24,29.69971,214,0,7344
0,1642630436,544,24,29.71344,225,0,7344
0,1642630439,545,24,29.64172,171,0,7344
0,1642630442,545,24,29.71497,242,0,7344
0,1642630445,546,24,29.75922,140,0,7344
0,1642630448,547,24,29.73175,204,0,7344
0,1642630451,547,24,29.71497,160,0,7344
