unixtime,date,ws,wd,co2,temp
1625605514,7/6/2021 21:05,3.69,282,308,37
1625605517,7/6/2021 21:05,5.7,285,254,37
1625605520,7/6/2021 21:05,4.36,278,507,37
1625605523,7/6/2021 21:05,3.02,284,511,37
1625605526,7/6/2021 21:05,2.35,268,123,37
1625605529,7/6/2021 21:05,2.01,219,0,37
1625605532,7/6/2021 21:05,1.68,218,347,37
1625605535,7/6/2021 21:05,3.35,280,267,37
1625605538,7/6/2021 21:05,2.68,302,351,37
1625605541,7/6/2021 21:05,1.68,244,308,37
1625605544,7/6/2021 21:05,3.35,250,307,37
1625605547,7/6/2021 21:05,3.02,197,275,38
1625605550,7/6/2021 21:05,3.02,206,192,38
1625605553,7/6/2021 21:05,3.02,245,272,38
1625605556,7/6/2021 21:05,3.02,260,349,38
1625605559,7/6/2021 21:05,2.68,277,441,38
1625605562,7/6/2021 21:06,2.35,276,549,38
1625605565,7/6/2021 21:06,2.68,273,489,37
1625605568,7/6/2021 21:06,2.01,345,593,37
1625605571,7/6/2021 21:06,1.34,345,507,37
1625605574,7/6/2021 21:06,0.67,340,352,37
1625605577,7/6/2021 21:06,1.34,337,199,38
1625605580,7/6/2021 21:06,1.34,291,206,38
1625605583,7/6/2021 21:06,2.68,204,253,38
1625605586,7/6/2021 21:06,2.35,207,277,38
1625605589,7/6/2021 21:06,1.34,207,368,38
1625605592,7/6/2021 21:06,0.67,207,172,38
1625605595,7/6/2021 21:06,1.34,212,396,38
1625605598,7/6/2021 21:06,1.68,216,378,38
1625605601,7/6/2021 21:06,1.34,217,365,38
1625605604,7/6/2021 21:06,1.68,217,393,38
1625605607,7/6/2021 21:06,1.01,22,414,38
1625605610,7/6/2021 21:06,0.34,22,345,38
1625605613,7/6/2021 21:06,0,22,325,38
1625605616,7/6/2021 21:06,0,22,330,38
1625605619,7/6/2021 21:06,0,22,326,38
1625605622,7/6/2021 21:07,0.34,26,372,38
1625605625,7/6/2021 21:07,1.34,322,373,38
1625605628,7/6/2021 21:07,1.68,260,333,38
1625605631,7/6/2021 21:07,1.34,261,328,38
1625605634,7/6/2021 21:07,1.34,282,421,38
1625605637,7/6/2021 21:07,0.67,274,373,38
1625605640,7/6/2021 21:07,0,274,388,38
1625605643,7/6/2021 21:07,0,274,356,39
1625605646,7/6/2021 21:07,0,274,353,39
1625605649,7/6/2021 21:07,0,274,328,39
1625605652,7/6/2021 21:07,0,274,350,39
1625605655,7/6/2021 21:07,0.34,274,340,39
1625605658,7/6/2021 21:07,0,273,355,39
1625605661,7/6/2021 21:07,0,273,390,39
1625605664,7/6/2021 21:07,0,273,379,39
1625605667,7/6/2021 21:07,0,274,394,39
1625605670,7/6/2021 21:07,0,273,392,39
1625605673,7/6/2021 21:07,0,273,401,39
1625605676,7/6/2021 21:07,1.01,274,382,39
1625605679,7/6/2021 21:07,2.35,243,379,39
1625605682,7/6/2021 21:08,2.35,241,381,39
1625605685,7/6/2021 21:08,2.35,239,378,39
