Time,Voltage(V),Current(A),D+(V),D-(V)
10:18:33,7.265,0,1.03,0.51
10:18:34,7.26,0,1.03,0.51
10:18:35,7.267,0,1.03,0.51
10:18:36,7.259,0,1.03,0.51
10:18:37,7.261,0,1.03,0.51
10:18:38,7.258,0,1.03,0.51
10:18:39,7.254,0,1.03,0.51
10:18:40,7.259,0,1.03,0.51
10:18:41,7.253,0,1.03,0.51
10:18:42,7.254,0,0.66,0.36
10:18:43,7.257,0,0.99,0.5
10:18:44,7.257,0,0.96,0.49
10:18:45,7.255,0,0.97,0.53
10:18:46,7.223,0.0017,0.75,0.35
10:18:47,6.87,0.1788,0.75,0.36
10:18:48,5.409,0.6196,0.74,0.36
10:18:49,5.409,0.6218,0.97,0.49
10:18:50,5.418,0.6229,0.73,0.36
10:18:51,5.42,0.6241,0.74,0.37
10:18:52,5.428,0.6242,0.98,0.51
10:18:53,5.325,0.6269,0.73,0.43
10:18:54,5.471,0.6289,0.72,0.37
10:18:55,5.279,0.6289,0.75,0.28
10:18:56,5.257,0.6275,0.75,0.35
10:18:57,5.255,0.6253,0.74,0.36
10:18:58,5.189,0.6281,0.72,0.36
10:18:59,5.489,0.1808,0.65,0.32
10:19:00,5.489,0.3557,0.74,0.39
10:19:01,4.98,0.3049,0.97,0.49
10:19:02,4.987,0.3069,0.96,0.48
10:19:03,4.989,0.3101,0.68,0.35
10:19:04,5.003,0.3112,0.75,0.36
10:19:05,4.993,0.3112,0.76,0.35
10:19:06,4.992,0.3114,0.76,0.36
10:19:07,5,0.3087,0.97,0.49
10:19:08,4.996,0.3111,0.76,0.36
10:19:09,4.971,0.3221,0.74,0.36
10:19:10,4.971,0.3738,0.75,0.36
10:19:11,5.034,0.3756,0.75,0.35
10:19:12,5.021,0.3784,0.75,0.35
10:19:13,5.019,0.3809,0.97,0.49
10:19:14,5.019,0.3835,0.74,0.36
10:19:15,5.021,0.3863,0.72,0.36
10:19:16,5.038,0.3863,0.73,0.36
10:19:17,5.025,0.3863,0.75,0.36
10:19:18,5.032,0.3845,0.75,0.35
10:19:19,5.044,0.3861,0.96,0.48
10:19:20,5.046,0.3946,0.68,0.34
10:19:21,5.07,0.3987,0.76,0.36
10:19:22,5.07,0.4011,0.99,0.49
10:19:23,5.057,0.4066,0.75,0.36
10:19:24,5.058,0.409,0.76,0.35
10:19:25,5.072,0.4109,0.76,0.36
10:19:26,5.065,0.4129,0.75,0.35
10:19:27,5.067,0.4852,0.73,0.36
10:19:28,5.147,0.4852,0.75,0.35
10:19:29,5.119,0.5619,0.75,0.36
10:19:30,5.06,0.3827,0.74,0.36
10:19:31,5.061,0.3758,0.75,0.36
10:19:32,5.061,0.3776,0.97,0.49
10:19:33,5.059,0.3792,0.96,0.49
10:19:34,5.053,0.3796,0.99,0.49
10:19:35,5.073,0.3813,0.98,0.49
10:19:36,5.059,0.3833,0.73,0.36
10:19:37,5.072,0.3836,0.66,0.33
10:19:38,5.078,0.3836,0.76,0.35
10:19:39,5.072,0.3834,0.98,0.49
10:19:40,5.078,0.3867,0.98,0.49
10:19:41,5.086,0.3829,0.71,0.35
10:19:42,5.081,0.3912,0.74,0.36
10:19:43,5.081,0.3938,0.74,0.35
10:19:44,5.084,0.3949,0.75,0.35
10:19:45,5.073,0.3963,0.95,0.49
10:19:46,5.077,0.3977,0.75,0.36
10:19:47,5.084,0.3997,0.75,0.36
10:19:48,5.084,0.3997,0.99,0.49
10:19:49,5.085,0.3987,0.75,0.37
10:19:50,5.081,0.4009,0.76,0.35
10:19:51,5.093,0.3969,0.75,0.36
10:19:52,5.087,0.4064,0.75,0.36
10:19:53,5.087,0.4078,0.99,0.49
10:19:54,5.084,0.4096,0.97,0.49
10:19:55,5.089,0.4097,0.76,0.36
10:19:56,5.078,0.4117,0.75,0.36
10:19:57,5.077,0.4131,0.74,0.36
10:19:58,5.096,0.4151,0.69,0.34
10:19:59,5.1,0.4151,0.99,0.49
10:20:00,5.095,0.4165,0.99,0.49
10:20:01,5.099,0.4113,0.76,0.36
10:20:02,5.098,0.4163,0.74,0.37
10:20:03,5.1,0.4166,0.75,0.36
10:20:04,5.107,0.423,0.74,0.36
10:20:05,5.107,0.4234,0.97,0.48
10:20:06,5.096,0.4265,0.96,0.48
10:20:07,5.094,0.4269,0.97,0.48
10:20:08,5.089,0.4287,0.74,0.36
10:20:09,5.109,0.4309,0.74,0.36
10:20:10,5.112,0.4309,0.75,0.35
10:20:11,5.107,0.4306,0.94,0.48
10:20:12,5.118,0.4269,0.97,0.48
10:20:13,5.113,0.4289,0.74,0.36
10:20:14,5.119,0.4376,0.72,0.36
10:20:15,5.119,0.4392,0.73,0.37
10:20:16,5.118,0.4405,0.75,0.35
10:20:17,5.103,0.4419,0.75,0.35
10:20:18,5.104,0.4437,0.74,0.36
10:20:19,5.111,0.4455,0.7,0.35
10:20:20,5.112,0.4455,0.97,0.48
10:20:21,5.104,0.4431,0.75,0.36
10:20:22,5.105,0.4455,0.75,0.35
10:20:23,5.113,0.4421,0.75,0.35
10:20:24,5.1,0.4453,0.97,0.48
10:20:25,5.104,0.4512,0.74,0.36
10:20:26,5.107,0.4542,0.74,0.36
10:20:27,5.107,0.4563,0.75,0.37
10:20:28,5.105,0.4577,0.72,0.36
10:20:29,5.094,0.4581,0.75,0.35
10:20:30,5.106,0.4607,0.74,0.36
10:20:31,5.113,0.4611,0.72,0.36
10:20:32,5.11,0.4611,0.98,0.49
10:20:33,5.11,0.4615,0.98,0.48
10:20:34,5.111,0.4563,0.76,0.36
10:20:35,5.111,0.465,0.74,0.36
10:20:36,5.117,0.4694,0.68,0.34
10:20:37,5.117,0.4694,0.97,0.49
10:20:38,5.111,0.4711,0.99,0.49
10:20:39,5.105,0.4729,0.98,0.49
10:20:40,5.118,0.4753,0.98,0.49
10:20:41,5.108,0.4767,0.76,0.36
10:20:42,5.115,0.4771,0.76,0.36
10:20:43,5.111,0.4784,0.74,0.36
10:20:44,5.125,0.4808,0.71,0.35
10:20:45,5.12,0.4808,0.99,0.49
10:20:46,5.127,0.481,0.99,0.49
10:20:47,5.123,0.4806,0.74,0.36
10:20:48,5.121,0.4856,0.71,0.36
10:20:49,5.121,0.4875,0.75,0.35
10:20:50,5.124,0.4891,0.97,0.48
10:20:51,5.109,0.4901,0.74,0.36
10:20:52,5.126,0.4913,0.73,0.36
10:20:53,5.125,0.4913,0.96,0.49
10:20:54,5.13,0.4903,0.75,0.36
10:20:55,5.13,0.4935,0.75,0.35
10:20:56,5.121,0.4934,0.75,0.35
10:20:57,5.133,0.4909,0.95,0.49
10:20:58,5.121,0.4978,0.75,0.36
10:20:59,5.129,0.5013,0.74,0.36
10:21:00,5.129,0.5025,0.74,0.36
10:21:01,5.127,0.5051,0.71,0.36
10:21:02,5.121,0.5073,0.76,0.36
