Time,Voltage(V),Current(A),D+(V),D-(V),Date
10:06:57,7.046,0,0.73,0.33,2020-06-12
10:06:58,7.048,0,0.74,0.35,2020-06-12
10:06:59,7.053,0,0.74,0.35,2020-06-12
10:07:00,7.058,0.0027,0.69,0.32,2020-06-12
10:07:01,4.808,0.0631,0.58,0.3,2020-06-12
10:07:02,4.639,0.0631,0.74,0.38,2020-06-12
10:07:03,4.634,0.0621,0.76,0.39,2020-06-12
10:07:04,4.645,0.0588,0.74,0.35,2020-06-12
10:07:05,4.645,0.0598,0.62,0.29,2020-06-12
10:07:06,4.627,0.0679,0.73,0.33,2020-06-12
10:07:07,4.627,0.069,0.99,0.5,2020-06-12
10:07:08,4.607,0.07,0.77,0.39,2020-06-12
10:07:09,4.63,0.071,0.73,0.38,2020-06-12
10:07:10,4.637,0.0722,0.73,0.33,2020-06-12
10:07:11,4.633,0.0734,0.72,0.35,2020-06-12
10:07:12,4.639,0.0734,1,0.47,2020-06-12
10:07:13,4.639,0.0716,0.86,0.43,2020-06-12
10:07:14,4.638,0.0681,0.75,0.34,2020-06-12
10:07:15,4.697,0.0698,0.72,0.33,2020-06-12
10:07:16,4.637,0.0775,0.71,0.34,2020-06-12
10:07:17,4.637,0.0789,0.96,0.42,2020-06-12
10:07:18,4.635,0.0803,0.76,0.39,2020-06-12
10:07:19,4.652,0.0813,0.74,0.36,2020-06-12
10:07:20,4.634,0.0817,0.72,0.34,2020-06-12
10:07:21,4.644,0.0835,0.65,0.32,2020-06-12
10:07:22,4.636,0.0835,0.73,0.39,2020-06-12
10:07:23,4.637,0.0835,0.75,0.38,2020-06-12
10:07:24,4.639,0.0785,0.83,0.43,2020-06-12
10:07:25,4.675,0.0805,0.7,0.33,2020-06-12
10:07:26,4.636,0.0888,0.63,0.31,2020-06-12
10:07:27,4.636,0.09,0.74,0.42,2020-06-12
10:07:28,4.679,0.0913,0.75,0.4,2020-06-12
10:07:29,4.647,0.0927,0.75,0.37,2020-06-12
10:07:30,4.642,0.0939,0.64,0.32,2020-06-12
10:07:31,4.638,0.0949,0.73,0.34,2020-06-12
10:07:32,4.639,0.0949,0.76,0.4,2020-06-12
10:07:33,4.642,0.0939,0.75,0.37,2020-06-12
10:07:34,4.643,0.0902,0.71,0.36,2020-06-12
10:07:35,4.646,0.0925,0.59,0.3,2020-06-12
10:07:36,4.638,0.1008,0.73,0.35,2020-06-12
10:07:37,4.638,0.102,0.76,0.38,2020-06-12
10:07:38,4.628,0.1036,0.75,0.35,2020-06-12
10:07:39,4.635,0.1046,0.74,0.36,2020-06-12
10:07:40,4.641,0.106,0.73,0.35,2020-06-12
10:07:41,4.639,0.1071,0.72,0.34,2020-06-12
10:07:42,4.649,0.1071,0.76,0.36,2020-06-12
10:07:43,4.642,0.1081,0.76,0.34,2020-06-12
10:07:44,4.641,0.103,0.74,0.35,2020-06-12
10:07:45,4.637,0.1119,0.74,0.34,2020-06-12
10:07:46,4.637,0.1135,0.98,0.45,2020-06-12
10:07:47,4.637,0.1152,0.89,0.46,2020-06-12
10:07:48,4.64,0.1166,0.72,0.35,2020-06-12
10:07:49,4.643,0.1178,0.77,0.36,2020-06-12
10:07:50,4.679,0.1194,0.72,0.34,2020-06-12
10:07:51,4.64,0.1194,0.76,0.36,2020-06-12
10:07:52,4.666,0.1182,0.76,0.36,2020-06-12
10:07:53,4.642,0.1146,0.75,0.36,2020-06-12
10:07:54,4.642,0.1158,0.72,0.35,2020-06-12
10:07:55,4.646,0.1255,0.68,0.33,2020-06-12
10:07:56,4.646,0.1267,0.76,0.35,2020-06-12
10:07:57,4.627,0.1285,0.75,0.35,2020-06-12
10:07:58,4.647,0.1298,0.75,0.35,2020-06-12
10:07:59,4.656,0.131,0.75,0.35,2020-06-12
10:08:00,4.641,0.1326,0.65,0.31,2020-06-12
10:08:01,4.641,0.1344,0.73,0.36,2020-06-12
10:08:02,4.659,0.1344,0.74,0.36,2020-06-12
10:08:03,4.648,0.1334,0.74,0.36,2020-06-12
10:08:04,4.649,0.1298,0.74,0.35,2020-06-12
10:08:05,4.646,0.1316,0.74,0.36,2020-06-12
10:08:06,4.649,0.1336,0.73,0.35,2020-06-12
10:08:07,4.644,0.1425,0.71,0.34,2020-06-12
10:08:08,4.644,0.1439,0.75,0.34,2020-06-12
10:08:09,4.634,0.1456,0.62,0.29,2020-06-12
10:08:10,4.645,0.1476,0.74,0.35,2020-06-12
10:08:11,4.648,0.1476,0.99,0.5,2020-06-12
10:08:12,4.646,0.1478,0.69,0.33,2020-06-12
10:08:13,4.556,0.1312,0.74,0.37,2020-06-12
10:08:14,4.691,0.0925,0.74,0.34,2020-06-12
10:08:15,5.189,0.0501,0.73,0.34,2020-06-12
10:08:16,5.189,0.167,0.75,0.36,2020-06-12
10:08:17,4.643,0.1695,0.76,0.36,2020-06-12
10:08:18,4.644,0.1699,0.96,0.49,2020-06-12
10:08:19,4.652,0.1723,0.73,0.33,2020-06-12
10:08:20,4.646,0.1743,0.71,0.34,2020-06-12
10:08:21,4.653,0.1758,0.66,0.32,2020-06-12
10:08:22,4.648,0.1758,0.76,0.36,2020-06-12
10:08:23,4.648,0.1756,0.76,0.36,2020-06-12
10:08:24,4.662,0.1737,0.73,0.34,2020-06-12
10:08:25,4.653,0.1829,0.68,0.33,2020-06-12
10:08:26,4.653,0.1853,0.73,0.36,2020-06-12
10:08:27,4.656,0.1875,0.75,0.36,2020-06-12
10:08:28,4.656,0.1897,0.75,0.35,2020-06-12
10:08:29,4.657,0.1914,0.75,0.35,2020-06-12
10:08:30,4.655,0.1932,0.64,0.31,2020-06-12
10:08:31,4.648,0.1954,0.74,0.35,2020-06-12
10:08:32,4.65,0.1954,0.74,0.36,2020-06-12
10:08:33,4.653,0.1956,0.73,0.36,2020-06-12
10:08:34,4.652,0.1926,0.65,0.31,2020-06-12
10:08:35,4.651,0.2019,0.74,0.36,2020-06-12
10:08:36,4.651,0.2039,0.75,0.36,2020-06-12
10:08:37,4.639,0.2064,0.75,0.36,2020-06-12
10:08:38,4.65,0.2086,0.76,0.36,2020-06-12
10:08:39,4.653,0.2108,0.71,0.35,2020-06-12
10:08:40,4.644,0.2131,0.74,0.34,2020-06-12
10:08:41,4.654,0.2151,0.72,0.34,2020-06-12
10:08:42,4.654,0.2151,0.75,0.36,2020-06-12
10:08:43,4.654,0.2151,0.76,0.35,2020-06-12
10:08:44,4.649,0.2127,0.74,0.35,2020-06-12
10:08:45,4.656,0.2234,0.73,0.35,2020-06-12
10:08:46,4.656,0.2258,0.75,0.36,2020-06-12
10:08:47,4.648,0.2281,0.75,0.35,2020-06-12
10:08:48,4.656,0.2307,0.75,0.35,2020-06-12
10:08:49,4.669,0.2327,0.74,0.35,2020-06-12
10:08:50,4.656,0.2353,0.71,0.34,2020-06-12
10:08:51,4.666,0.2353,0.75,0.36,2020-06-12
10:08:52,4.655,0.235,0.71,0.35,2020-06-12
10:08:53,4.656,0.2353,0.75,0.35,2020-06-12
10:08:54,4.656,0.2353,0.72,0.34,2020-06-12
10:08:55,4.656,0.2441,0.67,0.33,2020-06-12
10:08:56,4.656,0.2463,0.74,0.36,2020-06-12
10:08:57,4.652,0.2495,0.74,0.36,2020-06-12
10:08:58,4.658,0.2516,0.72,0.36,2020-06-12
10:08:59,4.656,0.2538,0.68,0.33,2020-06-12
10:09:00,4.652,0.2538,0.74,0.35,2020-06-12
10:09:01,4.662,0.2566,0.74,0.36,2020-06-12
10:09:02,4.659,0.2516,0.74,0.36,2020-06-12
10:09:03,4.66,0.2548,0.74,0.35,2020-06-12
10:09:04,4.656,0.2613,0.65,0.32,2020-06-12
10:09:05,4.66,0.2666,0.74,0.36,2020-06-12
10:09:06,4.66,0.2686,0.74,0.36,2020-06-12
10:09:07,4.652,0.2712,0.74,0.35,2020-06-12
10:09:08,4.659,0.2737,0.67,0.33,2020-06-12
10:09:09,4.656,0.2769,0.58,0.28,2020-06-12
10:09:10,4.657,0.2769,0.74,0.36,2020-06-12
10:09:11,4.664,0.2768,0.74,0.36,2020-06-12
10:09:12,4.659,0.2749,0.74,0.35,2020-06-12
10:09:13,4.678,0.2761,0.61,0.3,2020-06-12
10:09:14,4.665,0.2866,0.74,0.36,2020-06-12
10:09:15,4.665,0.2889,0.74,0.35,2020-06-12
10:09:16,4.658,0.2925,0.74,0.36,2020-06-12
10:09:17,4.659,0.2945,0.72,0.36,2020-06-12
10:09:18,4.665,0.297,0.74,0.36,2020-06-12
10:09:19,4.657,0.3002,0.73,0.35,2020-06-12
10:09:20,4.663,0.3002,0.75,0.35,2020-06-12
10:09:21,4.656,0.3004,0.75,0.35,2020-06-12
10:09:22,4.66,0.2986,0.76,0.36,2020-06-12
10:09:23,4.663,0.3004,0.74,0.36,2020-06-12
10:09:24,4.659,0.3024,0.7,0.34,2020-06-12
10:09:25,4.656,0.3126,0.66,0.31,2020-06-12
10:09:26,4.656,0.315,0.75,0.34,2020-06-12
10:09:27,4.663,0.317,0.75,0.36,2020-06-12
10:09:28,4.662,0.3193,0.73,0.34,2020-06-12
10:09:29,4.669,0.3215,0.68,0.33,2020-06-12
10:09:30,4.663,0.3215,0.72,0.36,2020-06-12
10:09:31,4.671,0.3217,0.74,0.36,2020-06-12
10:09:32,4.669,0.3241,0.75,0.36,2020-06-12
10:09:33,4.658,0.3223,0.7,0.34,2020-06-12
10:09:34,4.664,0.3322,0.64,0.3,2020-06-12
10:09:35,4.664,0.3351,0.76,0.36,2020-06-12
10:09:36,4.662,0.3391,0.75,0.36,2020-06-12
10:09:37,4.666,0.3415,0.75,0.36,2020-06-12
10:09:38,4.668,0.3436,0.66,0.31,2020-06-12
10:09:39,4.665,0.3466,0.56,0.26,2020-06-12
10:09:40,4.661,0.3466,0.75,0.36,2020-06-12
10:09:41,4.671,0.3468,0.75,0.35,2020-06-12
10:09:42,4.668,0.3448,0.75,0.36,2020-06-12
10:09:43,4.668,0.3488,0.61,0.3,2020-06-12
10:09:44,4.672,0.358,0.74,0.35,2020-06-12
10:09:45,4.672,0.3614,0.75,0.35,2020-06-12
10:09:46,4.662,0.3638,0.75,0.35,2020-06-12
10:09:47,4.67,0.3667,0.75,0.35,2020-06-12
10:09:48,4.67,0.3691,0.74,0.35,2020-06-12
10:09:49,4.662,0.3715,0.72,0.35,2020-06-12
10:09:50,4.668,0.3715,0.74,0.36,2020-06-12
10:09:51,4.666,0.373,0.74,0.35,2020-06-12
10:09:52,4.663,0.3695,0.74,0.34,2020-06-12
10:09:53,4.672,0.3724,0.74,0.36,2020-06-12
10:09:54,4.668,0.375,0.7,0.35,2020-06-12
10:09:55,4.675,0.3859,0.65,0.32,2020-06-12
10:09:56,4.675,0.389,0.71,0.36,2020-06-12
10:09:57,4.674,0.392,0.74,0.36,2020-06-12
10:09:58,4.668,0.3949,0.71,0.35,2020-06-12
10:09:59,4.68,0.3971,0.68,0.32,2020-06-12
10:10:00,4.669,0.3971,0.75,0.36,2020-06-12
10:10:01,4.667,0.3973,0.75,0.36,2020-06-12
10:10:02,4.68,0.3949,0.75,0.36,2020-06-12
10:10:03,4.668,0.3975,0.69,0.34,2020-06-12
10:10:04,4.665,0.408,0.61,0.29,2020-06-12
10:10:05,4.665,0.4109,0.74,0.34,2020-06-12
10:10:06,4.67,0.4131,0.75,0.36,2020-06-12
10:10:07,4.67,0.4165,0.74,0.36,2020-06-12
10:10:08,4.673,0.4186,0.65,0.32,2020-06-12
10:10:09,4.673,0.4212,0.74,0.36,2020-06-12
10:10:10,4.681,0.4212,0.74,0.36,2020-06-12
10:10:11,4.678,0.4212,0.74,0.36,2020-06-12
10:10:12,4.675,0.418,0.75,0.36,2020-06-12
10:10:13,4.681,0.419,0.75,0.36,2020-06-12
10:10:14,4.679,0.4224,0.74,0.36,2020-06-12
10:10:15,4.666,0.4323,0.72,0.34,2020-06-12
10:10:16,4.666,0.4354,0.74,0.35,2020-06-12
10:10:17,4.679,0.4384,0.75,0.34,2020-06-12
10:10:18,4.674,0.4409,0.75,0.35,2020-06-12
10:10:19,4.677,0.4427,0.75,0.35,2020-06-12
10:10:20,4.674,0.4451,0.69,0.33,2020-06-12
10:10:21,4.672,0.4473,0.61,0.31,2020-06-12
10:10:22,4.671,0.4473,0.74,0.36,2020-06-12
10:10:23,4.676,0.4473,0.74,0.36,2020-06-12
10:10:24,4.673,0.4455,0.7,0.34,2020-06-12
10:10:25,4.681,0.4563,0.64,0.31,2020-06-12
10:10:26,4.681,0.4589,0.75,0.35,2020-06-12
10:10:27,4.676,0.4609,0.75,0.36,2020-06-12
10:10:28,4.679,0.4608,0.75,0.35,2020-06-12
10:10:29,4.674,0.4604,0.66,0.32,2020-06-12
10:10:30,4.685,0.4589,0.56,0.27,2020-06-12
10:10:31,4.679,0.4589,0.74,0.36,2020-06-12
10:10:32,4.685,0.4559,0.75,0.36,2020-06-12
10:10:33,4.679,0.4488,0.75,0.36,2020-06-12
10:10:34,4.675,0.4484,0.61,0.3,2020-06-12
10:10:35,4.68,0.455,0.73,0.35,2020-06-12
10:10:36,4.68,0.4548,0.74,0.36,2020-06-12
10:10:37,4.674,0.4546,0.74,0.35,2020-06-12
10:10:38,4.676,0.4536,0.74,0.35,2020-06-12
10:10:39,4.672,0.4535,0.73,0.35,2020-06-12
10:10:40,4.682,0.4532,0.72,0.35,2020-06-12
10:10:41,4.677,0.4532,0.74,0.36,2020-06-12
10:10:42,4.683,0.4508,0.72,0.36,2020-06-12
10:10:43,4.679,0.4459,0.74,0.34,2020-06-12
10:10:44,4.678,0.4473,0.74,0.36,2020-06-12
10:10:45,4.68,0.4453,0.71,0.35,2020-06-12
10:10:46,4.675,0.4528,0.66,0.32,2020-06-12
10:10:47,4.675,0.4516,0.75,0.35,2020-06-12
10:10:48,4.68,0.4504,0.75,0.36,2020-06-12
10:10:49,4.674,0.4504,0.74,0.35,2020-06-12
10:10:50,4.68,0.449,0.68,0.32,2020-06-12
10:10:51,4.676,0.4479,0.59,0.29,2020-06-12
10:10:52,4.682,0.4479,0.75,0.36,2020-06-12
10:10:53,4.675,0.4443,0.75,0.36,2020-06-12
10:10:54,4.682,0.4382,0.75,0.36,2020-06-12
10:10:55,4.678,0.4384,0.63,0.3,2020-06-12
10:10:56,4.673,0.4463,0.74,0.35,2020-06-12
10:10:57,4.673,0.4462,0.75,0.35,2020-06-12
10:10:58,4.677,0.446,0.75,0.36,2020-06-12
10:10:59,4.673,0.446,0.66,0.32,2020-06-12
10:11:00,4.68,0.4457,0.75,0.35,2020-06-12
10:11:01,4.674,0.4457,0.75,0.36,2020-06-12
10:11:02,4.68,0.4435,0.75,0.36,2020-06-12
10:11:03,4.676,0.4368,0.75,0.34,2020-06-12
10:11:04,4.682,0.4366,0.76,0.36,2020-06-12
10:11:05,4.678,0.4366,0.75,0.36,2020-06-12
10:11:06,4.673,0.435,0.72,0.34,2020-06-12
10:11:07,4.679,0.4429,0.67,0.32,2020-06-12
10:11:08,4.679,0.4427,0.72,0.36,2020-06-12
10:11:09,4.673,0.4427,0.75,0.35,2020-06-12
10:11:10,4.676,0.4427,0.73,0.35,2020-06-12
10:11:11,4.674,0.4426,0.68,0.33,2020-06-12
10:11:12,4.68,0.4426,0.75,0.36,2020-06-12
10:11:13,4.675,0.439,0.74,0.36,2020-06-12
10:11:14,4.682,0.433,0.74,0.36,2020-06-12
10:11:15,4.677,0.4356,0.74,0.36,2020-06-12
10:11:16,4.677,0.4346,0.63,0.3,2020-06-12
10:11:17,4.678,0.4394,0.74,0.36,2020-06-12
10:11:18,4.678,0.4391,0.75,0.36,2020-06-12
10:11:19,4.673,0.4392,0.75,0.35,2020-06-12
10:11:20,4.673,0.4388,0.75,0.36,2020-06-12
10:11:21,4.672,0.4387,0.57,0.27,2020-06-12
10:11:22,4.679,0.4382,0.73,0.35,2020-06-12
10:11:23,4.674,0.4382,0.74,0.36,2020-06-12
10:11:24,4.679,0.4334,0.74,0.36,2020-06-12
10:11:25,4.674,0.4291,0.75,0.36,2020-06-12
10:11:26,4.681,0.4279,0.73,0.36,2020-06-12
10:11:27,4.676,0.4358,0.72,0.35,2020-06-12
10:11:28,4.676,0.4356,0.74,0.36,2020-06-12
10:11:29,4.676,0.4355,0.74,0.35,2020-06-12
10:11:30,4.671,0.4352,0.75,0.36,2020-06-12
10:11:31,4.672,0.435,0.74,0.36,2020-06-12
10:11:32,4.674,0.434,0.69,0.34,2020-06-12
10:11:33,4.673,0.4336,0.64,0.31,2020-06-12
10:11:34,4.679,0.4336,0.71,0.35,2020-06-12
10:11:35,4.674,0.4311,0.75,0.35,2020-06-12
10:11:36,4.681,0.4246,0.75,0.35,2020-06-12
10:11:37,4.676,0.4246,0.66,0.32,2020-06-12
10:11:38,4.676,0.4319,0.75,0.36,2020-06-12
10:11:39,4.676,0.432,0.75,0.35,2020-06-12
10:11:40,4.675,0.4316,0.74,0.36,2020-06-12
10:11:41,4.669,0.4312,0.75,0.35,2020-06-12
10:11:42,4.672,0.4299,0.6,0.28,2020-06-12
10:11:43,4.671,0.43,0.74,0.35,2020-06-12
10:11:44,4.677,0.43,0.75,0.36,2020-06-12
10:11:45,4.672,0.4259,0.76,0.36,2020-06-12
10:11:46,4.679,0.4244,0.72,0.35,2020-06-12
10:11:47,4.674,0.4196,0.74,0.35,2020-06-12
10:11:48,4.679,0.4277,0.73,0.34,2020-06-12
10:11:49,4.679,0.4275,0.75,0.36,2020-06-12
10:11:50,4.673,0.4273,0.75,0.35,2020-06-12
10:11:51,4.673,0.427,0.75,0.35,2020-06-12
10:11:52,4.67,0.4266,0.75,0.36,2020-06-12
10:11:53,4.671,0.4261,0.7,0.34,2020-06-12
10:11:54,4.677,0.4258,0.64,0.31,2020-06-12
10:11:55,4.671,0.4258,0.75,0.35,2020-06-12
10:11:56,4.677,0.4222,0.75,0.36,2020-06-12
10:11:57,4.672,0.4169,0.75,0.36,2020-06-12
10:11:58,4.679,0.417,0.67,0.33,2020-06-12
10:11:59,4.674,0.4242,0.58,0.28,2020-06-12
10:12:00,4.674,0.424,0.75,0.36,2020-06-12
10:12:01,4.674,0.4226,0.75,0.35,2020-06-12
10:12:02,4.671,0.4227,0.75,0.35,2020-06-12
10:12:03,4.67,0.4222,0.62,0.3,2020-06-12
10:12:04,4.676,0.4219,0.74,0.35,2020-06-12
10:12:05,4.669,0.4219,0.75,0.36,2020-06-12
10:12:06,4.676,0.4188,0.74,0.36,2020-06-12
10:12:07,4.671,0.4141,0.75,0.34,2020-06-12
10:12:08,4.678,0.4155,0.75,0.35,2020-06-12
10:12:09,4.673,0.4127,0.73,0.35,2020-06-12
10:12:10,4.674,0.419,0.7,0.34,2020-06-12
10:12:11,4.674,0.4186,0.75,0.36,2020-06-12
10:12:12,4.671,0.4185,0.69,0.35,2020-06-12
10:12:13,4.671,0.418,0.74,0.36,2020-06-12
10:12:14,4.671,0.4175,0.7,0.34,2020-06-12
10:12:15,4.668,0.4161,0.66,0.31,2020-06-12
10:12:16,4.674,0.4161,0.74,0.35,2020-06-12
10:12:17,4.669,0.4147,0.75,0.36,2020-06-12
10:12:18,4.676,0.4074,0.75,0.35,2020-06-12
10:12:19,4.671,0.4077,0.68,0.33,2020-06-12
10:12:20,4.676,0.4151,0.59,0.28,2020-06-12
10:12:21,4.676,0.4141,0.74,0.35,2020-06-12
10:12:22,4.67,0.4142,0.74,0.35,2020-06-12
10:12:23,4.67,0.4138,0.74,0.36,2020-06-12
10:12:24,4.667,0.4136,0.64,0.31,2020-06-12
10:12:25,4.666,0.4123,0.73,0.36,2020-06-12
10:12:26,4.673,0.4123,0.74,0.36,2020-06-12
10:12:27,4.666,0.4111,0.75,0.36,2020-06-12
10:12:28,4.673,0.4032,0.74,0.35,2020-06-12
10:12:29,4.668,0.4033,0.74,0.36,2020-06-12
10:12:30,4.675,0.4029,0.74,0.36,2020-06-12
10:12:31,4.67,0.4017,0.7,0.35,2020-06-12
10:12:32,4.666,0.4088,0.64,0.32,2020-06-12
10:12:33,4.666,0.4088,0.74,0.35,2020-06-12
10:12:34,4.669,0.4085,0.73,0.36,2020-06-12
10:12:35,4.666,0.4072,0.72,0.34,2020-06-12
10:12:36,4.67,0.4072,0.75,0.36,2020-06-12
10:12:37,4.665,0.4044,0.75,0.36,2020-06-12
10:12:38,4.672,0.3995,0.75,0.36,2020-06-12
10:12:39,4.668,0.4042,0.75,0.36,2020-06-12
10:12:40,4.674,0.4032,0.69,0.33,2020-06-12
10:12:41,4.668,0.4058,0.62,0.3,2020-06-12
10:12:42,4.668,0.4054,0.75,0.36,2020-06-12
10:12:43,4.673,0.4044,0.75,0.36,2020-06-12
10:12:44,4.664,0.4042,0.71,0.34,2020-06-12
10:12:45,4.671,0.4032,0.64,0.31,2020-06-12
10:12:46,4.668,0.4032,0.75,0.34,2020-06-12
10:12:47,4.666,0.4003,0.75,0.35,2020-06-12
10:12:48,4.67,0.3944,0.75,0.35,2020-06-12
10:12:49,4.665,0.3945,0.68,0.33,2020-06-12
10:12:50,4.67,0.4007,0.58,0.29,2020-06-12
10:12:51,4.67,0.4003,0.74,0.36,2020-06-12
10:12:52,4.665,0.3987,0.74,0.36,2020-06-12
10:12:53,4.666,0.3977,0.75,0.36,2020-06-12
10:12:54,4.67,0.3973,0.61,0.3,2020-06-12
10:12:55,4.67,0.3961,0.74,0.36,2020-06-12
10:12:56,4.665,0.3961,0.75,0.36,2020-06-12
10:12:57,4.669,0.3922,0.74,0.36,2020-06-12
10:12:58,4.664,0.3865,0.63,0.31,2020-06-12
10:12:59,4.668,0.3932,0.74,0.36,2020-06-12
10:13:00,4.668,0.3928,0.74,0.36,2020-06-12
10:13:01,4.664,0.3912,0.74,0.36,2020-06-12
10:13:02,4.67,0.3908,0.74,0.36,2020-06-12
10:13:03,4.665,0.3898,0.59,0.29,2020-06-12
10:13:04,4.66,0.3884,0.73,0.36,2020-06-12
10:13:05,4.665,0.3884,0.74,0.36,2020-06-12
10:13:06,4.659,0.3859,0.75,0.35,2020-06-12
10:13:07,4.666,0.3805,0.74,0.36,2020-06-12
10:13:08,4.661,0.3792,0.74,0.36,2020-06-12
10:13:09,4.668,0.3859,0.73,0.35,2020-06-12
10:13:10,4.668,0.3859,0.75,0.36,2020-06-12
10:13:11,4.662,0.3856,0.73,0.36,2020-06-12
10:13:12,4.671,0.3856,0.75,0.35,2020-06-12
10:13:13,4.665,0.3857,0.73,0.35,2020-06-12
10:13:14,4.668,0.3854,0.7,0.34,2020-06-12
10:13:15,4.664,0.3854,0.75,0.35,2020-06-12
10:13:16,4.66,0.3829,0.75,0.35,2020-06-12
10:13:17,4.666,0.3764,0.75,0.36,2020-06-12
10:13:18,4.661,0.3817,0.71,0.34,2020-06-12
10:13:19,4.666,0.3841,0.66,0.32,2020-06-12
10:13:20,4.666,0.3841,0.75,0.36,2020-06-12
10:13:21,4.662,0.3829,0.75,0.36,2020-06-12
10:13:22,4.665,0.3827,0.75,0.36,2020-06-12
10:13:23,4.666,0.3817,0.68,0.33,2020-06-12
10:13:24,4.673,0.3817,0.59,0.29,2020-06-12
10:13:25,4.663,0.3817,0.75,0.36,2020-06-12
10:13:26,4.669,0.3796,0.75,0.36,2020-06-12
10:13:27,4.663,0.3732,0.7,0.34,2020-06-12
10:13:28,4.664,0.3809,0.63,0.31,2020-06-12
10:13:29,4.664,0.3797,0.74,0.36,2020-06-12
10:13:30,4.665,0.3797,0.74,0.36,2020-06-12
10:13:31,4.668,0.3794,0.74,0.35,2020-06-12
10:13:32,4.662,0.3784,0.65,0.32,2020-06-12
10:13:33,4.659,0.3766,0.74,0.36,2020-06-12
10:13:34,4.669,0.3766,0.74,0.36,2020-06-12
10:13:35,4.658,0.3742,0.74,0.36,2020-06-12
10:13:36,4.674,0.3675,0.72,0.36,2020-06-12
10:13:37,4.659,0.3697,0.59,0.28,2020-06-12
10:13:38,4.668,0.3742,0.73,0.35,2020-06-12
10:13:39,4.668,0.3741,0.75,0.36,2020-06-12
10:13:40,4.661,0.3738,0.75,0.36,2020-06-12
10:13:41,4.668,0.3737,0.74,0.36,2020-06-12
10:13:42,4.663,0.3732,0.73,0.35,2020-06-12
10:13:43,4.665,0.372,0.72,0.35,2020-06-12
10:13:44,4.662,0.372,0.74,0.35,2020-06-12
10:13:45,4.662,0.3687,0.74,0.35,2020-06-12
10:13:46,4.672,0.3626,0.74,0.36,2020-06-12
10:13:47,4.66,0.3644,0.74,0.36,2020-06-12
10:13:48,4.673,0.3624,0.7,0.34,2020-06-12
10:13:49,4.659,0.3707,0.63,0.32,2020-06-12
10:13:50,4.659,0.3706,0.73,0.34,2020-06-12
10:13:51,4.668,0.3707,0.75,0.36,2020-06-12
10:13:52,4.661,0.3706,0.71,0.35,2020-06-12
10:13:53,4.669,0.3702,0.67,0.33,2020-06-12
10:13:54,4.662,0.3702,0.74,0.36,2020-06-12
10:13:55,4.662,0.3677,0.74,0.36,2020-06-12
10:13:56,4.667,0.3638,0.74,0.36,2020-06-12
10:13:57,4.658,0.3689,0.74,0.36,2020-06-12
10:13:58,4.673,0.3634,0.61,0.3,2020-06-12
10:13:59,4.66,0.3703,0.74,0.35,2020-06-12
10:14:00,4.66,0.3702,0.75,0.36,2020-06-12
10:14:01,4.666,0.3701,0.75,0.36,2020-06-12
10:14:02,4.667,0.3702,0.65,0.32,2020-06-12
10:14:03,4.669,0.3683,0.74,0.35,2020-06-12
10:14:04,4.66,0.3683,0.74,0.36,2020-06-12
10:14:05,4.67,0.3647,0.74,0.36,2020-06-12
10:14:06,4.661,0.36,0.67,0.33,2020-06-12
10:14:07,4.664,0.3671,0.58,0.29,2020-06-12
10:14:08,4.664,0.3667,0.75,0.36,2020-06-12
10:14:09,4.663,0.3655,0.74,0.35,2020-06-12
10:14:10,4.666,0.3651,0.75,0.35,2020-06-12
10:14:11,4.666,0.3648,0.61,0.3,2020-06-12
10:14:12,4.66,0.3644,0.73,0.35,2020-06-12
10:14:13,4.671,0.3644,0.74,0.35,2020-06-12
10:14:14,4.657,0.3604,0.75,0.36,2020-06-12
10:14:15,4.673,0.3547,0.71,0.36,2020-06-12
10:14:16,4.658,0.3546,0.74,0.37,2020-06-12
10:14:17,4.665,0.3559,0.72,0.35,2020-06-12
10:14:18,4.662,0.3602,0.7,0.34,2020-06-12
10:14:19,4.662,0.3603,0.75,0.35,2020-06-12
10:14:20,4.665,0.3586,0.75,0.36,2020-06-12
10:14:21,4.661,0.3587,0.74,0.35,2020-06-12
10:14:22,4.669,0.3582,0.71,0.34,2020-06-12
10:14:23,4.668,0.3582,0.75,0.35,2020-06-12
10:14:24,4.663,0.3547,0.75,0.34,2020-06-12
10:14:25,4.669,0.3527,0.75,0.36,2020-06-12
10:14:26,4.657,0.3493,0.73,0.35,2020-06-12
10:14:27,4.67,0.3563,0.69,0.33,2020-06-12
10:14:28,4.67,0.3561,0.73,0.35,2020-06-12
10:14:29,4.659,0.3549,0.75,0.36,2020-06-12
10:14:30,4.665,0.3547,0.75,0.35,2020-06-12
10:14:31,4.664,0.3546,0.7,0.34,2020-06-12
10:14:32,4.67,0.3541,0.64,0.31,2020-06-12
10:14:33,4.665,0.3541,0.76,0.36,2020-06-12
10:14:34,4.671,0.3505,0.75,0.36,2020-06-12
10:14:35,4.666,0.3442,0.74,0.36,2020-06-12
10:14:36,4.664,0.3443,0.66,0.31,2020-06-12
10:14:37,4.668,0.3517,0.56,0.27,2020-06-12
10:14:38,4.668,0.3499,0.75,0.36,2020-06-12
10:14:39,4.665,0.35,0.75,0.36,2020-06-12
10:14:40,4.661,0.3496,0.75,0.36,2020-06-12
10:14:41,4.663,0.3521,0.59,0.29,2020-06-12
10:14:42,4.671,0.3511,0.74,0.35,2020-06-12
10:14:43,4.656,0.3511,0.75,0.35,2020-06-12
