Time,Voltage(V),Current(A),D+(V),D-(V)
11:53:02,6.975,0.0001,0.69,0.32
11:53:03,6.974,0.0005,0.7,0.31
11:53:04,6.973,0.0006,0.71,0.35
11:53:05,6.972,0.0003,0.72,0.37
11:53:06,6.971,0.0005,0.73,0.34
11:53:07,6.97,0.0005,0.74,0.36
11:53:08,6.97,0.0005,0.71,0.36
11:53:09,6.832,0.0035,0.96,0.48
11:53:10,6.293,0.2564,0.73,0.33
11:53:11,5.501,0.7445,0.75,0.41
11:53:12,6.298,0.4317,1.24,0.96
11:53:13,6.424,0.3649,0.73,0.34
11:53:14,6.426,0.3592,0.71,0.34
11:53:15,6.276,0.4421,0.71,0.35
11:53:16,6.227,0.4504,0.73,0.34
11:53:17,6.423,0.4427,0.66,0.31
11:53:18,6.425,0.4005,0.63,0.3
11:53:19,6.425,0.3539,0.51,0.15
11:53:20,6.259,0.4601,0.95,0.52
11:53:21,6.202,0.4604,0.76,0.44
11:53:22,6.214,0.4608,0.65,0.31
11:53:23,6.223,0.464,0.58,0.28
11:53:24,6.225,0.464,0.78,0.35
11:53:25,6.223,0.4643,0.55,0.19
11:53:26,6.226,0.4658,0.77,0.39
11:53:27,6.225,0.4632,0.71,0.34
11:53:28,6.224,0.4646,0.57,0.28
11:53:29,6.219,0.4621,0.61,0.25
11:53:30,6.219,0.4609,0.98,0.52
11:53:31,6.213,0.4634,0.75,0.36
11:53:32,6.201,0.4637,0.73,0.34
11:53:33,6.197,0.465,0.54,0.25
11:53:34,6.223,0.465,0.67,0.32
11:53:35,6.22,0.465,1.55,1.2
11:53:36,5.927,0.4649,0.75,0.33
11:53:37,5.841,0.555,0.76,0.37
11:53:38,6.237,0.4672,0.74,0.38
11:53:39,6.229,0.4623,0.75,0.36
11:53:40,6.23,0.4619,0.6,0.29
11:53:41,6.228,0.4615,0.52,0.23
11:53:42,6.228,0.4632,0.74,0.33
11:53:43,6.23,0.4644,0.67,0.32
11:53:44,6.232,0.4643,0.67,0.31
11:53:45,6.224,0.4643,0.77,0.38
11:53:46,6.224,0.4631,0.71,0.36
11:53:47,6.222,0.4621,0.73,0.35
11:53:48,6.224,0.4652,0.64,0.31
11:53:49,6.223,0.4634,0.59,0.29
11:53:50,6.223,0.4646,0.74,0.36
