Time,Voltage(V),Current(A),D+(V),D-(V),Date
13:27:10,5.181,0.7775,0.67,0.32,6/10/2020
13:27:11,5.18,0.7772,0.57,0.29,6/10/2020
13:27:12,5.18,0.777,0.74,0.35,6/10/2020
13:27:13,5.172,0.7769,0.72,0.35,6/10/2020
13:27:14,5.184,0.7769,0.69,0.34,6/10/2020
13:27:15,5.181,0.7769,0.73,0.36,6/10/2020
13:27:16,5.181,0.7771,0.75,0.36,6/10/2020
13:27:17,5.181,0.7781,0.73,0.35,6/10/2020
13:27:18,5.178,0.7769,0.68,0.34,6/10/2020
13:27:19,5.178,0.7769,0.73,0.38,6/10/2020
13:27:20,5.174,0.7769,0.73,0.36,6/10/2020
13:27:21,5.152,0.7769,0.71,0.36,6/10/2020
13:27:22,5.181,0.7769,0.69,0.35,6/10/2020
13:27:23,5.18,0.7769,0.74,0.35,6/10/2020
13:27:24,5.177,0.7771,0.74,0.36,6/10/2020
13:27:25,5.181,0.7781,0.72,0.35,6/10/2020
13:27:26,5.178,0.7769,0.72,0.35,6/10/2020
13:27:27,5.178,0.7769,0.75,0.35,6/10/2020
13:27:28,5.175,0.7769,0.66,0.32,6/10/2020
13:27:29,5.179,0.7769,0.73,0.37,6/10/2020
13:27:30,5.178,0.7769,0.74,0.35,6/10/2020
13:27:31,5.179,0.7772,0.71,0.35,6/10/2020
13:27:32,5.175,0.777,0.67,0.33,6/10/2020
13:27:33,5.175,0.7769,0.75,0.36,6/10/2020
13:27:34,5.164,0.777,0.75,0.36,6/10/2020
13:27:35,5.148,0.7769,0.72,0.35,6/10/2020
13:27:36,5.174,0.777,0.68,0.33,6/10/2020
13:27:37,5.176,0.777,0.74,0.34,6/10/2020
13:27:38,5.175,0.7771,0.74,0.35,6/10/2020
13:27:39,5.178,0.7781,0.73,0.35,6/10/2020
13:27:40,5.175,0.7769,0.71,0.35,6/10/2020
13:27:41,5.175,0.7769,0.73,0.36,6/10/2020
13:27:42,5.167,0.7769,0.58,0.3,6/10/2020
13:27:43,5.176,0.777,0.72,0.34,6/10/2020
13:27:44,5.177,0.777,0.74,0.36,6/10/2020
13:27:45,5.178,0.7771,0.73,0.38,6/10/2020
13:27:46,5.173,0.7781,0.62,0.31,6/10/2020
13:27:47,5.176,0.7771,0.73,0.37,6/10/2020
13:27:48,5.176,0.777,0.72,0.36,6/10/2020
13:27:49,5.165,0.7769,0.7,0.34,6/10/2020
13:27:50,5.178,0.777,0.65,0.32,6/10/2020
13:27:51,5.175,0.777,0.74,0.38,6/10/2020
13:27:52,5.178,0.777,0.74,0.36,6/10/2020
13:27:53,5.176,0.7781,0.71,0.35,6/10/2020
13:27:54,5.175,0.7769,0.66,0.34,6/10/2020
13:27:55,5.175,0.777,0.71,0.35,6/10/2020
13:27:56,5.168,0.7769,0.73,0.36,6/10/2020
13:27:57,5.176,0.777,0.72,0.37,6/10/2020
13:27:58,5.176,0.777,0.73,0.4,6/10/2020
13:27:59,5.175,0.7772,0.74,0.37,6/10/2020
13:28:00,5.175,0.7776,0.58,0.31,6/10/2020
13:28:01,5.178,0.7772,0.73,0.35,6/10/2020
13:28:02,5.178,0.777,0.75,0.36,6/10/2020
13:28:03,5.163,0.777,0.69,0.33,6/10/2020
13:28:04,5.172,0.777,0.61,0.3,6/10/2020
13:28:05,5.173,0.777,0.74,0.37,6/10/2020
13:28:06,5.173,0.777,0.73,0.38,6/10/2020
13:28:07,5.174,0.7781,0.69,0.35,6/10/2020
13:28:08,5.175,0.7771,0.64,0.33,6/10/2020
13:28:09,5.175,0.777,0.73,0.35,6/10/2020
13:28:10,5.163,0.777,0.74,0.37,6/10/2020
13:28:11,5.148,0.777,0.69,0.34,6/10/2020
13:28:12,5.181,0.7769,0.65,0.33,6/10/2020
13:28:13,5.174,0.7769,0.75,0.36,6/10/2020
13:28:14,5.173,0.7771,0.74,0.35,6/10/2020
13:28:15,5.176,0.777,0.72,0.34,6/10/2020
13:28:16,5.176,0.7769,0.74,0.36,6/10/2020
13:28:17,5.166,0.777,0.65,0.33,6/10/2020
13:28:18,5.175,0.777,0.74,0.36,6/10/2020
13:28:19,5.177,0.777,0.74,0.35,6/10/2020
13:28:20,5.176,0.7772,0.73,0.37,6/10/2020
13:28:21,5.179,0.7775,0.66,0.33,6/10/2020
13:28:22,5.178,0.7773,0.56,0.27,6/10/2020
13:28:23,5.178,0.7771,0.74,0.38,6/10/2020
13:28:24,5.17,0.777,0.71,0.35,6/10/2020
13:28:25,5.186,0.777,0.67,0.35,6/10/2020
13:28:26,5.184,0.777,0.73,0.36,6/10/2020
13:28:27,5.185,0.7771,0.67,0.35,6/10/2020
13:28:28,5.187,0.7783,0.72,0.36,6/10/2020
13:28:29,5.186,0.7769,0.69,0.35,6/10/2020
13:28:30,5.186,0.7769,0.73,0.37,6/10/2020
13:28:31,5.173,0.777,0.6,0.31,6/10/2020
13:28:32,5.19,0.777,0.74,0.35,6/10/2020
13:28:33,5.189,0.777,0.75,0.36,6/10/2020
13:28:34,5.183,0.7772,0.74,0.36,6/10/2020
13:28:35,5.185,0.7776,0.64,0.31,6/10/2020
13:28:36,5.185,0.7773,0.72,0.37,6/10/2020
13:28:37,5.185,0.7772,0.73,0.37,6/10/2020
13:28:38,5.172,0.777,0.71,0.35,6/10/2020
13:28:39,5.187,0.7769,0.67,0.33,6/10/2020
13:28:40,5.187,0.7769,0.7,0.36,6/10/2020
13:28:41,5.19,0.7772,0.73,0.35,6/10/2020
13:28:42,5.189,0.7776,0.71,0.35,6/10/2020
13:28:43,5.184,0.7773,0.67,0.34,6/10/2020
13:28:44,5.184,0.7772,0.74,0.36,6/10/2020
13:28:45,5.178,0.777,0.73,0.37,6/10/2020
13:28:46,5.159,0.7769,0.71,0.36,6/10/2020
13:28:47,5.186,0.7769,0.68,0.35,6/10/2020
13:28:48,5.187,0.7769,0.73,0.35,6/10/2020
13:28:49,5.189,0.7772,0.59,0.29,6/10/2020
13:28:50,5.19,0.7771,0.73,0.36,6/10/2020
13:28:51,5.19,0.7771,0.73,0.35,6/10/2020
13:28:52,5.175,0.7771,0.74,0.36,6/10/2020
13:28:53,5.155,0.777,0.59,0.31,6/10/2020
13:28:54,5.186,0.777,0.72,0.35,6/10/2020
13:28:55,5.187,0.777,0.74,0.37,6/10/2020
13:28:56,5.188,0.7772,0.69,0.35,6/10/2020
13:28:57,5.185,0.777,0.65,0.34,6/10/2020
13:28:58,5.185,0.777,0.73,0.41,6/10/2020
13:28:59,5.177,0.777,0.72,0.37,6/10/2020
13:29:00,5.155,0.777,0.7,0.35,6/10/2020
13:29:01,5.183,0.777,0.67,0.33,6/10/2020
13:29:02,5.188,0.777,0.74,0.36,6/10/2020
13:29:03,5.187,0.7772,0.75,0.36,6/10/2020
13:29:04,5.186,0.7776,0.71,0.36,6/10/2020
13:29:05,5.185,0.7772,0.69,0.34,6/10/2020
13:29:06,5.185,0.777,0.71,0.36,6/10/2020
13:29:07,5.174,0.777,0.57,0.28,6/10/2020
13:29:08,5.185,0.7769,0.73,0.35,6/10/2020
13:29:09,5.186,0.7769,0.73,0.35,6/10/2020
13:29:10,5.186,0.7772,0.74,0.36,6/10/2020
13:29:11,5.185,0.7776,0.59,0.32,6/10/2020
13:29:12,5.186,0.7773,0.73,0.36,6/10/2020
13:29:13,5.186,0.7772,0.75,0.36,6/10/2020
13:29:14,5.18,0.777,0.69,0.33,6/10/2020
13:29:15,5.186,0.777,0.64,0.3,6/10/2020
13:29:16,5.184,0.777,0.75,0.36,6/10/2020
13:29:17,5.184,0.7772,0.75,0.36,6/10/2020
13:29:18,5.184,0.7776,0.72,0.35,6/10/2020
13:29:19,5.185,0.7772,0.65,0.34,6/10/2020
13:29:20,5.185,0.777,0.7,0.36,6/10/2020
13:29:21,5.178,0.7769,0.72,0.36,6/10/2020
13:29:22,5.185,0.777,0.71,0.35,6/10/2020
13:29:23,5.188,0.777,0.73,0.36,6/10/2020
13:29:24,5.186,0.7772,0.74,0.37,6/10/2020
13:29:25,5.188,0.7776,0.72,0.35,6/10/2020
13:29:26,5.183,0.7773,0.71,0.35,6/10/2020
13:29:27,5.183,0.7772,0.74,0.37,6/10/2020
13:29:28,5.183,0.7771,0.66,0.33,6/10/2020
13:29:29,5.191,0.777,0.59,0.3,6/10/2020
13:29:30,5.188,0.777,0.75,0.36,6/10/2020
13:29:31,5.186,0.7772,0.74,0.35,6/10/2020
13:29:32,5.186,0.7772,0.73,0.37,6/10/2020
13:29:33,5.184,0.7775,0.6,0.3,6/10/2020
13:29:34,5.185,0.7773,0.72,0.35,6/10/2020
13:29:35,5.185,0.7772,0.73,0.39,6/10/2020
13:29:36,5.159,0.7771,0.74,0.35,6/10/2020
13:29:37,5.161,0.7771,0.75,0.36,6/10/2020
13:29:38,5.156,0.777,0.75,0.36,6/10/2020
13:29:39,5.158,0.777,0.73,0.35,6/10/2020
13:29:40,5.159,0.7769,0.74,0.36,6/10/2020
13:29:41,5.169,0.7769,0.75,0.35,6/10/2020
13:29:42,5.158,0.7769,0.75,0.36,6/10/2020
13:29:43,5.157,0.777,0.74,0.35,6/10/2020
13:29:44,5.181,0.777,0.75,0.37,6/10/2020
13:29:45,5.163,0.777,0.74,0.35,6/10/2020
13:29:46,5.154,0.7769,0.74,0.35,6/10/2020
13:29:47,5.175,0.777,0.75,0.35,6/10/2020
13:29:48,5.161,0.777,0.76,0.36,6/10/2020
13:29:49,5.157,0.7769,0.75,0.35,6/10/2020
13:29:50,5.153,0.7769,0.74,0.35,6/10/2020
13:29:51,5.158,0.7769,0.75,0.36,6/10/2020
13:29:52,5.157,0.7769,0.74,0.36,6/10/2020
13:29:53,5.154,0.7769,0.72,0.34,6/10/2020
13:29:54,5.157,0.777,0.74,0.36,6/10/2020
13:29:55,5.186,0.777,0.72,0.35,6/10/2020
13:29:56,5.189,0.777,0.75,0.35,6/10/2020
13:29:57,5.183,0.7771,0.62,0.31,6/10/2020
13:29:58,5.184,0.7771,0.73,0.37,6/10/2020
13:29:59,5.184,0.7771,0.73,0.35,6/10/2020
13:30:00,5.182,0.777,0.74,0.36,6/10/2020
13:30:01,5.156,0.7769,0.65,0.32,6/10/2020
13:30:02,5.186,0.7769,0.74,0.35,6/10/2020
13:30:03,5.187,0.7769,0.76,0.36,6/10/2020
13:30:04,5.186,0.7772,0.72,0.35,6/10/2020
13:30:05,5.186,0.777,0.67,0.33,6/10/2020
13:30:06,5.186,0.7769,0.74,0.35,6/10/2020
13:30:07,5.173,0.777,0.75,0.36,6/10/2020
13:30:08,5.186,0.7769,0.73,0.36,6/10/2020
13:30:09,5.183,0.7769,0.75,0.35,6/10/2020
13:30:10,5.183,0.7771,0.75,0.36,6/10/2020
13:30:11,5.185,0.7781,0.57,0.29,6/10/2020
13:30:12,5.184,0.7771,0.72,0.36,6/10/2020
13:30:13,5.184,0.777,0.74,0.36,6/10/2020
13:30:14,5.175,0.777,0.67,0.33,6/10/2020
13:30:15,5.184,0.777,0.6,0.29,6/10/2020
13:30:16,5.182,0.777,0.74,0.37,6/10/2020
13:30:17,5.183,0.7772,0.73,0.37,6/10/2020
13:30:18,5.183,0.7776,0.69,0.35,6/10/2020
13:30:19,5.181,0.7772,0.63,0.32,6/10/2020
13:30:20,5.181,0.7771,0.73,0.33,6/10/2020
13:30:21,5.169,0.777,0.72,0.36,6/10/2020
13:30:22,5.183,0.777,0.73,0.35,6/10/2020
13:30:23,5.182,0.777,0.75,0.36,6/10/2020
13:30:24,5.18,0.7771,0.72,0.37,6/10/2020
13:30:25,5.183,0.7781,0.73,0.35,6/10/2020
13:30:26,5.181,0.7769,0.72,0.35,6/10/2020
13:30:27,5.181,0.7769,0.75,0.36,6/10/2020
13:30:28,5.173,0.777,0.66,0.32,6/10/2020
13:30:29,5.183,0.777,0.74,0.35,6/10/2020
13:30:30,5.182,0.777,0.75,0.36,6/10/2020
13:30:31,5.181,0.7771,0.74,0.35,6/10/2020
13:30:32,5.183,0.7783,0.68,0.31,6/10/2020
13:30:33,5.183,0.7771,0.6,0.28,6/10/2020
13:30:34,5.183,0.7771,0.75,0.36,6/10/2020
13:30:35,5.177,0.7771,0.72,0.34,6/10/2020
13:30:36,5.181,0.7771,0.7,0.33,6/10/2020
13:30:37,5.183,0.7771,0.73,0.36,6/10/2020
13:30:38,5.182,0.7773,0.57,0.28,6/10/2020
13:30:39,5.183,0.7771,0.73,0.35,6/10/2020
13:30:40,5.183,0.777,0.75,0.36,6/10/2020
13:30:41,5.177,0.7769,0.74,0.35,6/10/2020
13:30:42,5.15,0.7769,0.61,0.3,6/10/2020
13:30:43,5.181,0.777,0.73,0.36,6/10/2020
13:30:44,5.184,0.777,0.72,0.36,6/10/2020
13:30:45,5.182,0.7772,0.74,0.36,6/10/2020
13:30:46,5.181,0.7772,0.62,0.3,6/10/2020
13:30:47,5.182,0.7771,0.72,0.35,6/10/2020
13:30:48,5.182,0.777,0.74,0.37,6/10/2020
13:30:49,5.172,0.7769,0.73,0.36,6/10/2020
13:30:50,5.153,0.7769,0.66,0.34,6/10/2020
13:30:51,5.181,0.777,0.57,0.29,6/10/2020
13:30:52,5.182,0.777,0.75,0.35,6/10/2020
13:30:53,5.183,0.7771,0.73,0.35,6/10/2020
13:30:54,5.181,0.7771,0.68,0.34,6/10/2020
13:30:55,5.181,0.7771,0.73,0.36,6/10/2020
13:30:56,5.173,0.7771,0.73,0.36,6/10/2020
13:30:57,5.18,0.7771,0.72,0.36,6/10/2020
13:30:58,5.181,0.7771,0.73,0.35,6/10/2020
13:30:59,5.185,0.7773,0.74,0.39,6/10/2020
13:31:00,5.183,0.7776,0.58,0.29,6/10/2020
13:31:01,5.184,0.7772,0.73,0.35,6/10/2020
13:31:02,5.184,0.777,0.76,0.36,6/10/2020
13:31:03,5.177,0.7769,0.68,0.34,6/10/2020
13:31:04,5.184,0.777,0.59,0.3,6/10/2020
13:31:05,5.184,0.777,0.73,0.34,6/10/2020
13:31:06,5.181,0.7771,0.73,0.39,6/10/2020
13:31:07,5.183,0.7781,0.7,0.34,6/10/2020
13:31:08,5.18,0.7769,0.65,0.33,6/10/2020
13:31:09,5.18,0.7769,0.72,0.38,6/10/2020
13:31:10,5.171,0.7769,0.73,0.36,6/10/2020
13:31:11,5.173,0.7769,0.7,0.34,6/10/2020
13:31:12,5.183,0.7769,0.66,0.33,6/10/2020
13:31:13,5.187,0.7769,0.74,0.37,6/10/2020
13:31:14,5.182,0.7771,0.72,0.36,6/10/2020
13:31:15,5.184,0.777,0.71,0.35,6/10/2020
13:31:16,5.184,0.777,0.73,0.41,6/10/2020
13:31:17,5.175,0.7769,0.72,0.34,6/10/2020
13:31:18,5.15,0.7769,0.56,0.28,6/10/2020
13:31:19,5.183,0.7769,0.74,0.36,6/10/2020
13:31:20,5.183,0.7769,0.74,0.35,6/10/2020
13:31:21,5.186,0.7771,0.69,0.33,6/10/2020
13:31:22,5.184,0.7771,0.6,0.31,6/10/2020
13:31:23,5.184,0.7771,0.73,0.37,6/10/2020
13:31:24,5.173,0.777,0.71,0.35,6/10/2020
13:31:25,5.182,0.7769,0.68,0.34,6/10/2020
13:31:26,5.183,0.7769,0.74,0.36,6/10/2020
13:31:27,5.189,0.7771,0.74,0.37,6/10/2020
13:31:28,5.186,0.7781,0.72,0.35,6/10/2020
13:31:29,5.185,0.7769,0.69,0.34,6/10/2020
13:31:30,5.185,0.7769,0.73,0.36,6/10/2020
13:31:31,5.169,0.7769,0.73,0.33,6/10/2020
13:31:32,5.159,0.7769,0.73,0.37,6/10/2020
13:31:33,5.183,0.777,0.71,0.36,6/10/2020
13:31:34,5.181,0.777,0.73,0.36,6/10/2020
13:31:35,5.184,0.777,0.64,0.32,6/10/2020
13:31:36,5.184,0.7769,0.73,0.37,6/10/2020
13:31:37,5.184,0.7769,0.73,0.36,6/10/2020
13:31:38,5.171,0.7769,0.7,0.35,6/10/2020
13:31:39,5.186,0.7769,0.65,0.35,6/10/2020
13:31:40,5.183,0.7769,0.74,0.37,6/10/2020
13:31:41,5.184,0.7769,0.74,0.36,6/10/2020
13:31:42,5.183,0.7781,0.71,0.35,6/10/2020
13:31:43,5.183,0.7769,0.67,0.33,6/10/2020
13:31:44,5.183,0.777,0.73,0.35,6/10/2020
13:31:45,5.175,0.7769,0.73,0.37,6/10/2020
13:31:46,5.183,0.7769,0.72,0.37,6/10/2020
13:31:47,5.183,0.7769,0.73,0.39,6/10/2020
13:31:48,5.182,0.7772,0.72,0.36,6/10/2020
13:31:49,5.184,0.7776,0.57,0.28,6/10/2020
13:31:50,5.181,0.7773,0.72,0.36,6/10/2020
13:31:51,5.181,0.7772,0.74,0.36,6/10/2020
13:31:52,5.173,0.777,0.68,0.34,6/10/2020
13:31:53,5.184,0.777,0.61,0.32,6/10/2020
13:31:54,5.181,0.777,0.73,0.36,6/10/2020
13:31:55,5.183,0.777,0.73,0.37,6/10/2020
13:31:56,5.18,0.7781,0.69,0.35,6/10/2020
13:31:57,5.18,0.7771,0.65,0.33,6/10/2020
13:31:58,5.18,0.777,0.73,0.35,6/10/2020
13:31:59,5.176,0.7769,0.73,0.36,6/10/2020
13:32:00,5.179,0.777,0.71,0.36,6/10/2020
13:32:01,5.179,0.777,0.72,0.36,6/10/2020
13:32:02,5.18,0.7772,0.72,0.36,6/10/2020
13:32:03,5.18,0.7775,0.72,0.35,6/10/2020
13:32:04,5.181,0.7772,0.73,0.35,6/10/2020
13:32:05,5.181,0.777,0.75,0.36,6/10/2020
13:32:06,5.176,0.7769,0.67,0.33,6/10/2020
13:32:07,5.181,0.7769,0.56,0.3,6/10/2020
13:32:08,5.179,0.7769,0.74,0.37,6/10/2020
13:32:09,5.179,0.7771,0.73,0.36,6/10/2020
13:32:10,5.18,0.7781,0.73,0.35,6/10/2020
13:32:11,5.18,0.778,0.59,0.31,6/10/2020
13:32:12,5.179,0.7775,0.73,0.37,6/10/2020
13:32:13,5.179,0.7772,0.73,0.37,6/10/2020
13:32:14,5.152,0.777,0.73,0.35,6/10/2020
13:32:15,5.148,0.7769,0.71,0.36,6/10/2020
13:32:16,5.147,0.7769,0.75,0.36,6/10/2020
13:32:17,5.166,0.7769,0.74,0.35,6/10/2020
13:32:18,5.15,0.7769,0.74,0.36,6/10/2020
13:32:19,5.147,0.7769,0.74,0.35,6/10/2020
13:32:20,5.166,0.7769,0.74,0.36,6/10/2020
13:32:21,5.181,0.7769,0.75,0.36,6/10/2020
13:32:22,5.181,0.7771,0.75,0.36,6/10/2020
13:32:23,5.178,0.7771,0.75,0.34,6/10/2020
13:32:24,5.183,0.7781,0.74,0.35,6/10/2020
13:32:25,5.18,0.7782,0.75,0.36,6/10/2020
13:32:26,5.184,0.7779,0.75,0.36,6/10/2020
13:32:27,5.18,0.7777,0.72,0.35,6/10/2020
13:32:28,5.179,0.778,0.75,0.36,6/10/2020
13:32:29,5.179,0.778,0.75,0.36,6/10/2020
13:32:30,5.18,0.7781,0.73,0.35,6/10/2020
13:32:31,5.181,0.7782,0.74,0.41,6/10/2020
13:32:32,5.182,0.7781,0.74,0.38,6/10/2020
13:32:33,5.181,0.7782,0.73,0.36,6/10/2020
13:32:34,5.18,0.7782,0.68,0.36,6/10/2020
13:32:35,5.18,0.7769,0.61,0.31,6/10/2020
13:32:36,5.18,0.7769,0.73,0.33,6/10/2020
13:32:37,5.169,0.7769,0.73,0.37,6/10/2020
13:32:38,5.153,0.7769,0.74,0.37,6/10/2020
13:32:39,5.156,0.7769,0.73,0.36,6/10/2020
13:32:40,5.153,0.7769,0.73,0.36,6/10/2020
13:32:41,5.181,0.7769,0.72,0.36,6/10/2020
13:32:42,5.181,0.7769,0.73,0.35,6/10/2020
13:32:43,5.181,0.7771,0.66,0.33,6/10/2020
13:32:44,5.18,0.777,0.58,0.3,6/10/2020
13:32:45,5.18,0.7769,0.74,0.37,6/10/2020
13:32:46,5.151,0.7769,0.73,0.35,6/10/2020
13:32:47,5.151,0.7769,0.73,0.36,6/10/2020
13:32:48,5.155,0.777,0.73,0.35,6/10/2020
13:32:49,5.152,0.777,0.75,0.35,6/10/2020
13:32:50,5.151,0.777,0.73,0.36,6/10/2020
13:32:51,5.16,0.7769,0.76,0.36,6/10/2020
13:32:52,5.15,0.7769,0.75,0.36,6/10/2020
13:32:53,5.147,0.777,0.74,0.35,6/10/2020
13:32:54,5.149,0.777,0.74,0.36,6/10/2020
13:32:55,5.153,0.7769,0.76,0.35,6/10/2020
13:32:56,5.15,0.777,0.74,0.33,6/10/2020
13:32:57,5.148,0.7769,0.74,0.35,6/10/2020
13:32:58,5.15,0.777,0.75,0.36,6/10/2020
13:32:59,5.153,0.777,0.75,0.36,6/10/2020
13:33:00,5.147,0.777,0.68,0.35,6/10/2020
13:33:01,5.15,0.777,0.74,0.35,6/10/2020
13:33:02,5.149,0.777,0.76,0.35,6/10/2020
13:33:03,5.147,0.777,0.75,0.35,6/10/2020
13:33:04,5.153,0.777,0.75,0.36,6/10/2020
13:33:05,5.178,0.777,0.72,0.36,6/10/2020
13:33:06,5.181,0.777,0.73,0.38,6/10/2020
13:33:07,5.179,0.7772,0.69,0.34,6/10/2020
13:33:08,5.181,0.7771,0.6,0.3,6/10/2020
13:33:09,5.181,0.7771,0.74,0.35,6/10/2020
13:33:10,5.169,0.7771,0.74,0.37,6/10/2020
13:33:11,5.168,0.7771,0.68,0.33,6/10/2020
13:33:12,5.182,0.7771,0.62,0.32,6/10/2020
13:33:13,5.179,0.7771,0.69,0.36,6/10/2020
13:33:14,5.18,0.7773,0.72,0.36,6/10/2020
13:33:15,5.179,0.7772,0.7,0.35,6/10/2020
13:33:16,5.179,0.7771,0.75,0.39,6/10/2020
13:33:17,5.168,0.7771,0.73,0.36,6/10/2020
13:33:18,5.153,0.7771,0.73,0.36,6/10/2020
13:33:19,5.18,0.7771,0.7,0.37,6/10/2020
13:33:20,5.179,0.7771,0.72,0.37,6/10/2020
13:33:21,5.181,0.7773,0.73,0.35,6/10/2020
13:33:22,5.178,0.7777,0.73,0.35,6/10/2020
13:33:23,5.178,0.7774,0.73,0.36,6/10/2020
13:33:24,5.178,0.7772,0.75,0.36,6/10/2020
13:33:25,5.17,0.7771,0.75,0.36,6/10/2020
13:33:26,5.152,0.7771,0.58,0.29,6/10/2020
13:33:27,5.182,0.7772,0.72,0.35,6/10/2020
13:33:28,5.18,0.7772,0.74,0.36,6/10/2020
13:33:29,5.18,0.7774,0.68,0.34,6/10/2020
13:33:30,5.181,0.7773,0.61,0.29,6/10/2020
13:33:31,5.181,0.7772,0.74,0.39,6/10/2020
13:33:32,5.169,0.7772,0.73,0.38,6/10/2020
13:33:33,5.15,0.7771,0.69,0.34,6/10/2020
13:33:34,5.181,0.7772,0.64,0.34,6/10/2020
13:33:35,5.178,0.7772,0.73,0.35,6/10/2020
13:33:36,5.181,0.7773,0.74,0.36,6/10/2020
13:33:37,5.182,0.7783,0.7,0.34,6/10/2020
13:33:38,5.179,0.7773,0.65,0.32,6/10/2020
13:33:39,5.179,0.7772,0.71,0.37,6/10/2020
13:33:40,5.171,0.7771,0.72,0.35,6/10/2020
13:33:41,5.18,0.7771,0.71,0.36,6/10/2020
13:33:42,5.177,0.7771,0.74,0.38,6/10/2020
13:33:43,5.177,0.7773,0.65,0.32,6/10/2020
13:33:44,5.18,0.7772,0.73,0.35,6/10/2020
13:33:45,5.18,0.7772,0.74,0.4,6/10/2020
13:33:46,5.167,0.7772,0.72,0.35,6/10/2020
13:33:47,5.158,0.7771,0.67,0.35,6/10/2020
13:33:48,5.177,0.7772,0.59,0.3,6/10/2020
13:33:49,5.179,0.7772,0.74,0.35,6/10/2020
13:33:50,5.176,0.7774,0.72,0.36,6/10/2020
13:33:51,5.176,0.7772,0.69,0.35,6/10/2020
13:33:52,5.176,0.7771,0.72,0.38,6/10/2020
13:33:53,5.166,0.7772,0.71,0.34,6/10/2020
13:33:54,5.152,0.7771,0.72,0.35,6/10/2020
13:33:55,5.18,0.7772,0.69,0.34,6/10/2020
13:33:56,5.179,0.7772,0.74,0.4,6/10/2020
13:33:57,5.181,0.7774,0.73,0.35,6/10/2020
13:33:58,5.179,0.7778,0.72,0.37,6/10/2020
13:33:59,5.178,0.7775,0.71,0.35,6/10/2020
13:34:00,5.178,0.7774,0.74,0.35,6/10/2020
13:34:01,5.169,0.7773,0.63,0.31,6/10/2020
13:34:02,5.178,0.7772,0.73,0.37,6/10/2020
13:34:03,5.177,0.7772,0.74,0.36,6/10/2020
13:34:04,5.178,0.7774,0.74,0.36,6/10/2020
13:34:05,5.178,0.7778,0.64,0.34,6/10/2020
13:34:06,5.177,0.7774,0.55,0.28,6/10/2020
13:34:07,5.177,0.7773,0.74,0.36,6/10/2020
13:34:08,5.17,0.7773,0.72,0.36,6/10/2020
13:34:09,5.177,0.7773,0.69,0.35,6/10/2020
13:34:10,5.177,0.7773,0.73,0.36,6/10/2020
13:34:11,5.176,0.7775,0.73,0.37,6/10/2020
13:34:12,5.176,0.7776,0.71,0.35,6/10/2020
13:34:13,5.176,0.7774,0.7,0.34,6/10/2020
13:34:14,5.176,0.7773,0.76,0.36,6/10/2020
13:34:15,5.169,0.7773,0.59,0.3,6/10/2020
13:34:16,5.175,0.7772,0.73,0.35,6/10/2020
13:34:17,5.178,0.7772,0.76,0.36,6/10/2020
13:34:18,5.178,0.7774,0.73,0.36,6/10/2020
13:34:19,5.18,0.7778,0.63,0.31,6/10/2020
13:34:20,5.178,0.7775,0.75,0.36,6/10/2020
13:34:21,5.178,0.7774,0.74,0.35,6/10/2020
13:34:22,5.166,0.7773,0.71,0.34,6/10/2020
13:34:23,5.177,0.7773,0.66,0.33,6/10/2020
13:34:24,5.178,0.7773,0.69,0.37,6/10/2020
13:34:25,5.178,0.7775,0.74,0.39,6/10/2020
13:34:26,5.176,0.7785,0.71,0.33,6/10/2020
13:34:27,5.175,0.7773,0.65,0.33,6/10/2020
13:34:28,5.175,0.7773,0.75,0.4,6/10/2020
13:34:29,5.166,0.7773,0.74,0.41,6/10/2020
13:34:30,5.163,0.7773,0.73,0.38,6/10/2020
13:34:31,5.167,0.7773,0.69,0.33,6/10/2020
13:34:32,5.178,0.7773,0.63,0.31,6/10/2020
13:34:33,5.178,0.7773,0.75,0.34,6/10/2020
13:34:34,5.179,0.7777,0.74,0.35,6/10/2020
13:34:35,5.178,0.778,0.74,0.35,6/10/2020
13:34:36,5.177,0.7783,0.76,0.36,6/10/2020
13:34:37,5.178,0.7782,0.75,0.36,6/10/2020
13:34:38,5.177,0.7783,0.74,0.35,6/10/2020
13:34:39,5.179,0.7784,0.76,0.35,6/10/2020
13:34:40,5.178,0.7784,0.75,0.35,6/10/2020
13:34:41,5.178,0.7784,0.74,0.35,6/10/2020
13:34:42,5.179,0.7785,0.75,0.35,6/10/2020
13:34:43,5.18,0.7785,0.76,0.36,6/10/2020
13:34:44,5.179,0.7785,0.72,0.35,6/10/2020
13:34:45,5.177,0.7785,0.74,0.35,6/10/2020
13:34:46,5.176,0.7785,0.75,0.36,6/10/2020
13:34:47,5.178,0.7785,0.75,0.36,6/10/2020
13:34:48,5.176,0.7785,0.73,0.36,6/10/2020
13:34:49,5.179,0.7784,0.73,0.39,6/10/2020
13:34:50,5.178,0.7784,0.74,0.41,6/10/2020
13:34:51,5.178,0.7785,0.72,0.37,6/10/2020
13:34:52,5.176,0.7785,0.59,0.3,6/10/2020
13:34:53,5.177,0.7773,0.73,0.38,6/10/2020
13:34:54,5.177,0.7773,0.73,0.36,6/10/2020
13:34:55,5.165,0.7773,0.74,0.36,6/10/2020
13:34:56,5.149,0.7773,0.62,0.32,6/10/2020
13:34:57,5.178,0.7773,0.72,0.36,6/10/2020
13:34:58,5.179,0.7773,0.74,0.36,6/10/2020
