Time,Voltage(V),Current(A),D+(V),D-(V)
10:23:03,7.127,0.6354,0.94,0.37
10:23:04,4.655,0.652,0.75,0.36
10:23:05,4.651,0.6522,0.75,0.36
10:23:06,4.652,0.6062,0.75,0.36
10:23:07,4.613,0.4423,0.71,0.35
10:23:08,4.551,0.3693,0.75,0.36
10:23:09,4.617,0.5902,0.75,0.36
10:23:10,4.626,0.5815,0.75,0.36
10:23:11,4.626,0.5827,0.75,0.36
10:23:12,4.627,0.583,0.75,0.36
10:23:13,4.626,0.5854,0.75,0.36
10:23:14,4.627,0.5868,0.74,0.35
10:23:15,4.628,0.5884,0.75,0.34
10:23:16,4.628,0.5898,0.75,0.36
10:23:17,4.631,0.5916,0.75,0.36
10:23:18,4.63,0.592,0.71,0.33
10:23:19,4.633,0.5939,0.75,0.36
10:23:20,4.634,0.5939,0.75,0.36
10:23:21,4.634,0.5939,0.75,0.36
10:23:22,4.635,0.5965,0.75,0.35
10:23:23,4.636,0.5906,0.75,0.36
10:23:24,4.636,0.5922,0.75,0.36
10:23:25,4.637,0.6018,0.74,0.35
10:23:26,4.637,0.6022,0.74,0.36
10:23:27,4.636,0.6068,0.72,0.35
10:23:28,4.635,0.6081,0.75,0.36
10:23:29,4.636,0.6105,0.74,0.35
10:23:30,4.64,0.6117,0.73,0.34
10:23:31,4.641,0.6117,0.75,0.36
10:23:32,4.642,0.6131,0.75,0.36
10:23:33,4.642,0.6073,0.75,0.36
10:23:34,4.643,0.6099,0.73,0.35
10:23:35,4.643,0.6178,0.68,0.32
10:23:36,4.643,0.6196,0.74,0.37
10:23:37,4.643,0.621,0.74,0.37
10:23:38,4.641,0.622,0.74,0.37
10:23:39,4.641,0.6235,0.73,0.36
10:23:40,4.643,0.6255,0.61,0.3
10:23:41,4.645,0.6275,0.75,0.36
10:23:42,4.647,0.6275,0.75,0.36
10:23:43,4.647,0.6274,0.75,0.36
10:23:44,4.648,0.627,0.75,0.36
10:23:45,4.648,0.6235,0.75,0.36
10:23:46,4.649,0.6328,0.73,0.35
10:23:47,4.649,0.6344,0.74,0.36
10:23:48,4.648,0.6362,0.74,0.35
10:23:49,4.647,0.6391,0.74,0.36
10:23:50,4.647,0.6393,0.73,0.36
10:23:51,4.651,0.6395,0.72,0.35
10:23:52,4.652,0.6395,0.73,0.36
10:23:53,4.653,0.6405,0.69,0.36
10:23:54,4.653,0.6376,0.74,0.37
10:23:55,4.654,0.6395,0.74,0.37
10:23:56,4.654,0.6399,0.75,0.36
10:23:57,4.654,0.6474,0.75,0.36
10:23:58,4.655,0.6504,0.73,0.36
10:23:59,4.655,0.6518,0.73,0.36
10:24:00,4.655,0.6517,0.74,0.36
10:24:01,4.653,0.6518,0.75,0.34
10:24:02,4.656,0.6528,0.75,0.36
10:24:03,4.654,0.6539,0.74,0.35
10:24:04,4.657,0.6539,0.71,0.34
10:24:05,4.657,0.6539,0.71,0.35
10:24:06,4.657,0.6529,0.74,0.37
10:24:07,4.657,0.6533,0.74,0.37
10:24:08,4.657,0.6486,0.74,0.37
10:24:09,4.658,0.6504,0.66,0.31
10:24:10,4.659,0.6591,0.75,0.36
10:24:11,4.659,0.6616,0.75,0.36
10:24:12,4.66,0.666,0.74,0.36
10:24:13,4.658,0.6674,0.74,0.35
10:24:14,4.659,0.6703,0.75,0.36
10:24:15,4.663,0.6723,0.73,0.36
10:24:16,4.664,0.6723,0.74,0.37
10:24:17,4.664,0.6741,0.74,0.37
10:24:18,4.665,0.6676,0.69,0.35
10:24:19,4.666,0.6705,0.74,0.37
10:24:20,4.666,0.6708,0.73,0.35
10:24:21,4.667,0.68,0.71,0.33
10:24:22,4.667,0.6824,0.75,0.36
10:24:23,4.666,0.6827,0.75,0.36
10:24:24,4.665,0.6857,0.75,0.36
10:24:25,4.665,0.6877,0.72,0.34
10:24:26,4.669,0.6909,0.64,0.3
10:24:27,4.671,0.6909,0.74,0.37
10:24:28,4.672,0.6909,0.74,0.37
10:24:29,4.673,0.6883,0.74,0.36
10:24:30,4.673,0.6912,0.74,0.37
10:24:31,4.674,0.6895,0.73,0.36
10:24:32,4.673,0.6987,0.73,0.36
10:24:33,4.673,0.6982,0.73,0.36
10:24:34,4.673,0.7005,0.74,0.36
10:24:35,4.671,0.7015,0.74,0.37
10:24:36,4.672,0.7025,0.73,0.36
10:24:37,4.675,0.7029,0.74,0.35
10:24:38,4.676,0.7029,0.74,0.36
10:24:39,4.677,0.7041,0.73,0.34
10:24:40,4.678,0.7001,0.75,0.36
10:24:41,4.678,0.7031,0.75,0.36
10:24:42,4.679,0.7116,0.72,0.34
10:24:43,4.679,0.7145,0.65,0.3
10:24:44,4.679,0.7148,0.75,0.36
10:24:45,4.679,0.7165,0.75,0.36
10:24:46,4.678,0.7183,0.75,0.35
10:24:47,4.679,0.7181,0.67,0.31
10:24:48,4.68,0.7178,0.75,0.36
10:24:49,4.681,0.7178,0.74,0.37
10:24:50,4.681,0.7157,0.74,0.37
10:24:51,4.681,0.712,0.73,0.36
10:24:52,4.682,0.7189,0.75,0.36
10:24:53,4.682,0.7155,0.74,0.35
10:24:54,4.683,0.7246,0.72,0.34
10:24:55,4.683,0.7266,0.74,0.37
10:24:56,4.683,0.7286,0.74,0.38
10:24:57,4.685,0.7339,0.74,0.38
10:24:58,4.683,0.7337,0.73,0.35
10:24:59,4.687,0.734,0.69,0.33
10:25:00,4.687,0.734,0.73,0.37
10:25:01,4.687,0.7336,0.74,0.38
10:25:02,4.688,0.7338,0.74,0.37
10:25:03,4.688,0.7288,0.74,0.37
10:25:04,4.688,0.729,0.64,0.31
10:25:05,4.689,0.738,0.75,0.36
10:25:06,4.689,0.7406,0.75,0.36
10:25:07,4.689,0.7408,0.75,0.36
10:25:08,4.687,0.7438,0.75,0.36
10:25:09,4.688,0.7461,0.75,0.36
10:25:10,4.691,0.7465,0.73,0.36
10:25:11,4.691,0.7465,0.73,0.37
