Time,Voltage(V),Current(A),D+(V),D-(V)
10:06:40,6.964,0.0003,0.98,0.57
10:06:41,6.965,0.0001,0.99,0.64
10:06:42,6.968,0.0003,0.96,0.63
10:06:43,6.977,0.0005,0.94,0.71
10:06:44,6.988,0.0003,0.98,0.56
10:06:45,6.988,0.0004,0.98,0.57
10:06:46,6.989,0.0004,0.93,0.56
10:06:47,6.995,0.0004,0.93,0.66
10:06:48,7.004,0.0005,0.77,0.45
10:06:49,7.001,0.0002,0.75,0.47
10:06:50,7.001,0.0001,0.97,0.53
10:06:51,6.926,0,0.66,0.44
10:06:52,6.622,0,0.99,0.52
10:06:53,6.642,0,0.98,0.52
10:06:54,6.727,0,0.97,0.55
10:06:55,6.703,0,0.68,0.35
10:06:56,7.04,0,0.76,0.37
10:06:57,7.046,0,0.76,0.47
10:06:58,7.052,0.0001,0.76,0.44
10:06:59,7.057,0.0004,0.71,0.47
10:07:00,7.057,0.0002,0.77,0.44
10:07:01,7.016,0.0001,0.78,0.35
10:07:02,6.89,0,0.76,0.36
10:07:03,7.034,0,0.69,0.35
10:07:04,7.078,0,0.57,0.29
10:07:05,7.083,0,0.75,0.36
10:07:06,7.089,0,0.72,0.35
10:07:07,7.09,0,0.68,0.34
10:07:08,7.09,0,0.97,0.47
10:07:09,7.093,0.0013,0.75,0.38
10:07:10,4.568,0.0461,0.74,0.37
10:07:11,4.588,0.0477,0.74,0.37
10:07:12,4.615,0.0479,0.63,0.3
10:07:13,4.604,0.0495,0.74,0.36
10:07:14,4.602,0.0495,0.75,0.36
10:07:15,4.604,0.0485,0.75,0.36
10:07:16,4.603,0.0446,0.73,0.36
10:07:17,4.603,0.0457,0.7,0.35
10:07:18,4.606,0.0461,0.75,0.35
10:07:19,4.603,0.0554,0.72,0.33
10:07:20,4.603,0.057,0.76,0.34
10:07:21,4.589,0.0582,0.77,0.35
10:07:22,4.601,0.0598,0.77,0.36
10:07:23,4.609,0.0611,0.74,0.35
10:07:24,4.608,0.0627,0.69,0.34
10:07:25,4.606,0.0641,0.6,0.28
10:07:26,4.607,0.0641,0.76,0.36
10:07:27,4.606,0.0629,0.75,0.36
10:07:28,4.606,0.0606,0.75,0.36
10:07:29,4.609,0.0617,0.65,0.31
10:07:30,4.607,0.0702,0.74,0.36
10:07:31,4.607,0.0722,0.76,0.36
10:07:32,4.594,0.0734,0.76,0.35
10:07:33,4.611,0.0752,0.75,0.36
10:07:34,4.607,0.0765,0.74,0.36
10:07:35,4.608,0.0775,0.74,0.36
10:07:36,4.61,0.0775,0.75,0.36
10:07:37,4.609,0.0775,0.74,0.36
10:07:38,4.609,0.0738,0.76,0.34
10:07:39,4.611,0.0754,0.75,0.37
10:07:40,4.608,0.0779,0.73,0.35
10:07:41,4.608,0.0864,0.67,0.33
10:07:42,4.608,0.0884,0.72,0.36
10:07:43,4.601,0.09,0.75,0.36
10:07:44,4.612,0.0923,0.77,0.37
10:07:45,4.611,0.0937,0.71,0.36
10:07:46,4.612,0.0949,0.49,0.15
10:07:47,4.612,0.0949,0.71,0.31
10:07:48,4.611,0.095,1.01,0.55
10:07:49,4.61,0.0919,0.73,0.35
10:07:50,4.595,0.0487,0.74,0.35
10:07:51,4.594,0.0244,0.7,0.28
10:07:52,4.728,0.0292,0.73,0.35
10:07:53,4.728,0.0292,1.07,0.73
10:07:54,4.54,0.0303,0.74,0.34
10:07:55,4.644,0.0307,0.57,0.28
10:07:56,4.598,0.0307,0.75,0.36
10:07:57,4.599,0.0276,0.77,0.35
10:07:58,4.599,0.0252,0.76,0.34
10:07:59,4.601,0.0311,0.68,0.26
10:08:00,4.602,0.03,0.76,0.35
10:08:01,4.602,0.0377,0.75,0.37
10:08:02,4.566,0.0381,0.71,0.32
10:08:03,4.609,0.04,0.73,0.37
10:08:04,4.612,0.0403,0.76,0.36
10:08:05,4.614,0.0414,0.81,0.37
10:08:06,4.603,0.0418,0.99,0.48
