Time,Voltage(V),Current(A),D+(V),D-(V)
14:15:39,6.523,0,0.74,0.4
14:15:40,6.523,0,0.73,0.37
14:15:41,6.522,0,0.74,0.36
14:15:42,6.521,0,0.73,0.34
14:15:43,6.524,0,0.74,0.39
14:15:44,6.522,0,0.63,0.33
14:15:45,6.532,0,0.58,0.28
14:15:46,6.531,0,1.28,0.99
14:15:47,6.531,0.0001,0.74,0.41
14:15:48,6.531,0.0002,0.62,0.32
14:15:49,6.53,0.0001,0.6,0.29
14:15:50,6.53,0,0.89,0.47
14:15:51,6.527,0.0106,0.95,0.53
14:15:52,6.355,0.2558,0.72,0.36
14:15:53,5.841,0.7578,0.7,0.35
14:15:54,4.81,0.7886,0.56,0.27
14:15:55,4.812,0.7889,0.68,0.34
14:15:56,4.81,0.7889,0.73,0.37
14:15:57,4.81,0.7884,0.72,0.33
14:15:58,4.81,0.7856,0.98,0.55
14:15:59,4.809,0.784,0.63,0.46
14:16:00,4.809,0.7907,0.69,0.34
14:16:01,4.809,0.7907,0.75,0.36
14:16:02,4.807,0.7923,0.96,0.5
14:16:03,4.804,0.7923,0.68,0.28
14:16:04,4.802,0.7911,0.6,0.24
14:16:05,4.803,0.7927,0.71,0.35
14:16:06,4.807,0.7917,0.75,0.48
14:16:07,4.806,0.7917,1.52,1.29
14:16:08,4.808,0.7899,0.98,0.52
14:16:09,4.807,0.7866,0.73,0.36
14:16:10,4.807,0.7848,0.73,0.36
14:16:11,4.808,0.7886,0.56,0.28
14:16:12,4.806,0.7919,0.67,0.33
14:16:13,4.806,0.7919,0.74,0.36
14:16:14,4.806,0.792,0.73,0.36
14:16:15,4.8,0.7919,0.73,0.37
14:16:16,4.801,0.7919,0.73,0.37
14:16:17,4.802,0.792,0.66,0.34
14:16:18,4.806,0.7917,0.6,0.31
14:16:19,4.807,0.7917,0.72,0.37
14:16:20,4.807,0.7905,0.73,0.34
14:16:21,4.807,0.7854,0.73,0.37
14:16:22,4.807,0.7856,0.64,0.33
14:16:23,4.807,0.7927,0.6,0.3
14:16:24,4.807,0.7923,0.75,0.36
14:16:25,4.804,0.7923,0.74,0.36
14:16:26,4.802,0.792,0.75,0.35
14:16:27,4.804,0.7915,0.61,0.3
14:16:28,4.807,0.7918,0.54,0.27
14:16:29,4.807,0.7918,0.74,0.38
14:16:30,4.807,0.7915,0.74,0.38
14:16:31,4.807,0.7876,0.72,0.36
14:16:32,4.806,0.7856,0.71,0.36
14:16:33,4.806,0.787,0.49,0.24
14:16:34,4.806,0.7923,0.64,0.32
14:16:35,4.806,0.7924,0.74,0.37
14:16:36,4.806,0.7923,0.74,0.38
14:16:37,4.802,0.7933,0.72,0.36
14:16:38,4.801,0.793,0.73,0.36
14:16:39,4.806,0.793,0.63,0.3
14:16:40,4.807,0.7929,0.58,0.28
14:16:41,4.807,0.7929,0.74,0.38
14:16:42,4.806,0.7925,0.74,0.38
14:16:43,4.806,0.7856,0.73,0.37
14:16:44,4.805,0.7856,0.58,0.3
14:16:45,4.806,0.7927,0.51,0.24
14:16:46,4.806,0.7915,0.74,0.35
14:16:47,4.806,0.7925,0.74,0.38
14:16:48,4.803,0.7925,0.73,0.38
14:16:49,4.803,0.7927,0.73,0.36
14:16:50,4.801,0.7929,0.72,0.36
14:16:51,4.804,0.7933,0.64,0.32
14:16:52,4.806,0.7929,0.6,0.28
14:16:53,4.805,0.7929,0.74,0.36
14:16:54,4.805,0.7905,0.73,0.37
14:16:55,4.806,0.7848,0.73,0.38
