Time,Voltage(V),Current(A),D+(V),D-(V)
10:38:03,4.685,0.5839,0.99,0.5
10:38:04,4.686,0.5838,0.99,0.5
10:38:05,4.688,0.5785,0.99,0.51
10:38:06,4.685,0.5819,0.99,0.51
10:38:07,4.689,0.5819,0.99,0.51
10:38:08,4.374,0.0813,0.99,0.51
10:38:09,4.374,0.0351,0.99,0.51
10:38:10,4.374,0.0001,0,0.11
10:38:11,4.374,0.0001,0,0.11
10:38:12,4.646,0.0173,0.99,0.51
10:38:13,4.646,0.0353,0.96,0.5
10:38:14,4.734,0.0353,0.97,0.5
10:38:15,4.636,0.0321,0.97,0.5
10:38:16,4.631,0.028,0.97,0.5
10:38:17,4.626,0.0276,0.97,0.5
10:38:18,4.618,0.0264,0.96,0.5
10:38:19,5.175,0.0345,0.99,0.5
10:38:20,4.769,0.3302,0.97,0.5
10:38:21,4.696,0.6387,0.96,0.49
10:38:22,4.614,0.4019,0.97,0.5
10:38:23,4.51,0.0629,0.96,0.5
10:38:24,4.625,0.042,0.97,0.5
10:38:25,4.631,0.0423,0.97,0.5
10:38:26,4.651,0.0452,0.97,0.5
10:38:27,4.619,0.0448,0.97,0.5
10:38:28,4.627,0.0679,0.97,0.5
10:38:29,4.644,0.0596,0.97,0.49
10:38:30,4.635,0.0584,0.97,0.5
10:38:31,4.631,0.0583,0.97,0.5
10:38:32,4.632,0.0647,0.97,0.5
10:38:33,4.632,0.0977,0.96,0.5
10:38:34,4.64,0.0282,0.97,0.5
10:38:35,4.532,0.0455,0.97,0.5
10:38:36,4.624,0.0444,0.97,0.5
10:38:37,4.631,0.0444,0.97,0.51
10:38:38,4.632,0.0408,0.97,0.5
10:38:39,4.672,0.0436,0.97,0.51
10:38:40,4.672,0.0436,0.97,0.5
10:38:41,4.572,0.0435,0.97,0.5
10:38:42,4.568,0.0432,0.94,0.49
10:38:43,4.653,0.0442,0.97,0.5
10:38:44,4.627,0.0442,0.97,0.5
10:38:45,4.627,0.0414,0.97,0.5
10:38:46,4.631,0.0365,0.96,0.5
10:38:47,4.628,0.0442,0.97,0.5
10:38:48,4.628,0.0446,0.97,0.5
10:38:49,4.586,0.0424,0.97,0.5
10:38:50,4.571,0.0392,0.99,0.51
10:38:51,4.631,0.0379,0.97,0.5
10:38:52,4.633,0.0379,0.97,0.5
10:38:53,4.628,0.0376,0.97,0.5
10:38:54,4.625,0.0432,0.97,0.5
10:38:55,4.625,0.0429,0.97,0.5
10:38:56,4.593,0.0479,0.97,0.5
10:38:57,4.62,0.0532,0.97,0.5
10:38:58,4.632,0.0535,0.97,0.5
10:38:59,4.631,0.0535,0.97,0.5
10:39:00,4.629,0.0487,0.97,0.5
10:39:01,4.629,0.0434,0.97,0.5
10:39:02,4.629,0.0424,0.97,0.5
10:39:03,4.589,0.0425,0.97,0.5
10:39:04,4.603,0.0427,0.96,0.49
10:39:05,4.631,0.0426,0.97,0.5
10:39:06,4.631,0.0426,0.97,0.5
10:39:07,4.627,0.0396,0.97,0.5
10:39:08,4.629,0.0398,0.96,0.5
10:39:09,4.628,0.0424,0.97,0.5
10:39:10,4.628,0.0423,0.97,0.5
10:39:11,4.593,0.0422,0.97,0.5
10:39:12,4.577,0.0421,0.97,0.5
10:39:13,4.601,0.0421,0.97,0.5
10:39:14,4.63,0.042,0.97,0.5
10:39:15,4.631,0.042,0.97,0.5
10:39:16,4.629,0.04,0.97,0.5
10:39:17,4.624,0.0414,0.96,0.5
10:39:18,4.624,0.0412,0.97,0.5
10:39:19,4.586,0.0414,0.97,0.5
10:39:20,4.586,0.0415,0.97,0.5
10:39:21,4.634,0.0417,0.97,0.5
10:39:22,4.633,0.0417,0.97,0.5
10:39:23,4.63,0.0396,0.97,0.5
10:39:24,4.627,0.0351,0.97,0.5
10:39:25,4.628,0.0414,0.97,0.5
10:39:26,4.628,0.0413,0.97,0.5
10:39:27,4.588,0.0414,0.97,0.5
10:39:28,4.592,0.0411,0.97,0.5
10:39:29,4.628,0.0412,0.97,0.5
10:39:30,4.632,0.0412,0.97,0.5
10:39:31,4.629,0.0379,0.97,0.5
10:39:32,4.627,0.0473,0.99,0.51
10:39:33,4.627,0.0472,0.99,0.51
10:39:34,4.606,0.0475,0.99,0.51
10:39:35,4.608,0.0479,0.97,0.5
10:39:36,4.633,0.0481,0.97,0.5
10:39:37,4.634,0.0481,0.97,0.5
10:39:38,4.63,0.0463,0.97,0.5
10:39:39,4.624,0.0491,0.96,0.5
10:39:40,4.624,0.0491,0.99,0.51
10:39:41,4.601,0.0492,0.98,0.51
10:39:42,4.616,0.0492,0.98,0.51
10:39:43,4.63,0.0491,0.97,0.5
10:39:44,4.631,0.0491,0.97,0.5
10:39:45,4.63,0.0463,0.97,0.5
10:39:46,4.63,0.0493,0.98,0.51
10:39:47,4.63,0.0491,0.99,0.51
10:39:48,4.595,0.0492,0.99,0.51
10:39:49,4.606,0.0491,0.98,0.51
10:39:50,4.63,0.0491,0.99,0.51
10:39:51,4.631,0.0491,0.99,0.51
10:39:52,4.631,0.0463,0.98,0.51
10:39:53,4.63,0.0414,0.98,0.5
10:39:54,4.63,0.0489,0.97,0.5
10:39:55,4.63,0.0488,0.97,0.5
10:39:56,4.606,0.0487,0.97,0.5
10:39:57,4.634,0.0486,0.96,0.5
10:39:58,4.633,0.0486,0.97,0.5
10:39:59,4.629,0.0455,0.97,0.5
10:40:00,4.63,0.0406,0.97,0.5
10:40:01,4.626,0.0507,0.97,0.5
10:40:02,4.626,0.0444,0.97,0.49
10:40:03,6.541,0.5323,0.97,0.49
10:40:04,4.68,0.4859,0.97,0.5
10:40:05,4.684,0.4859,0.97,0.49
10:40:06,4.689,0.6024,0.97,0.49
10:40:07,4.688,0.6192,0.97,0.5
10:40:08,4.68,0.5546,0.97,0.5
10:40:09,4.68,0.5402,0.97,0.5
10:40:10,4.669,0.4557,0.97,0.5
10:40:11,4.683,0.4593,0.97,0.5
10:40:12,4.698,0.1117,0.97,0.5
10:40:13,4.666,0.1117,0.97,0.5
10:40:14,4.668,0.2313,0.97,0.5
10:40:15,4.68,0.6028,0.97,0.5
10:40:16,4.687,0.5268,0.97,0.5
10:40:17,4.687,0.3932,0.97,0.5
10:40:18,4.651,0.2064,0.97,0.5
10:40:19,4.548,0.0795,0.96,0.5
10:40:20,6.264,0.0795,0.97,0.5
10:40:21,4.694,0.4589,0.97,0.49
10:40:22,4.694,0.5023,0.97,0.5
10:40:23,4.684,0.5771,0.97,0.49
10:40:24,4.684,0.5787,0.95,0.49
10:40:25,4.687,0.576,0.97,0.5
10:40:26,4.692,0.5732,0.97,0.5
10:40:27,4.679,0.4587,0.98,0.51
10:40:28,4.685,0.4587,0.99,0.5
10:40:29,4.685,0.509,0.99,0.51
10:40:30,4.685,0.5045,0.97,0.5
10:40:31,4.685,0.5035,0.97,0.5
10:40:32,4.676,0.4992,0.97,0.5
10:40:33,4.679,0.5033,0.97,0.5
10:40:34,4.688,0.4856,0.97,0.5
10:40:35,4.689,0.4856,0.97,0.5
10:40:36,4.688,0.5085,0.97,0.5
10:40:37,4.68,0.5015,0.94,0.49
10:40:38,4.68,0.4958,0.97,0.5
10:40:39,4.68,0.4954,0.97,0.5
10:40:40,4.677,0.4885,0.97,0.5
10:40:41,4.673,0.4814,0.96,0.5
10:40:42,4.675,0.4814,0.97,0.5
