Time,Voltage(V),Current(A),D+(V),D-(V)
10:32:40,7.327,0,0.75,0.35
10:32:41,7.333,0,0.69,0.34
10:32:42,7.331,0,0.75,0.36
10:32:43,7.325,0,0.75,0.35
10:32:44,7.33,0,0.74,0.34
10:32:45,7.324,0,0.75,0.35
10:32:46,7.32,0,0.75,0.35
10:32:47,7.32,0,0.75,0.36
10:32:48,7.319,0,0.73,0.35
10:32:49,7.25,0.4127,0.75,0.36
10:32:50,4.645,0.4257,0.75,0.35
10:32:51,4.649,0.4256,0.75,0.35
10:32:52,4.646,0.4257,0.75,0.35
10:32:53,4.646,0.4252,0.75,0.35
10:32:54,4.648,0.4251,0.75,0.36
10:32:55,4.644,0.4246,0.74,0.36
10:32:56,4.649,0.4232,0.75,0.34
10:32:57,4.644,0.4232,0.75,0.36
10:32:58,4.649,0.4234,0.75,0.36
10:32:59,4.646,0.4232,0.69,0.33
10:33:00,4.649,0.422,0.61,0.3
10:33:01,4.647,0.422,0.74,0.36
10:33:02,4.647,0.422,0.75,0.36
10:33:03,4.646,0.4143,0.74,0.35
10:33:04,4.644,0.4142,0.63,0.32
10:33:05,4.647,0.4202,0.74,0.35
10:33:06,4.647,0.4198,0.75,0.36
10:33:07,4.644,0.4201,0.75,0.36
10:33:08,4.648,0.4198,0.73,0.36
10:33:09,4.645,0.4186,0.57,0.27
10:33:10,4.647,0.4186,0.73,0.35
10:33:11,4.649,0.4186,0.74,0.36
10:33:12,4.647,0.4167,0.75,0.36
10:33:13,4.651,0.4107,0.93,0.48
10:33:14,4.649,0.4106,0.73,0.36
10:33:15,4.646,0.4165,0.71,0.35
10:33:16,4.646,0.4162,0.74,0.35
10:33:17,4.646,0.4164,0.75,0.36
10:33:18,4.646,0.4161,0.74,0.36
10:33:19,4.646,0.4158,0.73,0.36
10:33:20,4.645,0.4141,0.69,0.34
10:33:21,4.648,0.4141,0.73,0.36
10:33:22,4.645,0.4127,0.74,0.34
10:33:23,4.65,0.4066,0.74,0.36
10:33:24,4.646,0.4056,0.74,0.35
10:33:25,4.649,0.4066,0.66,0.33
10:33:26,4.647,0.4129,0.74,0.36
10:33:27,4.647,0.4117,0.74,0.36
10:33:28,4.648,0.4127,0.74,0.36
10:33:29,4.648,0.4117,0.74,0.35
10:33:30,4.646,0.4103,0.58,0.29
10:33:31,4.648,0.4106,0.74,0.35
10:33:32,4.663,0.4106,0.75,0.35
10:33:33,4.659,0.4082,0.74,0.35
10:33:34,4.665,0.403,0.72,0.35
10:33:35,4.66,0.4026,0.76,0.36
10:33:36,4.666,0.4023,0.72,0.35
10:33:37,4.66,0.4092,0.68,0.33
10:33:38,4.66,0.408,0.75,0.36
10:33:39,4.664,0.4083,0.74,0.36
10:33:40,4.662,0.4079,0.72,0.35
10:33:41,4.665,0.4079,0.74,0.35
10:33:42,4.662,0.4003,0.74,0.35
10:33:43,4.657,0.4,0.75,0.36
10:33:44,4.662,0.4015,0.75,0.36
10:33:45,4.658,0.3995,0.74,0.36
10:33:46,4.664,0.4036,0.75,0.35
10:33:47,4.659,0.4007,0.75,0.33
10:33:48,4.662,0.3977,0.74,0.36
10:33:49,4.66,0.4007,0.75,0.36
10:33:50,4.658,0.3965,0.72,0.36
10:33:51,4.663,0.3968,0.75,0.36
10:33:52,4.658,0.4013,0.76,0.35
10:33:53,4.663,0.3957,0.75,0.35
10:33:54,4.659,0.3987,0.76,0.36
10:33:55,4.66,0.4011,0.75,0.36
10:33:56,4.661,0.3946,0.75,0.35
10:33:57,4.656,0.3947,0.74,0.35
10:33:58,4.663,0.3967,0.75,0.36
10:33:59,4.658,0.394,0.75,0.36
10:34:00,4.663,0.3955,0.75,0.36
10:34:01,4.66,0.3932,0.73,0.36
10:34:02,4.659,0.3948,0.74,0.34
10:34:03,4.662,0.3948,0.74,0.35
10:34:04,4.656,0.3947,0.75,0.36
10:34:05,4.67,0.391,0.75,0.36
10:34:06,4.658,0.3957,0.7,0.35
10:34:07,4.658,0.3902,0.74,0.36
10:34:08,4.66,0.3926,0.74,0.36
10:34:09,4.655,0.3892,0.75,0.36
10:34:10,4.671,0.3918,0.75,0.36
10:34:11,4.657,0.3886,0.75,0.36
10:34:12,4.663,0.3912,0.75,0.35
10:34:13,4.66,0.3876,0.75,0.35
10:34:14,4.655,0.3932,0.75,0.36
10:34:15,4.671,0.3874,0.74,0.36
10:34:16,4.656,0.3894,0.73,0.36
10:34:17,4.667,0.3893,0.74,0.34
10:34:18,4.658,0.3857,0.75,0.36
10:34:19,4.662,0.3894,0.75,0.36
10:34:20,4.669,0.3914,0.75,0.35
10:34:21,4.655,0.3843,0.71,0.36
10:34:22,4.667,0.3867,0.75,0.36
10:34:23,4.657,0.3868,0.75,0.36
10:34:24,4.664,0.3864,0.75,0.36
10:34:25,4.668,0.3829,0.75,0.36
10:34:26,4.658,0.3888,0.75,0.36
10:34:27,4.67,0.3817,0.75,0.35
10:34:28,4.656,0.3851,0.74,0.35
10:34:29,4.666,0.3817,0.75,0.36
10:34:30,4.661,0.3839,0.75,0.36
10:34:31,4.659,0.3801,0.74,0.36
10:34:32,4.668,0.3845,0.75,0.34
10:34:33,4.655,0.3809,0.76,0.36
10:34:34,4.668,0.3853,0.75,0.35
10:34:35,4.66,0.3794,0.74,0.36
10:34:36,4.667,0.3817,0.71,0.36
10:34:37,4.666,0.3778,0.76,0.36
10:34:38,4.659,0.3811,0.75,0.35
10:34:39,4.668,0.3801,0.75,0.36
10:34:40,4.654,0.3804,0.75,0.36
10:34:41,4.67,0.3774,0.74,0.36
10:34:42,4.665,0.3801,0.75,0.36
10:34:43,4.664,0.376,0.75,0.36
10:34:44,4.667,0.3794,0.76,0.35
10:34:45,4.655,0.3778,0.75,0.35
10:34:46,4.669,0.378,0.74,0.36
10:34:47,4.664,0.379,0.74,0.35
10:34:48,4.664,0.3809,0.75,0.36
10:34:49,4.666,0.373,0.75,0.36
10:34:50,4.655,0.3776,0.76,0.36
10:34:51,4.667,0.3744,0.73,0.35
10:34:52,4.663,0.3792,0.74,0.35
10:34:53,4.67,0.372,0.75,0.36
10:34:54,4.665,0.3756,0.75,0.36
10:34:55,4.66,0.3717,0.75,0.36
10:34:56,4.666,0.3752,0.75,0.36
10:34:57,4.662,0.3705,0.76,0.36
10:34:58,4.668,0.3738,0.76,0.35
10:34:59,4.663,0.3697,0.76,0.36
10:35:00,4.662,0.3732,0.75,0.36
10:35:01,4.665,0.3689,0.74,0.36
10:35:02,4.663,0.372,0.74,0.35
10:35:03,4.667,0.3683,0.74,0.35
10:35:04,4.661,0.3717,0.74,0.36
10:35:05,4.662,0.3691,0.75,0.36
10:35:06,4.663,0.3728,0.72,0.36
10:35:07,4.664,0.3663,0.74,0.34
10:35:08,4.665,0.3701,0.75,0.36
10:35:09,4.66,0.3669,0.75,0.36
10:35:10,4.667,0.3691,0.75,0.36
10:35:11,4.662,0.3663,0.74,0.36
10:35:12,4.668,0.3701,0.74,0.36
10:35:13,4.664,0.3702,0.75,0.35
10:35:14,4.658,0.3673,0.76,0.36
10:35:15,4.665,0.364,0.76,0.36
10:35:16,4.66,0.3701,0.74,0.36
10:35:17,4.668,0.364,0.75,0.35
10:35:18,4.662,0.3657,0.74,0.35
10:35:19,4.657,0.3626,0.74,0.36
10:35:20,4.664,0.3653,0.75,0.36
10:35:21,4.659,0.362,0.73,0.36
10:35:22,4.665,0.3642,0.74,0.34
10:35:23,4.662,0.3608,0.75,0.36
10:35:24,4.656,0.3638,0.75,0.36
10:35:25,4.663,0.3604,0.75,0.36
10:35:26,4.658,0.3642,0.69,0.35
10:35:27,4.665,0.3604,0.75,0.36
10:35:28,4.661,0.363,0.75,0.36
10:35:29,4.655,0.3588,0.75,0.36
10:35:30,4.662,0.3612,0.75,0.36
10:35:31,4.657,0.3582,0.74,0.36
10:35:32,4.663,0.3608,0.75,0.35
10:35:33,4.659,0.3572,0.74,0.36
10:35:34,4.657,0.3596,0.75,0.36
10:35:35,4.661,0.3568,0.75,0.36
10:35:36,4.655,0.3588,0.73,0.36
10:35:37,4.662,0.3576,0.74,0.34
10:35:38,4.657,0.3578,0.74,0.36
10:35:39,4.657,0.3551,0.75,0.36
10:35:40,4.659,0.357,0.74,0.36
10:35:41,4.654,0.3602,0.71,0.36
10:35:42,4.66,0.3568,0.75,0.36
10:35:43,4.656,0.3539,0.74,0.36
10:35:44,4.66,0.3576,0.75,0.35
10:35:45,4.657,0.3535,0.73,0.35
10:35:46,4.656,0.3561,0.74,0.36
10:35:47,4.659,0.3535,0.74,0.36
10:35:48,4.654,0.3553,0.74,0.35
10:35:49,4.659,0.3521,0.75,0.36
10:35:50,4.655,0.3524,0.74,0.36
10:35:51,4.66,0.3511,0.75,0.36
10:35:52,4.657,0.3559,0.75,0.34
10:35:53,4.653,0.3507,0.75,0.35
10:35:54,4.659,0.3531,0.75,0.36
10:35:55,4.654,0.3484,0.74,0.36
10:35:56,4.659,0.3511,0.71,0.36
10:35:57,4.656,0.351,0.74,0.36
10:35:58,4.654,0.351,0.75,0.36
10:35:59,4.658,0.3466,0.75,0.36
10:36:00,4.653,0.3503,0.75,0.36
10:36:01,4.665,0.3456,0.74,0.36
10:36:02,4.655,0.349,0.75,0.35
10:36:03,4.658,0.3489,0.76,0.36
10:36:04,4.657,0.3456,0.75,0.36
10:36:05,4.652,0.3442,0.75,0.35
10:36:06,4.665,0.3492,0.75,0.36
10:36:07,4.654,0.3438,0.76,0.35
10:36:08,4.662,0.3462,0.75,0.35
10:36:09,4.656,0.348,0.75,0.35
10:36:10,4.654,0.3462,0.76,0.36
10:36:11,4.665,0.3424,0.73,0.35
10:36:12,4.651,0.344,0.75,0.35
10:36:13,4.665,0.3416,0.75,0.35
10:36:14,4.654,0.3456,0.75,0.36
10:36:15,4.659,0.3397,0.74,0.36
10:36:16,4.658,0.3428,0.75,0.36
10:36:17,4.655,0.3399,0.75,0.35
10:36:18,4.666,0.3418,0.76,0.36
10:36:19,4.652,0.3407,0.75,0.36
10:36:20,4.665,0.3411,0.74,0.36
10:36:21,4.657,0.3393,0.74,0.36
10:36:22,4.66,0.3411,0.75,0.35
10:36:23,4.665,0.3391,0.75,0.36
10:36:24,4.651,0.3413,0.74,0.36
10:36:25,4.666,0.3377,0.74,0.36
10:36:26,4.652,0.3416,0.72,0.36
10:36:27,4.665,0.3361,0.74,0.34
