Time,Voltage(V),Current(A)
12:09:58,4.834,0.8148
12:09:59,4.831,0.8147
12:10:00,4.831,0.8144
12:10:01,4.836,0.8142
12:10:02,4.836,0.8152
12:10:03,4.831,0.8148
12:10:04,4.837,0.8148
12:10:05,4.833,0.8134
12:10:06,4.838,0.8156
12:10:07,4.838,0.8158
12:10:08,4.83,0.816
12:10:09,4.833,0.8157
12:10:10,4.828,0.8158
12:10:11,4.834,0.8154
12:10:12,4.834,0.8166
12:10:13,4.831,0.8154
12:10:14,4.831,0.8142
12:10:15,4.832,0.8143
12:10:16,4.838,0.8143
12:10:17,4.831,0.8139
12:10:18,4.835,0.8079
12:10:19,4.833,0.8069
12:10:20,4.828,0.8059
12:10:21,4.834,0.8073
12:10:22,4.829,0.8123
12:10:23,4.837,0.8067
12:10:24,4.834,0.8138
12:10:25,4.834,0.8154
12:10:26,4.833,0.8138
12:10:27,4.831,0.8128
12:10:28,4.831,0.8148
12:10:29,4.828,0.8145
12:10:30,4.828,0.8156
12:10:31,4.833,0.8152
12:10:32,4.831,0.8149
12:10:33,4.831,0.813
12:10:34,4.833,0.8131
12:10:35,4.828,0.8131
12:10:36,4.834,0.8119
12:10:37,4.83,0.8118
12:10:38,4.837,0.8065
12:10:39,4.831,0.8063
12:10:40,4.831,0.8073
12:10:41,4.835,0.8077
12:10:42,4.83,0.813
12:10:43,4.835,0.8132
12:10:44,4.835,0.8156
12:10:45,4.83,0.8138
12:10:46,4.831,0.8142
12:10:47,4.831,0.8162
12:10:48,4.831,0.8146
12:10:49,4.834,0.8146
12:10:50,4.874,0.8101
12:10:51,4.874,0.8104
12:10:52,4.876,0.8117
12:10:53,4.875,0.8099
12:10:54,4.87,0.8124
12:10:55,4.87,0.8124
12:10:56,4.866,0.8073
12:10:57,4.862,0.8101
12:10:58,4.868,0.8038
12:10:59,4.863,0.804
12:11:00,4.869,0.8028
12:11:01,4.863,0.803
12:11:02,4.859,0.8091
12:11:03,4.866,0.8024
12:11:04,4.859,0.8119
12:11:05,4.859,0.8109
12:11:06,4.863,0.8111
12:11:07,4.86,0.8113
12:11:08,4.865,0.8124
12:11:09,4.86,0.8123
12:11:10,4.866,0.8107
12:11:11,4.858,0.811
12:11:12,4.858,0.811
12:11:13,4.86,0.8109
12:11:14,4.861,0.811
12:11:15,4.867,0.8114
12:11:16,4.861,0.8114
12:11:17,4.866,0.8112
12:11:18,4.862,0.8051
12:11:19,4.859,0.803
12:11:20,4.864,0.8033
12:11:21,4.861,0.8047
12:11:22,4.866,0.8095
12:11:23,4.862,0.8036
12:11:24,4.858,0.8063
12:11:25,4.863,0.8109
12:11:26,4.863,0.8106
12:11:27,4.858,0.8109
12:11:28,4.858,0.8113
12:11:29,4.859,0.8113
12:11:30,4.861,0.811
12:11:31,4.855,0.8121
12:11:32,4.858,0.8124
12:11:33,4.859,0.812
12:11:34,4.858,0.8122
12:11:35,4.864,0.8122
12:11:36,4.86,0.8099
12:11:37,4.866,0.8089
12:11:38,4.861,0.8038
12:11:39,4.862,0.8053
12:11:40,4.863,0.8032
12:11:41,4.858,0.8047
12:11:42,4.865,0.8101
12:11:43,4.86,0.8053
12:11:44,4.866,0.8134
12:11:45,4.866,0.8131
12:11:46,4.861,0.8142
12:11:47,4.865,0.8123
12:11:48,4.858,0.8127
12:11:49,4.859,0.8123
12:11:50,4.86,0.8136
12:11:51,4.858,0.8136
12:11:52,4.865,0.8134
12:11:53,4.858,0.8133
12:11:54,4.859,0.8136
12:11:55,4.862,0.8136
12:11:56,4.859,0.8113
12:11:57,4.865,0.8115
12:11:58,4.86,0.8073
12:11:59,4.866,0.8063
12:12:00,4.863,0.8065
12:12:01,4.859,0.8075
12:12:02,4.864,0.8113
12:12:03,4.859,0.8069
12:12:04,4.866,0.8068
12:12:05,4.861,0.8071
12:12:06,4.866,0.8144
12:12:07,4.866,0.8128
12:12:08,4.861,0.8142
12:12:09,4.861,0.8139
12:12:10,4.857,0.8138
12:12:11,4.857,0.8134
12:12:12,4.862,0.8134
12:12:13,4.856,0.8132
12:12:14,4.86,0.8131
12:12:15,4.855,0.8133
12:12:16,4.858,0.8132
12:12:17,4.862,0.8152
12:12:18,4.86,0.814
12:12:19,4.865,0.814
12:12:20,4.86,0.8124
12:12:21,4.866,0.8065
12:12:22,4.862,0.8121
12:12:23,4.856,0.8063
12:12:24,4.863,0.8095
12:12:25,4.859,0.8071
12:12:26,4.868,0.8107
12:12:27,4.862,0.8097
12:12:28,4.863,0.8138
12:12:29,4.863,0.8138
12:12:30,4.861,0.815
12:12:31,4.86,0.8147
12:12:32,4.863,0.8136
12:12:33,4.855,0.8126
12:12:34,4.861,0.8125
12:12:35,4.856,0.8138
12:12:36,4.861,0.8136
12:12:37,4.86,0.8139
12:12:38,4.857,0.814
12:12:39,4.864,0.814
12:12:40,4.857,0.8115
12:12:41,4.865,0.8075
12:12:42,4.86,0.8123
12:12:43,4.866,0.8083
12:12:44,4.862,0.8111
12:12:45,4.859,0.8138
12:12:46,4.864,0.8148
12:12:47,4.864,0.8148
12:12:48,4.857,0.8132
12:12:49,4.861,0.8142
12:12:50,4.854,0.8154
12:12:51,4.86,0.8124
12:12:52,4.861,0.8142
12:12:53,4.857,0.8138
12:12:54,4.859,0.8138
12:12:55,4.854,0.8156
12:12:56,4.86,0.8158
12:12:57,4.859,0.8154
12:12:58,4.863,0.8138
12:12:59,4.862,0.8138
12:13:00,4.858,0.8126
12:13:01,4.862,0.8087
12:13:02,4.858,0.8105
12:13:03,4.865,0.8087
12:13:04,4.86,0.8075
12:13:05,4.862,0.8097
12:13:06,4.862,0.8095
12:13:07,4.858,0.8075
12:13:08,4.864,0.8148
12:13:09,4.864,0.8162
12:13:10,4.859,0.814
12:13:11,4.858,0.815
12:13:12,4.854,0.8154
12:13:13,4.861,0.8152
12:13:14,4.855,0.8151
12:13:15,4.854,0.8154
12:13:16,4.864,0.8166
12:13:17,4.858,0.8166
12:13:18,4.863,0.8126
12:13:19,4.859,0.8091
12:13:20,4.866,0.8092
12:13:21,4.862,0.8087
12:13:22,4.857,0.8103
12:13:23,4.863,0.8075
12:13:24,4.858,0.8074
12:13:25,4.863,0.8148
12:13:26,4.863,0.815
12:13:27,4.859,0.815
12:13:28,4.859,0.8148
12:13:29,4.853,0.8152
12:13:30,4.858,0.8153
12:13:31,4.857,0.8164
12:13:32,4.855,0.815
12:13:33,4.858,0.815
12:13:34,4.856,0.8151
12:13:35,4.864,0.815
12:13:36,4.861,0.815
12:13:37,4.862,0.8147
12:13:38,4.861,0.8103
12:13:39,4.856,0.8087
12:13:40,4.862,0.8085
12:13:41,4.858,0.8086
12:13:42,4.864,0.8101
12:13:43,4.86,0.8075
12:13:44,4.856,0.816
12:13:45,4.856,0.8156
12:13:46,4.858,0.8156
12:13:47,4.854,0.8155
12:13:48,4.858,0.8156
12:13:49,4.853,0.8159
12:13:50,4.859,0.8159
12:13:51,4.855,0.816
12:13:52,4.853,0.8162
12:13:53,4.857,0.8152
12:13:54,4.857,0.8155
12:13:55,4.862,0.8155
12:13:56,4.858,0.8136
12:13:57,4.864,0.8111
12:13:58,4.86,0.8083
12:13:59,4.858,0.8082
12:14:00,4.862,0.8086
12:14:01,4.857,0.8144
12:14:02,4.863,0.8097
12:14:03,4.858,0.8166
12:14:04,4.858,0.817
12:14:05,4.862,0.8169
12:14:06,4.856,0.8168
12:14:07,4.859,0.8167
12:14:08,4.855,0.8164
12:14:09,4.853,0.8164
12:14:10,4.856,0.8165
12:14:11,4.853,0.8168
12:14:12,4.859,0.8166
12:14:13,4.86,0.8165
12:14:14,4.861,0.8165
12:14:15,4.86,0.8144
12:14:16,4.855,0.8099
12:14:17,4.862,0.8109
12:14:18,4.858,0.8095
12:14:19,4.863,0.8096
12:14:20,4.859,0.8079
12:14:21,4.856,0.8115
12:14:22,4.86,0.8178
12:14:23,4.86,0.8175
12:14:24,4.854,0.8164
12:14:25,4.856,0.8167
12:14:26,4.853,0.8184
12:14:27,4.858,0.817
12:14:28,4.853,0.8174
12:14:29,4.855,0.8171
12:14:30,4.855,0.8172
12:14:31,4.855,0.8173
12:14:32,4.861,0.8173
12:14:33,4.855,0.8156
12:14:34,4.862,0.8097
12:14:35,4.858,0.8107
12:14:36,4.863,0.8097
12:14:37,4.859,0.8115
12:14:38,4.854,0.8114
12:14:39,4.861,0.8095
12:14:40,4.857,0.8097
12:14:41,4.863,0.8182
12:14:42,4.863,0.8172
12:14:43,4.857,0.8172
12:14:44,4.858,0.8174
12:14:45,4.853,0.8173
12:14:46,4.849,0.817
12:14:47,4.855,0.8172
12:14:48,4.851,0.8182
12:14:49,4.857,0.818
12:14:50,4.853,0.816
12:14:51,4.85,0.8172
12:14:52,4.856,0.8171
12:14:53,4.854,0.8166
12:14:54,4.862,0.8166
12:14:55,4.855,0.8167
12:14:56,4.862,0.8124
12:14:57,4.857,0.8101
12:14:58,4.858,0.8099
12:14:59,4.859,0.8098
12:15:00,4.854,0.81
12:15:01,4.861,0.8096
12:15:02,4.856,0.8092
12:15:03,4.861,0.8174
12:15:04,4.861,0.8177
12:15:05,4.857,0.8179
12:15:06,4.859,0.8181
12:15:07,4.853,0.8192
12:15:08,4.849,0.8174
12:15:09,4.854,0.8177
12:15:10,4.851,0.8176
12:15:11,4.857,0.8176
12:15:12,4.853,0.8177
12:15:13,4.856,0.8175
12:15:14,4.858,0.8175
12:15:15,4.853,0.8152
12:15:16,4.858,0.8089
12:15:17,4.856,0.8099
12:15:18,4.862,0.8096
12:15:19,4.858,0.8111
12:15:20,4.854,0.8107
12:15:21,4.86,0.8089
12:15:22,4.855,0.8091
12:15:23,4.861,0.8087
12:15:24,4.856,0.8186
12:15:25,4.856,0.8188
12:15:26,4.861,0.8176
12:15:27,4.851,0.8176
12:15:28,4.854,0.8178
12:15:29,4.852,0.8181
12:15:30,4.849,0.8176
12:15:31,4.856,0.818
12:15:32,4.852,0.8181
12:15:33,4.861,0.817
12:15:34,4.858,0.817
12:15:35,4.861,0.8169
12:15:36,4.858,0.8097
12:15:37,4.854,0.8098
12:15:38,4.86,0.8093
12:15:39,4.856,0.8107
12:15:40,4.862,0.8103
12:15:41,4.859,0.8106
12:15:42,4.854,0.8109
12:15:43,4.86,0.8162
12:15:44,4.86,0.8174
12:15:45,4.852,0.8175
12:15:46,4.855,0.817
12:15:47,4.85,0.8186
12:15:48,4.857,0.8172
12:15:49,4.853,0.8169
12:15:50,4.85,0.817
12:15:51,4.859,0.818
12:15:52,4.854,0.818
12:15:53,4.86,0.814
12:15:54,4.856,0.8097
12:15:55,4.861,0.8107
12:15:56,4.858,0.8123
12:15:57,4.861,0.8127
12:15:58,4.859,0.8103
12:15:59,4.855,0.8124
12:16:00,4.861,0.8113
12:16:01,4.858,0.811
12:16:02,4.861,0.8108
12:16:03,4.859,0.8109
12:16:04,4.855,0.8184
12:16:05,4.855,0.8166
12:16:06,4.858,0.8176
12:16:07,4.849,0.8173
12:16:08,4.854,0.8175
12:16:09,4.851,0.8179
12:16:10,4.855,0.8178
12:16:11,4.855,0.8192
12:16:12,4.851,0.8178
12:16:13,4.856,0.8188
12:16:14,4.855,0.8166
12:16:15,4.861,0.8166
12:16:16,4.856,0.8165
12:16:17,4.859,0.8111
12:16:18,4.858,0.8097
12:16:19,4.854,0.8101
12:16:20,4.861,0.8103
12:16:21,4.857,0.8113
12:16:22,4.86,0.8103
12:16:23,4.858,0.8123
12:16:24,4.858,0.8111
12:16:25,4.859,0.8184
12:16:26,4.859,0.8185
12:16:27,4.854,0.8181
12:16:28,4.854,0.8185
12:16:29,4.85,0.817
12:16:30,4.856,0.8172
12:16:31,4.851,0.8207
12:16:32,4.858,0.817
12:16:33,4.854,0.8198
12:16:34,4.856,0.8176
12:16:35,4.859,0.8176
12:16:36,4.856,0.8166
12:16:37,4.861,0.8138
12:16:38,4.856,0.8124
12:16:39,4.861,0.8124
12:16:40,4.859,0.8134
12:16:41,4.855,0.8115
12:16:42,4.861,0.8113
12:16:43,4.857,0.8126
12:16:44,4.86,0.8113
12:16:45,4.858,0.8184
12:16:46,4.858,0.8186
12:16:47,4.859,0.8189
12:16:48,4.853,0.8188
12:16:49,4.854,0.8185
12:16:50,4.855,0.8184
12:16:51,4.851,0.8187
12:16:52,4.856,0.8176
12:16:53,4.852,0.8178
12:16:54,4.855,0.8174
12:16:55,4.855,0.8177
12:16:56,4.855,0.8178
12:16:57,4.861,0.8178
12:16:58,4.856,0.816
12:16:59,4.862,0.8109
12:17:00,4.857,0.8113
12:17:01,4.857,0.8123
12:17:02,4.86,0.8119
12:17:03,4.856,0.8116
12:17:04,4.862,0.8097
12:17:05,4.857,0.8099
12:17:06,4.86,0.8184
12:17:07,4.86,0.8183
12:17:08,4.856,0.8182
12:17:09,4.858,0.8184
12:17:10,4.854,0.8187
12:17:11,4.851,0.8201
12:17:12,4.857,0.818
12:17:13,4.854,0.8194
12:17:14,4.854,0.8194
12:17:15,4.854,0.8195
12:17:16,4.858,0.8192
12:17:17,4.86,0.8192
12:17:18,4.858,0.8189
12:17:19,4.861,0.8107
12:17:20,4.856,0.8111
12:17:21,4.859,0.8111
12:17:22,4.859,0.8109
12:17:23,4.859,0.8112
12:17:24,4.861,0.8113
12:17:25,4.856,0.8112
12:17:26,4.863,0.8192
12:17:27,4.863,0.8192
12:17:28,4.856,0.8193
12:17:29,4.858,0.819
12:17:30,4.853,0.8191
12:17:31,4.855,0.8189
12:17:32,4.856,0.8192
12:17:33,4.851,0.8192
12:17:34,4.858,0.8191
12:17:35,4.853,0.819
12:17:36,4.857,0.8201
12:17:37,4.859,0.8197
12:17:38,4.859,0.8197
12:17:39,4.86,0.817
12:17:40,4.856,0.8121
12:17:41,4.862,0.8122
12:17:42,4.858,0.8117
12:17:43,4.858,0.8132
12:17:44,4.86,0.8119
12:17:45,4.856,0.812
12:17:46,4.862,0.813
12:17:47,4.857,0.8127
12:17:48,4.862,0.819
12:17:49,4.862,0.8188
12:17:50,4.856,0.819
12:17:51,4.856,0.8189
12:17:52,4.854,0.8191
12:17:53,4.857,0.8186
12:17:54,4.856,0.8185
12:17:55,4.854,0.8185
12:17:56,4.858,0.8188
12:17:57,4.854,0.8191
12:17:58,4.857,0.8192
12:17:59,4.861,0.8191
12:18:00,4.858,0.8191
12:18:01,4.861,0.8174
12:18:02,4.856,0.8124
12:18:03,4.862,0.8148
12:18:04,4.858,0.8128
12:18:05,4.854,0.8125
12:18:06,4.86,0.8125
12:18:07,4.856,0.8124
12:18:08,4.862,0.8109
12:18:09,4.858,0.8194
12:18:10,4.858,0.8191
12:18:11,4.861,0.8195
12:18:12,4.853,0.8178
12:18:13,4.859,0.8196
12:18:14,4.854,0.8192
12:18:15,4.851,0.8189
12:18:16,4.858,0.8191
12:18:17,4.852,0.8188
12:18:18,4.854,0.8185
12:18:19,4.854,0.8186
12:18:20,4.857,0.8176
12:18:21,4.861,0.8176
12:18:22,4.859,0.8166
12:18:23,4.861,0.8111
12:18:24,4.856,0.8113
12:18:25,4.863,0.8113
12:18:26,4.859,0.8111
12:18:27,4.857,0.8156
12:18:28,4.861,0.8107
12:18:29,4.856,0.8106
12:18:30,4.861,0.819
12:18:31,4.861,0.8193
12:18:32,4.855,0.819
12:18:33,4.856,0.819
12:18:34,4.854,0.8194
12:18:35,4.854,0.8194
12:18:36,4.855,0.8193
12:18:37,4.851,0.8193
12:18:38,4.856,0.819
12:18:39,4.853,0.819
12:18:40,4.859,0.8187
12:18:41,4.858,0.8187
12:18:42,4.856,0.816
12:18:43,4.859,0.8119
12:18:44,4.855,0.8103
12:18:45,4.861,0.8107
12:18:46,4.856,0.8108
12:18:47,4.858,0.8111
12:18:48,4.857,0.8121
12:18:49,4.855,0.8117
12:18:50,4.86,0.812
12:18:51,4.855,0.8198
12:18:52,4.855,0.8196
12:18:53,4.859,0.8194
12:18:54,4.852,0.8194
12:18:55,4.857,0.8195
12:18:56,4.852,0.8195
12:18:57,4.852,0.8195
12:18:58,4.855,0.8194
12:18:59,4.855,0.8196
12:19:00,4.86,0.8196
12:19:01,4.855,0.816
12:19:02,4.862,0.8121
12:19:03,4.857,0.814
12:19:04,4.854,0.8126
12:19:05,4.86,0.8109
12:19:06,4.855,0.8119
12:19:07,4.861,0.8107
12:19:08,4.857,0.8144
12:19:09,4.855,0.813
12:19:10,4.858,0.8188
12:19:11,4.858,0.8185
12:19:12,4.855,0.8185
12:19:13,4.853,0.8186
12:19:14,4.854,0.8187
12:19:15,4.855,0.8186
12:19:16,4.853,0.8199
12:19:17,4.855,0.8194
12:19:18,4.853,0.8191
12:19:19,4.855,0.818
12:19:20,4.858,0.8198
12:19:21,4.856,0.8196
12:19:22,4.86,0.8196
12:19:23,4.855,0.8176
12:19:24,4.861,0.8099
12:19:25,4.858,0.8111
12:19:26,4.854,0.8112
12:19:27,4.86,0.8112
12:19:28,4.857,0.8132
12:19:29,4.861,0.8188
12:19:30,4.861,0.8185
12:19:31,4.853,0.8182
12:19:32,4.856,0.8194
12:19:33,4.852,0.8193
12:19:34,4.854,0.819
12:19:35,4.855,0.8176
12:19:36,4.849,0.819
12:19:37,4.855,0.8166
12:19:38,4.852,0.8184
12:19:39,4.86,0.8184
12:19:40,4.857,0.8184
12:19:41,4.857,0.816
12:19:42,4.857,0.8109
12:19:43,4.856,0.8106
12:19:44,4.86,0.8102
12:19:45,4.855,0.8121
12:19:46,4.86,0.8117
12:19:47,4.856,0.8103
12:19:48,4.852,0.8123
12:19:49,4.858,0.8188
12:19:50,4.858,0.8191
12:19:51,4.853,0.8187
12:19:52,4.854,0.8189
12:19:53,4.848,0.8189
12:19:54,4.858,0.8172
12:19:55,4.849,0.8188
12:19:56,4.851,0.819
12:19:57,4.851,0.8189
12:19:58,4.849,0.8191
12:19:59,4.857,0.8174
12:20:00,4.849,0.8178
12:20:01,4.851,0.8181
12:20:02,4.852,0.8194
12:20:03,4.847,0.8194
12:20:04,4.855,0.8182
12:20:05,4.849,0.8185
12:20:06,4.857,0.8183
12:20:07,4.854,0.8183
12:20:08,4.849,0.8166
12:20:09,4.854,0.8117
12:20:10,4.852,0.8116
12:20:11,4.856,0.8113
12:20:12,4.853,0.8113
12:20:13,4.856,0.8111
12:20:14,4.854,0.8112
12:20:15,4.849,0.8109
12:20:16,4.855,0.8192
12:20:17,4.855,0.819
12:20:18,4.85,0.819
12:20:19,4.853,0.8194
12:20:20,4.846,0.8213
12:20:21,4.853,0.8194
12:20:22,4.848,0.818
12:20:23,4.849,0.8181
12:20:24,4.85,0.8198
12:20:25,4.845,0.8197
12:20:26,4.851,0.8184
12:20:27,4.852,0.8199
12:20:28,4.856,0.8199
12:20:29,4.852,0.8182
12:20:30,4.845,0.8119
12:20:31,4.854,0.8117
12:20:32,4.848,0.8113
12:20:33,4.855,0.8112
12:20:34,4.85,0.8101
12:20:35,4.845,0.8117
12:20:36,4.852,0.8105
12:20:37,4.845,0.8199
12:20:38,4.845,0.8199
12:20:39,4.852,0.8196
12:20:40,4.845,0.8178
12:20:41,4.848,0.8168
12:20:42,4.844,0.8194
12:20:43,4.847,0.819
12:20:44,4.846,0.8215
12:20:45,4.845,0.8192
12:20:46,4.848,0.8205
12:20:47,4.848,0.8207
12:20:48,4.85,0.8207
12:20:49,4.849,0.8184
12:20:50,4.851,0.8142
12:20:51,4.851,0.8128
12:20:52,4.839,0.8132
12:20:53,4.853,0.8121
12:20:54,4.849,0.8142
12:20:55,4.848,0.8152
12:20:56,4.851,0.8128
12:20:57,4.839,0.8172
12:20:58,4.851,0.8194
12:20:59,4.851,0.8211
12:21:00,4.841,0.8209
12:21:01,4.847,0.8207
12:21:02,4.842,0.8204
12:21:03,4.848,0.8206
12:21:04,4.844,0.8217
12:21:05,4.846,0.8207
12:21:06,4.845,0.8202
12:21:07,4.844,0.8205
12:21:08,4.846,0.8203
12:21:09,4.848,0.8205
12:21:10,4.848,0.8205
12:21:11,4.848,0.8188
12:21:12,4.848,0.8144
12:21:13,4.85,0.814
12:21:14,4.839,0.8138
12:21:15,4.852,0.8134
12:21:16,4.848,0.8134
12:21:17,4.848,0.8134
12:21:18,4.851,0.8203
12:21:19,4.851,0.8231
12:21:20,4.845,0.8211
12:21:21,4.845,0.821
12:21:22,4.843,0.8213
12:21:23,4.846,0.821
12:21:24,4.842,0.8223
12:21:25,4.845,0.8199
12:21:26,4.844,0.8203
12:21:27,4.845,0.8207
12:21:28,4.85,0.8207
12:21:29,4.838,0.8207
12:21:30,4.852,0.8204
12:21:31,4.846,0.8138
12:21:32,4.849,0.8137
12:21:33,4.849,0.8132
12:21:34,4.843,0.8127
12:21:35,4.851,0.8182
12:21:36,4.841,0.8146
12:21:37,4.847,0.8143
12:21:38,4.847,0.8141
12:21:39,4.846,0.8221
12:21:40,4.846,0.8209
12:21:41,4.847,0.8225
12:21:42,4.845,0.8211
12:21:43,4.844,0.8229
12:21:44,4.842,0.8227
12:21:45,4.846,0.8226
12:21:46,4.842,0.823
12:21:47,4.845,0.8217
12:21:48,4.844,0.8219
12:21:49,4.838,0.8218
12:21:50,4.85,0.8218
12:21:51,4.839,0.8201
12:21:52,4.852,0.814
12:21:53,4.848,0.815
12:21:54,4.846,0.8138
12:21:55,4.85,0.8139
12:21:56,4.837,0.8134
12:21:57,4.851,0.8132
12:21:58,4.84,0.8219
12:21:59,4.84,0.8222
12:22:00,4.85,0.8223
12:22:01,4.84,0.8226
12:22:02,4.846,0.8225
12:22:03,4.842,0.8225
12:22:04,4.843,0.8228
12:22:05,4.844,0.8226
12:22:06,4.843,0.8223
12:22:07,4.846,0.8225
12:22:08,4.847,0.8229
12:22:09,4.844,0.8229
12:22:10,4.847,0.8201
12:22:11,4.842,0.8152
12:22:12,4.85,0.8148
12:22:13,4.836,0.8152
12:22:14,4.849,0.8153
12:22:15,4.847,0.8182
12:22:16,4.841,0.8168
12:22:17,4.85,0.8209
12:22:18,4.836,0.818
12:22:19,4.849,0.8233
12:22:20,4.849,0.8229
12:22:21,4.838,0.8241
12:22:22,4.844,0.8239
12:22:23,4.842,0.8251
12:22:24,4.843,0.8247
12:22:25,4.845,0.8237
12:22:26,4.843,0.8247
12:22:27,4.845,0.8233
12:22:28,4.837,0.8236
12:22:29,4.848,0.8236
12:22:30,4.844,0.8209
12:22:31,4.845,0.8156
12:22:32,4.847,0.8154
12:22:33,4.838,0.817
12:22:34,4.848,0.8154
12:22:35,4.839,0.8158
12:22:36,4.845,0.8168
12:22:37,4.847,0.8165
12:22:38,4.838,0.8249
12:22:39,4.838,0.8247
12:22:40,4.847,0.8249
12:22:41,4.843,0.8245
12:22:42,4.843,0.8235
12:22:43,4.838,0.8233
12:22:44,4.843,0.8231
12:22:45,4.841,0.8234
12:22:46,4.84,0.823
12:22:47,4.843,0.8234
12:22:48,4.836,0.8233
12:22:49,4.848,0.8233
12:22:50,4.835,0.8219
12:22:51,4.847,0.8158
12:22:52,4.846,0.8155
12:22:53,4.842,0.817
12:22:54,4.847,0.8146
12:22:55,4.835,0.8145
12:22:56,4.849,0.8158
12:22:57,4.843,0.8158
12:22:58,4.844,0.8158
12:22:59,4.847,0.8235
12:23:00,4.847,0.8235
12:23:01,4.839,0.8239
12:23:02,4.843,0.824
12:23:03,4.839,0.8236
12:23:04,4.842,0.8231
12:23:05,4.842,0.8232
12:23:06,4.841,0.8227
12:23:07,4.838,0.8243
12:23:08,4.84,0.8209
12:23:09,4.846,0.8223
12:23:10,4.835,0.8223
12:23:11,4.847,0.8194
12:23:12,4.834,0.816
12:23:13,4.848,0.8136
12:23:14,4.845,0.8156
12:23:15,4.844,0.8142
12:23:16,4.847,0.8143
12:23:17,4.834,0.8141
12:23:18,4.846,0.8142
12:23:19,4.844,0.8152
12:23:20,4.842,0.8225
12:23:21,4.842,0.8221
12:23:22,4.843,0.8241
12:23:23,4.842,0.824
12:23:24,4.842,0.824
12:23:25,4.839,0.8239
12:23:26,4.841,0.8236
12:23:27,4.839,0.8249
12:23:28,4.841,0.8225
12:23:29,4.842,0.8239
12:23:30,4.841,0.8221
12:23:31,4.847,0.8224
12:23:32,4.834,0.8224
12:23:33,4.846,0.8222
12:23:34,4.836,0.8168
12:23:35,4.845,0.8158
12:23:36,4.845,0.818
12:23:37,4.834,0.816
12:23:38,4.848,0.8163
12:23:39,4.835,0.8201
12:23:40,4.844,0.8188
12:23:41,4.846,0.8235
12:23:42,4.846,0.8239
12:23:43,4.843,0.8239
12:23:44,4.844,0.8253
12:23:45,4.838,0.8231
12:23:46,4.843,0.8234
12:23:47,4.839,0.8245
12:23:48,4.842,0.8243
12:23:49,4.839,0.8259
12:23:50,4.841,0.8243
12:23:51,4.841,0.8233
12:23:52,4.838,0.8234
12:23:53,4.846,0.8234
12:23:54,4.834,0.8234
12:23:55,4.844,0.8223
12:23:56,4.842,0.8162
12:23:57,4.842,0.818
12:23:58,4.846,0.816
12:23:59,4.834,0.8203
12:24:00,4.847,0.817
12:24:01,4.836,0.8196
12:24:02,4.843,0.8164
12:24:03,4.845,0.8164
12:24:04,4.836,0.8247
12:24:05,4.836,0.8249
12:24:06,4.845,0.8252
12:24:07,4.839,0.8252
12:24:08,4.842,0.8249
12:24:09,4.837,0.8252
12:24:10,4.841,0.8247
12:24:11,4.843,0.8257
12:24:12,4.839,0.8254
12:24:13,4.842,0.8255
12:24:14,4.838,0.8259
12:24:15,4.843,0.8249
12:24:16,4.834,0.8249
12:24:17,4.841,0.8231
12:24:18,4.845,0.8178
12:24:19,4.833,0.8178
12:24:20,4.846,0.8179
12:24:21,4.833,0.819
12:24:22,4.842,0.8172
12:24:23,4.841,0.8169
12:24:24,4.835,0.8168
12:24:25,4.847,0.8188
12:24:26,4.836,0.8259
12:24:27,4.836,0.8241
12:24:28,4.845,0.8253
12:24:29,4.833,0.8249
12:24:30,4.841,0.8248
12:24:31,4.842,0.8248
12:24:32,4.841,0.8244
12:24:33,4.839,0.8257
12:24:34,4.837,0.8235
12:24:35,4.841,0.8245
12:24:36,4.837,0.8246
12:24:37,4.84,0.8231
12:24:38,4.837,0.8231
12:24:39,4.84,0.823
12:24:40,4.845,0.816
12:24:41,4.831,0.8164
12:24:42,4.846,0.816
12:24:43,4.833,0.8186
12:24:44,4.843,0.8182
12:24:45,4.846,0.8148
12:24:46,4.833,0.8166
12:24:47,4.846,0.8247
12:24:48,4.846,0.8248
12:24:49,4.833,0.8237
12:24:50,4.841,0.8251
12:24:51,4.838,0.8241
12:24:52,4.841,0.8231
12:24:53,4.838,0.8245
12:24:54,4.837,0.8233
12:24:55,4.839,0.8253
12:24:56,4.838,0.8241
12:24:57,4.841,0.8237
12:24:58,4.833,0.8241
12:24:59,4.841,0.8241
12:25:00,4.834,0.8221
12:25:01,4.84,0.8176
12:25:02,4.844,0.8156
12:25:03,4.83,0.8174
12:25:04,4.847,0.8164
12:25:05,4.833,0.8163
12:25:06,4.84,0.8163
12:25:07,4.844,0.8176
12:25:08,4.832,0.8255
12:25:09,4.832,0.8254
12:25:10,4.843,0.8253
12:25:11,4.836,0.8249
12:25:12,4.839,0.8239
12:25:13,4.833,0.8257
12:25:14,4.837,0.8243
12:25:15,4.839,0.8261
12:25:16,4.838,0.8258
12:25:17,4.839,0.8256
12:25:18,4.83,0.8254
12:25:19,4.844,0.8254
12:25:20,4.831,0.8217
12:25:21,4.839,0.8178
12:25:22,4.839,0.8201
12:25:23,4.832,0.8174
12:25:24,4.845,0.8176
12:25:25,4.832,0.8158
12:25:26,4.843,0.817
12:25:27,4.835,0.8171
12:25:28,4.835,0.8257
12:25:29,4.835,0.8245
12:25:30,4.841,0.8259
12:25:31,4.839,0.8247
12:25:32,4.838,0.8261
12:25:33,4.834,0.8257
12:25:34,4.839,0.8253
12:25:35,4.834,0.8265
