UnixTime,GasData
1592860081,439.0
1592860082,429.0
1592860083,439.0
1592860084,421.0
1592860085,427.0
1592860086,432.0
1592860087,433.0
1592860088,436.0
1592860089,425.0
1592860090,425.0
1592860091,428.0
1592860092,431.0
1592860093,434.0
1592860094,437.0
1592860095,421.0
1592860096,433.0
1592860097,428.0
1592860098,424.0
1592860099,428.0
1592860100,430.0
1592860101,424.0
1592860102,436.0
1592860103,430.0
1592860104,423.0
1592860105,422.0
1592860106,426.0
1592860107,429.0
1592860108,424.0
1592860109,421.0
1592860110,433.0
1592860111,437.0
1592860112,428.0
1592860113,428.0
1592860114,433.0
1592860115,438.0
1592860116,421.0
1592860117,435.0
1592860118,433.0
1592860119,425.0
1592860120,434.0
1592860121,423.0
1592860122,436.0
1592860123,425.0
1592860124,429.0
1592860125,435.0
1592860126,434.0
1592860127,429.0
1592860128,421.0
1592860129,437.0
1592860130,435.0
1592860131,425.0
1592860132,424.0
1592860133,431.0
1592860134,438.0
1592860135,428.0
1592860136,423.0
1592860137,425.0
1592860138,422.0
1592860139,432.0
1592860140,426.0
1592860141,436.0
1592860142,437.0
1592860143,438.0
1592860144,424.0
1592860145,421.0
1592860146,437.0
1592860147,431.0
1592860148,428.0
1592860149,437.0
1592860150,438.0
1592860151,437.0
1592860152,437.0
1592860153,434.0
1592860154,424.0
1592860155,429.0
1592860156,431.0
1592860157,425.0
1592860158,435.0
1592860159,435.0
1592860160,438.0
1592860161,422.0
1592860162,439.0
1592860163,428.0
1592860164,432.0
1592860165,420.0
1592860166,437.0
1592860167,434.0
1592860168,428.0
1592860169,435.0
1592860170,428.0
1592860171,433.0
1592860172,430.0
1592860173,426.0
1592860174,422.0
1592860175,422.0
1592860176,425.0
1592860177,422.0
1592860178,432.0
1592860179,427.0
1592860180,421.0
1592860181,435.0
1592860182,432.0
1592860183,431.0
1592860184,421.0
1592860185,430.0
1592860186,431.0
1592860187,438.0
1592860188,437.0
1592860189,436.0
1592860190,430.0
1592860191,420.0
1592860192,439.0
1592860193,435.0
1592860194,426.0
1592860195,432.0
1592860196,438.0
1592860197,435.0
1592860198,439.0
1592860199,434.0
1592860200,423.0
1592860201,429.0
1592860202,420.0
1592860203,425.0
1592860204,426.0
1592860205,423.0
1592860206,426.0
1592860207,433.0
1592860208,430.0
1592860209,438.0
1592860210,434.0
1592860211,420.0
1592860212,424.0
1592860213,426.0
1592860214,434.0
1592860215,426.0
1592860216,434.0
1592860217,423.0
1592860218,438.0
1592860219,424.0
1592860220,430.0
1592860221,430.0
1592860222,439.0
1592860223,423.0
1592860224,427.0
1592860225,425.0
1592860226,437.0
1592860227,432.0
1592860228,439.0
1592860229,427.0
1592860230,425.0
1592860231,436.0
1592860232,425.0
1592860233,423.0
1592860234,420.0
1592860235,424.0
1592860236,428.0
1592860237,435.0
1592860238,435.0
