Read times - Voltage  graph	Voltage(V) - Voltage  graph	Read times - Current graph	Current(A) - Current graph	
11196	4.982	11196	0.0296	
11197	4.986	11197	0.0296	
11198	4.986	11198	0.0392	
11199	4.982	11199	0.0392	
11200	4.982	11200	0.0294	
11201	4.986	11201	0.0294	
11202	4.986	11202	0.0394	
11203	4.983	11203	0.0394	
11204	4.983	11204	0.0300	
11205	4.986	11205	0.0300	
11206	4.986	11206	0.0400	
11207	4.983	11207	0.0400	
11208	4.983	11208	0.0302	
11209	4.986	11209	0.0302	
11210	4.986	11210	0.0398	
11211	4.986	11211	0.0398	
11212	4.986	11212	0.0302	
11213	4.986	11213	0.0302	
11214	4.986	11214	0.0404	
11215	4.985	11215	0.0404	
11216	4.985	11216	0.0302	
11217	4.987	11217	0.0302	
11218	4.987	11218	0.0750	
11219	4.985	11219	0.0750	
11220	4.985	11220	0.0300	
11221	4.987	11221	0.0300	
11222	4.987	11222	0.0754	
11223	4.985	11223	0.0754	
11224	4.985	11224	0.0294	
11225	4.986	11225	0.0294	
11226	4.986	11226	0.0756	
11227	4.986	11227	0.0756	
11228	4.986	11228	0.0294	
11229	4.986	11229	0.0294	
11230	4.986	11230	0.0758	
11231	4.986	11231	0.0758	
11232	4.986	11232	0.0305	
11233	4.986	11233	0.0305	
11234	4.986	11234	0.0756	
11235	4.986	11235	0.0756	
11236	4.986	11236	0.0302	
11237	4.985	11237	0.0302	
11238	4.985	11238	0.0763	
11239	4.986	11239	0.0763	
11240	4.986	11240	0.0302	
11241	4.986	11241	0.0302	
11242	4.986	11242	0.0752	
11243	4.986	11243	0.0752	
11244	4.986	11244	0.0302	
11245	4.987	11245	0.0302	
11246	4.987	11246	0.0862	
11247	4.986	11247	0.0862	
11248	4.986	11248	0.0302	
11249	4.987	11249	0.0302	
11250	4.987	11250	0.0862	
11251	4.986	11251	0.0862	
11252	4.986	11252	0.0296	
11253	4.985	11253	0.0296	
11254	4.985	11254	0.0860	
11255	4.986	11255	0.0860	
11256	4.986	11256	0.0294	
11257	4.985	11257	0.0294	
11258	4.985	11258	0.0862	
11259	4.987	11259	0.0862	
11260	4.987	11260	0.0302	
11261	4.985	11261	0.0302	
11262	4.985	11262	0.0862	
11263	4.987	11263	0.0862	
11264	4.987	11264	0.0302	
11265	4.985	11265	0.0302	
11266	4.985	11266	0.0854	
11267	4.986	11267	0.0854	
11268	4.986	11268	0.0302	
11269	4.986	11269	0.0302	
11270	4.986	11270	0.0552	
11271	4.986	11271	0.0552	
11272	4.986	11272	0.0302	
11273	4.986	11273	0.0302	
11274	4.986	11274	0.0550	
11275	4.986	11275	0.0550	
11276	4.986	11276	0.0294	
11277	4.985	11277	0.0294	
11278	4.985	11278	0.0548	
11279	4.986	11279	0.0548	
11280	4.986	11280	0.0294	
11281	4.985	11281	0.0294	
11282	4.985	11282	0.0548	
11283	4.987	11283	0.0548	
11284	4.987	11284	0.0300	
11285	4.985	11285	0.0300	
11286	4.985	11286	0.0546	
11287	4.987	11287	0.0546	
11288	4.987	11288	0.0302	
11289	4.985	11289	0.0302	
11290	4.985	11290	0.0544	
11291	4.986	11291	0.0544	
11292	4.986	11292	0.0302	
11293	4.985	11293	0.0302	
11294	4.985	11294	0.0542	
11295	4.986	11295	0.0542	
11296	4.986	11296	0.0302	
11297	4.985	11297	0.0302	
11298	4.985	11298	0.0341	
11299	4.986	11299	0.0341	
11300	4.986	11300	0.0300	
11301	4.985	11301	0.0300	
11302	4.985	11302	0.0341	
11303	4.986	11303	0.0341	
11304	4.986	11304	0.0307	
11305	4.985	11305	0.0307	
11306	4.985	11306	0.0341	
11307	4.986	11307	0.0341	
11308	4.986	11308	0.0296	
11309	4.980	11309	0.0296	
11310	4.980	11310	0.0341	
11311	4.987	11311	0.0341	
11312	4.987	11312	0.0319	
11313	4.980	11313	0.0319	
11314	4.980	11314	0.0339	
11315	4.987	11315	0.0339	
11316	4.987	11316	0.0319	
11317	4.979	11317	0.0319	
11318	4.979	11318	0.0333	
11319	4.986	11319	0.0333	
11320	4.986	11320	0.0321	
11321	4.979	11321	0.0321	
11322	4.979	11322	0.0333	
11323	4.986	11323	0.0333	
11324	4.986	11324	0.0321	
11325	4.979	11325	0.0321	
11326	4.979	11326	0.0339	
11327	4.986	11327	0.0339	
11328	4.986	11328	0.0321	
11329	4.981	11329	0.0321	
11330	4.981	11330	0.0307	
11331	4.986	11331	0.0307	
11332	4.986	11332	0.0310	
11333	4.978	11333	0.0310	
11334	4.978	11334	0.0308	
11335	4.986	11335	0.0308	
11336	4.986	11336	0.0310	
11337	4.978	11337	0.0310	
11338	4.978	11338	0.0308	
11339	4.987	11339	0.0308	
11340	4.987	11340	0.0345	
11341	4.978	11341	0.0345	
11342	4.978	11342	0.0307	
11343	4.987	11343	0.0307	
11344	4.987	11344	0.0347	
11345	4.978	11345	0.0347	
11346	4.978	11346	0.0300	
11347	4.986	11347	0.0300	
11348	4.986	11348	0.0359	
11349	4.978	11349	0.0359	
11350	4.978	11350	0.0300	
11351	4.986	11351	0.0300	
11352	4.986	11352	0.0349	
11353	4.979	11353	0.0349	
11354	4.979	11354	0.0298	
11355	4.986	11355	0.0298	
11356	4.986	11356	0.0349	
11357	4.979	11357	0.0349	
11358	4.979	11358	0.0302	
11359	4.986	11359	0.0302	
11360	4.986	11360	0.0341	
11361	4.983	11361	0.0341	
11362	4.983	11362	0.0302	
11363	4.986	11363	0.0302	
11364	4.986	11364	0.0341	
11365	4.982	11365	0.0341	
11366	4.982	11366	0.0302	
11367	4.986	11367	0.0302	
11368	4.986	11368	0.0341	
11369	4.982	11369	0.0341	
11370	4.982	11370	0.0302	
11371	4.987	11371	0.0302	
11372	4.987	11372	0.0379	
11373	4.983	11373	0.0379	
11374	4.983	11374	0.0294	
11375	4.986	11375	0.0294	
11376	4.986	11376	0.0382	
11377	4.982	11377	0.0382	
11378	4.982	11378	0.0294	
11379	4.986	11379	0.0294	
11380	4.986	11380	0.0379	
11381	4.983	11381	0.0379	
11382	4.983	11382	0.0300	
11383	4.986	11383	0.0300	
11384	4.986	11384	0.0380	
11385	4.983	11385	0.0380	
11386	4.983	11386	0.0302	
11387	4.986	11387	0.0302	
11388	4.986	11388	0.0375	
11389	4.986	11389	0.0375	
11390	4.986	11390	0.0302	
11391	4.986	11391	0.0302	
11392	4.986	11392	0.0375	
11393	4.985	11393	0.0375	
11394	4.985	11394	0.0302	
11395	4.986	11395	0.0302	
11396	4.986	11396	0.0377	
11397	4.986	11397	0.0377	
11398	4.986	11398	0.0307	
11399	4.987	11399	0.0307	
11400	4.987	11400	0.0710	
11401	4.986	11401	0.0710	
11402	4.986	11402	0.0296	
11403	4.986	11403	0.0296	
11404	4.986	11404	0.0710	
11405	4.985	11405	0.0710	
11406	4.985	11406	0.0294	
11407	4.986	11407	0.0294	
11408	4.986	11408	0.0712	
11409	4.986	11409	0.0712	
11410	4.986	11410	0.0302	
11411	4.986	11411	0.0302	
11412	4.986	11412	0.0716	
11413	4.986	11413	0.0716	
11414	4.986	11414	0.0302	
11415	4.986	11415	0.0302	
11416	4.986	11416	0.0708	
11417	4.986	11417	0.0708	
11418	4.986	11418	0.0302	
11419	4.986	11419	0.0302	
11420	4.986	11420	0.0710	
11421	4.986	11421	0.0710	
11422	4.986	11422	0.0302	
11423	4.987	11423	0.0302	
11424	4.987	11424	0.0862	
11425	4.986	11425	0.0862	
11426	4.986	11426	0.0302	
11427	4.987	11427	0.0302	
11428	4.987	11428	0.0862	
11429	4.986	11429	0.0862	
11430	4.986	11430	0.0294	
11431	4.985	11431	0.0294	
11432	4.985	11432	0.0862	
11433	4.986	11433	0.0862	
11434	4.986	11434	0.0294	
11435	4.985	11435	0.0294	
11436	4.985	11436	0.0862	
11437	4.987	11437	0.0862	
11438	4.987	11438	0.0300	
11439	4.986	11439	0.0300	
11440	4.986	11440	0.0864	
11441	4.987	11441	0.0864	
11442	4.987	11442	0.0307	
11443	4.985	11443	0.0307	
11444	4.985	11444	0.0858	
11445	4.986	11445	0.0858	
11446	4.986	11446	0.0302	
11447	4.985	11447	0.0302	
11448	4.985	11448	0.0858	
11449	4.986	11449	0.0858	
11450	4.986	11450	0.0302	
11451	4.986	11451	0.0302	
11452	4.986	11452	0.0586	
11453	4.986	11453	0.0586	
11454	4.986	11454	0.0302	
11455	4.986	11455	0.0302	
11456	4.986	11456	0.0586	
11457	4.987	11457	0.0586	
11458	4.987	11458	0.0294	
11459	4.985	11459	0.0294	
11460	4.985	11460	0.0586	
11461	4.986	11461	0.0586	
11462	4.986	11462	0.0296	
11463	4.985	11463	0.0296	
11464	4.985	11464	0.0590	
11465	4.987	11465	0.0590	
11466	4.987	11466	0.0300	
11467	4.985	11467	0.0300	
11468	4.985	11468	0.0588	
11469	4.987	11469	0.0588	
11470	4.987	11470	0.0302	
11471	4.985	11471	0.0302	
11472	4.985	11472	0.0578	
11473	4.986	11473	0.0578	
11474	4.986	11474	0.0302	
11475	4.985	11475	0.0302	
11476	4.985	11476	0.0580	
11477	4.986	11477	0.0580	
11478	4.986	11478	0.0302	
11479	4.986	11479	0.0302	
11480	4.986	11480	0.0347	
11481	4.986	11481	0.0347	
11482	4.986	11482	0.0302	
11483	4.986	11483	0.0302	
11484	4.986	11484	0.0347	
11485	4.986	11485	0.0347	
11486	4.986	11486	0.0294	
11487	4.981	11487	0.0294	
11488	4.981	11488	0.0347	
11489	4.986	11489	0.0347	
11490	4.986	11490	0.0294	
11491	4.981	11491	0.0294	
11492	4.981	11492	0.0347	
11493	4.987	11493	0.0347	
11494	4.987	11494	0.0313	
11495	4.980	11495	0.0313	
11496	4.980	11496	0.0345	
11497	4.987	11497	0.0345	
11498	4.987	11498	0.0315	
11499	4.980	11499	0.0315	
11500	4.980	11500	0.0339	
11501	4.986	11501	0.0339	
11502	4.986	11502	0.0315	
11503	4.980	11503	0.0315	
11504	4.980	11504	0.0339	
11505	4.986	11505	0.0339	
11506	4.986	11506	0.0315	
11507	4.981	11507	0.0315	
11508	4.981	11508	0.0314	
11509	4.986	11509	0.0314	
11510	4.986	11510	0.0314	
11511	4.981	11511	0.0314	
11512	4.981	11512	0.0312	
11513	4.986	11513	0.0312	
11514	4.986	11514	0.0337	
11515	4.978	11515	0.0337	
11516	4.978	11516	0.0313	
11517	4.986	11517	0.0313	
11518	4.986	11518	0.0311	
11519	4.978	11519	0.0311	
11520	4.978	11520	0.0312	
11521	4.987	11521	0.0312	
11522	4.987	11522	0.0347	
11523	4.978	11523	0.0347	
11524	4.978	11524	0.0305	
11525	4.986	11525	0.0305	
11526	4.986	11526	0.0347	
11527	4.978	11527	0.0347	
11528	4.978	11528	0.0305	
11529	4.987	11529	0.0305	
11530	4.987	11530	0.0347	
11531	4.978	11531	0.0347	
11532	4.978	11532	0.0303	
11533	4.986	11533	0.0303	
11534	4.986	11534	0.0347	
11535	4.979	11535	0.0347	
11536	4.979	11536	0.0305	
11537	4.986	11537	0.0305	
11538	4.986	11538	0.0347	
11539	4.979	11539	0.0347	
11540	4.979	11540	0.0302	
11541	4.986	11541	0.0302	
11542	4.986	11542	0.0339	
11543	4.981	11543	0.0339	
11544	4.981	11544	0.0302	
11545	4.986	11545	0.0302	
11546	4.986	11546	0.0339	
11547	4.982	11547	0.0339	
11548	4.982	11548	0.0302	
11549	4.987	11549	0.0302	
11550	4.987	11550	0.0355	
11551	4.982	11551	0.0355	
11552	4.982	11552	0.0302	
11553	4.987	11553	0.0302	
11554	4.987	11554	0.0355	
11555	4.982	11555	0.0355	
11556	4.982	11556	0.0296	
11557	4.986	11557	0.0296	
11558	4.986	11558	0.0357	
11559	4.983	11559	0.0357	
11560	4.983	11560	0.0300	
11561	4.986	11561	0.0300	
11562	4.986	11562	0.0357	
11563	4.982	11563	0.0357	
11564	4.982	11564	0.0300	
11565	4.986	11565	0.0300	
11566	4.986	11566	0.0357	
11567	4.982	11567	0.0357	
11568	4.982	11568	0.0303	
11569	4.986	11569	0.0303	
11570	4.986	11570	0.0353	
11571	4.985	11571	0.0353	
11572	4.985	11572	0.0302	
11573	4.986	11573	0.0302	
11574	4.986	11574	0.0351	
11575	4.985	11575	0.0351	
11576	4.985	11576	0.0302	
11577	4.987	11577	0.0302	
11578	4.987	11578	0.0657	
11579	4.985	11579	0.0657	
11580	4.985	11580	0.0300	
11581	4.986	11581	0.0300	
11582	4.986	11582	0.0661	
11583	4.985	11583	0.0661	
11584	4.985	11584	0.0296	
11585	4.986	11585	0.0296	
11586	4.986	11586	0.0661	
11587	4.985	11587	0.0661	
11588	4.985	11588	0.0296	
11589	4.986	11589	0.0296	
11590	4.986	11590	0.0663	
11591	4.986	11591	0.0663	
11592	4.986	11592	0.0300	
11593	4.986	11593	0.0300	
11594	4.986	11594	0.0667	
11595	4.986	11595	0.0667	
11596	4.986	11596	0.0302	
11597	4.986	11597	0.0302	
11598	4.986	11598	0.0659	
11599	4.986	11599	0.0659	
11600	4.986	11600	0.0302	
11601	4.986	11601	0.0302	
11602	4.986	11602	0.0663	
11603	4.986	11603	0.0663	
11604	4.986	11604	0.0302	
11605	4.987	11605	0.0302	
11606	4.987	11606	0.0866	
11607	4.986	11607	0.0866	
11608	4.986	11608	0.0300	
11609	4.986	11609	0.0300	
11610	4.986	11610	0.0866	
11611	4.986	11611	0.0866	
11612	4.986	11612	0.0296	
11613	4.985	11613	0.0296	
11614	4.985	11614	0.0866	
11615	4.987	11615	0.0866	
11616	4.987	11616	0.0302	
11617	4.985	11617	0.0302	
11618	4.985	11618	0.0866	
11619	4.987	11619	0.0866	
11620	4.987	11620	0.0302	
11621	4.985	11621	0.0302	
11622	4.985	11622	0.0858	
11623	4.986	11623	0.0858	
11624	4.986	11624	0.0302	
11625	4.986	11625	0.0302	
11626	4.986	11626	0.0858	
11627	4.986	11627	0.0858	
11628	4.986	11628	0.0302	
11629	4.985	11629	0.0302	
11630	4.985	11630	0.0862	
11631	4.986	11631	0.0862	
11632	4.986	11632	0.0303	
11633	4.986	11633	0.0303	
11634	4.986	11634	0.0629	
11635	4.986	11635	0.0629	
11636	4.986	11636	0.0296	
11637	4.986	11637	0.0296	
11638	4.986	11638	0.0629	
11639	4.986	11639	0.0629	
11640	4.986	11640	0.0294	
11641	4.985	11641	0.0294	
11642	4.985	11642	0.0627	
11643	4.987	11643	0.0627	
11644	4.987	11644	0.0300	
11645	4.985	11645	0.0300	
11646	4.985	11646	0.0627	
11647	4.987	11647	0.0627	
11648	4.987	11648	0.0302	
11649	4.985	11649	0.0302	
11650	4.985	11650	0.0619	
11651	4.986	11651	0.0619	
11652	4.986	11652	0.0313	
11653	4.985	11653	0.0313	
11654	4.985	11654	0.0617	
11655	4.986	11655	0.0617	
11656	4.986	11656	0.0302	
11657	4.986	11657	0.0302	
11658	4.986	11658	0.0345	
11659	4.986	11659	0.0345	
11660	4.986	11660	0.0302	
11661	4.986	11661	0.0302	
11662	4.986	11662	0.0347	
11663	4.986	11663	0.0347	
11664	4.986	11664	0.0302	
11665	4.986	11665	0.0302	
11666	4.986	11666	0.0351	
11667	4.986	11667	0.0351	
11668	4.986	11668	0.0296	
11669	4.981	11669	0.0296	
11670	4.981	11670	0.0349	
11671	4.987	11671	0.0349	
11672	4.987	11672	0.0307	
11673	4.981	11673	0.0307	
11674	4.981	11674	0.0351	
11675	4.987	11675	0.0351	
11676	4.987	11676	0.0311	
11677	4.981	11677	0.0311	
11678	4.981	11678	0.0351	
11679	4.987	11679	0.0351	
11680	4.987	11680	0.0311	
11681	4.981	11681	0.0311	
11682	4.981	11682	0.0343	
11683	4.986	11683	0.0343	
11684	4.986	11684	0.0309	
11685	4.982	11685	0.0309	
11686	4.982	11686	0.0311	
11687	4.986	11687	0.0311	
11688	4.986	11688	0.0312	
11689	4.982	11689	0.0312	
11690	4.982	11690	0.0312	
11691	4.986	11691	0.0312	
11692	4.986	11692	0.0308	
11693	4.978	11693	0.0308	
11694	4.978	11694	0.0312	
11695	4.986	11695	0.0312	
11696	4.986	11696	0.0310	
11697	4.978	11697	0.0310	
11698	4.978	11698	0.0312	
11699	4.986	11699	0.0312	
11700	4.986	11700	0.0308	
11701	4.978	11701	0.0308	
11702	4.978	11702	0.0312	
11703	4.987	11703	0.0312	
11704	4.987	11704	0.0343	
11705	4.978	11705	0.0343	
11706	4.978	11706	0.0309	
11707	4.986	11707	0.0309	
11708	4.986	11708	0.0343	
11709	4.978	11709	0.0343	
11710	4.978	11710	0.0309	
11711	4.986	11711	0.0309	
11712	4.986	11712	0.0345	
11713	4.978	11713	0.0345	
11714	4.978	11714	0.0309	
11715	4.986	11715	0.0309	
11716	4.986	11716	0.0343	
11717	4.979	11717	0.0343	
11718	4.979	11718	0.0307	
11719	4.986	11719	0.0307	
11720	4.986	11720	0.0345	
11721	4.979	11721	0.0345	
11722	4.979	11722	0.0302	
11723	4.986	11723	0.0302	
11724	4.986	11724	0.0347	
11725	4.981	11725	0.0347	
11726	4.981	11726	0.0302	
11727	4.986	11727	0.0302	
11728	4.986	11728	0.0339	
11729	4.981	11729	0.0339	
11730	4.981	11730	0.0302	
11731	4.987	11731	0.0302	
11732	4.987	11732	0.0349	
11733	4.981	11733	0.0349	
11734	4.981	11734	0.0302	
11735	4.987	11735	0.0302	
11736	4.987	11736	0.0351	
11737	4.981	11737	0.0351	
11738	4.981	11738	0.0296	
11739	4.986	11739	0.0296	
11740	4.986	11740	0.0353	
11741	4.982	11741	0.0353	
11742	4.982	11742	0.0300	
11743	4.986	11743	0.0300	
11744	4.986	11744	0.0351	
11745	4.982	11745	0.0351	
11746	4.982	11746	0.0302	
11747	4.986	11747	0.0302	
11748	4.986	11748	0.0345	
11749	4.986	11749	0.0345	
11750	4.986	11750	0.0302	
11751	4.986	11751	0.0302	
11752	4.986	11752	0.0345	
11753	4.985	11753	0.0345	
11754	4.985	11754	0.0303	
11755	4.986	11755	0.0303	
11756	4.986	11756	0.0347	
11757	4.985	11757	0.0347	
11758	4.985	11758	0.0303	
11759	4.987	11759	0.0303	
11760	4.987	11760	0.0649	
11761	4.985	11761	0.0649	
11762	4.985	11762	0.0296	
11763	4.986	11763	0.0296	
11764	4.986	11764	0.0649	
11765	4.985	11765	0.0649	
11766	4.985	11766	0.0296	
11767	4.986	11767	0.0296	
11768	4.986	11768	0.0651	
11769	4.986	11769	0.0651	
11770	4.986	11770	0.0300	
11771	4.986	11771	0.0300	
11772	4.986	11772	0.0657	
11773	4.986	11773	0.0657	
11774	4.986	11774	0.0302	
11775	4.986	11775	0.0302	
11776	4.986	11776	0.0647	
11777	4.986	11777	0.0647	
11778	4.986	11778	0.0302	
11779	4.985	11779	0.0302	
11780	4.985	11780	0.0651	
11781	4.986	11781	0.0651	
11782	4.986	11782	0.0302	
11783	4.987	11783	0.0302	
11784	4.987	11784	0.0866	
11785	4.986	11785	0.0866	
11786	4.986	11786	0.0302	
11787	4.987	11787	0.0302	
11788	4.987	11788	0.0868	
11789	4.986	11789	0.0868	
11790	4.986	11790	0.0313	
11791	4.985	11791	0.0313	
11792	4.985	11792	0.0868	
11793	4.986	11793	0.0868	
11794	4.986	11794	0.0296	
11795	4.985	11795	0.0296	
11796	4.985	11796	0.0868	
11797	4.985	11797	0.0868	
11798	4.985	11798	0.0296	
11799	4.985	11799	0.0296	
11800	4.985	11800	0.0866	
11801	4.987	11801	0.0866	
11802	4.987	11802	0.0302	
11803	4.985	11803	0.0302	
11804	4.985	11804	0.0866	
11805	4.987	11805	0.0866	
11806	4.987	11806	0.0302	
11807	4.985	11807	0.0302	
11808	4.985	11808	0.0860	
11809	4.986	11809	0.0860	
11810	4.986	11810	0.0302	
11811	4.985	11811	0.0302	
11812	4.985	11812	0.0860	
11813	4.986	11813	0.0860	
11814	4.986	11814	0.0302	
11815	4.987	11815	0.0302	
11816	4.987	11816	0.0631	
11817	4.986	11817	0.0631	
11818	4.986	11818	0.0302	
11819	4.986	11819	0.0302	
11820	4.986	11820	0.0629	
11821	4.986	11821	0.0629	
11822	4.986	11822	0.0294	
11823	4.986	11823	0.0294	
11824	4.986	11824	0.0631	
11825	4.986	11825	0.0631	
11826	4.986	11826	0.0294	
11827	4.986	11827	0.0294	
11828	4.986	11828	0.0629	
11829	4.987	11829	0.0629	
11830	4.987	11830	0.0300	
11831	4.985	11831	0.0300	
11832	4.985	11832	0.0625	
11833	4.987	11833	0.0625	
11834	4.987	11834	0.0307	
11835	4.985	11835	0.0307	
11836	4.985	11836	0.0615	
11837	4.987	11837	0.0615	
11838	4.987	11838	0.0302	
11839	4.985	11839	0.0302	
11840	4.985	11840	0.0613	
11841	4.986	11841	0.0613	
11842	4.986	11842	0.0303	
11843	4.985	11843	0.0303	
11844	4.985	11844	0.0609	
11845	4.986	11845	0.0609	
11846	4.986	11846	0.0303	
11847	4.986	11847	0.0303	
11848	4.986	11848	0.0349	
11849	4.986	11849	0.0349	
11850	4.986	11850	0.0303	
11851	4.986	11851	0.0303	
11852	4.986	11852	0.0349	
11853	4.986	11853	0.0349	
11854	4.986	11854	0.0296	
11855	4.981	11855	0.0296	
11856	4.981	11856	0.0347	
11857	4.987	11857	0.0347	
11858	4.987	11858	0.0309	
11859	4.981	11859	0.0309	
11860	4.981	11860	0.0347	
11861	4.987	11861	0.0347	
11862	4.987	11862	0.0311	
11863	4.981	11863	0.0311	
11864	4.981	11864	0.0341	
11865	4.987	11865	0.0341	
11866	4.987	11866	0.0313	
11867	4.981	11867	0.0313	
11868	4.981	11868	0.0339	
11869	4.986	11869	0.0339	
11870	4.986	11870	0.0313	
11871	4.982	11871	0.0313	
11872	4.982	11872	0.0312	
11873	4.986	11873	0.0312	
11874	4.986	11874	0.0312	
11875	4.982	11875	0.0312	
11876	4.982	11876	0.0311	
11877	4.986	11877	0.0311	
11878	4.986	11878	0.0313	
11879	4.981	11879	0.0313	
11880	4.981	11880	0.0313	
11881	4.986	11881	0.0313	
11882	4.986	11882	0.0310	
11883	4.978	11883	0.0310	
11884	4.978	11884	0.0311	
11885	4.987	11885	0.0311	
11886	4.987	11886	0.0343	
11887	4.978	11887	0.0343	
11888	4.978	11888	0.0313	
11889	4.987	11889	0.0313	
11890	4.987	11890	0.0345	
11891	4.978	11891	0.0345	
11892	4.978	11892	0.0313	
11893	4.987	11893	0.0313	
11894	4.987	11894	0.0347	
11895	4.978	11895	0.0347	
11896	4.978	11896	0.0305	
11897	4.986	11897	0.0305	
11898	4.986	11898	0.0347	
11899	4.979	11899	0.0347	
11900	4.979	11900	0.0300	
11901	4.986	11901	0.0300	
11902	4.986	11902	0.0347	
11903	4.979	11903	0.0347	
11904	4.979	11904	0.0302	
11905	4.986	11905	0.0302	
11906	4.986	11906	0.0341	
11907	4.981	11907	0.0341	
11908	4.981	11908	0.0302	
11909	4.986	11909	0.0302	
11910	4.986	11910	0.0341	
11911	4.981	11911	0.0341	
11912	4.981	11912	0.0302	
11913	4.987	11913	0.0302	
11914	4.987	11914	0.0351	
11915	4.981	11915	0.0351	
11916	4.981	11916	0.0302	
11917	4.987	11917	0.0302	
11918	4.987	11918	0.0355	
11919	4.981	11919	0.0355	
11920	4.981	11920	0.0294	
11921	4.986	11921	0.0294	
11922	4.986	11922	0.0353	
11923	4.981	11923	0.0353	
11924	4.981	11924	0.0294	
11925	4.986	11925	0.0294	
11926	4.986	11926	0.0355	
11927	4.982	11927	0.0355	
11928	4.982	11928	0.0317	
11929	4.986	11929	0.0317	
11930	4.986	11930	0.0353	
11931	4.982	11931	0.0353	
11932	4.982	11932	0.0302	
11933	4.986	11933	0.0302	
11934	4.986	11934	0.0347	
11935	4.985	11935	0.0347	
11936	4.985	11936	0.0300	
11937	4.986	11937	0.0300	
11938	4.986	11938	0.0347	
11939	4.985	11939	0.0347	
11940	4.985	11940	0.0302	
11941	4.987	11941	0.0302	
11942	4.987	11942	0.0653	
11943	4.985	11943	0.0653	
11944	4.985	11944	0.0302	
11945	4.987	11945	0.0302	
11946	4.987	11946	0.0659	
11947	4.985	11947	0.0659	
11948	4.985	11948	0.0296	
11949	4.986	11949	0.0296	
11950	4.986	11950	0.0665	
11951	4.985	11951	0.0665	
11952	4.985	11952	0.0294	
11953	4.986	11953	0.0294	
11954	4.986	11954	0.0665	
11955	4.986	11955	0.0665	
11956	4.986	11956	0.0302	
11957	4.986	11957	0.0302	
11958	4.986	11958	0.0669	
11959	4.986	11959	0.0669	
11960	4.986	11960	0.0302	
11961	4.986	11961	0.0302	
11962	4.986	11962	0.0661	
11963	4.986	11963	0.0661	
11964	4.986	11964	0.0302	
11965	4.986	11965	0.0302	
11966	4.986	11966	0.0665	
11967	4.986	11967	0.0665	
11968	4.986	11968	0.0302	
11969	4.987	11969	0.0302	
11970	4.987	11970	0.0866	
11971	4.986	11971	0.0866	
11972	4.986	11972	0.0307	
11973	4.987	11973	0.0307	
11974	4.987	11974	0.0862	
11975	4.986	11975	0.0862	
11976	4.986	11976	0.0294	
11977	4.986	11977	0.0294	
11978	4.986	11978	0.0866	
11979	4.986	11979	0.0866	
11980	4.986	11980	0.0294	
11981	4.986	11981	0.0294	
11982	4.986	11982	0.0866	
11983	4.987	11983	0.0866	
11984	4.987	11984	0.0300	
11985	4.985	11985	0.0300	
11986	4.985	11986	0.0866	
11987	4.987	11987	0.0866	
11988	4.987	11988	0.0302	
11989	4.985	11989	0.0302	
11990	4.985	11990	0.0858	
11991	4.986	11991	0.0858	
11992	4.986	11992	0.0302	
11993	4.985	11993	0.0302	
11994	4.985	11994	0.0856	
11995	4.986	11995	0.0856	
11996	4.986	11996	0.0302	
11997	4.986	11997	0.0302	
11998	4.986	11998	0.0607	
11999	4.986	11999	0.0607	
12000	4.986	12000	0.0307	
12001	4.987	12001	0.0307	
12002	4.987	12002	0.0606	
12003	4.986	12003	0.0606	
12004	4.986	12004	0.0296	
12005	4.985	12005	0.0296	
12006	4.985	12006	0.0606	
12007	4.986	12007	0.0606	
12008	4.986	12008	0.0294	
12009	4.985	12009	0.0294	
12010	4.985	12010	0.0602	
12011	4.987	12011	0.0602	
12012	4.987	12012	0.0300	
12013	4.985	12013	0.0300	
12014	4.985	12014	0.0600	
12015	4.987	12015	0.0600	
12016	4.987	12016	0.0307	
12017	4.985	12017	0.0307	
12018	4.985	12018	0.0590	
12019	4.986	12019	0.0590	
12020	4.986	12020	0.0302	
12021	4.985	12021	0.0302	
12022	4.985	12022	0.0588	
12023	4.986	12023	0.0588	
12024	4.986	12024	0.0302	
12025	4.986	12025	0.0302	
12026	4.986	12026	0.0345	
12027	4.986	12027	0.0345	
12028	4.986	12028	0.0302	
12029	4.986	12029	0.0302	
12030	4.986	12030	0.0345	
12031	4.986	12031	0.0345	
12032	4.986	12032	0.0296	
12033	4.981	12033	0.0296	
12034	4.981	12034	0.0345	
12035	4.986	12035	0.0345	
12036	4.986	12036	0.0296	
12037	4.981	12037	0.0296	
12038	4.981	12038	0.0343	
12039	4.987	12039	0.0343	
12040	4.987	12040	0.0315	
12041	4.981	12041	0.0315	
12042	4.981	12042	0.0345	
12043	4.987	12043	0.0345	
12044	4.987	12044	0.0323	
12045	4.980	12045	0.0323	
12046	4.980	12046	0.0335	
12047	4.987	12047	0.0335	
12048	4.987	12048	0.0317	
12049	4.980	12049	0.0317	
12050	4.980	12050	0.0337	
12051	4.986	12051	0.0337	
12052	4.986	12052	0.0317	
12053	4.981	12053	0.0317	
12054	4.981	12054	0.0307	
12055	4.986	12055	0.0307	
12056	4.986	12056	0.0319	
12057	4.981	12057	0.0319	
12058	4.981	12058	0.0315	
12059	4.986	12059	0.0315	
12060	4.986	12060	0.0317	
12061	4.981	12061	0.0317	
12062	4.981	12062	0.0313	
12063	4.986	12063	0.0313	
12064	4.986	12064	0.0312	
12065	4.978	12065	0.0312	
12066	4.978	12066	0.0325	
