Read times - Voltage  graph	Voltage(V) - Voltage  graph	Read times - Current graph	Current(A) - Current graph	
6622	4.980	6622	0.0343	
6623	4.987	6623	0.0343	
6624	4.987	6624	0.0319	
6625	4.980	6625	0.0319	
6626	4.980	6626	0.0335	
6627	4.986	6627	0.0335	
6628	4.986	6628	0.0317	
6629	4.980	6629	0.0317	
6630	4.980	6630	0.0335	
6631	4.986	6631	0.0335	
6632	4.986	6632	0.0319	
6633	4.981	6633	0.0319	
6634	4.981	6634	0.0316	
6635	4.986	6635	0.0316	
6636	4.986	6636	0.0317	
6637	4.980	6637	0.0317	
6638	4.980	6638	0.0313	
6639	4.986	6639	0.0313	
6640	4.986	6640	0.0323	
6641	4.981	6641	0.0323	
6642	4.981	6642	0.0309	
6643	4.986	6643	0.0309	
6644	4.986	6644	0.0310	
6645	4.978	6645	0.0310	
6646	4.978	6646	0.0310	
6647	4.987	6647	0.0310	
6648	4.987	6648	0.0345	
6649	4.978	6649	0.0345	
6650	4.978	6650	0.0309	
6651	4.987	6651	0.0309	
6652	4.987	6652	0.0347	
6653	4.978	6653	0.0347	
6654	4.978	6654	0.0303	
6655	4.986	6655	0.0303	
6656	4.986	6656	0.0347	
6657	4.977	6657	0.0347	
6658	4.977	6658	0.0302	
6659	4.986	6659	0.0302	
6660	4.986	6660	0.0347	
6661	4.978	6661	0.0347	
6662	4.978	6662	0.0300	
6663	4.986	6663	0.0300	
6664	4.986	6664	0.0349	
6665	4.978	6665	0.0349	
6666	4.978	6666	0.0302	
6667	4.986	6667	0.0302	
6668	4.986	6668	0.0341	
6669	4.982	6669	0.0341	
6670	4.982	6670	0.0302	
6671	4.985	6671	0.0302	
6672	4.985	6672	0.0341	
6673	4.981	6673	0.0341	
6674	4.981	6674	0.0300	
6675	4.987	6675	0.0300	
6676	4.987	6676	0.0355	
6677	4.981	6677	0.0355	
6678	4.981	6678	0.0302	
6679	4.987	6679	0.0302	
6680	4.987	6680	0.0357	
6681	4.981	6681	0.0357	
6682	4.981	6682	0.0302	
6683	4.987	6683	0.0302	
6684	4.987	6684	0.0379	
6685	4.981	6685	0.0379	
6686	4.981	6686	0.0294	
6687	4.986	6687	0.0294	
6688	4.986	6688	0.0359	
6689	4.982	6689	0.0359	
6690	4.982	6690	0.0300	
6691	4.986	6691	0.0300	
6692	4.986	6692	0.0359	
6693	4.982	6693	0.0359	
6694	4.982	6694	0.0302	
6695	4.986	6695	0.0302	
6696	4.986	6696	0.0351	
6697	4.985	6697	0.0351	
6698	4.985	6698	0.0302	
6699	4.986	6699	0.0302	
6700	4.986	6700	0.0349	
6701	4.985	6701	0.0349	
6702	4.985	6702	0.0302	
6703	4.987	6703	0.0302	
6704	4.987	6704	0.0661	
6705	4.985	6705	0.0661	
6706	4.985	6706	0.0307	
6707	4.987	6707	0.0307	
6708	4.987	6708	0.0659	
6709	4.985	6709	0.0659	
6710	4.985	6710	0.0296	
6711	4.986	6711	0.0296	
6712	4.986	6712	0.0661	
6713	4.985	6713	0.0661	
6714	4.985	6714	0.0294	
6715	4.986	6715	0.0294	
6716	4.986	6716	0.0661	
6717	4.986	6717	0.0661	
6718	4.986	6718	0.0300	
6719	4.985	6719	0.0300	
6720	4.985	6720	0.0661	
6721	4.986	6721	0.0661	
6722	4.986	6722	0.0302	
6723	4.985	6723	0.0302	
6724	4.985	6724	0.0661	
6725	4.986	6725	0.0661	
6726	4.986	6726	0.0302	
6727	4.986	6727	0.0302	
6728	4.986	6728	0.0651	
6729	4.986	6729	0.0651	
6730	4.986	6730	0.0302	
6731	4.986	6731	0.0302	
6732	4.986	6732	0.0649	
6733	4.985	6733	0.0649	
6734	4.985	6734	0.0302	
6735	4.986	6735	0.0302	
6736	4.986	6736	0.0864	
6737	4.985	6737	0.0864	
6738	4.985	6738	0.0296	
6739	4.985	6739	0.0296	
6740	4.985	6740	0.0866	
6741	4.985	6741	0.0866	
6742	4.985	6742	0.0294	
6743	4.985	6743	0.0294	
6744	4.985	6744	0.0866	
6745	4.985	6745	0.0866	
6746	4.985	6746	0.0296	
6747	4.985	6747	0.0296	
6748	4.985	6748	0.0868	
6749	4.987	6749	0.0868	
6750	4.987	6750	0.0300	
6751	4.985	6751	0.0300	
6752	4.985	6752	0.0866	
6753	4.986	6753	0.0866	
6754	4.986	6754	0.0302	
6755	4.985	6755	0.0302	
6756	4.985	6756	0.0862	
6757	4.986	6757	0.0862	
6758	4.986	6758	0.0302	
6759	4.986	6759	0.0302	
6760	4.986	6760	0.0645	
6761	4.986	6761	0.0645	
6762	4.986	6762	0.0302	
6763	4.986	6763	0.0302	
6764	4.986	6764	0.0647	
6765	4.986	6765	0.0647	
6766	4.986	6766	0.0296	
6767	4.985	6767	0.0296	
6768	4.985	6768	0.0653	
6769	4.986	6769	0.0653	
6770	4.986	6770	0.0296	
6771	4.985	6771	0.0296	
6772	4.985	6772	0.0655	
6773	4.985	6773	0.0655	
6774	4.985	6774	0.0296	
6775	4.985	6775	0.0296	
6776	4.985	6776	0.0657	
6777	4.986	6777	0.0657	
6778	4.986	6778	0.0302	
6779	4.985	6779	0.0302	
6780	4.985	6780	0.0657	
6781	4.986	6781	0.0657	
6782	4.986	6782	0.0302	
6783	4.985	6783	0.0302	
6784	4.985	6784	0.0657	
6785	4.986	6785	0.0657	
6786	4.986	6786	0.0302	
6787	4.985	6787	0.0302	
6788	4.985	6788	0.0661	
6789	4.985	6789	0.0661	
6790	4.985	6790	0.0302	
6791	4.985	6791	0.0302	
6792	4.985	6792	0.0351	
6793	4.985	6793	0.0351	
6794	4.985	6794	0.0302	
6795	4.985	6795	0.0302	
6796	4.985	6796	0.0353	
6797	4.985	6797	0.0353	
6798	4.985	6798	0.0296	
6799	4.981	6799	0.0296	
6800	4.981	6800	0.0353	
6801	4.986	6801	0.0353	
6802	4.986	6802	0.0305	
6803	4.981	6803	0.0305	
6804	4.981	6804	0.0353	
6805	4.986	6805	0.0353	
6806	4.986	6806	0.0307	
6807	4.981	6807	0.0307	
6808	4.981	6808	0.0345	
6809	4.986	6809	0.0345	
6810	4.986	6810	0.0307	
6811	4.981	6811	0.0307	
6812	4.981	6812	0.0343	
6813	4.986	6813	0.0343	
6814	4.986	6814	0.0307	
6815	4.981	6815	0.0307	
6816	4.981	6816	0.0345	
6817	4.986	6817	0.0345	
6818	4.986	6818	0.0307	
6819	4.982	6819	0.0307	
6820	4.982	6820	0.0321	
6821	4.986	6821	0.0321	
6822	4.986	6822	0.0322	
6823	4.982	6823	0.0322	
6824	4.982	6824	0.0321	
6825	4.986	6825	0.0321	
6826	4.986	6826	0.0300	
6827	4.978	6827	0.0300	
6828	4.978	6828	0.0323	
6829	4.986	6829	0.0323	
6830	4.986	6830	0.0300	
6831	4.978	6831	0.0300	
6832	4.978	6832	0.0323	
6833	4.987	6833	0.0323	
6834	4.987	6834	0.0337	
6835	4.978	6835	0.0337	
6836	4.978	6836	0.0315	
6837	4.986	6837	0.0315	
6838	4.986	6838	0.0337	
6839	4.978	6839	0.0337	
6840	4.978	6840	0.0315	
6841	4.986	6841	0.0315	
6842	4.986	6842	0.0335	
6843	4.978	6843	0.0335	
6844	4.978	6844	0.0315	
6845	4.986	6845	0.0315	
6846	4.986	6846	0.0337	
6847	4.978	6847	0.0337	
6848	4.978	6848	0.0302	
6849	4.986	6849	0.0302	
6850	4.986	6850	0.0339	
6851	4.978	6851	0.0339	
6852	4.978	6852	0.0302	
6853	4.986	6853	0.0302	
6854	4.986	6854	0.0329	
6855	4.979	6855	0.0329	
6856	4.979	6856	0.0302	
6857	4.986	6857	0.0302	
6858	4.986	6858	0.0331	
6859	4.979	6859	0.0331	
6860	4.979	6860	0.0303	
6861	4.986	6861	0.0303	
6862	4.986	6862	0.0351	
6863	4.979	6863	0.0351	
6864	4.979	6864	0.0296	
6865	4.986	6865	0.0296	
6866	4.986	6866	0.0349	
6867	4.979	6867	0.0349	
6868	4.979	6868	0.0296	
6869	4.986	6869	0.0296	
6870	4.986	6870	0.0351	
6871	4.981	6871	0.0351	
6872	4.981	6872	0.0300	
6873	4.986	6873	0.0300	
6874	4.986	6874	0.0351	
6875	4.980	6875	0.0351	
6876	4.980	6876	0.0302	
6877	4.986	6877	0.0302	
6878	4.986	6878	0.0351	
6879	4.981	6879	0.0351	
6880	4.981	6880	0.0302	
6881	4.986	6881	0.0302	
6882	4.986	6882	0.0345	
6883	4.984	6883	0.0345	
6884	4.984	6884	0.0303	
6885	4.986	6885	0.0303	
6886	4.986	6886	0.0345	
6887	4.984	6887	0.0345	
6888	4.984	6888	0.0302	
6889	4.987	6889	0.0302	
6890	4.987	6890	0.0527	
6891	4.984	6891	0.0527	
6892	4.984	6892	0.0302	
6893	4.987	6893	0.0302	
6894	4.987	6894	0.0531	
6895	4.984	6895	0.0531	
6896	4.984	6896	0.0294	
6897	4.986	6897	0.0294	
6898	4.986	6898	0.0529	
6899	4.985	6899	0.0529	
6900	4.985	6900	0.0300	
6901	4.986	6901	0.0300	
6902	4.986	6902	0.0527	
6903	4.985	6903	0.0527	
6904	4.985	6904	0.0302	
6905	4.985	6905	0.0302	
6906	4.985	6906	0.0521	
6907	4.986	6907	0.0521	
6908	4.986	6908	0.0302	
6909	4.986	6909	0.0302	
6910	4.986	6910	0.0519	
6911	4.985	6911	0.0519	
6912	4.985	6912	0.0302	
6913	4.987	6913	0.0302	
6914	4.987	6914	0.0846	
6915	4.986	6915	0.0846	
6916	4.986	6916	0.0307	
6917	4.987	6917	0.0307	
6918	4.987	6918	0.0846	
6919	4.985	6919	0.0846	
6920	4.985	6920	0.0294	
6921	4.985	6921	0.0294	
6922	4.985	6922	0.0844	
6923	4.985	6923	0.0844	
6924	4.985	6924	0.0294	
6925	4.985	6925	0.0294	
6926	4.985	6926	0.0842	
6927	4.986	6927	0.0842	
6928	4.986	6928	0.0300	
6929	4.985	6929	0.0300	
6930	4.985	6930	0.0844	
6931	4.986	6931	0.0844	
6932	4.986	6932	0.0300	
6933	4.985	6933	0.0300	
6934	4.985	6934	0.0836	
6935	4.986	6935	0.0836	
6936	4.986	6936	0.0302	
6937	4.985	6937	0.0302	
6938	4.985	6938	0.0838	
6939	4.986	6939	0.0838	
6940	4.986	6940	0.0302	
6941	4.986	6941	0.0302	
6942	4.986	6942	0.0777	
6943	4.985	6943	0.0777	
6944	4.985	6944	0.0302	
6945	4.986	6945	0.0302	
6946	4.986	6946	0.0775	
6947	4.986	6947	0.0775	
6948	4.986	6948	0.0294	
6949	4.985	6949	0.0294	
6950	4.985	6950	0.0775	
6951	4.986	6951	0.0775	
6952	4.986	6952	0.0294	
6953	4.985	6953	0.0294	
6954	4.985	6954	0.0775	
6955	4.987	6955	0.0775	
6956	4.987	6956	0.0300	
6957	4.985	6957	0.0300	
6958	4.985	6958	0.0773	
6959	4.987	6959	0.0773	
6960	4.987	6960	0.0323	
6961	4.985	6961	0.0323	
6962	4.985	6962	0.0765	
6963	4.986	6963	0.0765	
6964	4.986	6964	0.0302	
6965	4.985	6965	0.0302	
6966	4.985	6966	0.0763	
6967	4.986	6967	0.0763	
6968	4.986	6968	0.0302	
6969	4.986	6969	0.0302	
6970	4.986	6970	0.0442	
6971	4.986	6971	0.0442	
6972	4.986	6972	0.0302	
6973	4.986	6973	0.0302	
6974	4.986	6974	0.0446	
6975	4.986	6975	0.0446	
6976	4.986	6976	0.0294	
6977	4.983	6977	0.0294	
6978	4.983	6978	0.0446	
6979	4.986	6979	0.0446	
6980	4.986	6980	0.0294	
6981	4.983	6981	0.0294	
6982	4.983	6982	0.0448	
6983	4.987	6983	0.0448	
6984	4.987	6984	0.0302	
6985	4.983	6985	0.0302	
6986	4.983	6986	0.0448	
6987	4.987	6987	0.0448	
6988	4.987	6988	0.0300	
6989	4.983	6989	0.0300	
6990	4.983	6990	0.0440	
6991	4.986	6991	0.0440	
6992	4.986	6992	0.0302	
6993	4.983	6993	0.0302	
6994	4.983	6994	0.0444	
6995	4.986	6995	0.0444	
6996	4.986	6996	0.0302	
6997	4.984	6997	0.0302	
6998	4.984	6998	0.0333	
6999	4.986	6999	0.0333	
7000	4.986	7000	0.0294	
7001	4.979	7001	0.0294	
7002	4.979	7002	0.0331	
7003	4.986	7003	0.0331	
7004	4.986	7004	0.0294	
7005	4.978	7005	0.0294	
7006	4.978	7006	0.0331	
7007	4.987	7007	0.0331	
7008	4.987	7008	0.0329	
7009	4.978	7009	0.0329	
7010	4.978	7010	0.0331	
7011	4.987	7011	0.0331	
7012	4.987	7012	0.0329	
7013	4.978	7013	0.0329	
7014	4.978	7014	0.0327	
7015	4.986	7015	0.0327	
7016	4.986	7016	0.0327	
7017	4.979	7017	0.0327	
7018	4.979	7018	0.0326	
7019	4.986	7019	0.0326	
7020	4.986	7020	0.0327	
7021	4.979	7021	0.0327	
7022	4.979	7022	0.0302	
7023	4.986	7023	0.0302	
7024	4.986	7024	0.0327	
7025	4.979	7025	0.0327	
7026	4.979	7026	0.0302	
7027	4.986	7027	0.0302	
7028	4.986	7028	0.0321	
7029	4.978	7029	0.0321	
7030	4.978	7030	0.0302	
7031	4.986	7031	0.0302	
7032	4.986	7032	0.0321	
7033	4.978	7033	0.0321	
7034	4.978	7034	0.0302	
7035	4.987	7035	0.0302	
7036	4.987	7036	0.0351	
7037	4.978	7037	0.0351	
7038	4.978	7038	0.0302	
7039	4.987	7039	0.0302	
7040	4.987	7040	0.0351	
7041	4.978	7041	0.0351	
7042	4.978	7042	0.0294	
7043	4.986	7043	0.0294	
7044	4.986	7044	0.0349	
7045	4.979	7045	0.0349	
7046	4.979	7046	0.0300	
7047	4.986	7047	0.0300	
7048	4.986	7048	0.0349	
7049	4.979	7049	0.0349	
7050	4.979	7050	0.0302	
7051	4.986	7051	0.0302	
7052	4.986	7052	0.0343	
7053	4.983	7053	0.0343	
7054	4.983	7054	0.0307	
7055	4.986	7055	0.0307	
7056	4.986	7056	0.0343	
7057	4.983	7057	0.0343	
7058	4.983	7058	0.0302	
7059	4.987	7059	0.0302	
7060	4.987	7060	0.0436	
7061	4.983	7061	0.0436	
7062	4.983	7062	0.0302	
7063	4.987	7063	0.0302	
7064	4.987	7064	0.0444	
7065	4.983	7065	0.0444	
7066	4.983	7066	0.0294	
7067	4.986	7067	0.0294	
7068	4.986	7068	0.0440	
7069	4.983	7069	0.0440	
7070	4.983	7070	0.0294	
7071	4.986	7071	0.0294	
7072	4.986	7072	0.0438	
7073	4.984	7073	0.0438	
7074	4.984	7074	0.0302	
7075	4.986	7075	0.0302	
7076	4.986	7076	0.0438	
7077	4.984	7077	0.0438	
7078	4.984	7078	0.0302	
7079	4.986	7079	0.0302	
7080	4.986	7080	0.0428	
7081	4.985	7081	0.0428	
7082	4.985	7082	0.0302	
7083	4.986	7083	0.0302	
7084	4.986	7084	0.0426	
7085	4.985	7085	0.0426	
7086	4.985	7086	0.0302	
7087	4.987	7087	0.0302	
7088	4.987	7088	0.0769	
7089	4.985	7089	0.0769	
7090	4.985	7090	0.0302	
7091	4.987	7091	0.0302	
7092	4.987	7092	0.0769	
7093	4.985	7093	0.0769	
7094	4.985	7094	0.0294	
7095	4.986	7095	0.0294	
7096	4.986	7096	0.0771	
7097	4.985	7097	0.0771	
7098	4.985	7098	0.0313	
7099	4.986	7099	0.0313	
7100	4.986	7100	0.0771	
7101	4.986	7101	0.0771	
7102	4.986	7102	0.0302	
7103	4.986	7103	0.0302	
7104	4.986	7104	0.0761	
7105	4.986	7105	0.0761	
7106	4.986	7106	0.0305	
7107	4.985	7107	0.0305	
7108	4.985	7108	0.0761	
7109	4.986	7109	0.0761	
7110	4.986	7110	0.0303	
7111	4.986	7111	0.0303	
7112	4.986	7112	0.0862	
7113	4.986	7113	0.0862	
7114	4.986	7114	0.0300	
7115	4.986	7115	0.0300	
7116	4.986	7116	0.0864	
7117	4.986	7117	0.0864	
7118	4.986	7118	0.0296	
7119	4.985	7119	0.0296	
7120	4.985	7120	0.0864	
7121	4.986	7121	0.0864	
7122	4.986	7122	0.0296	
7123	4.985	7123	0.0296	
7124	4.985	7124	0.0864	
7125	4.987	7125	0.0864	
7126	4.987	7126	0.0302	
7127	4.985	7127	0.0302	
7128	4.985	7128	0.0864	
7129	4.987	7129	0.0864	
7130	4.987	7130	0.0305	
7131	4.985	7131	0.0305	
7132	4.985	7132	0.0854	
7133	4.986	7133	0.0854	
7134	4.986	7134	0.0302	
7135	4.985	7135	0.0302	
7136	4.985	7136	0.0856	
7137	4.986	7137	0.0856	
7138	4.986	7138	0.0303	
7139	4.986	7139	0.0303	
7140	4.986	7140	0.0560	
7141	4.986	7141	0.0560	
7142	4.986	7142	0.0303	
7143	4.986	7143	0.0303	
7144	4.986	7144	0.0562	
7145	4.986	7145	0.0562	
7146	4.986	7146	0.0296	
7147	4.985	7147	0.0296	
7148	4.985	7148	0.0564	
7149	4.986	7149	0.0564	
7150	4.986	7150	0.0296	
7151	4.985	7151	0.0296	
7152	4.985	7152	0.0568	
7153	4.987	7153	0.0568	
7154	4.987	7154	0.0300	
7155	4.985	7155	0.0300	
7156	4.985	7156	0.0570	
7157	4.987	7157	0.0570	
7158	4.987	7158	0.0302	
7159	4.985	7159	0.0302	
7160	4.985	7160	0.0568	
7161	4.986	7161	0.0568	
7162	4.986	7162	0.0302	
7163	4.985	7163	0.0302	
7164	4.985	7164	0.0572	
7165	4.986	7165	0.0572	
7166	4.986	7166	0.0303	
7167	4.986	7167	0.0303	
7168	4.986	7168	0.0343	
7169	4.986	7169	0.0343	
7170	4.986	7170	0.0307	
7171	4.986	7171	0.0307	
7172	4.986	7172	0.0347	
7173	4.986	7173	0.0347	
7174	4.986	7174	0.0302	
7175	4.986	7175	0.0302	
7176	4.986	7176	0.0345	
7177	4.985	7177	0.0345	
7178	4.985	7178	0.0296	
7179	4.980	7179	0.0296	
7180	4.980	7180	0.0345	
7181	4.986	7181	0.0345	
7182	4.986	7182	0.0311	
7183	4.980	7183	0.0311	
7184	4.980	7184	0.0345	
7185	4.987	7185	0.0345	
7186	4.987	7186	0.0315	
7187	4.981	7187	0.0315	
7188	4.981	7188	0.0337	
7189	4.986	7189	0.0337	
7190	4.986	7190	0.0315	
7191	4.981	7191	0.0315	
7192	4.981	7192	0.0339	
7193	4.986	7193	0.0339	
7194	4.986	7194	0.0313	
7195	4.980	7195	0.0313	
7196	4.980	7196	0.0339	
7197	4.985	7197	0.0339	
7198	4.985	7198	0.0315	
7199	4.981	7199	0.0315	
7200	4.981	7200	0.0313	
7201	4.986	7201	0.0313	
7202	4.986	7202	0.0310	
7203	4.978	7203	0.0310	
7204	4.978	7204	0.0311	
7205	4.986	7205	0.0311	
7206	4.986	7206	0.0309	
7207	4.978	7207	0.0309	
7208	4.978	7208	0.0311	
7209	4.987	7209	0.0311	
7210	4.987	7210	0.0343	
7211	4.978	7211	0.0343	
7212	4.978	7212	0.0315	
7213	4.987	7213	0.0315	
7214	4.987	7214	0.0345	
7215	4.978	7215	0.0345	
7216	4.978	7216	0.0307	
7217	4.986	7217	0.0307	
7218	4.986	7218	0.0345	
7219	4.978	7219	0.0345	
7220	4.978	7220	0.0307	
7221	4.986	7221	0.0307	
7222	4.986	7222	0.0345	
7223	4.978	7223	0.0345	
7224	4.978	7224	0.0302	
7225	4.986	7225	0.0302	
7226	4.986	7226	0.0343	
7227	4.978	7227	0.0343	
7228	4.978	7228	0.0302	
7229	4.985	7229	0.0302	
7230	4.985	7230	0.0337	
7231	4.981	7231	0.0337	
7232	4.981	7232	0.0302	
7233	4.986	7233	0.0302	
7234	4.986	7234	0.0337	
7235	4.981	7235	0.0337	
7236	4.981	7236	0.0321	
7237	4.987	7237	0.0321	
7238	4.987	7238	0.0349	
7239	4.981	7239	0.0349	
7240	4.981	7240	0.0300	
7241	4.987	7241	0.0300	
7242	4.987	7242	0.0349	
7243	4.981	7243	0.0349	
7244	4.981	7244	0.0296	
7245	4.986	7245	0.0296	
7246	4.986	7246	0.0349	
7247	4.981	7247	0.0349	
7248	4.981	7248	0.0294	
7249	4.986	7249	0.0294	
7250	4.986	7250	0.0351	
7251	4.981	7251	0.0351	
7252	4.981	7252	0.0300	
7253	4.986	7253	0.0300	
7254	4.986	7254	0.0351	
7255	4.981	7255	0.0351	
7256	4.981	7256	0.0302	
7257	4.986	7257	0.0302	
7258	4.986	7258	0.0345	
7259	4.985	7259	0.0345	
7260	4.985	7260	0.0302	
7261	4.986	7261	0.0302	
7262	4.986	7262	0.0343	
7263	4.985	7263	0.0343	
7264	4.985	7264	0.0317	
7265	4.987	7265	0.0317	
7266	4.987	7266	0.0580	
7267	4.985	7267	0.0580	
7268	4.985	7268	0.0302	
7269	4.987	7269	0.0302	
7270	4.987	7270	0.0580	
7271	4.985	7271	0.0580	
7272	4.985	7272	0.0294	
7273	4.986	7273	0.0294	
7274	4.986	7274	0.0576	
7275	4.985	7275	0.0576	
7276	4.985	7276	0.0294	
7277	4.986	7277	0.0294	
7278	4.986	7278	0.0578	
7279	4.986	7279	0.0578	
7280	4.986	7280	0.0298	
7281	4.985	7281	0.0298	
7282	4.985	7282	0.0572	
7283	4.986	7283	0.0572	
7284	4.986	7284	0.0302	
7285	4.986	7285	0.0302	
7286	4.986	7286	0.0566	
7287	4.986	7287	0.0566	
7288	4.986	7288	0.0302	
7289	4.985	7289	0.0302	
7290	4.985	7290	0.0562	
7291	4.985	7291	0.0562	
7292	4.985	7292	0.0302	
7293	4.986	7293	0.0302	
7294	4.986	7294	0.0560	
7295	4.985	7295	0.0560	
7296	4.985	7296	0.0302	
7297	4.986	7297	0.0302	
7298	4.986	7298	0.0856	
7299	4.986	7299	0.0856	
7300	4.986	7300	0.0294	
7301	4.985	7301	0.0294	
7302	4.985	7302	0.0858	
7303	4.985	7303	0.0858	
7304	4.985	7304	0.0294	
7305	4.985	7305	0.0294	
7306	4.985	7306	0.0858	
7307	4.986	7307	0.0858	
7308	4.986	7308	0.0305	
7309	4.985	7309	0.0305	
7310	4.985	7310	0.0858	
7311	4.987	7311	0.0858	
7312	4.987	7312	0.0302	
7313	4.986	7313	0.0302	
7314	4.986	7314	0.0850	
7315	4.986	7315	0.0850	
7316	4.986	7316	0.0302	
7317	4.985	7317	0.0302	
7318	4.985	7318	0.0850	
7319	4.986	7319	0.0850	
7320	4.986	7320	0.0303	
7321	4.986	7321	0.0303	
7322	4.986	7322	0.0754	
7323	4.986	7323	0.0754	
7324	4.986	7324	0.0302	
7325	4.986	7325	0.0302	
7326	4.986	7326	0.0756	
7327	4.986	7327	0.0756	
7328	4.986	7328	0.0296	
7329	4.985	7329	0.0296	
7330	4.985	7330	0.0759	
7331	4.986	7331	0.0759	
7332	4.986	7332	0.0296	
7333	4.985	7333	0.0296	
7334	4.985	7334	0.0761	
7335	4.987	7335	0.0761	
7336	4.987	7336	0.0302	
7337	4.985	7337	0.0302	
7338	4.985	7338	0.0758	
7339	4.986	7339	0.0758	
7340	4.986	7340	0.0302	
7341	4.985	7341	0.0302	
7342	4.985	7342	0.0756	
7343	4.986	7343	0.0756	
7344	4.986	7344	0.0302	
7345	4.985	7345	0.0302	
7346	4.985	7346	0.0754	
7347	4.986	7347	0.0754	
7348	4.986	7348	0.0303	
7349	4.986	7349	0.0303	
7350	4.986	7350	0.0440	
7351	4.986	7351	0.0440	
7352	4.986	7352	0.0302	
7353	4.984	7353	0.0302	
7354	4.984	7354	0.0440	
7355	4.986	7355	0.0440	
7356	4.986	7356	0.0294	
7357	4.983	7357	0.0294	
7358	4.983	7358	0.0438	
7359	4.987	7359	0.0438	
7360	4.987	7360	0.0300	
7361	4.983	7361	0.0300	
7362	4.983	7362	0.0438	
7363	4.987	7363	0.0438	
7364	4.987	7364	0.0303	
7365	4.983	7365	0.0303	
7366	4.983	7366	0.0432	
7367	4.986	7367	0.0432	
7368	4.986	7368	0.0302	
7369	4.983	7369	0.0302	
7370	4.983	7370	0.0432	
7371	4.986	7371	0.0432	
7372	4.986	7372	0.0300	
7373	4.984	7373	0.0300	
7374	4.984	7374	0.0345	
7375	4.986	7375	0.0345	
7376	4.986	7376	0.0302	
7377	4.984	7377	0.0302	
7378	4.984	7378	0.0333	
7379	4.986	7379	0.0333	
7380	4.986	7380	0.0300	
7381	4.979	7381	0.0300	
7382	4.979	7382	0.0331	
7383	4.987	7383	0.0331	
7384	4.987	7384	0.0329	
7385	4.978	7385	0.0329	
7386	4.978	7386	0.0330	
7387	4.987	7387	0.0330	
7388	4.987	7388	0.0329	
7389	4.978	7389	0.0329	
7390	4.978	7390	0.0327	
7391	4.986	7391	0.0327	
7392	4.986	7392	0.0328	
7393	4.978	7393	0.0328	
7394	4.978	7394	0.0325	
7395	4.986	7395	0.0325	
7396	4.986	7396	0.0328	
7397	4.978	7397	0.0328	
7398	4.978	7398	0.0326	
7399	4.986	7399	0.0326	
7400	4.986	7400	0.0327	
7401	4.979	7401	0.0327	
7402	4.979	7402	0.0302	
7403	4.985	7403	0.0302	
7404	4.985	7404	0.0323	
7405	4.978	7405	0.0323	
7406	4.978	7406	0.0302	
7407	4.986	7407	0.0302	
7408	4.986	7408	0.0321	
7409	4.978	7409	0.0321	
7410	4.978	7410	0.0302	
7411	4.987	7411	0.0302	
7412	4.987	7412	0.0347	
7413	4.978	7413	0.0347	
7414	4.978	7414	0.0302	
7415	4.987	7415	0.0302	
7416	4.987	7416	0.0351	
7417	4.978	7417	0.0351	
7418	4.978	7418	0.0294	
7419	4.986	7419	0.0294	
7420	4.986	7420	0.0351	
7421	4.979	7421	0.0351	
7422	4.979	7422	0.0294	
7423	4.986	7423	0.0294	
7424	4.986	7424	0.0349	
7425	4.979	7425	0.0349	
7426	4.979	7426	0.0294	
7427	4.986	7427	0.0294	
7428	4.986	7428	0.0351	
7429	4.979	7429	0.0351	
7430	4.979	7430	0.0302	
7431	4.986	7431	0.0302	
7432	4.986	7432	0.0343	
7433	4.984	7433	0.0343	
7434	4.984	7434	0.0302	
7435	4.985	7435	0.0302	
7436	4.985	7436	0.0343	
7437	4.984	7437	0.0343	
7438	4.984	7438	0.0300	
7439	4.987	7439	0.0300	
7440	4.987	7440	0.0467	
7441	4.984	7441	0.0467	
7442	4.984	7442	0.0302	
7443	4.987	7443	0.0302	
7444	4.987	7444	0.0471	
7445	4.984	7445	0.0471	
7446	4.984	7446	0.0300	
7447	4.986	7447	0.0300	
7448	4.986	7448	0.0473	
7449	4.984	7449	0.0473	
7450	4.984	7450	0.0296	
7451	4.986	7451	0.0296	
7452	4.986	7452	0.0469	
7453	4.984	7453	0.0469	
7454	4.984	7454	0.0300	
7455	4.986	7455	0.0300	
7456	4.986	7456	0.0471	
7457	4.984	7457	0.0471	
7458	4.984	7458	0.0302	
7459	4.986	7459	0.0302	
7460	4.986	7460	0.0463	
7461	4.985	7461	0.0463	
7462	4.985	7462	0.0302	
7463	4.987	7463	0.0302	
7464	4.987	7464	0.0809	
7465	4.985	7465	0.0809	
7466	4.985	7466	0.0302	
7467	4.987	7467	0.0302	
7468	4.987	7468	0.0811	
7469	4.985	7469	0.0811	
7470	4.985	7470	0.0294	
7471	4.986	7471	0.0294	
7472	4.986	7472	0.0807	
7473	4.985	7473	0.0807	
7474	4.985	7474	0.0296	
7475	4.985	7475	0.0296	
7476	4.985	7476	0.0809	
7477	4.986	7477	0.0809	
7478	4.986	7478	0.0300	
7479	4.985	7479	0.0300	
7480	4.985	7480	0.0809	
7481	4.986	7481	0.0809	
7482	4.986	7482	0.0302	
7483	4.985	7483	0.0302	
7484	4.985	7484	0.0811	
7485	4.986	7485	0.0811	
7486	4.986	7486	0.0302	
7487	4.985	7487	0.0302	
7488	4.985	7488	0.0803	
7489	4.985	7489	0.0803	
7490	4.985	7490	0.0307	
7491	4.986	7491	0.0307	
7492	4.986	7492	0.0833	
