Read times,Voltage(V),Current(A),Power (W),,,
2862,4.984,0.0302,0.1505168,,,
2863,4.985,0.0302,0.150547,,,
2864,4.985,0.0754,0.375869,,,
2865,4.984,0.0754,0.3757936,,,
2866,4.984,0.0294,0.1465296,,,
2867,4.984,0.0294,0.1465296,,,
2868,4.984,0.075,0.3738,,,
2869,4.984,0.075,0.3738,,,
2870,4.984,0.0294,0.1465296,,,
2871,4.984,0.0294,0.1465296,,,
2872,4.984,0.0748,0.3728032,,,
2873,4.984,0.0748,0.3728032,,,
2874,4.984,0.03,0.14952,,,
2875,4.984,0.03,0.14952,,,
2876,4.984,0.075,0.3738,,,
2877,4.985,0.075,0.373875,,,
2878,4.985,0.03,0.14955,,,
2879,4.984,0.03,0.14952,,,
2880,4.984,0.075,0.3738,,,
2881,4.985,0.075,0.373875,,,
2882,4.985,0.0302,0.150547,,,
2883,4.984,0.0302,0.1505168,,,
2884,4.984,0.074,0.368816,,,
2885,4.985,0.074,0.36889,,,
2886,4.985,0.0302,0.150547,,,
2887,4.985,0.0302,0.150547,,,
2888,4.985,0.0858,0.427713,,,
2889,4.985,0.0858,0.427713,,,
2890,4.985,0.0302,0.150547,,,
2891,4.985,0.0302,0.150547,,,
2892,4.985,0.0872,0.434692,,,
2893,4.985,0.0872,0.434692,,,
2894,4.985,0.0294,0.146559,,,
2895,4.984,0.0294,0.1465296,,,
2896,4.984,0.0862,0.4296208,,,
2897,4.984,0.0862,0.4296208,,,
2898,4.984,0.0302,0.1505168,,,
2899,4.984,0.0302,0.1505168,,,
2900,4.984,0.0864,0.4306176,,,
2901,4.985,0.0864,0.430704,,,
2902,4.985,0.03,0.14955,,,
2903,4.984,0.03,0.14952,,,
2904,4.984,0.0862,0.4296208,,,
2905,4.985,0.0862,0.429707,,,
2906,4.985,0.0302,0.150547,,,
2907,4.984,0.0302,0.1505168,,,
2908,4.984,0.0862,0.4296208,,,
2909,4.985,0.0862,0.429707,,,
2910,4.985,0.0302,0.150547,,,
2911,4.984,0.0302,0.1505168,,,
2912,4.984,0.0856,0.4266304,,,
2913,4.985,0.0856,0.426716,,,
2914,4.985,0.0302,0.150547,,,
2915,4.984,0.0302,0.1505168,,,
2916,4.984,0.0854,0.4256336,,,
2917,4.985,0.0854,0.425719,,,
2918,4.985,0.03,0.14955,,,
2919,4.985,0.03,0.14955,,,
2920,4.985,0.0586,0.292121,,,
2921,4.984,0.0586,0.2920624,,,
2922,4.984,0.0302,0.1505168,,,
2923,4.985,0.0302,0.150547,,,
2924,4.985,0.0578,0.288133,,,
2925,4.985,0.0578,0.288133,,,
2926,4.985,0.0294,0.146559,,,
2927,4.984,0.0294,0.1465296,,,
2928,4.984,0.0582,0.2900688,,,
2929,4.985,0.0582,0.290127,,,
2930,4.985,0.0294,0.146559,,,
2931,4.984,0.0294,0.1465296,,,
2932,4.984,0.058,0.289072,,,
2933,4.985,0.058,0.28913,,,
2934,4.985,0.0302,0.150547,,,
2935,4.984,0.0302,0.1505168,,,
2936,4.984,0.0584,0.2910656,,,
2937,4.986,0.0584,0.2911824,,,
2938,4.986,0.0303,0.1510758,,,
2939,4.984,0.0303,0.1510152,,,
2940,4.984,0.0582,0.2900688,,,
2941,4.985,0.0582,0.290127,,,
2942,4.985,0.0305,0.1520425,,,
2943,4.984,0.0305,0.152012,,,
2944,4.984,0.0584,0.2910656,,,
2945,4.985,0.0584,0.291124,,,
2946,4.985,0.0302,0.150547,,,
2947,4.985,0.0302,0.150547,,,
2948,4.985,0.0345,0.1719825,,,
2949,4.985,0.0345,0.1719825,,,
2950,4.985,0.0302,0.150547,,,
2951,4.985,0.0302,0.150547,,,
2952,4.985,0.0347,0.1729795,,,
2953,4.984,0.0347,0.1729448,,,
2954,4.984,0.0294,0.1465296,,,
2955,4.979,0.0294,0.1463826,,,
2956,4.979,0.0347,0.1727713,,,
2957,4.985,0.0347,0.1729795,,,
2958,4.985,0.0296,0.147556,,,
2959,4.979,0.0296,0.1473784,,,
2960,4.979,0.0347,0.1727713,,,
2961,4.985,0.0347,0.1729795,,,
2962,4.985,0.0311,0.1550335,,,
2963,4.979,0.0311,0.1548469,,,
2964,4.979,0.0347,0.1727713,,,
2965,4.985,0.0347,0.1729795,,,
2966,4.985,0.0313,0.1560305,,,
2967,4.979,0.0313,0.1558427,,,
2968,4.979,0.0339,0.1687881,,,
2969,4.985,0.0339,0.1689915,,,
2970,4.985,0.0311,0.1550335,,,
2971,4.979,0.0311,0.1548469,,,
2972,4.979,0.0341,0.1697839,,,
2973,4.985,0.0341,0.1699885,,,
2974,4.985,0.0311,0.1550335,,,
2975,4.98,0.0311,0.154878,,,
2976,4.98,0.0312,0.155376,,,
2977,4.985,0.0312,0.155532,,,
2978,4.985,0.0312,0.155532,,,
2979,4.98,0.0312,0.155376,,,
2980,4.98,0.0313,0.155874,,,
2981,4.985,0.0313,0.1560305,,,
2982,4.985,0.0309,0.1540365,,,
2983,4.976,0.0309,0.1537584,,,
2984,4.976,0.0311,0.1547536,,,
2985,4.985,0.0311,0.1550335,,,
2986,4.985,0.0308,0.153538,,,
2987,4.976,0.0308,0.1532608,,,
2988,4.976,0.0311,0.1547536,,,
2989,4.985,0.0311,0.1550335,,,
2990,4.985,0.0308,0.153538,,,
2991,4.976,0.0308,0.1532608,,,
2992,4.976,0.0311,0.1547536,,,
2993,4.985,0.0311,0.1550335,,,
2994,4.985,0.0343,0.1709855,,,
2995,4.976,0.0343,0.1706768,,,
2996,4.976,0.0313,0.1557488,,,
2997,4.986,0.0313,0.1560618,,,
2998,4.986,0.0343,0.1710198,,,
2999,4.976,0.0343,0.1706768,,,
3000,4.976,0.0309,0.1537584,,,
3001,4.985,0.0309,0.1540365,,,
3002,4.985,0.0343,0.1709855,,,
3003,4.977,0.0343,0.1707111,,,
3004,4.977,0.03,0.14931,,,
3005,4.985,0.03,0.14955,,,
3006,4.985,0.0345,0.1719825,,,
3007,4.977,0.0345,0.1717065,,,
3008,4.977,0.0307,0.1527939,,,
3009,4.985,0.0307,0.1530395,,,
3010,4.985,0.0337,0.1679945,,,
3011,4.98,0.0337,0.167826,,,
3012,4.98,0.0302,0.150396,,,
3013,4.985,0.0302,0.150547,,,
3014,4.985,0.0337,0.1679945,,,
3015,4.979,0.0337,0.1677923,,,
3016,4.979,0.03,0.14937,,,
3017,4.985,0.03,0.14955,,,
3018,4.985,0.0347,0.1729795,,,
3019,4.98,0.0347,0.172806,,,
3020,4.98,0.0302,0.150396,,,
3021,4.986,0.0302,0.1505772,,,
3022,4.986,0.0349,0.1740114,,,
3023,4.98,0.0349,0.173802,,,
3024,4.98,0.0302,0.150396,,,
3025,4.986,0.0302,0.1505772,,,
3026,4.986,0.0351,0.1750086,,,
3027,4.979,0.0351,0.1747629,,,
3028,4.979,0.0294,0.1463826,,,
3029,4.985,0.0294,0.146559,,,
3030,4.985,0.0351,0.1749735,,,
3031,4.981,0.0351,0.1748331,,,
3032,4.981,0.03,0.14943,,,
3033,4.985,0.03,0.14955,,,
3034,4.985,0.0349,0.1739765,,,
3035,4.981,0.0349,0.1738369,,,
3036,4.981,0.0302,0.1504262,,,
3037,4.985,0.0302,0.150547,,,
3038,4.985,0.0343,0.1709855,,,
3039,4.984,0.0343,0.1709512,,,
3040,4.984,0.0302,0.1505168,,,
3041,4.985,0.0302,0.150547,,,
3042,4.985,0.0341,0.1699885,,,
3043,4.984,0.0341,0.1699544,,,
3044,4.984,0.0302,0.1505168,,,
3045,4.985,0.0302,0.150547,,,
3046,4.985,0.0341,0.1699885,,,
3047,4.984,0.0341,0.1699544,,,
3048,4.984,0.0302,0.1505168,,,
3049,4.985,0.0302,0.150547,,,
3050,4.985,0.0621,0.3095685,,,
3051,4.984,0.0621,0.3095064,,,
3052,4.984,0.0294,0.1465296,,,
3053,4.985,0.0294,0.146559,,,
3054,4.985,0.0617,0.3075745,,,
3055,4.984,0.0617,0.3075128,,,
3056,4.984,0.0296,0.1475264,,,
3057,4.985,0.0296,0.147556,,,
3058,4.985,0.0629,0.3135565,,,
3059,4.984,0.0629,0.3134936,,,
3060,4.984,0.0294,0.1465296,,,
3061,4.985,0.0294,0.146559,,,
3062,4.985,0.0615,0.3065775,,,
3063,4.985,0.0615,0.3065775,,,
3064,4.985,0.03,0.14955,,,
3065,4.985,0.03,0.14955,,,
3066,4.985,0.0607,0.3025895,,,
3067,4.985,0.0607,0.3025895,,,
3068,4.985,0.0302,0.150547,,,
3069,4.985,0.0302,0.150547,,,
3070,4.985,0.0606,0.302091,,,
3071,4.985,0.0606,0.302091,,,
3072,4.985,0.0302,0.150547,,,
3073,4.985,0.0302,0.150547,,,
3074,4.985,0.0606,0.302091,,,
3075,4.985,0.0606,0.302091,,,
3076,4.985,0.03,0.14955,,,
3077,4.986,0.03,0.14958,,,
3078,4.986,0.0864,0.4307904,,,
3079,4.985,0.0864,0.430704,,,
3080,4.985,0.0307,0.1530395,,,
3081,4.986,0.0307,0.1530702,,,
3082,4.986,0.0862,0.4297932,,,
3083,4.985,0.0862,0.429707,,,
3084,4.985,0.0296,0.147556,,,
3085,4.984,0.0296,0.1475264,,,
3086,4.984,0.0866,0.4316144,,,
3087,4.985,0.0866,0.431701,,,
3088,4.985,0.03,0.14955,,,
3089,4.984,0.03,0.14952,,,
3090,4.984,0.0864,0.4306176,,,
3091,4.985,0.0864,0.430704,,,
3092,4.985,0.03,0.14955,,,
3093,4.984,0.03,0.14952,,,
3094,4.984,0.0858,0.4276272,,,
3095,4.985,0.0858,0.427713,,,
3096,4.985,0.0302,0.150547,,,
3097,4.984,0.0302,0.1505168,,,
3098,4.984,0.0858,0.4276272,,,
3099,4.985,0.0858,0.427713,,,
3100,4.985,0.0302,0.150547,,,
3101,4.985,0.0302,0.150547,,,
3102,4.985,0.07,0.34895,,,
3103,4.985,0.07,0.34895,,,
3104,4.985,0.0302,0.150547,,,
3105,4.985,0.0302,0.150547,,,
3106,4.985,0.0702,0.349947,,,
3107,4.985,0.0702,0.349947,,,
3108,4.985,0.0302,0.150547,,,
3109,4.985,0.0302,0.150547,,,
3110,4.985,0.0708,0.352938,,,
3111,4.985,0.0708,0.352938,,,
3112,4.985,0.0296,0.147556,,,
3113,4.984,0.0296,0.1475264,,,
3114,4.984,0.071,0.353864,,,
3115,4.986,0.071,0.354006,,,
3116,4.986,0.0298,0.1485828,,,
3117,4.984,0.0298,0.1485232,,,
3118,4.984,0.071,0.353864,,,
3119,4.986,0.071,0.354006,,,
3120,4.986,0.03,0.14958,,,
3121,4.984,0.03,0.14952,,,
3122,4.984,0.0708,0.3528672,,,
3123,4.986,0.0708,0.3530088,,,
3124,4.986,0.0307,0.1530702,,,
3125,4.984,0.0307,0.1530088,,,
3126,4.984,0.07,0.34888,,,
3127,4.985,0.07,0.34895,,,
3128,4.985,0.0302,0.150547,,,
3129,4.984,0.0302,0.1505168,,,
3130,4.984,0.0702,0.3498768,,,
3131,4.985,0.0702,0.349947,,,
3132,4.985,0.0302,0.150547,,,
3133,4.985,0.0302,0.150547,,,
3134,4.985,0.038,0.18943,,,
3135,4.985,0.038,0.18943,,,
3136,4.985,0.0302,0.150547,,,
3137,4.985,0.0302,0.150547,,,
3138,4.985,0.0382,0.190427,,,
3139,4.985,0.0382,0.190427,,,
3140,4.985,0.0296,0.147556,,,
3141,4.981,0.0296,0.1474376,,,
3142,4.981,0.0379,0.1887799,,,
3143,4.986,0.0379,0.1889694,,,
3144,4.986,0.0303,0.1510758,,,
3145,4.981,0.0303,0.1509243,,,
3146,4.981,0.0379,0.1887799,,,
3147,4.986,0.0379,0.1889694,,,
3148,4.986,0.0305,0.152073,,,
3149,4.981,0.0305,0.1519205,,,
3150,4.981,0.038,0.189278,,,
3151,4.986,0.038,0.189468,,,
3152,4.986,0.0307,0.1530702,,,
3153,4.981,0.0307,0.1529167,,,
3154,4.981,0.0371,0.1847951,,,
3155,4.985,0.0371,0.1849435,,,
3156,4.985,0.0305,0.1520425,,,
3157,4.982,0.0305,0.151951,,,
3158,4.982,0.0321,0.1599222,,,
3159,4.985,0.0321,0.1600185,,,
3160,4.985,0.0307,0.1530395,,,
3161,4.982,0.0307,0.1529474,,,
3162,4.982,0.0321,0.1599222,,,
3163,4.985,0.0321,0.1600185,,,
3164,4.985,0.03,0.14955,,,
3165,4.977,0.03,0.14931,,,
3166,4.977,0.0325,0.1617525,,,
3167,4.985,0.0325,0.1620125,,,
3168,4.985,0.03,0.14955,,,
3169,4.976,0.03,0.14928,,,
3170,4.976,0.0323,0.1607248,,,
3171,4.985,0.0323,0.1610155,,,
3172,4.985,0.03,0.14955,,,
3173,4.976,0.03,0.14928,,,
3174,4.976,0.0323,0.1607248,,,
3175,4.986,0.0323,0.1610478,,,
3176,4.986,0.0337,0.1680282,,,
3177,4.977,0.0337,0.1677249,,,
3178,4.977,0.0315,0.1567755,,,
3179,4.985,0.0315,0.1570275,,,
3180,4.985,0.0337,0.1679945,,,
3181,4.977,0.0337,0.1677249,,,
3182,4.977,0.0317,0.1577709,,,
3183,4.985,0.0317,0.1580245,,,
3184,4.985,0.0337,0.1679945,,,
3185,4.977,0.0337,0.1677249,,,
3186,4.977,0.0315,0.1567755,,,
3187,4.985,0.0315,0.1570275,,,
3188,4.985,0.0337,0.1679945,,,
3189,4.978,0.0337,0.1677586,,,
3190,4.978,0.0302,0.1503356,,,
3191,4.985,0.0302,0.150547,,,
3192,4.985,0.0337,0.1679945,,,
3193,4.978,0.0337,0.1677586,,,
3194,4.978,0.0302,0.1503356,,,
3195,4.985,0.0302,0.150547,,,
3196,4.985,0.0341,0.1699885,,,
3197,4.979,0.0341,0.1697839,,,
3198,4.979,0.0302,0.1503658,,,
3199,4.985,0.0302,0.150547,,,
3200,4.985,0.0331,0.1650035,,,
3201,4.979,0.0331,0.1648049,,,
3202,4.979,0.0302,0.1503658,,,
3203,4.986,0.0302,0.1505772,,,
3204,4.986,0.0349,0.1740114,,,
3205,4.979,0.0349,0.1737671,,,
3206,4.979,0.0302,0.1503658,,,
3207,4.986,0.0302,0.1505772,,,
3208,4.986,0.0349,0.1740114,,,
3209,4.979,0.0349,0.1737671,,,
3210,4.979,0.0302,0.1503658,,,
3211,4.986,0.0302,0.1505772,,,
3212,4.986,0.0351,0.1750086,,,
3213,4.979,0.0351,0.1747629,,,
3214,4.979,0.0296,0.1473784,,,
3215,4.985,0.0296,0.147556,,,
3216,4.985,0.0351,0.1749735,,,
3217,4.979,0.0351,0.1747629,,,
3218,4.979,0.0294,0.1463826,,,
3219,4.985,0.0294,0.146559,,,
3220,4.985,0.0349,0.1739765,,,
3221,4.98,0.0349,0.173802,,,
3222,4.98,0.0302,0.150396,,,
3223,4.985,0.0302,0.150547,,,
3224,4.985,0.0353,0.1759705,,,
3225,4.98,0.0353,0.175794,,,
3226,4.98,0.0302,0.150396,,,
3227,4.985,0.0302,0.150547,,,
3228,4.985,0.0343,0.1709855,,,
3229,4.984,0.0343,0.1709512,,,
3230,4.984,0.0302,0.1505168,,,
3231,4.985,0.0302,0.150547,,,
3232,4.985,0.0343,0.1709855,,,
3233,4.984,0.0343,0.1709512,,,
3234,4.984,0.0302,0.1505168,,,
3235,4.986,0.0302,0.1505772,,,
3236,4.986,0.0576,0.2871936,,,
3237,4.984,0.0576,0.2870784,,,
3238,4.984,0.0294,0.1465296,,,
3239,4.985,0.0294,0.146559,,,
3240,4.985,0.0582,0.290127,,,
3241,4.985,0.0582,0.290127,,,
3242,4.985,0.0296,0.147556,,,
3243,4.985,0.0296,0.147556,,,
3244,4.985,0.0586,0.292121,,,
3245,4.985,0.0586,0.292121,,,
3246,4.985,0.03,0.14955,,,
3247,4.985,0.03,0.14955,,,
3248,4.985,0.0588,0.293118,,,
3249,4.985,0.0588,0.293118,,,
3250,4.985,0.0302,0.150547,,,
3251,4.985,0.0302,0.150547,,,
3252,4.985,0.0592,0.295112,,,
3253,4.985,0.0592,0.295112,,,
3254,4.985,0.03,0.14955,,,
3255,4.985,0.03,0.14955,,,
3256,4.985,0.0586,0.292121,,,
3257,4.985,0.0586,0.292121,,,
3258,4.985,0.0302,0.150547,,,
3259,4.986,0.0302,0.1505772,,,
3260,4.986,0.086,0.428796,,,
3261,4.985,0.086,0.42871,,,
3262,4.985,0.03,0.14955,,,
3263,4.986,0.03,0.14958,,,
3264,4.986,0.0864,0.4307904,,,
3265,4.985,0.0864,0.430704,,,
3266,4.985,0.0296,0.147556,,,
3267,4.985,0.0296,0.147556,,,
3268,4.985,0.0864,0.430704,,,
3269,4.985,0.0864,0.430704,,,
3270,4.985,0.0294,0.146559,,,
3271,4.984,0.0294,0.1465296,,,
3272,4.984,0.0864,0.4306176,,,
3273,4.985,0.0864,0.430704,,,
3274,4.985,0.0294,0.146559,,,
3275,4.985,0.0294,0.146559,,,
3276,4.985,0.0864,0.430704,,,
3277,4.986,0.0864,0.4307904,,,
3278,4.986,0.0302,0.1505772,,,
3279,4.985,0.0302,0.150547,,,
3280,4.985,0.0858,0.427713,,,
3281,4.985,0.0858,0.427713,,,
3282,4.985,0.03,0.14955,,,
3283,4.985,0.03,0.14955,,,
3284,4.985,0.0858,0.427713,,,
3285,4.985,0.0858,0.427713,,,
3286,4.985,0.03,0.14955,,,
3287,4.985,0.03,0.14955,,,
3288,4.985,0.0686,0.341971,,,
3289,4.985,0.0686,0.341971,,,
3290,4.985,0.0307,0.1530395,,,
3291,4.985,0.0307,0.1530395,,,
3292,4.985,0.0686,0.341971,,,
3293,4.985,0.0686,0.341971,,,
3294,4.985,0.0294,0.146559,,,
3295,4.985,0.0294,0.146559,,,
3296,4.985,0.0686,0.341971,,,
3297,4.985,0.0686,0.341971,,,
3298,4.985,0.0296,0.147556,,,
3299,4.985,0.0296,0.147556,,,
3300,4.985,0.0683,0.3404755,,,
3301,4.985,0.0683,0.3404755,,,
3302,4.985,0.0298,0.148553,,,
3303,4.984,0.0298,0.1485232,,,
3304,4.984,0.0681,0.3394104,,,
3305,4.986,0.0681,0.3395466,,,
3306,4.986,0.0302,0.1505772,,,
3307,4.984,0.0302,0.1505168,,,
3308,4.984,0.0671,0.3344264,,,
3309,4.985,0.0671,0.3344935,,,
3310,4.985,0.0302,0.150547,,,
3311,4.984,0.0302,0.1505168,,,
3312,4.984,0.0667,0.3324328,,,
3313,4.985,0.0667,0.3324995,,,
3314,4.985,0.03,0.14955,,,
3315,4.984,0.03,0.14952,,,
3316,4.984,0.0665,0.331436,,,
3317,4.985,0.0665,0.3315025,,,
3318,4.985,0.0302,0.150547,,,
3319,4.985,0.0302,0.150547,,,
3320,4.985,0.0349,0.1739765,,,
3321,4.985,0.0349,0.1739765,,,
3322,4.985,0.0302,0.150547,,,
3323,4.985,0.0302,0.150547,,,
3324,4.985,0.0353,0.1759705,,,
3325,4.985,0.0353,0.1759705,,,
3326,4.985,0.0296,0.147556,,,
3327,4.981,0.0296,0.1474376,,,
3328,4.981,0.0351,0.1748331,,,
3329,4.985,0.0351,0.1749735,,,
3330,4.985,0.0296,0.147556,,,
3331,4.981,0.0296,0.1474376,,,
3332,4.981,0.0351,0.1748331,,,
3333,4.986,0.0351,0.1750086,,,
3334,4.986,0.0321,0.1600506,,,
3335,4.981,0.0321,0.1598901,,,
3336,4.981,0.0353,0.1758293,,,
3337,4.986,0.0353,0.1760058,,,
3338,4.986,0.0307,0.1530702,,,
3339,4.98,0.0307,0.152886,,,
3340,4.98,0.0345,0.17181,,,
3341,4.985,0.0345,0.1719825,,,
3342,4.985,0.0307,0.1530395,,,
3343,4.981,0.0307,0.1529167,,,
3344,4.981,0.0345,0.1718445,,,
3345,4.985,0.0345,0.1719825,,,
3346,4.985,0.0307,0.1530395,,,
3347,4.981,0.0307,0.1529167,,,
3348,4.981,0.0319,0.1588939,,,
3349,4.985,0.0319,0.1590215,,,
3350,4.985,0.0309,0.1540365,,,
3351,4.981,0.0309,0.1539129,,,
3352,4.981,0.0319,0.1588939,,,
3353,4.985,0.0319,0.1590215,,,
3354,4.985,0.0302,0.150547,,,
3355,4.977,0.0302,0.1503054,,,
3356,4.977,0.0325,0.1617525,,,
3357,4.985,0.0325,0.1620125,,,
3358,4.985,0.0302,0.150547,,,
3359,4.977,0.0302,0.1503054,,,
3360,4.977,0.0319,0.1587663,,,
3361,4.986,0.0319,0.1590534,,,
3362,4.986,0.0337,0.1680282,,,
3363,4.977,0.0337,0.1677249,,,
3364,4.977,0.0319,0.1587663,,,
3365,4.986,0.0319,0.1590534,,,
3366,4.986,0.0341,0.1700226,,,
3367,4.977,0.0341,0.1697157,,,
3368,4.977,0.0311,0.1547847,,,
3369,4.985,0.0311,0.1550335,,,
3370,4.985,0.0341,0.1699885,,,
3371,4.977,0.0341,0.1697157,,,
3372,4.977,0.0311,0.1547847,,,
3373,4.985,0.0311,0.1550335,,,
3374,4.985,0.0341,0.1699885,,,
3375,4.978,0.0341,0.1697498,,,
3376,4.978,0.03,0.14934,,,
3377,4.985,0.03,0.14955,,,
3378,4.985,0.0341,0.1699885,,,
3379,4.978,0.0341,0.1697498,,,
3380,4.978,0.0302,0.1503356,,,
3381,4.985,0.0302,0.150547,,,
3382,4.985,0.0335,0.1669975,,,
3383,4.98,0.0335,0.16683,,,
3384,4.98,0.0302,0.150396,,,
3385,4.985,0.0302,0.150547,,,
3386,4.985,0.0333,0.1660005,,,
3387,4.979,0.0333,0.1658007,,,
3388,4.979,0.0302,0.1503658,,,
3389,4.986,0.0302,0.1505772,,,
3390,4.986,0.0349,0.1740114,,,
3391,4.979,0.0349,0.1737671,,,
3392,4.979,0.0302,0.1503658,,,
3393,4.986,0.0302,0.1505772,,,
3394,4.986,0.0347,0.1730142,,,
3395,4.979,0.0347,0.1727713,,,
3396,4.979,0.0302,0.1503658,,,
3397,4.986,0.0302,0.1505772,,,
3398,4.986,0.0351,0.1750086,,,
3399,4.98,0.0351,0.174798,,,
3400,4.98,0.0294,0.146412,,,
3401,4.985,0.0294,0.146559,,,
3402,4.985,0.0349,0.1739765,,,
3403,4.98,0.0349,0.173802,,,
3404,4.98,0.0294,0.146412,,,
3405,4.985,0.0294,0.146559,,,
3406,4.985,0.0349,0.1739765,,,
3407,4.981,0.0349,0.1738369,,,
3408,4.981,0.03,0.14943,,,
3409,4.985,0.03,0.14955,,,
3410,4.985,0.0341,0.1699885,,,
3411,4.984,0.0341,0.1699544,,,
3412,4.984,0.0302,0.1505168,,,
3413,4.985,0.0302,0.150547,,,
3414,4.985,0.0341,0.1699885,,,
3415,4.984,0.0341,0.1699544,,,
3416,4.984,0.0302,0.1505168,,,
3417,4.986,0.0302,0.1505772,,,
3418,4.986,0.06,0.29916,,,
3419,4.985,0.06,0.2991,,,
3420,4.985,0.0302,0.150547,,,
3421,4.986,0.0302,0.1505772,,,
3422,4.986,0.0602,0.3001572,,,
3423,4.984,0.0602,0.3000368,,,
3424,4.984,0.0296,0.1475264,,,
3425,4.985,0.0296,0.147556,,,
3426,4.985,0.0604,0.301094,,,
3427,4.984,0.0604,0.3010336,,,
3428,4.984,0.0302,0.1505168,,,
3429,4.985,0.0302,0.150547,,,
3430,4.985,0.0607,0.3025895,,,
3431,4.985,0.0607,0.3025895,,,
3432,4.985,0.03,0.14955,,,
3433,4.985,0.03,0.14955,,,
3434,4.985,0.0609,0.3035865,,,
3435,4.985,0.0609,0.3035865,,,
3436,4.985,0.0302,0.150547,,,
3437,4.985,0.0302,0.150547,,,
3438,4.985,0.0613,0.3055805,,,
3439,4.985,0.0613,0.3055805,,,
3440,4.985,0.0302,0.150547,,,
3441,4.985,0.0302,0.150547,,,
3442,4.985,0.0609,0.3035865,,,
3443,4.985,0.0609,0.3035865,,,
3444,4.985,0.0302,0.150547,,,
3445,4.986,0.0302,0.1505772,,,
3446,4.986,0.0862,0.4297932,,,
3447,4.985,0.0862,0.429707,,,
3448,4.985,0.0302,0.150547,,,
3449,4.986,0.0302,0.1505772,,,
3450,4.986,0.0868,0.4327848,,,
3451,4.985,0.0868,0.432698,,,
3452,4.985,0.0294,0.146559,,,
3453,4.985,0.0294,0.146559,,,
3454,4.985,0.0866,0.431701,,,
3455,4.985,0.0866,0.431701,,,
3456,4.985,0.0294,0.146559,,,
3457,4.984,0.0294,0.1465296,,,
3458,4.984,0.0866,0.4316144,,,
3459,4.986,0.0866,0.4317876,,,
3460,4.986,0.03,0.14958,,,
3461,4.985,0.03,0.14955,,,
3462,4.985,0.0866,0.431701,,,
3463,4.986,0.0866,0.4317876,,,
3464,4.986,0.03,0.14958,,,
3465,4.985,0.03,0.14955,,,
3466,4.985,0.0858,0.427713,,,
3467,4.986,0.0858,0.4277988,,,
3468,4.986,0.0302,0.1505772,,,
3469,4.985,0.0302,0.150547,,,
3470,4.985,0.0858,0.427713,,,
3471,4.985,0.0858,0.427713,,,
3472,4.985,0.0313,0.1560305,,,
3473,4.984,0.0313,0.1559992,,,
3474,4.984,0.0856,0.4266304,,,
3475,4.985,0.0856,0.426716,,,
3476,4.985,0.0302,0.150547,,,
3477,4.985,0.0302,0.150547,,,
3478,4.985,0.0667,0.3324995,,,
3479,4.985,0.0667,0.3324995,,,
3480,4.985,0.0302,0.150547,,,
3481,4.985,0.0302,0.150547,,,
3482,4.985,0.0663,0.3305055,,,
3483,4.985,0.0663,0.3305055,,,
3484,4.985,0.0296,0.147556,,,
3485,4.985,0.0296,0.147556,,,
3486,4.985,0.0659,0.3285115,,,
3487,4.986,0.0659,0.3285774,,,
3488,4.986,0.03,0.14958,,,
3489,4.985,0.03,0.14955,,,
3490,4.985,0.0657,0.3275145,,,
3491,4.986,0.0657,0.3275802,,,
3492,4.986,0.03,0.14958,,,
3493,4.985,0.03,0.14955,,,
3494,4.985,0.0647,0.3225295,,,
3495,4.985,0.0647,0.3225295,,,
3496,4.985,0.0302,0.150547,,,
3497,4.984,0.0302,0.1505168,,,
3498,4.984,0.0645,0.321468,,,
3499,4.985,0.0645,0.3215325,,,
3500,4.985,0.03,0.14955,,,
3501,4.985,0.03,0.14955,,,
3502,4.985,0.0349,0.1739765,,,
3503,4.985,0.0349,0.1739765,,,
3504,4.985,0.0302,0.150547,,,
3505,4.985,0.0302,0.150547,,,
3506,4.985,0.0351,0.1749735,,,
3507,4.985,0.0351,0.1749735,,,
3508,4.985,0.0294,0.146559,,,
3509,4.981,0.0294,0.1464414,,,
3510,4.981,0.0351,0.1748331,,,
3511,4.985,0.0351,0.1749735,,,
3512,4.985,0.0294,0.146559,,,
3513,4.98,0.0294,0.146412,,,
3514,4.98,0.0351,0.174798,,,
3515,4.986,0.0351,0.1750086,,,
3516,4.986,0.0309,0.1540674,,,
3517,4.981,0.0309,0.1539129,,,
3518,4.981,0.0351,0.1748331,,,
3519,4.986,0.0351,0.1750086,,,
3520,4.986,0.0309,0.1540674,,,
3521,4.981,0.0309,0.1539129,,,
3522,4.981,0.0345,0.1718445,,,
3523,4.985,0.0345,0.1719825,,,
3524,4.985,0.0309,0.1540365,,,
3525,4.98,0.0309,0.153882,,,
3526,4.98,0.0343,0.170814,,,
3527,4.985,0.0343,0.1709855,,,
3528,4.985,0.0309,0.1540365,,,
3529,4.981,0.0309,0.1539129,,,
3530,4.981,0.0312,0.1554072,,,
3531,4.985,0.0312,0.155532,,,
3532,4.985,0.031,0.154535,,,
3533,4.981,0.031,0.154411,,,
3534,4.981,0.0313,0.1559053,,,
3535,4.985,0.0313,0.1560305,,,
3536,4.985,0.0303,0.1510455,,,
3537,4.977,0.0303,0.1508031,,,
3538,4.977,0.0317,0.1577709,,,
3539,4.985,0.0317,0.1580245,,,
3540,4.985,0.0303,0.1510455,,,
3541,4.977,0.0303,0.1508031,,,
3542,4.977,0.0317,0.1577709,,,
3543,4.986,0.0317,0.1580562,,,
3544,4.986,0.0341,0.1700226,,,
