"unixtime","datetime","date","ws","wd","co2","temp"
1625694967,2021-07-07 21:56:07,"07/07/2021 21:56",3.35,220,462,49
1625694970,2021-07-07 21:56:10,"07/07/2021 21:56",3.35,212,534,49
1625694973,2021-07-07 21:56:13,"07/07/2021 21:56",3.02,219,487,49
1625694976,2021-07-07 21:56:16,"07/07/2021 21:56",2.35,218,499,49
1625694979,2021-07-07 21:56:19,"07/07/2021 21:56",2.01,219,436,49
1625694982,2021-07-07 21:56:22,"07/07/2021 21:56",2.35,208,403,49
1625694985,2021-07-07 21:56:25,"07/07/2021 21:56",3.02,207,431,48
1625694988,2021-07-07 21:56:28,"07/07/2021 21:56",3.02,209,514,48
1625694991,2021-07-07 21:56:31,"07/07/2021 21:56",2.68,220,502,48
1625694994,2021-07-07 21:56:34,"07/07/2021 21:56",2.01,231,415,48
1625694997,2021-07-07 21:56:37,"07/07/2021 21:56",2.68,214,257,48
1625695000,2021-07-07 21:56:40,"07/07/2021 21:56",2.35,225,400,48
1625695003,2021-07-07 21:56:43,"07/07/2021 21:56",2.01,213,315,48
1625695006,2021-07-07 21:56:46,"07/07/2021 21:56",2.01,207,278,48
1625695009,2021-07-07 21:56:49,"07/07/2021 21:56",1.68,207,358,48
1625695012,2021-07-07 21:56:52,"07/07/2021 21:56",1.68,207,478,48
1625695015,2021-07-07 21:56:55,"07/07/2021 21:56",1.68,191,513,48
1625695018,2021-07-07 21:56:58,"07/07/2021 21:56",1.68,172,471,48
1625695021,2021-07-07 21:57:01,"07/07/2021 21:57",2.01,159,427,48
1625695024,2021-07-07 21:57:04,"07/07/2021 21:57",2.01,177,467,48
1625695027,2021-07-07 21:57:07,"07/07/2021 21:57",2.35,168,410,48
1625695030,2021-07-07 21:57:10,"07/07/2021 21:57",2.01,188,475,48
1625695033,2021-07-07 21:57:13,"07/07/2021 21:57",2.35,204,454,48
1625695036,2021-07-07 21:57:16,"07/07/2021 21:57",1.68,199,419,48
1625695039,2021-07-07 21:57:19,"07/07/2021 21:57",1.34,203,420,48
1625695042,2021-07-07 21:57:22,"07/07/2021 21:57",1.01,199,319,48
1625695045,2021-07-07 21:57:25,"07/07/2021 21:57",1.01,174,290,48
1625695048,2021-07-07 21:57:28,"07/07/2021 21:57",1.01,207,301,48
1625695051,2021-07-07 21:57:31,"07/07/2021 21:57",1.01,204,373,48
1625695054,2021-07-07 21:57:34,"07/07/2021 21:57",1.01,208,546,48
1625695057,2021-07-07 21:57:37,"07/07/2021 21:57",1.34,207,410,48
1625695060,2021-07-07 21:57:40,"07/07/2021 21:57",1.01,196,347,48
1625695063,2021-07-07 21:57:43,"07/07/2021 21:57",1.68,222,343,48
1625695066,2021-07-07 21:57:46,"07/07/2021 21:57",1.34,223,365,48
1625695069,2021-07-07 21:57:49,"07/07/2021 21:57",1.68,223,383,48
1625695072,2021-07-07 21:57:52,"07/07/2021 21:57",1.34,224,400,48
1625695075,2021-07-07 21:57:55,"07/07/2021 21:57",1.34,216,397,48
1625695078,2021-07-07 21:57:58,"07/07/2021 21:57",1.01,219,437,48
1625695081,2021-07-07 21:58:01,"07/07/2021 21:58",1.01,219,446,48
1625695084,2021-07-07 21:58:04,"07/07/2021 21:58",1.01,218,461,48
1625695087,2021-07-07 21:58:07,"07/07/2021 21:58",1.01,218,419,48
1625695090,2021-07-07 21:58:10,"07/07/2021 21:58",0.67,215,476,48
1625695093,2021-07-07 21:58:13,"07/07/2021 21:58",0.67,218,439,48
1625695096,2021-07-07 21:58:16,"07/07/2021 21:58",0.67,218,476,48
1625695099,2021-07-07 21:58:19,"07/07/2021 21:58",0.34,219,442,48
1625695102,2021-07-07 21:58:22,"07/07/2021 21:58",0.67,218,463,48
1625695105,2021-07-07 21:58:25,"07/07/2021 21:58",0.67,214,433,48
1625695108,2021-07-07 21:58:28,"07/07/2021 21:58",1.01,225,311,48
1625695111,2021-07-07 21:58:31,"07/07/2021 21:58",1.01,228,296,48
1625695114,2021-07-07 21:58:34,"07/07/2021 21:58",1.34,229,356,48
1625695117,2021-07-07 21:58:37,"07/07/2021 21:58",1.01,234,366,48
1625695120,2021-07-07 21:58:40,"07/07/2021 21:58",2.01,246,390,48
1625695123,2021-07-07 21:58:43,"07/07/2021 21:58",1.68,258,396,48
1625695126,2021-07-07 21:58:46,"07/07/2021 21:58",1.34,258,403,48
1625695129,2021-07-07 21:58:49,"07/07/2021 21:58",2.35,213,391,48
1625695132,2021-07-07 21:58:52,"07/07/2021 21:58",2.68,207,406,48
1625695135,2021-07-07 21:58:55,"07/07/2021 21:58",2.35,215,423,48
1625695138,2021-07-07 21:58:58,"07/07/2021 21:58",2.01,225,399,48
1625695141,2021-07-07 21:59:01,"07/07/2021 21:59",1.68,240,417,48
1625695144,2021-07-07 21:59:04,"07/07/2021 21:59",2.68,241,463,48
1625695147,2021-07-07 21:59:07,"07/07/2021 21:59",2.35,221,397,48
1625695150,2021-07-07 21:59:10,"07/07/2021 21:59",3.02,212,503,48
1625695153,2021-07-07 21:59:13,"07/07/2021 21:59",2.35,222,485,48
1625695156,2021-07-07 21:59:16,"07/07/2021 21:59",3.02,221,403,48
1625695159,2021-07-07 21:59:19,"07/07/2021 21:59",3.02,210,439,48
1625695162,2021-07-07 21:59:22,"07/07/2021 21:59",3.35,218,552,48
1625695165,2021-07-07 21:59:25,"07/07/2021 21:59",2.68,214,473,48
1625695168,2021-07-07 21:59:28,"07/07/2021 21:59",2.68,216,520,47
1625695171,2021-07-07 21:59:31,"07/07/2021 21:59",2.68,221,487,47
1625695174,2021-07-07 21:59:34,"07/07/2021 21:59",2.35,219,483,47
1625695177,2021-07-07 21:59:37,"07/07/2021 21:59",2.35,216,566,47
1625695180,2021-07-07 21:59:40,"07/07/2021 21:59",2.68,225,487,47
1625695183,2021-07-07 21:59:43,"07/07/2021 21:59",2.35,232,509,47
1625695186,2021-07-07 21:59:46,"07/07/2021 21:59",2.01,224,456,47
1625695189,2021-07-07 21:59:49,"07/07/2021 21:59",1.68,223,439,47
1625695192,2021-07-07 21:59:52,"07/07/2021 21:59",1.34,225,403,47
1625695195,2021-07-07 21:59:55,"07/07/2021 21:59",2.01,219,440,47
1625695198,2021-07-07 21:59:58,"07/07/2021 21:59",1.68,247,434,47
1625695201,2021-07-07 22:00:01,"07/07/2021 22:00",1.34,280,361,47
1625695204,2021-07-07 22:00:04,"07/07/2021 22:00",1.34,252,421,47
1625695207,2021-07-07 22:00:07,"07/07/2021 22:00",1.34,228,431,47
1625695210,2021-07-07 22:00:10,"07/07/2021 22:00",2.35,173,409,48
1625695213,2021-07-07 22:00:13,"07/07/2021 22:00",2.68,200,519,47
1625695216,2021-07-07 22:00:16,"07/07/2021 22:00",2.68,215,479,47
1625695219,2021-07-07 22:00:19,"07/07/2021 22:00",2.68,180,534,47
1625695222,2021-07-07 22:00:22,"07/07/2021 22:00",2.01,162,440,47
1625695225,2021-07-07 22:00:25,"07/07/2021 22:00",2.68,177,317,47
1625695228,2021-07-07 22:00:28,"07/07/2021 22:00",2.01,169,331,47
1625695231,2021-07-07 22:00:31,"07/07/2021 22:00",1.68,172,251,47
1625695234,2021-07-07 22:00:34,"07/07/2021 22:00",2.01,170,336,47
1625695237,2021-07-07 22:00:37,"07/07/2021 22:00",1.68,157,352,47
1625695240,2021-07-07 22:00:40,"07/07/2021 22:00",1.68,185,392,47
1625695243,2021-07-07 22:00:43,"07/07/2021 22:00",1.68,157,400,47
1625695246,2021-07-07 22:00:46,"07/07/2021 22:00",1.34,163,401,47
1625695249,2021-07-07 22:00:49,"07/07/2021 22:00",1.01,207,418,47
1625695252,2021-07-07 22:00:52,"07/07/2021 22:00",1.34,190,438,47
1625695255,2021-07-07 22:00:55,"07/07/2021 22:00",1.34,212,423,47
1625695258,2021-07-07 22:00:58,"07/07/2021 22:00",1.34,198,455,47
1625695261,2021-07-07 22:01:01,"07/07/2021 22:01",1.34,218,432,47
1625695264,2021-07-07 22:01:04,"07/07/2021 22:01",1.68,215,470,47
1625695267,2021-07-07 22:01:07,"07/07/2021 22:01",1.34,212,500,47
1625695270,2021-07-07 22:01:10,"07/07/2021 22:01",1.34,199,478,47
1625695273,2021-07-07 22:01:13,"07/07/2021 22:01",1.34,213,400,47
1625695276,2021-07-07 22:01:16,"07/07/2021 22:01",1.68,210,357,47
1625695279,2021-07-07 22:01:19,"07/07/2021 22:01",1.34,217,383,47
1625695282,2021-07-07 22:01:22,"07/07/2021 22:01",1.01,218,431,47
1625695285,2021-07-07 22:01:25,"07/07/2021 22:01",1.34,196,360,47
1625695288,2021-07-07 22:01:28,"07/07/2021 22:01",1.34,210,467,47
1625695291,2021-07-07 22:01:31,"07/07/2021 22:01",1.34,178,424,47
1625695294,2021-07-07 22:01:34,"07/07/2021 22:01",1.01,222,414,47
1625695297,2021-07-07 22:01:37,"07/07/2021 22:01",1.34,171,399,47
1625695300,2021-07-07 22:01:40,"07/07/2021 22:01",1.01,137,407,47
1625695303,2021-07-07 22:01:43,"07/07/2021 22:01",0.67,166,421,47
1625695306,2021-07-07 22:01:46,"07/07/2021 22:01",1.01,165,442,47
1625695309,2021-07-07 22:01:49,"07/07/2021 22:01",1.01,180,440,47
1625695312,2021-07-07 22:01:52,"07/07/2021 22:01",0.67,177,447,47
1625695315,2021-07-07 22:01:55,"07/07/2021 22:01",1.68,123,431,47
1625695318,2021-07-07 22:01:58,"07/07/2021 22:01",2.01,185,359,47
1625695321,2021-07-07 22:02:01,"07/07/2021 22:02",1.68,182,365,47
1625695324,2021-07-07 22:02:04,"07/07/2021 22:02",1.68,184,405,47
1625695327,2021-07-07 22:02:07,"07/07/2021 22:02",1.01,200,365,47
1625695330,2021-07-07 22:02:10,"07/07/2021 22:02",0.67,151,374,47
1625695333,2021-07-07 22:02:13,"07/07/2021 22:02",0.67,162,394,47
1625695336,2021-07-07 22:02:16,"07/07/2021 22:02",1.01,134,417,47
1625695339,2021-07-07 22:02:19,"07/07/2021 22:02",0.67,155,281,47
1625695342,2021-07-07 22:02:22,"07/07/2021 22:02",0.67,159,259,47
1625695345,2021-07-07 22:02:25,"07/07/2021 22:02",0.67,157,287,47
1625695348,2021-07-07 22:02:28,"07/07/2021 22:02",1.01,155,398,47
1625695351,2021-07-07 22:02:31,"07/07/2021 22:02",0.67,154,429,47
1625695354,2021-07-07 22:02:34,"07/07/2021 22:02",0.67,155,419,47
1625695357,2021-07-07 22:02:37,"07/07/2021 22:02",0.67,160,493,47
1625695360,2021-07-07 22:02:40,"07/07/2021 22:02",0.34,149,591,47
1625695363,2021-07-07 22:02:43,"07/07/2021 22:02",0.67,153,532,47
1625695366,2021-07-07 22:02:46,"07/07/2021 22:02",0.34,130,580,47
1625695369,2021-07-07 22:02:49,"07/07/2021 22:02",0.34,178,512,48
1625695372,2021-07-07 22:02:52,"07/07/2021 22:02",0.34,176,492,48
1625695375,2021-07-07 22:02:55,"07/07/2021 22:02",0.34,74,473,48
1625695378,2021-07-07 22:02:58,"07/07/2021 22:02",0.34,162,490,48
1625695381,2021-07-07 22:03:01,"07/07/2021 22:03",0.67,155,497,48
1625695384,2021-07-07 22:03:04,"07/07/2021 22:03",0.34,119,434,48
1625695387,2021-07-07 22:03:07,"07/07/2021 22:03",0.34,122,419,48
1625695390,2021-07-07 22:03:10,"07/07/2021 22:03",0.34,157,382,48
1625695393,2021-07-07 22:03:13,"07/07/2021 22:03",0,158,336,48
1625695396,2021-07-07 22:03:16,"07/07/2021 22:03",0.34,162,302,48
1625695399,2021-07-07 22:03:19,"07/07/2021 22:03",0,152,383,48
1625695402,2021-07-07 22:03:22,"07/07/2021 22:03",0,162,386,48
1625695405,2021-07-07 22:03:25,"07/07/2021 22:03",0,171,382,48
1625695408,2021-07-07 22:03:28,"07/07/2021 22:03",0,169,369,48
1625695411,2021-07-07 22:03:31,"07/07/2021 22:03",0,168,381,48
1625695414,2021-07-07 22:03:34,"07/07/2021 22:03",0,170,377,48
1625695417,2021-07-07 22:03:37,"07/07/2021 22:03",0,158,393,48
1625695420,2021-07-07 22:03:40,"07/07/2021 22:03",0,157,387,48
1625695423,2021-07-07 22:03:43,"07/07/2021 22:03",0,158,371,48
1625695426,2021-07-07 22:03:46,"07/07/2021 22:03",0.34,154,381,48
1625695429,2021-07-07 22:03:49,"07/07/2021 22:03",0.67,155,364,48
1625695432,2021-07-07 22:03:52,"07/07/2021 22:03",0.34,155,381,48
1625695435,2021-07-07 22:03:55,"07/07/2021 22:03",0.67,155,424,48
1625695438,2021-07-07 22:03:58,"07/07/2021 22:03",0.34,155,522,48
1625695441,2021-07-07 22:04:01,"07/07/2021 22:04",0.67,154,521,48
1625695444,2021-07-07 22:04:04,"07/07/2021 22:04",0,155,549,48
1625695447,2021-07-07 22:04:07,"07/07/2021 22:04",0.34,155,559,48
1625695450,2021-07-07 22:04:10,"07/07/2021 22:04",0,155,551,48
1625695453,2021-07-07 22:04:13,"07/07/2021 22:04",0,155,538,48
1625695456,2021-07-07 22:04:16,"07/07/2021 22:04",0,154,511,48
1625695459,2021-07-07 22:04:19,"07/07/2021 22:04",0,155,479,48
1625695462,2021-07-07 22:04:22,"07/07/2021 22:04",0,155,451,48
1625695465,2021-07-07 22:04:25,"07/07/2021 22:04",0,155,463,48
1625695468,2021-07-07 22:04:28,"07/07/2021 22:04",0,155,457,49
1625695471,2021-07-07 22:04:31,"07/07/2021 22:04",0,154,440,49
1625695474,2021-07-07 22:04:34,"07/07/2021 22:04",0,155,382,49
1625695477,2021-07-07 22:04:37,"07/07/2021 22:04",0,156,436,49
1625695480,2021-07-07 22:04:40,"07/07/2021 22:04",0,177,544,49
1625695483,2021-07-07 22:04:43,"07/07/2021 22:04",0,155,583,48
1625695486,2021-07-07 22:04:46,"07/07/2021 22:04",0,154,704,48
1625695489,2021-07-07 22:04:49,"07/07/2021 22:04",0.34,141,628,47
1625695492,2021-07-07 22:04:52,"07/07/2021 22:04",1.01,86,427,47
1625695495,2021-07-07 22:04:55,"07/07/2021 22:04",1.01,76,57,47
1625695498,2021-07-07 22:04:58,"07/07/2021 22:04",1.34,64,0,47
1625695501,2021-07-07 22:05:01,"07/07/2021 22:05",1.34,54,188,47
1625695504,2021-07-07 22:05:04,"07/07/2021 22:05",1.01,54,150,47
1625695507,2021-07-07 22:05:07,"07/07/2021 22:05",1.01,54,347,47
1625695510,2021-07-07 22:05:10,"07/07/2021 22:05",1.01,44,432,47
1625695513,2021-07-07 22:05:13,"07/07/2021 22:05",0.67,67,455,47
1625695516,2021-07-07 22:05:16,"07/07/2021 22:05",0.67,54,469,47
1625695519,2021-07-07 22:05:19,"07/07/2021 22:05",0.34,54,406,47
1625695522,2021-07-07 22:05:22,"07/07/2021 22:05",0.34,54,450,47
1625695525,2021-07-07 22:05:25,"07/07/2021 22:05",0,55,414,47
1625695528,2021-07-07 22:05:28,"07/07/2021 22:05",0,54,432,47
1625695531,2021-07-07 22:05:31,"07/07/2021 22:05",0,54,436,47
1625695534,2021-07-07 22:05:34,"07/07/2021 22:05",0,54,458,47
1625695537,2021-07-07 22:05:37,"07/07/2021 22:05",0.34,54,462,47
1625695540,2021-07-07 22:05:40,"07/07/2021 22:05",0,55,476,47
1625695543,2021-07-07 22:05:43,"07/07/2021 22:05",0.34,77,465,47
1625695546,2021-07-07 22:05:46,"07/07/2021 22:05",0.34,78,440,47
1625695549,2021-07-07 22:05:49,"07/07/2021 22:05",0.34,54,408,47
1625695552,2021-07-07 22:05:52,"07/07/2021 22:05",0.67,54,404,47
1625695555,2021-07-07 22:05:55,"07/07/2021 22:05",0.67,82,345,47
1625695558,2021-07-07 22:05:58,"07/07/2021 22:05",0.34,80,223,47
1625695561,2021-07-07 22:06:01,"07/07/2021 22:06",1.01,113,140,47
1625695564,2021-07-07 22:06:04,"07/07/2021 22:06",1.01,104,0,47
1625695567,2021-07-07 22:06:07,"07/07/2021 22:06",1.34,101,92,47
1625695570,2021-07-07 22:06:10,"07/07/2021 22:06",1.01,100,505,47
1625695573,2021-07-07 22:06:13,"07/07/2021 22:06",1.01,100,718,47
1625695576,2021-07-07 22:06:16,"07/07/2021 22:06",1.01,93,812,47
1625695579,2021-07-07 22:06:19,"07/07/2021 22:06",0.67,90,614,47
1625695582,2021-07-07 22:06:22,"07/07/2021 22:06",1.01,90,624,46
1625695585,2021-07-07 22:06:25,"07/07/2021 22:06",0.67,91,646,46
1625695588,2021-07-07 22:06:28,"07/07/2021 22:06",0.67,91,718,46
1625695591,2021-07-07 22:06:31,"07/07/2021 22:06",0.67,91,419,46
1625695594,2021-07-07 22:06:34,"07/07/2021 22:06",1.01,105,503,47
1625695597,2021-07-07 22:06:37,"07/07/2021 22:06",1.34,46,378,47
1625695600,2021-07-07 22:06:40,"07/07/2021 22:06",1.34,60,725,46
1625695603,2021-07-07 22:06:43,"07/07/2021 22:06",1.34,63,906,46
1625695606,2021-07-07 22:06:46,"07/07/2021 22:06",1.01,43,655,46
1625695609,2021-07-07 22:06:49,"07/07/2021 22:06",0.67,31,750,46
1625695612,2021-07-07 22:06:52,"07/07/2021 22:06",0.67,32,523,46
1625695615,2021-07-07 22:06:55,"07/07/2021 22:06",0.67,33,165,46
1625695618,2021-07-07 22:06:58,"07/07/2021 22:06",1.01,49,0,46
1625695621,2021-07-07 22:07:01,"07/07/2021 22:07",1.01,55,22,46
1625695624,2021-07-07 22:07:04,"07/07/2021 22:07",1.01,75,40,46
1625695627,2021-07-07 22:07:07,"07/07/2021 22:07",1.34,105,102,46
1625695630,2021-07-07 22:07:10,"07/07/2021 22:07",2.01,99,127,46
1625695633,2021-07-07 22:07:13,"07/07/2021 22:07",2.01,101,418,46
1625695636,2021-07-07 22:07:16,"07/07/2021 22:07",2.35,83,435,46
1625695639,2021-07-07 22:07:19,"07/07/2021 22:07",2.35,73,466,46
1625695642,2021-07-07 22:07:22,"07/07/2021 22:07",2.35,93,472,46
1625695645,2021-07-07 22:07:25,"07/07/2021 22:07",2.35,105,575,45
1625695648,2021-07-07 22:07:28,"07/07/2021 22:07",3.02,71,541,45
1625695651,2021-07-07 22:07:31,"07/07/2021 22:07",2.68,91,628,45
1625695654,2021-07-07 22:07:34,"07/07/2021 22:07",2.01,62,705,45
1625695657,2021-07-07 22:07:37,"07/07/2021 22:07",2.01,62,793,45
1625695660,2021-07-07 22:07:40,"07/07/2021 22:07",2.68,89,658,45
1625695663,2021-07-07 22:07:43,"07/07/2021 22:07",2.01,73,586,45
1625695666,2021-07-07 22:07:46,"07/07/2021 22:07",1.68,66,587,44
1625695669,2021-07-07 22:07:49,"07/07/2021 22:07",1.68,69,536,44
1625695672,2021-07-07 22:07:52,"07/07/2021 22:07",2.01,80,488,44
1625695675,2021-07-07 22:07:55,"07/07/2021 22:07",2.35,71,339,44
1625695678,2021-07-07 22:07:58,"07/07/2021 22:07",1.68,79,353,44
1625695681,2021-07-07 22:08:01,"07/07/2021 22:08",2.68,85,450,44
1625695684,2021-07-07 22:08:04,"07/07/2021 22:08",2.68,77,373,44
1625695687,2021-07-07 22:08:07,"07/07/2021 22:08",2.35,90,448,44
1625695690,2021-07-07 22:08:10,"07/07/2021 22:08",2.35,87,643,44
1625695693,2021-07-07 22:08:13,"07/07/2021 22:08",2.68,83,545,44
1625695696,2021-07-07 22:08:16,"07/07/2021 22:08",2.68,72,487,44
1625695699,2021-07-07 22:08:19,"07/07/2021 22:08",2.68,81,525,43
1625695702,2021-07-07 22:08:22,"07/07/2021 22:08",2.68,63,330,43
1625695705,2021-07-07 22:08:25,"07/07/2021 22:08",2.01,87,498,43
1625695708,2021-07-07 22:08:28,"07/07/2021 22:08",1.68,81,514,43
1625695711,2021-07-07 22:08:31,"07/07/2021 22:08",2.01,86,470,43
1625695714,2021-07-07 22:08:34,"07/07/2021 22:08",2.01,90,370,43
1625695717,2021-07-07 22:08:37,"07/07/2021 22:08",2.35,97,254,43
1625695720,2021-07-07 22:08:40,"07/07/2021 22:08",2.01,99,256,43
1625695723,2021-07-07 22:08:43,"07/07/2021 22:08",1.68,103,323,43
1625695726,2021-07-07 22:08:46,"07/07/2021 22:08",1.68,100,341,43
1625695729,2021-07-07 22:08:49,"07/07/2021 22:08",2.01,109,383,43
1625695732,2021-07-07 22:08:52,"07/07/2021 22:08",2.01,77,364,43
1625695735,2021-07-07 22:08:55,"07/07/2021 22:08",1.68,94,384,43
1625695738,2021-07-07 22:08:58,"07/07/2021 22:08",2.01,103,384,43
1625695741,2021-07-07 22:09:01,"07/07/2021 22:09",2.01,105,376,43
1625695744,2021-07-07 22:09:04,"07/07/2021 22:09",2.35,108,402,43
1625695747,2021-07-07 22:09:07,"07/07/2021 22:09",2.35,128,394,43
1625695750,2021-07-07 22:09:10,"07/07/2021 22:09",2.01,120,432,43
1625695753,2021-07-07 22:09:13,"07/07/2021 22:09",2.01,121,455,43
1625695756,2021-07-07 22:09:16,"07/07/2021 22:09",1.34,117,432,43
1625695759,2021-07-07 22:09:19,"07/07/2021 22:09",1.34,118,422,44
1625695762,2021-07-07 22:09:22,"07/07/2021 22:09",1.34,85,371,44
1625695765,2021-07-07 22:09:25,"07/07/2021 22:09",1.01,85,387,43
1625695768,2021-07-07 22:09:28,"07/07/2021 22:09",1.34,97,432,43
1625695771,2021-07-07 22:09:31,"07/07/2021 22:09",1.68,108,440,44
1625695774,2021-07-07 22:09:34,"07/07/2021 22:09",2.01,102,415,44
1625695777,2021-07-07 22:09:37,"07/07/2021 22:09",2.35,107,412,44
1625695780,2021-07-07 22:09:40,"07/07/2021 22:09",2.35,106,384,44
1625695783,2021-07-07 22:09:43,"07/07/2021 22:09",2.01,106,411,44
1625695786,2021-07-07 22:09:46,"07/07/2021 22:09",2.35,95,410,44
1625695789,2021-07-07 22:09:49,"07/07/2021 22:09",2.01,65,367,44
1625695792,2021-07-07 22:09:52,"07/07/2021 22:09",2.01,67,341,44
1625695795,2021-07-07 22:09:55,"07/07/2021 22:09",2.01,79,517,44
1625695798,2021-07-07 22:09:58,"07/07/2021 22:09",2.01,69,454,44
1625695801,2021-07-07 22:10:01,"07/07/2021 22:10",2.01,74,410,44
1625695804,2021-07-07 22:10:04,"07/07/2021 22:10",1.68,59,432,44
1625695807,2021-07-07 22:10:07,"07/07/2021 22:10",1.68,92,452,44
1625695810,2021-07-07 22:10:10,"07/07/2021 22:10",2.01,72,386,43
1625695813,2021-07-07 22:10:13,"07/07/2021 22:10",2.01,82,330,43
1625695816,2021-07-07 22:10:16,"07/07/2021 22:10",1.68,63,337,43
1625695819,2021-07-07 22:10:19,"07/07/2021 22:10",1.68,50,443,43
1625695822,2021-07-07 22:10:22,"07/07/2021 22:10",1.68,54,551,43
1625695825,2021-07-07 22:10:25,"07/07/2021 22:10",2.01,85,534,43
1625695828,2021-07-07 22:10:28,"07/07/2021 22:10",1.68,70,530,43
1625695831,2021-07-07 22:10:31,"07/07/2021 22:10",2.01,70,509,43
1625695834,2021-07-07 22:10:34,"07/07/2021 22:10",1.68,67,533,43
1625695837,2021-07-07 22:10:37,"07/07/2021 22:10",1.68,66,476,43
1625695840,2021-07-07 22:10:40,"07/07/2021 22:10",1.68,64,611,43
1625695843,2021-07-07 22:10:43,"07/07/2021 22:10",1.68,55,585,43
1625695846,2021-07-07 22:10:46,"07/07/2021 22:10",1.34,55,557,43
1625695849,2021-07-07 22:10:49,"07/07/2021 22:10",1.01,55,494,43
1625695852,2021-07-07 22:10:52,"07/07/2021 22:10",1.01,55,416,43
1625695855,2021-07-07 22:10:55,"07/07/2021 22:10",1.34,74,330,43
1625695858,2021-07-07 22:10:58,"07/07/2021 22:10",1.34,60,320,43
1625695861,2021-07-07 22:11:01,"07/07/2021 22:11",1.34,60,307,43
1625695864,2021-07-07 22:11:04,"07/07/2021 22:11",1.01,60,391,43
1625695867,2021-07-07 22:11:07,"07/07/2021 22:11",1.01,61,411,43
1625695870,2021-07-07 22:11:10,"07/07/2021 22:11",1.01,62,370,43
1625695873,2021-07-07 22:11:13,"07/07/2021 22:11",0.67,71,357,43
1625695876,2021-07-07 22:11:16,"07/07/2021 22:11",0.67,84,380,43
1625695879,2021-07-07 22:11:19,"07/07/2021 22:11",1.01,80,364,43
1625695882,2021-07-07 22:11:22,"07/07/2021 22:11",1.01,80,455,43
1625695885,2021-07-07 22:11:25,"07/07/2021 22:11",1.01,89,434,43
1625695888,2021-07-07 22:11:28,"07/07/2021 22:11",2.01,106,354,43
1625695891,2021-07-07 22:11:31,"07/07/2021 22:11",2.35,110,394,43
1625695894,2021-07-07 22:11:34,"07/07/2021 22:11",2.35,106,245,43
1625695897,2021-07-07 22:11:37,"07/07/2021 22:11",2.35,121,397,43
1625695900,2021-07-07 22:11:40,"07/07/2021 22:11",2.68,110,439,43
1625695903,2021-07-07 22:11:43,"07/07/2021 22:11",2.35,125,563,43
1625695906,2021-07-07 22:11:46,"07/07/2021 22:11",2.01,106,641,43
1625695909,2021-07-07 22:11:49,"07/07/2021 22:11",1.34,101,688,43
1625695912,2021-07-07 22:11:52,"07/07/2021 22:11",2.01,73,678,43
1625695915,2021-07-07 22:11:55,"07/07/2021 22:11",2.01,79,567,43
1625695918,2021-07-07 22:11:58,"07/07/2021 22:11",2.01,66,581,43
1625695921,2021-07-07 22:12:01,"07/07/2021 22:12",1.34,65,607,42
1625695924,2021-07-07 22:12:04,"07/07/2021 22:12",1.34,63,549,43
1625695927,2021-07-07 22:12:07,"07/07/2021 22:12",1.01,63,509,43
1625695930,2021-07-07 22:12:10,"07/07/2021 22:12",0.34,64,446,43
1625695933,2021-07-07 22:12:13,"07/07/2021 22:12",0.67,63,384,43
1625695936,2021-07-07 22:12:16,"07/07/2021 22:12",0.34,64,359,43
1625695939,2021-07-07 22:12:19,"07/07/2021 22:12",0.67,64,398,43
1625695942,2021-07-07 22:12:22,"07/07/2021 22:12",0.67,150,378,43
1625695945,2021-07-07 22:12:25,"07/07/2021 22:12",0.67,163,389,43
1625695948,2021-07-07 22:12:28,"07/07/2021 22:12",0.34,169,390,43
1625695951,2021-07-07 22:12:31,"07/07/2021 22:12",1.01,169,392,44
1625695954,2021-07-07 22:12:34,"07/07/2021 22:12",1.68,171,406,44
1625695957,2021-07-07 22:12:37,"07/07/2021 22:12",2.01,199,414,44
1625695960,2021-07-07 22:12:40,"07/07/2021 22:12",2.68,201,425,44
1625695963,2021-07-07 22:12:43,"07/07/2021 22:12",2.01,225,430,44
1625695966,2021-07-07 22:12:46,"07/07/2021 22:12",1.68,214,415,44
1625695969,2021-07-07 22:12:49,"07/07/2021 22:12",1.34,211,381,44
1625695972,2021-07-07 22:12:52,"07/07/2021 22:12",0.67,201,411,44
1625695975,2021-07-07 22:12:55,"07/07/2021 22:12",1.01,201,479,44
1625695978,2021-07-07 22:12:58,"07/07/2021 22:12",0.67,201,416,44
1625695981,2021-07-07 22:13:01,"07/07/2021 22:13",1.01,201,433,44
1625695984,2021-07-07 22:13:04,"07/07/2021 22:13",0.67,195,419,44
1625695987,2021-07-07 22:13:07,"07/07/2021 22:13",1.01,192,436,44
1625695990,2021-07-07 22:13:10,"07/07/2021 22:13",1.01,193,443,44
1625695993,2021-07-07 22:13:13,"07/07/2021 22:13",1.01,194,419,44
1625695996,2021-07-07 22:13:16,"07/07/2021 22:13",1.34,150,384,44
1625695999,2021-07-07 22:13:19,"07/07/2021 22:13",1.34,136,425,45
1625696002,2021-07-07 22:13:22,"07/07/2021 22:13",2.35,131,425,45
1625696005,2021-07-07 22:13:25,"07/07/2021 22:13",2.01,119,456,45
1625696008,2021-07-07 22:13:28,"07/07/2021 22:13",2.01,108,540,45
1625696011,2021-07-07 22:13:31,"07/07/2021 22:13",2.68,121,453,45
1625696014,2021-07-07 22:13:34,"07/07/2021 22:13",2.68,98,423,45
