"unixtime","datetime","date","ws","wd","co2","temp"
1625643922,2021-07-07 07:45:22,"07/07/2021 07:45",0,47,441,27
1625643925,2021-07-07 07:45:25,"07/07/2021 07:45",0,74,441,27
1625643928,2021-07-07 07:45:28,"07/07/2021 07:45",0.34,59,441,27
1625643931,2021-07-07 07:45:31,"07/07/2021 07:45",0,62,442,27
1625643934,2021-07-07 07:45:34,"07/07/2021 07:45",0,62,442,27
1625643937,2021-07-07 07:45:37,"07/07/2021 07:45",0.34,61,440,27
1625643940,2021-07-07 07:45:40,"07/07/2021 07:45",0,90,441,27
1625643943,2021-07-07 07:45:43,"07/07/2021 07:45",0,59,440,27
1625643946,2021-07-07 07:45:46,"07/07/2021 07:45",0,59,440,27
1625643949,2021-07-07 07:45:49,"07/07/2021 07:45",0,59,441,27
1625643952,2021-07-07 07:45:52,"07/07/2021 07:45",0,55,443,27
1625643955,2021-07-07 07:45:55,"07/07/2021 07:45",0,70,444,27
1625643958,2021-07-07 07:45:58,"07/07/2021 07:45",0,55,445,27
1625643961,2021-07-07 07:46:01,"07/07/2021 07:46",0,47,444,27
1625643964,2021-07-07 07:46:04,"07/07/2021 07:46",0,48,444,27
1625643967,2021-07-07 07:46:07,"07/07/2021 07:46",0,43,445,27
1625643970,2021-07-07 07:46:10,"07/07/2021 07:46",0,71,446,27
1625643973,2021-07-07 07:46:13,"07/07/2021 07:46",0,22,446,27
1625643976,2021-07-07 07:46:16,"07/07/2021 07:46",0,10,447,27
1625643979,2021-07-07 07:46:19,"07/07/2021 07:46",0,10,447,27
1625643982,2021-07-07 07:46:22,"07/07/2021 07:46",0,9,447,27
1625643985,2021-07-07 07:46:25,"07/07/2021 07:46",0,32,447,27
1625643988,2021-07-07 07:46:28,"07/07/2021 07:46",0,13,447,27
1625643991,2021-07-07 07:46:31,"07/07/2021 07:46",0,18,447,27
1625643994,2021-07-07 07:46:34,"07/07/2021 07:46",0,23,448,27
1625643997,2021-07-07 07:46:37,"07/07/2021 07:46",0,36,448,27
1625644000,2021-07-07 07:46:40,"07/07/2021 07:46",0,69,448,27
1625644003,2021-07-07 07:46:43,"07/07/2021 07:46",0,59,445,27
1625644006,2021-07-07 07:46:46,"07/07/2021 07:46",0,62,445,27
1625644009,2021-07-07 07:46:49,"07/07/2021 07:46",0,61,444,27
1625644012,2021-07-07 07:46:52,"07/07/2021 07:46",0,61,445,27
1625644015,2021-07-07 07:46:55,"07/07/2021 07:46",0,89,445,27
1625644018,2021-07-07 07:46:58,"07/07/2021 07:46",0,59,445,27
1625644021,2021-07-07 07:47:01,"07/07/2021 07:47",0,61,445,27
1625644024,2021-07-07 07:47:04,"07/07/2021 07:47",0,59,445,27
1625644027,2021-07-07 07:47:07,"07/07/2021 07:47",0,60,444,27
1625644030,2021-07-07 07:47:10,"07/07/2021 07:47",0,87,444,27
1625644033,2021-07-07 07:47:13,"07/07/2021 07:47",0,59,444,27
1625644036,2021-07-07 07:47:16,"07/07/2021 07:47",0,60,444,27
1625644039,2021-07-07 07:47:19,"07/07/2021 07:47",0,58,444,27
1625644042,2021-07-07 07:47:22,"07/07/2021 07:47",0,58,444,27
1625644045,2021-07-07 07:47:25,"07/07/2021 07:47",0,87,444,27
1625644048,2021-07-07 07:47:28,"07/07/2021 07:47",0,56,445,27
1625644051,2021-07-07 07:47:31,"07/07/2021 07:47",0,55,445,27
1625644054,2021-07-07 07:47:34,"07/07/2021 07:47",0,54,444,27
1625644057,2021-07-07 07:47:37,"07/07/2021 07:47",0,32,446,27
1625644060,2021-07-07 07:47:40,"07/07/2021 07:47",0,72,447,27
1625644063,2021-07-07 07:47:43,"07/07/2021 07:47",0,11,447,27
1625644066,2021-07-07 07:47:46,"07/07/2021 07:47",0,9,447,27
1625644069,2021-07-07 07:47:49,"07/07/2021 07:47",0,9,448,27
1625644072,2021-07-07 07:47:52,"07/07/2021 07:47",0,12,449,27
1625644075,2021-07-07 07:47:55,"07/07/2021 07:47",0,30,449,27
1625644078,2021-07-07 07:47:58,"07/07/2021 07:47",0,14,449,27
1625644081,2021-07-07 07:48:01,"07/07/2021 07:48",0,15,449,27
1625644084,2021-07-07 07:48:04,"07/07/2021 07:48",0,18,449,27
1625644087,2021-07-07 07:48:07,"07/07/2021 07:48",0,19,449,27
1625644090,2021-07-07 07:48:10,"07/07/2021 07:48",0,50,449,27
1625644093,2021-07-07 07:48:13,"07/07/2021 07:48",0,37,448,27
1625644096,2021-07-07 07:48:16,"07/07/2021 07:48",0,46,448,27
1625644099,2021-07-07 07:48:19,"07/07/2021 07:48",0,59,448,27
1625644102,2021-07-07 07:48:22,"07/07/2021 07:48",0,62,447,27
1625644105,2021-07-07 07:48:25,"07/07/2021 07:48",0,90,448,27
1625644108,2021-07-07 07:48:28,"07/07/2021 07:48",0,60,447,27
1625644111,2021-07-07 07:48:31,"07/07/2021 07:48",0,59,447,27
1625644114,2021-07-07 07:48:34,"07/07/2021 07:48",0.34,54,447,27
1625644117,2021-07-07 07:48:37,"07/07/2021 07:48",0,51,446,27
1625644120,2021-07-07 07:48:40,"07/07/2021 07:48",0.34,71,446,27
1625644123,2021-07-07 07:48:43,"07/07/2021 07:48",0,20,447,27
1625644126,2021-07-07 07:48:46,"07/07/2021 07:48",0,14,447,27
1625644129,2021-07-07 07:48:49,"07/07/2021 07:48",0.34,10,447,27
1625644132,2021-07-07 07:48:52,"07/07/2021 07:48",0,10,447,27
1625644135,2021-07-07 07:48:55,"07/07/2021 07:48",0,39,448,27
1625644138,2021-07-07 07:48:58,"07/07/2021 07:48",0.34,13,449,27
1625644141,2021-07-07 07:49:01,"07/07/2021 07:49",0,14,448,27
1625644144,2021-07-07 07:49:04,"07/07/2021 07:49",0.34,17,448,27
1625644147,2021-07-07 07:49:07,"07/07/2021 07:49",0,17,449,27
1625644150,2021-07-07 07:49:10,"07/07/2021 07:49",0,46,448,27
1625644153,2021-07-07 07:49:13,"07/07/2021 07:49",0,18,448,27
1625644156,2021-07-07 07:49:16,"07/07/2021 07:49",0,18,448,27
1625644159,2021-07-07 07:49:19,"07/07/2021 07:49",0,33,449,27
1625644162,2021-07-07 07:49:22,"07/07/2021 07:49",0,35,452,27
1625644165,2021-07-07 07:49:25,"07/07/2021 07:49",0,50,450,27
1625644168,2021-07-07 07:49:28,"07/07/2021 07:49",0,53,449,27
1625644171,2021-07-07 07:49:31,"07/07/2021 07:49",0,56,449,27
1625644174,2021-07-07 07:49:34,"07/07/2021 07:49",0,56,450,27
1625644177,2021-07-07 07:49:37,"07/07/2021 07:49",0,62,450,27
1625644180,2021-07-07 07:49:40,"07/07/2021 07:49",0,89,449,27
1625644183,2021-07-07 07:49:43,"07/07/2021 07:49",0,61,450,27
1625644186,2021-07-07 07:49:46,"07/07/2021 07:49",0,61,452,27
1625644189,2021-07-07 07:49:49,"07/07/2021 07:49",0,56,452,27
1625644192,2021-07-07 07:49:52,"07/07/2021 07:49",0,54,453,27
1625644195,2021-07-07 07:49:55,"07/07/2021 07:49",0,66,454,27
1625644198,2021-07-07 07:49:58,"07/07/2021 07:49",0,15,453,27
1625644201,2021-07-07 07:50:01,"07/07/2021 07:50",0,9,451,27
1625644204,2021-07-07 07:50:04,"07/07/2021 07:50",0,10,451,27
1625644207,2021-07-07 07:50:07,"07/07/2021 07:50",0,15,452,27
1625644210,2021-07-07 07:50:10,"07/07/2021 07:50",0,44,453,27
1625644213,2021-07-07 07:50:13,"07/07/2021 07:50",0,41,454,27
1625644216,2021-07-07 07:50:16,"07/07/2021 07:50",0,53,455,27
1625644219,2021-07-07 07:50:19,"07/07/2021 07:50",0,56,456,27
1625644222,2021-07-07 07:50:22,"07/07/2021 07:50",0,59,455,27
1625644225,2021-07-07 07:50:25,"07/07/2021 07:50",0,89,457,27
1625644228,2021-07-07 07:50:28,"07/07/2021 07:50",0,61,456,27
1625644231,2021-07-07 07:50:31,"07/07/2021 07:50",0,59,455,27
1625644234,2021-07-07 07:50:34,"07/07/2021 07:50",0,57,455,27
1625644237,2021-07-07 07:50:37,"07/07/2021 07:50",0,54,457,27
1625644240,2021-07-07 07:50:40,"07/07/2021 07:50",0,71,457,27
1625644243,2021-07-07 07:50:43,"07/07/2021 07:50",0,12,459,27
1625644246,2021-07-07 07:50:46,"07/07/2021 07:50",0.34,10,460,27
1625644249,2021-07-07 07:50:49,"07/07/2021 07:50",0,9,460,27
1625644252,2021-07-07 07:50:52,"07/07/2021 07:50",0,10,459,27
1625644255,2021-07-07 07:50:55,"07/07/2021 07:50",0.34,32,459,27
1625644258,2021-07-07 07:50:58,"07/07/2021 07:50",0.34,14,460,27
1625644261,2021-07-07 07:51:01,"07/07/2021 07:51",0.34,15,459,27
1625644264,2021-07-07 07:51:04,"07/07/2021 07:51",0.67,14,458,27
1625644267,2021-07-07 07:51:07,"07/07/2021 07:51",0.34,17,458,27
1625644270,2021-07-07 07:51:10,"07/07/2021 07:51",0.67,46,458,27
1625644273,2021-07-07 07:51:13,"07/07/2021 07:51",0.67,27,458,27
1625644276,2021-07-07 07:51:16,"07/07/2021 07:51",0.67,41,458,27
1625644279,2021-07-07 07:51:19,"07/07/2021 07:51",0.67,35,458,27
1625644282,2021-07-07 07:51:22,"07/07/2021 07:51",0.67,57,458,27
1625644285,2021-07-07 07:51:25,"07/07/2021 07:51",0.67,75,458,27
1625644288,2021-07-07 07:51:28,"07/07/2021 07:51",0.67,62,459,27
1625644291,2021-07-07 07:51:31,"07/07/2021 07:51",0.34,66,458,27
1625644294,2021-07-07 07:51:34,"07/07/2021 07:51",0.67,57,458,27
1625644297,2021-07-07 07:51:37,"07/07/2021 07:51",0.34,55,457,27
1625644300,2021-07-07 07:51:40,"07/07/2021 07:51",0.67,67,457,27
1625644303,2021-07-07 07:51:43,"07/07/2021 07:51",0.34,47,457,27
1625644306,2021-07-07 07:51:46,"07/07/2021 07:51",0.34,36,457,27
1625644309,2021-07-07 07:51:49,"07/07/2021 07:51",0.34,16,457,27
1625644312,2021-07-07 07:51:52,"07/07/2021 07:51",0.34,12,455,27
1625644315,2021-07-07 07:51:55,"07/07/2021 07:51",0.67,36,455,27
1625644318,2021-07-07 07:51:58,"07/07/2021 07:51",0.67,9,455,27
1625644321,2021-07-07 07:52:01,"07/07/2021 07:52",0.34,11,452,27
1625644324,2021-07-07 07:52:04,"07/07/2021 07:52",0.34,12,452,27
1625644327,2021-07-07 07:52:07,"07/07/2021 07:52",0.34,12,451,27
1625644330,2021-07-07 07:52:10,"07/07/2021 07:52",0.34,39,451,27
1625644333,2021-07-07 07:52:13,"07/07/2021 07:52",0.34,18,451,27
1625644336,2021-07-07 07:52:16,"07/07/2021 07:52",0.34,24,451,27
1625644339,2021-07-07 07:52:19,"07/07/2021 07:52",0,38,451,27
1625644342,2021-07-07 07:52:22,"07/07/2021 07:52",0.34,61,451,27
1625644345,2021-07-07 07:52:25,"07/07/2021 07:52",0.34,89,451,27
1625644348,2021-07-07 07:52:28,"07/07/2021 07:52",0,59,451,27
1625644351,2021-07-07 07:52:31,"07/07/2021 07:52",0.34,55,451,27
1625644354,2021-07-07 07:52:34,"07/07/2021 07:52",0,53,451,27
1625644357,2021-07-07 07:52:37,"07/07/2021 07:52",0.34,21,451,27
1625644360,2021-07-07 07:52:40,"07/07/2021 07:52",0,60,450,27
1625644363,2021-07-07 07:52:43,"07/07/2021 07:52",0,10,449,27
1625644366,2021-07-07 07:52:46,"07/07/2021 07:52",0,9,450,27
1625644369,2021-07-07 07:52:49,"07/07/2021 07:52",0,9,450,27
1625644372,2021-07-07 07:52:52,"07/07/2021 07:52",0,12,450,27
1625644375,2021-07-07 07:52:55,"07/07/2021 07:52",0,35,450,27
1625644378,2021-07-07 07:52:58,"07/07/2021 07:52",0,15,451,27
1625644381,2021-07-07 07:53:01,"07/07/2021 07:53",0,14,452,27
1625644384,2021-07-07 07:53:04,"07/07/2021 07:53",0,15,452,27
1625644387,2021-07-07 07:53:07,"07/07/2021 07:53",0,18,449,27
1625644390,2021-07-07 07:53:10,"07/07/2021 07:53",0,46,449,27
1625644393,2021-07-07 07:53:13,"07/07/2021 07:53",0,24,448,27
1625644396,2021-07-07 07:53:16,"07/07/2021 07:53",0.34,33,447,27
1625644399,2021-07-07 07:53:19,"07/07/2021 07:53",0,55,446,27
1625644402,2021-07-07 07:53:22,"07/07/2021 07:53",0,57,446,27
1625644405,2021-07-07 07:53:25,"07/07/2021 07:53",0,74,446,27
1625644408,2021-07-07 07:53:28,"07/07/2021 07:53",0.34,62,447,27
1625644411,2021-07-07 07:53:31,"07/07/2021 07:53",0,61,446,27
1625644414,2021-07-07 07:53:34,"07/07/2021 07:53",0.34,61,445,27
1625644417,2021-07-07 07:53:37,"07/07/2021 07:53",0,61,443,27
1625644420,2021-07-07 07:53:40,"07/07/2021 07:53",0.34,90,447,27
1625644423,2021-07-07 07:53:43,"07/07/2021 07:53",0.34,59,449,27
1625644426,2021-07-07 07:53:46,"07/07/2021 07:53",0,59,455,27
1625644429,2021-07-07 07:53:49,"07/07/2021 07:53",0,59,459,27
1625644432,2021-07-07 07:53:52,"07/07/2021 07:53",0,56,455,27
1625644435,2021-07-07 07:53:55,"07/07/2021 07:53",0,76,448,27
1625644438,2021-07-07 07:53:58,"07/07/2021 07:53",0,54,440,27
1625644441,2021-07-07 07:54:01,"07/07/2021 07:54",0,56,454,27
1625644444,2021-07-07 07:54:04,"07/07/2021 07:54",0,58,449,27
1625644447,2021-07-07 07:54:07,"07/07/2021 07:54",0,56,437,27
1625644450,2021-07-07 07:54:10,"07/07/2021 07:54",0,79,433,27
1625644453,2021-07-07 07:54:13,"07/07/2021 07:54",0,54,436,27
1625644456,2021-07-07 07:54:16,"07/07/2021 07:54",0,53,427,27
1625644459,2021-07-07 07:54:19,"07/07/2021 07:54",0,45,424,27
1625644462,2021-07-07 07:54:22,"07/07/2021 07:54",0,14,428,27
1625644465,2021-07-07 07:54:25,"07/07/2021 07:54",0,37,429,27
1625644468,2021-07-07 07:54:28,"07/07/2021 07:54",0.34,12,430,27
1625644471,2021-07-07 07:54:31,"07/07/2021 07:54",0.34,15,444,26
1625644474,2021-07-07 07:54:34,"07/07/2021 07:54",0.67,17,448,27
1625644477,2021-07-07 07:54:37,"07/07/2021 07:54",0.34,45,455,26
1625644480,2021-07-07 07:54:40,"07/07/2021 07:54",0.34,70,458,26
1625644483,2021-07-07 07:54:43,"07/07/2021 07:54",0.34,62,456,26
1625644486,2021-07-07 07:54:46,"07/07/2021 07:54",0.34,62,455,26
1625644489,2021-07-07 07:54:49,"07/07/2021 07:54",0.34,61,456,27
1625644492,2021-07-07 07:54:52,"07/07/2021 07:54",0.34,58,461,27
1625644495,2021-07-07 07:54:55,"07/07/2021 07:54",0.34,84,459,27
1625644498,2021-07-07 07:54:58,"07/07/2021 07:54",0,55,458,27
1625644501,2021-07-07 07:55:01,"07/07/2021 07:55",0.34,54,465,27
1625644504,2021-07-07 07:55:04,"07/07/2021 07:55",0,55,467,27
1625644507,2021-07-07 07:55:07,"07/07/2021 07:55",0.34,42,466,27
1625644510,2021-07-07 07:55:10,"07/07/2021 07:55",0.34,71,466,27
1625644513,2021-07-07 07:55:13,"07/07/2021 07:55",0.34,42,467,27
1625644516,2021-07-07 07:55:16,"07/07/2021 07:55",0.34,20,468,27
1625644519,2021-07-07 07:55:19,"07/07/2021 07:55",0.34,21,468,27
1625644522,2021-07-07 07:55:22,"07/07/2021 07:55",0.67,19,466,27
1625644525,2021-07-07 07:55:25,"07/07/2021 07:55",0.34,45,464,27
1625644528,2021-07-07 07:55:28,"07/07/2021 07:55",0.34,11,464,27
1625644531,2021-07-07 07:55:31,"07/07/2021 07:55",0.67,10,461,27
1625644534,2021-07-07 07:55:34,"07/07/2021 07:55",0.34,9,460,27
1625644537,2021-07-07 07:55:37,"07/07/2021 07:55",0.34,9,460,27
1625644540,2021-07-07 07:55:40,"07/07/2021 07:55",0.67,92,459,27
1625644543,2021-07-07 07:55:43,"07/07/2021 07:55",0.34,10,459,27
1625644546,2021-07-07 07:55:46,"07/07/2021 07:55",0.34,12,456,27
1625644549,2021-07-07 07:55:49,"07/07/2021 07:55",0.34,11,455,27
1625644552,2021-07-07 07:55:52,"07/07/2021 07:55",0.34,10,455,27
1625644555,2021-07-07 07:55:55,"07/07/2021 07:55",0.34,46,455,27
1625644558,2021-07-07 07:55:58,"07/07/2021 07:55",0,10,452,27
1625644561,2021-07-07 07:56:01,"07/07/2021 07:56",0,9,453,27
1625644564,2021-07-07 07:56:04,"07/07/2021 07:56",0,9,454,27
1625644567,2021-07-07 07:56:07,"07/07/2021 07:56",0.34,10,455,27
1625644570,2021-07-07 07:56:10,"07/07/2021 07:56",0,77,455,27
1625644573,2021-07-07 07:56:13,"07/07/2021 07:56",0,11,455,27
1625644576,2021-07-07 07:56:16,"07/07/2021 07:56",0.34,13,454,27
1625644579,2021-07-07 07:56:19,"07/07/2021 07:56",0,11,453,27
1625644582,2021-07-07 07:56:22,"07/07/2021 07:56",0,12,454,27
1625644585,2021-07-07 07:56:25,"07/07/2021 07:56",0,58,454,27
1625644588,2021-07-07 07:56:28,"07/07/2021 07:56",0.34,12,453,27
1625644591,2021-07-07 07:56:31,"07/07/2021 07:56",0.34,13,453,27
1625644594,2021-07-07 07:56:34,"07/07/2021 07:56",0.67,10,453,27
1625644597,2021-07-07 07:56:37,"07/07/2021 07:56",0.67,10,453,27
1625644600,2021-07-07 07:56:40,"07/07/2021 07:56",1.01,40,454,27
1625644603,2021-07-07 07:56:43,"07/07/2021 07:56",1.01,10,453,27
1625644606,2021-07-07 07:56:46,"07/07/2021 07:56",0.67,20,452,27
1625644609,2021-07-07 07:56:49,"07/07/2021 07:56",1.01,13,451,27
1625644612,2021-07-07 07:56:52,"07/07/2021 07:56",0.67,13,451,27
1625644615,2021-07-07 07:56:55,"07/07/2021 07:56",0.67,40,450,27
1625644618,2021-07-07 07:56:58,"07/07/2021 07:56",0.67,15,449,27
1625644621,2021-07-07 07:57:01,"07/07/2021 07:57",0.34,14,448,27
1625644624,2021-07-07 07:57:04,"07/07/2021 07:57",0.34,14,448,27
1625644627,2021-07-07 07:57:07,"07/07/2021 07:57",0.34,17,448,27
1625644630,2021-07-07 07:57:10,"07/07/2021 07:57",0.34,44,448,27
1625644633,2021-07-07 07:57:13,"07/07/2021 07:57",0.34,18,448,27
1625644636,2021-07-07 07:57:16,"07/07/2021 07:57",0.34,17,449,27
1625644639,2021-07-07 07:57:19,"07/07/2021 07:57",0.34,19,448,27
1625644642,2021-07-07 07:57:22,"07/07/2021 07:57",0.34,17,447,27
1625644645,2021-07-07 07:57:25,"07/07/2021 07:57",0,45,448,27
1625644648,2021-07-07 07:57:28,"07/07/2021 07:57",0.34,17,449,27
1625644651,2021-07-07 07:57:31,"07/07/2021 07:57",0,16,450,27
1625644654,2021-07-07 07:57:34,"07/07/2021 07:57",0,17,450,27
1625644657,2021-07-07 07:57:37,"07/07/2021 07:57",0,15,451,27
1625644660,2021-07-07 07:57:40,"07/07/2021 07:57",0.34,45,451,27
1625644663,2021-07-07 07:57:43,"07/07/2021 07:57",1.34,15,451,27
1625644666,2021-07-07 07:57:46,"07/07/2021 07:57",1.34,16,448,27
1625644669,2021-07-07 07:57:49,"07/07/2021 07:57",1.68,15,448,27
1625644672,2021-07-07 07:57:52,"07/07/2021 07:57",1.34,16,449,27
1625644675,2021-07-07 07:57:55,"07/07/2021 07:57",1.34,44,451,27
1625644678,2021-07-07 07:57:58,"07/07/2021 07:57",1.34,18,451,27
1625644681,2021-07-07 07:58:01,"07/07/2021 07:58",1.34,22,450,26
1625644684,2021-07-07 07:58:04,"07/07/2021 07:58",1.34,26,450,27
1625644687,2021-07-07 07:58:07,"07/07/2021 07:58",1.34,53,450,26
1625644690,2021-07-07 07:58:10,"07/07/2021 07:58",1.34,70,450,26
1625644693,2021-07-07 07:58:13,"07/07/2021 07:58",1.34,62,451,26
1625644696,2021-07-07 07:58:16,"07/07/2021 07:58",1.01,62,450,26
1625644699,2021-07-07 07:58:19,"07/07/2021 07:58",1.34,62,448,26
1625644702,2021-07-07 07:58:22,"07/07/2021 07:58",1.01,60,449,26
1625644705,2021-07-07 07:58:25,"07/07/2021 07:58",1.01,88,448,26
1625644708,2021-07-07 07:58:28,"07/07/2021 07:58",1.01,57,446,26
1625644711,2021-07-07 07:58:31,"07/07/2021 07:58",1.01,56,445,26
1625644714,2021-07-07 07:58:34,"07/07/2021 07:58",1.01,56,445,26
1625644717,2021-07-07 07:58:37,"07/07/2021 07:58",1.01,54,444,26
1625644720,2021-07-07 07:58:40,"07/07/2021 07:58",1.34,62,443,26
1625644723,2021-07-07 07:58:43,"07/07/2021 07:58",1.01,59,442,26
1625644726,2021-07-07 07:58:46,"07/07/2021 07:58",1.01,43,441,26
1625644729,2021-07-07 07:58:49,"07/07/2021 07:58",1.34,21,440,26
1625644732,2021-07-07 07:58:52,"07/07/2021 07:58",1.34,22,440,26
1625644735,2021-07-07 07:58:55,"07/07/2021 07:58",1.01,66,441,26
1625644738,2021-07-07 07:58:58,"07/07/2021 07:58",1.01,11,441,26
1625644741,2021-07-07 07:59:01,"07/07/2021 07:59",0.34,13,445,26
1625644744,2021-07-07 07:59:04,"07/07/2021 07:59",0.67,11,446,26
1625644747,2021-07-07 07:59:07,"07/07/2021 07:59",0.34,11,447,26
1625644750,2021-07-07 07:59:10,"07/07/2021 07:59",0.34,39,445,26
1625644753,2021-07-07 07:59:13,"07/07/2021 07:59",0,16,445,26
1625644756,2021-07-07 07:59:16,"07/07/2021 07:59",0.34,17,446,26
1625644759,2021-07-07 07:59:19,"07/07/2021 07:59",0,35,446,26
1625644762,2021-07-07 07:59:22,"07/07/2021 07:59",0,39,447,26
1625644765,2021-07-07 07:59:25,"07/07/2021 07:59",0.34,73,447,26
1625644768,2021-07-07 07:59:28,"07/07/2021 07:59",0,60,447,26
1625644771,2021-07-07 07:59:31,"07/07/2021 07:59",0.34,62,445,26
1625644774,2021-07-07 07:59:34,"07/07/2021 07:59",0,60,447,26
1625644777,2021-07-07 07:59:37,"07/07/2021 07:59",0.34,58,445,26
1625644780,2021-07-07 07:59:40,"07/07/2021 07:59",0,70,441,26
1625644783,2021-07-07 07:59:43,"07/07/2021 07:59",0.34,38,441,26
1625644786,2021-07-07 07:59:46,"07/07/2021 07:59",0,22,442,26
1625644789,2021-07-07 07:59:49,"07/07/2021 07:59",0,10,443,26
1625644792,2021-07-07 07:59:52,"07/07/2021 07:59",0.34,10,444,26
1625644795,2021-07-07 07:59:55,"07/07/2021 07:59",0.34,35,447,26
1625644798,2021-07-07 07:59:58,"07/07/2021 07:59",0.34,14,443,26
1625644801,2021-07-07 08:00:01,"07/07/2021 08:00",0.67,15,445,26
1625644804,2021-07-07 08:00:04,"07/07/2021 08:00",0.34,19,444,26
1625644807,2021-07-07 08:00:07,"07/07/2021 08:00",0.67,18,446,26
1625644810,2021-07-07 08:00:10,"07/07/2021 08:00",0.67,46,445,26
1625644813,2021-07-07 08:00:13,"07/07/2021 08:00",0.67,19,429,26
1625644816,2021-07-07 08:00:16,"07/07/2021 08:00",0.67,18,422,26
1625644819,2021-07-07 08:00:19,"07/07/2021 08:00",0.34,24,421,26
1625644822,2021-07-07 08:00:22,"07/07/2021 08:00",0.34,17,431,26
1625644825,2021-07-07 08:00:25,"07/07/2021 08:00",0.34,44,432,26
1625644828,2021-07-07 08:00:28,"07/07/2021 08:00",0.34,15,431,26
1625644831,2021-07-07 08:00:31,"07/07/2021 08:00",0.34,14,430,26
1625644834,2021-07-07 08:00:34,"07/07/2021 08:00",0,19,428,26
1625644837,2021-07-07 08:00:37,"07/07/2021 08:00",0.34,14,432,26
1625644840,2021-07-07 08:00:40,"07/07/2021 08:00",0,37,435,26
1625644843,2021-07-07 08:00:43,"07/07/2021 08:00",0.34,11,438,26
1625644846,2021-07-07 08:00:46,"07/07/2021 08:00",0,10,434,26
1625644849,2021-07-07 08:00:49,"07/07/2021 08:00",0,10,437,26
1625644852,2021-07-07 08:00:52,"07/07/2021 08:00",0.34,9,438,26
1625644855,2021-07-07 08:00:55,"07/07/2021 08:00",0,64,444,26
1625644858,2021-07-07 08:00:58,"07/07/2021 08:00",0.34,9,446,26
1625644861,2021-07-07 08:01:01,"07/07/2021 08:01",0.34,9,447,26
1625644864,2021-07-07 08:01:04,"07/07/2021 08:01",0.34,12,441,26
1625644867,2021-07-07 08:01:07,"07/07/2021 08:01",0,13,443,26
1625644870,2021-07-07 08:01:10,"07/07/2021 08:01",0.34,31,447,26
1625644873,2021-07-07 08:01:13,"07/07/2021 08:01",0,17,446,26
1625644876,2021-07-07 08:01:16,"07/07/2021 08:01",0,18,444,26
1625644879,2021-07-07 08:01:19,"07/07/2021 08:01",0.34,21,445,26
1625644882,2021-07-07 08:01:22,"07/07/2021 08:01",0,41,444,26
1625644885,2021-07-07 08:01:25,"07/07/2021 08:01",0.34,51,441,26
1625644888,2021-07-07 08:01:28,"07/07/2021 08:01",0,54,438,26
1625644891,2021-07-07 08:01:31,"07/07/2021 08:01",0.34,55,445,26
1625644894,2021-07-07 08:01:34,"07/07/2021 08:01",0,57,446,26
1625644897,2021-07-07 08:01:37,"07/07/2021 08:01",0,61,446,26
1625644900,2021-07-07 08:01:40,"07/07/2021 08:01",0,77,444,26
1625644903,2021-07-07 08:01:43,"07/07/2021 08:01",0,62,444,26
1625644906,2021-07-07 08:01:46,"07/07/2021 08:01",0,62,447,26
1625644909,2021-07-07 08:01:49,"07/07/2021 08:01",0,61,449,26
1625644912,2021-07-07 08:01:52,"07/07/2021 08:01",0,61,451,26
1625644915,2021-07-07 08:01:55,"07/07/2021 08:01",0,62,449,26
1625644918,2021-07-07 08:01:58,"07/07/2021 08:01",0,49,449,26
1625644921,2021-07-07 08:02:01,"07/07/2021 08:02",0,33,449,26
1625644924,2021-07-07 08:02:04,"07/07/2021 08:02",0,22,450,26
1625644927,2021-07-07 08:02:07,"07/07/2021 08:02",0,30,449,26
1625644930,2021-07-07 08:02:10,"07/07/2021 08:02",0,48,450,26
1625644933,2021-07-07 08:02:13,"07/07/2021 08:02",0,35,450,26
1625644936,2021-07-07 08:02:16,"07/07/2021 08:02",0,32,451,26
1625644939,2021-07-07 08:02:19,"07/07/2021 08:02",0,24,451,26
1625644942,2021-07-07 08:02:22,"07/07/2021 08:02",0,33,450,26
1625644945,2021-07-07 08:02:25,"07/07/2021 08:02",0.34,47,450,26
1625644948,2021-07-07 08:02:28,"07/07/2021 08:02",0.34,23,448,26
1625644951,2021-07-07 08:02:31,"07/07/2021 08:02",0.34,18,444,26
1625644954,2021-07-07 08:02:34,"07/07/2021 08:02",0.34,16,451,26
1625644957,2021-07-07 08:02:37,"07/07/2021 08:02",0.34,17,454,26
1625644960,2021-07-07 08:02:40,"07/07/2021 08:02",0.34,45,445,26
1625644963,2021-07-07 08:02:43,"07/07/2021 08:02",0.34,15,427,26
1625644966,2021-07-07 08:02:46,"07/07/2021 08:02",0.34,14,438,26
1625644969,2021-07-07 08:02:49,"07/07/2021 08:02",0.67,15,443,26
1625644972,2021-07-07 08:02:52,"07/07/2021 08:02",0.67,13,452,26
1625644975,2021-07-07 08:02:55,"07/07/2021 08:02",0.34,34,471,26
1625644978,2021-07-07 08:02:58,"07/07/2021 08:02",0.34,11,461,26
1625644981,2021-07-07 08:03:01,"07/07/2021 08:03",0.34,10,445,26
1625644984,2021-07-07 08:03:04,"07/07/2021 08:03",0.34,9,432,26
1625644987,2021-07-07 08:03:07,"07/07/2021 08:03",0.34,11,447,26
1625644990,2021-07-07 08:03:10,"07/07/2021 08:03",0.34,76,444,26
1625644993,2021-07-07 08:03:13,"07/07/2021 08:03",0.34,13,454,26
