UNIXTIME,CO2
1584122403,403.00
1584122404,403.00
1584122405,403.00
1584122406,404.00
1584122407,404.00
1584122408,404.00
1584122409,404.00
1584122410,404.00
1584122411,403.00
1584122412,403.00
1584122413,403.00
1584122414,403.00
1584122415,403.00
1584122416,403.00
1584122417,404.00
1584122418,404.00
1584122419,404.00
1584122420,404.00
1584122421,404.00
1584122422,404.00
1584122423,404.00
1584122424,404.00
1584122425,404.00
1584122426,404.00
1584122427,404.00
1584122428,404.00
1584122429,404.00
1584122430,404.00
1584122431,404.00
1584122432,404.00
1584122433,404.00
1584122434,404.00
1584122435,404.00
1584122436,403.00
1584122437,403.00
1584122438,403.00
1584122439,403.00
1584122440,403.00
1584122441,403.00
1584122442,403.00
1584122443,403.00
1584122444,404.00
1584122445,404.00
1584122446,404.00
1584122447,404.00
1584122448,404.00
1584122449,404.00
1584122450,404.00
1584122451,404.00
1584122452,404.00
1584122453,404.00
1584122454,404.00
1584122455,404.00
1584122456,404.00
1584122457,404.00
1584122458,404.00
1584122459,404.00
1584122460,403.00
1584122461,403.00
1584122462,403.00
1584122463,403.00
1584122464,403.00
1584122465,403.00
1584122466,403.00
1584122467,403.00
1584122468,403.00
1584122469,403.00
1584122470,403.00
1584122471,402.00
1584122472,402.00
1584122473,401.00
1584122474,401.00
1584122475,400.00
1584122476,400.00
1584122477,400.00
1584122478,400.00
1584122479,401.00
1584122480,401.00
1584122481,401.00
1584122482,401.00
1584122483,401.00
1584122484,400.00
1584122485,400.00
1584122486,400.00
1584122487,400.00
1584122488,401.00
1584122489,401.00
1584122490,401.00
1584122491,401.00
1584122492,402.00
1584122493,402.00
1584122494,403.00
1584122495,403.00
1584122496,403.00
1584122497,403.00
1584122498,403.00
1584122499,403.00
1584122500,403.00
1584122501,403.00
1584122502,402.00
1584122503,402.00
1584122504,402.00
1584122505,402.00
1584122506,402.00
1584122507,402.00
1584122508,402.00
1584122509,402.00
1584122510,402.00
1584122511,401.00
1584122512,401.00
1584122513,401.00
1584122514,401.00
1584122515,401.00
1584122516,402.00
1584122517,402.00
1584122518,402.00
1584122519,402.00
1584122520,402.00
1584122521,403.00
1584122522,403.00
1584122523,403.00
1584122524,403.00
1584122525,403.00
1584122526,402.00
1584122527,402.00
1584122528,402.00
1584122529,402.00
1584122530,402.00
1584122531,402.00
1584122532,402.00
1584122533,402.00
1584122534,402.00
1584122535,402.00
1584122536,402.00
1584122537,402.00
1584122538,402.00
1584122539,402.00
1584122540,401.00
1584122541,401.00
1584122542,400.00
1584122543,400.00
1584122544,400.00
1584122545,400.00
1584122546,400.00
1584122547,400.00
1584122548,400.00
1584122549,400.00
1584122550,401.00
1584122551,400.00
1584122552,400.00
1584122553,400.00
1584122554,400.00
1584122555,400.00
1584122556,400.00
1584122557,400.00
1584122558,400.00
1584122559,400.00
1584122560,401.00
1584122561,401.00
1584122562,401.00
1584122563,401.00
1584122564,401.00
1584122565,401.00
1584122566,401.00
1584122567,400.00
1584122568,400.00
1584122569,400.00
1584122570,400.00
1584122571,400.00
1584122572,400.00
1584122573,400.00
1584122574,400.00
1584122575,400.00
1584122576,400.00
1584122577,401.00
1584122578,401.00
1584122579,402.00
1584122580,402.00
1584122581,402.00
1584122582,402.00
1584122583,402.00
1584122584,402.00
1584122585,402.00
1584122586,402.00
1584122587,402.00
1584122588,403.00
1584122589,403.00
1584122590,403.00
1584122591,403.00
1584122592,404.00
1584122593,404.00
1584122594,404.00
1584122595,404.00
1584122596,404.00
1584122597,404.00
1584122598,404.00
1584122599,404.00
1584122600,404.00
1584122601,404.00
1584122602,404.00
1584122603,403.00
1584122604,403.00
1584122605,403.00
1584122606,403.00
1584122607,403.00
1584122608,404.00
1584122609,403.00
1584122610,403.00
1584122611,402.00
1584122612,402.00
1584122613,402.00
1584122614,402.00
1584122615,402.00
1584122616,402.00
1584122617,402.00
1584122618,402.00
1584122619,402.00
1584122620,402.00
1584122621,402.00
1584122622,402.00
1584122623,402.00
1584122624,402.00
1584122625,402.00
1584122626,402.00
1584122627,402.00
1584122628,401.00
1584122629,401.00
1584122630,401.00
1584122631,402.00
1584122632,402.00
1584122633,402.00
1584122634,402.00
1584122635,403.00
1584122636,403.00
1584122637,403.00
1584122638,403.00
1584122639,403.00
1584122640,403.00
1584122641,403.00
1584122642,403.00
1584122643,402.00
1584122644,402.00
1584122645,402.00
1584122646,401.00
1584122647,401.00
1584122648,401.00
1584122649,401.00
1584122650,401.00
1584122651,401.00
1584122652,401.00
1584122653,401.00
1584122654,401.00
1584122655,402.00
1584122656,402.00
1584122657,401.00
1584122658,401.00
1584122659,401.00
1584122660,401.00
1584122661,401.00
1584122662,401.00
1584122663,401.00
1584122664,401.00
1584122665,401.00
1584122666,401.00
1584122667,401.00
1584122668,401.00
1584122669,401.00
1584122670,402.00
1584122671,402.00
1584122672,402.00
1584122673,402.00
1584122674,402.00
1584122675,402.00
1584122676,402.00
1584122677,402.00
1584122678,402.00
1584122679,402.00
1584122680,402.00
1584122681,402.00
1584122682,402.00
1584122683,402.00
1584122684,402.00
1584122685,402.00
1584122686,401.00
1584122687,401.00
1584122688,401.00
1584122689,401.00
1584122690,400.00
1584122691,400.00
1584122692,400.00
1584122693,400.00
1584122694,400.00
1584122695,400.00
1584122696,400.00
1584122697,400.00
1584122698,400.00
1584122699,400.00
1584122700,400.00
1584122701,400.00
1584122702,400.00
1584122703,400.00
1584122704,401.00
1584122705,401.00
1584122706,401.00
1584122707,401.00
1584122708,401.00
1584122709,400.00
1584122710,400.00
1584122711,400.00
1584122712,400.00
1584122713,401.00
1584122714,401.00
1584122715,402.00
1584122716,402.00
1584122717,402.00
1584122718,402.00
1584122719,402.00
1584122720,402.00
1584122721,402.00
1584122722,402.00
1584122723,402.00
1584122724,402.00
1584122725,403.00
1584122726,403.00
1584122727,403.00
1584122728,403.00
1584122729,403.00
1584122730,403.00
1584122731,403.00
1584122732,403.00
1584122733,402.00
1584122734,402.00
1584122735,402.00
1584122736,402.00
1584122737,402.00
1584122738,402.00
1584122739,402.00
1584122740,402.00
1584122741,402.00
1584122742,402.00
1584122743,402.00
1584122744,402.00
1584122745,402.00
1584122746,402.00
1584122747,403.00
1584122748,403.00
1584122749,403.00
1584122750,402.00
1584122751,402.00
1584122752,402.00
1584122753,402.00
1584122754,403.00
1584122755,403.00
1584122756,403.00
1584122757,403.00
1584122758,403.00
1584122759,403.00
1584122760,403.00
1584122761,403.00
1584122762,403.00
1584122763,403.00
1584122764,402.00
1584122765,402.00
1584122766,401.00
1584122767,401.00
1584122768,401.00
1584122769,400.00
1584122770,400.00
1584122771,400.00
1584122772,400.00
1584122773,400.00
1584122774,400.00
1584122775,400.00
1584122776,400.00
1584122777,400.00
1584122778,400.00
1584122779,400.00
1584122780,400.00
1584122781,400.00
1584122782,401.00
1584122783,401.00
1584122784,402.00
1584122785,402.00
1584122786,402.00
1584122787,402.00
1584122788,402.00
1584122789,402.00
1584122790,402.00
1584122791,401.00
1584122792,401.00
1584122793,401.00
1584122794,401.00
1584122795,401.00
1584122796,402.00
1584122797,402.00
1584122798,402.00
1584122799,402.00
1584122800,402.00
1584122801,402.00
1584122802,402.00
1584122803,402.00
1584122804,401.00
1584122805,401.00
1584122806,401.00
1584122807,400.00
1584122808,400.00
1584122809,400.00
1584122810,401.00
1584122811,401.00
1584122812,401.00
1584122813,401.00
1584122814,401.00
1584122815,402.00
1584122816,402.00
1584122817,402.00
1584122818,402.00
1584122819,402.00
1584122820,402.00
1584122821,402.00
1584122822,402.00
1584122823,402.00
1584122824,402.00
1584122825,402.00
1584122826,403.00
1584122827,403.00
1584122828,403.00
1584122829,403.00
1584122830,403.00
1584122831,403.00
1584122832,403.00
1584122833,403.00
1584122834,403.00
1584122835,404.00
1584122836,404.00
1584122837,405.00
1584122838,405.00
1584122839,406.00
1584122840,406.00
1584122841,406.00
1584122842,406.00
1584122843,405.00
1584122844,405.00
1584122845,404.00
1584122846,404.00
1584122847,404.00
1584122848,404.00
1584122849,404.00
1584122850,404.00
1584122851,404.00
1584122852,404.00
1584122853,405.00
1584122854,405.00
1584122855,405.00
1584122856,405.00
1584122857,405.00
1584122858,405.00
1584122859,404.00
1584122860,404.00
1584122861,404.00
1584122862,403.00
1584122863,403.00
1584122864,402.00
1584122865,402.00
1584122866,402.00
1584122867,402.00
1584122868,402.00
1584122869,402.00
1584122870,402.00
1584122871,401.00
1584122872,401.00
1584122873,401.00
1584122874,401.00
1584122875,401.00
1584122876,401.00
1584122877,402.00
1584122878,402.00
1584122879,402.00
1584122880,402.00
1584122881,401.00
1584122882,401.00
1584122883,401.00
1584122884,401.00
1584122885,401.00
1584122886,401.00
