unixtime,date,ws,wd,co2,temp
1626113040,07/12/2021 18:04,0.0,94,818,41
1626113043,07/12/2021 18:04,0.0,94,801,41
1626113046,07/12/2021 18:04,0.0,93,731,42
1626113049,07/12/2021 18:04,0.0,91,706,42
1626113052,07/12/2021 18:04,0.0,91,668,42
1626113055,07/12/2021 18:04,0.0,96,654,42
1626113058,07/12/2021 18:04,0.0,93,619,42
1626113061,07/12/2021 18:04,0.0,96,557,42
1626113064,07/12/2021 18:04,0.0,95,554,42
1626113067,07/12/2021 18:04,0.0,95,546,42
1626113070,07/12/2021 18:04,0.0,95,492,42
1626113073,07/12/2021 18:04,0.0,96,462,42
1626113076,07/12/2021 18:04,0.0,96,450,42
1626113079,07/12/2021 18:04,0.0,96,462,42
1626113082,07/12/2021 18:04,0.0,96,507,42
1626113085,07/12/2021 18:04,0.0,96,699,41
1626113088,07/12/2021 18:04,0.0,96,421,41
1626113091,07/12/2021 18:04,0.0,94,381,41
1626113094,07/12/2021 18:04,0.0,95,403,41
1626113097,07/12/2021 18:04,0.0,95,373,41
1626113100,07/12/2021 18:05,0.0,95,326,41
1626113103,07/12/2021 18:05,0.0,95,308,41
1626113106,07/12/2021 18:05,0.0,95,361,41
1626113109,07/12/2021 18:05,0.0,95,349,41
1626113112,07/12/2021 18:05,0.0,96,324,41
1626113115,07/12/2021 18:05,0.0,96,439,41
1626113118,07/12/2021 18:05,0.0,96,481,41
1626113121,07/12/2021 18:05,0.0,96,513,41
1626113124,07/12/2021 18:05,0.0,96,375,41
1626113127,07/12/2021 18:05,0.0,96,271,41
1626113130,07/12/2021 18:05,0.0,96,342,41
1626113133,07/12/2021 18:05,0.0,96,409,41
1626113136,07/12/2021 18:05,0.0,96,430,41
1626113139,07/12/2021 18:05,0.0,96,522,41
1626113142,07/12/2021 18:05,0.0,96,670,41
1626113145,07/12/2021 18:05,0.0,96,580,41
1626113148,07/12/2021 18:05,0.0,96,518,41
1626113151,07/12/2021 18:05,0.0,96,461,41
1626113154,07/12/2021 18:05,0.0,96,505,41
1626113157,07/12/2021 18:05,0.0,96,452,41
1626113160,07/12/2021 18:06,0.0,96,403,41
1626113163,07/12/2021 18:06,0.0,96,467,41
1626113166,07/12/2021 18:06,0.0,96,466,41
1626113169,07/12/2021 18:06,0.0,96,407,41
1626113172,07/12/2021 18:06,0.0,96,342,41
1626113175,07/12/2021 18:06,0.0,96,264,41
1626113178,07/12/2021 18:06,0.0,96,289,41
1626113181,07/12/2021 18:06,0.0,96,359,41
1626113184,07/12/2021 18:06,0.0,96,392,41
1626113187,07/12/2021 18:06,0.0,96,511,41
1626113190,07/12/2021 18:06,0.0,96,575,42
1626113193,07/12/2021 18:06,0.0,96,558,42
1626113196,07/12/2021 18:06,0.0,96,562,42
1626113199,07/12/2021 18:06,0.0,96,551,42
1626113202,07/12/2021 18:06,0.0,96,547,42
1626113205,07/12/2021 18:06,0.0,96,520,42
1626113208,07/12/2021 18:06,0.0,96,534,42
1626113211,07/12/2021 18:06,0.0,96,579,42
1626113214,07/12/2021 18:06,0.67,96,666,42
1626113217,07/12/2021 18:06,0.67,96,664,42
1626113220,07/12/2021 18:07,0.67,96,504,42
1626113223,07/12/2021 18:07,0.67,96,496,42
1626113226,07/12/2021 18:07,0.67,96,506,42
1626113229,07/12/2021 18:07,0.67,96,522,42
1626113232,07/12/2021 18:07,0.67,96,544,41
1626113235,07/12/2021 18:07,0.67,96,566,41
1626113238,07/12/2021 18:07,0.67,96,554,41
1626113241,07/12/2021 18:07,0.67,96,543,41
1626113244,07/12/2021 18:07,0.67,96,533,41
