UnixTime,GasData
1593989852,427.0
1593989853,429.0
1593989854,433.0
1593989855,438.0
1593989856,430.0
1593989857,432.0
1593989858,424.0
1593989859,438.0
1593989860,423.0
1593989861,429.0
1593989862,420.0
1593989863,425.0
1593989864,432.0
1593989865,422.0
1593989866,427.0
1593989883,427.0
1593989884,429.0
1593989885,433.0
1593989886,438.0
1593989887,430.0
1593989888,432.0
1593989889,424.0
1593989890,438.0
1593989891,423.0
1593989892,429.0
1593989893,420.0
1593989894,425.0
1593989895,432.0
1593989896,422.0
1593989897,427.0
1593989898,423.0
1593989899,427.0
1593989900,429.0
1593989901,420.0
1593989902,432.0
1593989903,423.0
1593989904,429.0
1593989905,429.0
1593989906,437.0
1593989907,420.0
1593989908,433.0
1593989909,439.0
1593989910,438.0
1593989911,436.0
1593989912,435.0
1593989913,437.0
1593989914,426.0
1593989915,432.0
1593989916,427.0
1593989917,430.0
1593989918,433.0
1593989919,439.0
1593989920,429.0
1593989921,439.0
1593989922,421.0
1593989923,427.0
1593989924,432.0
1593989925,433.0
1593989926,436.0
1593989927,425.0
1593989928,425.0
1593989929,428.0
1593989930,431.0
1593989931,434.0
1593989932,437.0
1593989933,421.0
1593989934,433.0
1593989935,428.0
1593989936,424.0
1593989937,428.0
1593989938,430.0
1593989939,424.0
1593989940,436.0
1593989941,430.0
1593989942,423.0
1593989943,422.0
1593989944,426.0
1593989945,429.0
1593989946,424.0
1593989947,421.0
1593989948,433.0
1593989949,437.0
1593989950,428.0
1593989951,428.0
1593989952,433.0
1593989953,438.0
1593989954,421.0
1593989955,435.0
1593989956,433.0
1593989957,425.0
1593989958,434.0
1593989959,423.0
1593989960,436.0
1593989961,425.0
1593989962,429.0
1593989963,435.0
1593989964,434.0
1593989965,429.0
1593989966,421.0
1593989967,437.0
1593989968,435.0
1593989969,425.0
1593989970,424.0
1593989971,431.0
1593989972,438.0
1593989973,428.0
1593989974,423.0
1593989975,425.0
1593989976,422.0
1593989977,432.0
1593989978,426.0
1593989979,436.0
1593989980,437.0
1593989981,438.0
1593989982,424.0
1593989983,421.0
1593989984,437.0
1593989985,431.0
1593989986,428.0
1593989987,437.0
1593989988,438.0
1593989989,437.0
1593989990,437.0
1593989991,434.0
1593989992,424.0
1593989993,429.0
1593989994,431.0
1593989995,425.0
1593989996,435.0
1593989997,435.0
1593989998,438.0
1593989999,422.0
1593990000,439.0
1593990001,428.0
1593990002,432.0
1593990003,420.0
1593990004,437.0
1593990005,434.0
1593990006,428.0
1593990097,427.0
1593990098,429.0
1593990099,433.0
1593990100,438.0
1593990101,430.0
1593990102,432.0
1593990103,424.0
1593990201,427.0
1593990202,429.0
1593990203,433.0
1593990204,438.0
1593990205,430.0
1593990206,432.0
1593990207,424.0
1593990208,438.0
1593990209,423.0
1593990210,429.0
1593990211,420.0
1593990212,425.0
1593990213,432.0
1593990214,422.0
1593990215,427.0
1593990216,423.0
1593990217,427.0
1593990218,429.0
1593990219,420.0
1593990220,432.0
1593990221,423.0
1593990222,429.0
1593990223,429.0
1593990224,437.0
1593990225,420.0
1593990226,433.0
1593990227,439.0
1593990228,438.0
1593990229,436.0
1593990230,435.0
1593990231,437.0
1593990232,426.0
1593990233,432.0
1593990234,427.0
1593990235,430.0
1593990236,433.0
1593990237,439.0
1593990238,429.0
1593990239,439.0
1593990240,421.0
1593990241,427.0
1593990242,432.0
1593990243,433.0
1593990244,436.0
1593990245,425.0
1593990246,425.0
1593990247,428.0
1593990248,431.0
1593990249,434.0
1593990250,437.0
1593990251,421.0
1593990252,433.0
1593990253,428.0
1593990254,424.0
1593990255,428.0
1593990256,430.0
1593990257,424.0
1593990258,436.0
1593990259,430.0
1593990260,423.0
1593990261,422.0
1593990262,426.0
1593990263,429.0
1593990264,424.0
1593990265,421.0
1593990266,433.0
1593990267,437.0
1593990268,428.0
1593990269,428.0
1593990270,433.0
1593990271,438.0
1593990272,421.0
1593990273,435.0
1593990274,433.0
1593990275,425.0
1593990276,434.0
1593990277,423.0
1593990278,436.0
1593990279,425.0
1593990280,429.0
1593990281,435.0
1593990282,434.0
