UnixTime,GasData
1593712801,439.0
1593712802,437.0
1593712803,433.0
1593712804,431.0
1593712805,420.0
1593712806,422.0
1593712807,433.0
1593712808,437.0
1593712809,431.0
1593712810,428.0
1593712811,429.0
1593712812,433.0
1593712813,437.0
1593712814,424.0
1593712815,438.0
1593712816,420.0
1593712817,434.0
1593712818,420.0
1593712819,435.0
1593712820,427.0
1593712821,420.0
1593712822,430.0
1593712823,435.0
1593712824,426.0
1593712825,427.0
1593712826,438.0
1593712827,420.0
1593712828,426.0
1593712829,435.0
1593712830,437.0
1593712831,433.0
1593712832,434.0
1593712833,433.0
1593712834,420.0
1593712835,434.0
1593712836,438.0
1593712837,437.0
1593712838,425.0
1593712839,429.0
1593712840,435.0
1593712841,423.0
1593712842,422.0
1593712843,437.0
1593712844,423.0
1593712845,439.0
1593712846,427.0
1593712847,427.0
1593712848,429.0
1593712849,435.0
1593712850,423.0
1593712851,433.0
1593712852,423.0
1593712853,428.0
1593712854,425.0
1593712855,438.0
1593712856,439.0
1593712857,426.0
1593712858,430.0
1593712859,424.0
1593712860,432.0
1593712861,433.0
1593712862,423.0
1593712863,437.0
1593712864,420.0
1593712865,430.0
1593712866,431.0
1593712867,420.0
1593712868,423.0
1593712869,420.0
1593712870,420.0
1593712871,433.0
1593712872,438.0
1593712873,423.0
1593712874,436.0
1593712875,430.0
1593712876,434.0
1593712877,420.0
1593712878,439.0
1593712879,432.0
1593712880,434.0
1593712881,429.0
1593712882,422.0
1593712883,429.0
1593712884,431.0
1593712885,430.0
1593712886,439.0
1593712887,423.0
1593712888,430.0
1593712889,420.0
1593712890,423.0
1593712891,430.0
1593712892,431.0
1593712893,429.0
1593712894,438.0
1593712895,426.0
1593712896,439.0
1593712897,430.0
1593712898,421.0
1593712899,436.0
1593712900,424.0
1593712901,424.0
1593712902,438.0
1593712903,436.0
1593712904,431.0
1593712905,424.0
1593712906,420.0
1593712907,438.0
1593712908,431.0
1593712909,420.0
1593712910,423.0
1593712911,431.0
1593712912,421.0
1593712913,425.0
1593712914,420.0
1593712915,438.0
1593712916,434.0
1593712917,429.0
