Unixtime,WindCyc,WindDir,ConcData,TempData
1625609668,5.0,235.0,429.0,40.0
1625609671,7.0,210.0,455.0,40.0
1625609674,9.0,213.0,434.0,40.0
1625609677,10.0,217.0,440.0,40.0
1625609680,11.0,214.0,414.0,40.0
1625609683,13.0,231.0,419.0,40.0
1625609686,11.0,225.0,399.0,40.0
1625609689,8.0,222.0,389.0,40.0
1625609692,10.0,203.0,415.0,40.0
1625609695,12.0,229.0,427.0,40.0
1625609698,9.0,237.0,416.0,40.0
1625609701,8.0,200.0,398.0,40.0
1625609704,10.0,241.0,429.0,40.0
1625609707,9.0,229.0,464.0,40.0
1625609710,8.0,207.0,610.0,40.0
1625609713,8.0,249.0,354.0,40.0
1625609716,8.0,277.0,499.0,40.0
1625609719,6.0,211.0,283.0,40.0
1625609722,7.0,222.0,499.0,40.0
1625609725,7.0,258.0,468.0,40.0
1625609728,10.0,206.0,458.0,40.0
1625609731,12.0,217.0,457.0,40.0
1625609734,12.0,228.0,463.0,40.0
1625609737,11.0,237.0,448.0,40.0
1625609740,11.0,211.0,445.0,40.0
1625609743,7.0,224.0,448.0,40.0
1625609746,13.0,222.0,439.0,40.0
1625609749,11.0,235.0,423.0,40.0
1625609752,9.0,211.0,405.0,40.0
1625609755,9.0,222.0,405.0,40.0
1625609758,7.0,243.0,400.0,40.0
1625609761,8.0,217.0,400.0,40.0
1625609764,12.0,239.0,405.0,40.0
1625609767,11.0,243.0,399.0,40.0
1625609770,8.0,240.0,400.0,40.0
1625609773,9.0,256.0,402.0,40.0
1625609776,7.0,204.0,407.0,40.0
1625609779,11.0,212.0,403.0,40.0
1625609782,11.0,241.0,413.0,40.0
1625609785,10.0,235.0,415.0,40.0
1625609788,7.0,271.0,421.0,40.0
1625609791,5.0,266.0,418.0,40.0
1625609794,4.0,183.0,415.0,40.0
1625609797,4.0,184.0,422.0,40.0
1625609800,7.0,236.0,428.0,40.0
1625609803,11.0,248.0,417.0,40.0
1625609806,9.0,264.0,409.0,40.0
1625609809,5.0,240.0,420.0,40.0
1625609812,5.0,240.0,424.0,40.0
1625609815,4.0,228.0,430.0,40.0
1625609818,3.0,173.0,436.0,40.0
1625609821,3.0,183.0,441.0,40.0
1625609824,4.0,178.0,441.0,40.0
1625609827,3.0,155.0,444.0,40.0
1625609830,3.0,281.0,430.0,40.0
1625609833,2.0,248.0,426.0,40.0
1625609836,3.0,229.0,408.0,40.0
1625609839,3.0,212.0,408.0,40.0
1625609842,2.0,231.0,430.0,40.0
1625609845,2.0,170.0,435.0,40.0
1625609848,2.0,171.0,428.0,41.0
1625609851,3.0,189.0,429.0,41.0
1625609854,3.0,95.0,422.0,41.0
1625609857,5.0,153.0,375.0,41.0
1625609860,4.0,237.0,434.0,41.0
1625609863,5.0,265.0,469.0,41.0
1625609866,2.0,286.0,499.0,41.0
1625609869,2.0,273.0,579.0,41.0
1625609872,2.0,203.0,502.0,41.0
1625609875,4.0,200.0,509.0,41.0
1625609878,6.0,222.0,478.0,41.0
1625609881,7.0,219.0,482.0,41.0
1625609884,7.0,235.0,487.0,41.0
1625609887,5.0,192.0,441.0,41.0
1625609890,6.0,228.0,440.0,41.0
1625609893,6.0,267.0,446.0,41.0
1625609896,5.0,249.0,436.0,41.0
1625609899,6.0,237.0,433.0,41.0
1625609902,8.0,238.0,442.0,41.0
1625609905,9.0,210.0,448.0,41.0
1625609908,7.0,247.0,446.0,41.0
1625609911,7.0,236.0,420.0,41.0
1625609914,6.0,219.0,420.0,41.0
1625609917,7.0,228.0,425.0,41.0
1625609920,8.0,223.0,426.0,41.0
1625609923,9.0,212.0,427.0,41.0
1625609926,7.0,212.0,436.0,41.0
1625609929,7.0,215.0,436.0,41.0
1625609932,5.0,228.0,434.0,41.0
1625609935,7.0,217.0,431.0,41.0
1625609938,7.0,221.0,448.0,41.0
1625609941,8.0,226.0,457.0,41.0
1625609944,10.0,252.0,425.0,41.0
1625609947,9.0,240.0,458.0,41.0
1625609950,8.0,235.0,470.0,41.0
1625609953,9.0,217.0,476.0,41.0
1625609956,12.0,210.0,509.0,41.0
1625609959,14.0,215.0,490.0,41.0
1625609962,12.0,210.0,541.0,41.0
1625609965,10.0,213.0,467.0,40.0
1625609968,8.0,222.0,489.0,40.0
1625609971,8.0,212.0,448.0,41.0
1625609974,9.0,213.0,361.0,40.0
1625609977,8.0,208.0,407.0,40.0
1625609980,8.0,205.0,407.0,40.0
1625609983,8.0,207.0,398.0,40.0
1625609986,8.0,207.0,441.0,40.0
1625609989,8.0,205.0,413.0,40.0
1625609992,7.0,206.0,403.0,40.0
1625609995,7.0,215.0,396.0,41.0
1625609998,8.0,215.0,392.0,41.0
1625610001,6.0,209.0,403.0,41.0
1625610004,8.0,211.0,413.0,41.0
1625610007,8.0,222.0,410.0,41.0
1625610010,5.0,245.0,406.0,41.0
1625610013,5.0,242.0,410.0,41.0
1625610016,4.0,238.0,408.0,41.0
1625610019,5.0,239.0,425.0,41.0
1625610022,6.0,221.0,441.0,41.0
1625610025,6.0,218.0,464.0,41.0
1625610028,6.0,245.0,451.0,41.0
1625610031,5.0,257.0,462.0,41.0
1625610034,4.0,257.0,450.0,41.0
1625610037,7.0,228.0,435.0,41.0
1625610040,7.0,197.0,443.0,41.0
1625610043,6.0,206.0,455.0,41.0
1625610046,5.0,236.0,455.0,41.0
1625610049,6.0,213.0,374.0,41.0
1625610052,11.0,203.0,388.0,41.0
1625610055,11.0,207.0,444.0,41.0
1625610058,12.0,207.0,529.0,41.0
1625610061,9.0,202.0,472.0,41.0
1625610064,11.0,207.0,465.0,41.0
1625610067,11.0,208.0,387.0,41.0
1625610070,10.0,213.0,404.0,41.0
1625610073,10.0,199.0,464.0,41.0
1625610076,12.0,207.0,554.0,41.0
1625610079,14.0,200.0,506.0,40.0
1625610082,12.0,210.0,467.0,40.0
1625610085,9.0,205.0,394.0,40.0
1625610088,7.0,185.0,435.0,40.0
1625610091,4.0,186.0,384.0,40.0
1625610094,4.0,153.0,405.0,40.0
1625610097,3.0,180.0,382.0,41.0
1625610100,2.0,175.0,381.0,41.0
1625610103,4.0,68.0,376.0,41.0
1625610106,3.0,83.0,331.0,41.0
1625610109,4.0,84.0,294.0,40.0
1625610112,3.0,84.0,335.0,40.0
1625610115,3.0,85.0,393.0,40.0
1625610118,3.0,84.0,512.0,40.0
1625610121,5.0,146.0,565.0,40.0
1625610124,5.0,138.0,537.0,41.0
1625610127,3.0,139.0,470.0,41.0
1625610130,2.0,139.0,525.0,41.0
1625610133,2.0,139.0,497.0,41.0
1625610136,1.0,139.0,424.0,41.0
1625610139,2.0,139.0,454.0,41.0
1625610142,3.0,139.0,462.0,41.0
1625610145,3.0,189.0,452.0,41.0
1625610148,4.0,211.0,448.0,41.0
1625610151,4.0,211.0,442.0,41.0
1625610154,4.0,211.0,447.0,41.0
1625610157,3.0,210.0,437.0,41.0
1625610160,4.0,210.0,443.0,41.0
1625610163,4.0,211.0,442.0,41.0
1625610166,6.0,215.0,425.0,41.0
1625610169,5.0,215.0,435.0,41.0
1625610172,4.0,210.0,435.0,41.0
1625610175,4.0,209.0,449.0,41.0
1625610178,3.0,210.0,449.0,41.0
1625610181,2.0,206.0,440.0,41.0
1625610184,4.0,203.0,439.0,41.0
1625610187,4.0,203.0,426.0,41.0
1625610190,3.0,211.0,427.0,41.0
1625610193,5.0,202.0,433.0,41.0
1625610196,7.0,213.0,435.0,41.0
1625610199,8.0,218.0,435.0,41.0
1625610202,5.0,199.0,421.0,41.0
1625610205,4.0,189.0,412.0,41.0
1625610208,3.0,182.0,410.0,41.0
1625610211,3.0,182.0,428.0,41.0
1625610214,3.0,186.0,413.0,41.0
1625610217,5.0,186.0,448.0,41.0
1625610220,7.0,224.0,465.0,41.0
1625610223,7.0,211.0,484.0,41.0
1625610226,6.0,211.0,485.0,41.0
1625610229,5.0,232.0,489.0,41.0
1625610232,4.0,230.0,461.0,41.0
1625610235,4.0,266.0,463.0,41.0
