DATE,TIME,FRAC_DAYS_SINCE_JAN1,FRAC_HRS_SINCE_JAN1,EPOCH_TIME,CO2_sync,ANEMOMETER_C_sync,ANEMOMETER_UX_sync,ANEMOMETER_UY_sync,ANEMOMETER_UZ_sync,ANEMOMETER_T_sync
8/16/2019,24:50.8,227.6839213,5464.414111,1565997891,391.68,3.49E+02,2.55E+00,7.82E-01,5.45E-01,2.97E+01
8/16/2019,24:50.9,227.6839225,5464.414139,1565997891,391.56,3.50E+02,2.94E+00,5.92E-01,9.17E-01,3.02E+01
8/16/2019,24:51.0,227.6839236,5464.414167,1565997891,392.20,3.50E+02,3.45E+00,4.48E-01,9.46E-01,3.04E+01
8/16/2019,24:51.1,227.6839248,5464.414194,1565997891,392.66,3.50E+02,3.44E+00,5.19E-01,1.01E+00,3.05E+01
8/16/2019,24:51.2,227.6839259,5464.414222,1565997891,392.55,3.50E+02,3.21E+00,2.96E-01,6.81E-01,3.06E+01
8/16/2019,24:51.3,227.6839271,5464.41425,1565997891,392.24,3.50E+02,3.08E+00,9.45E-03,4.43E-01,3.06E+01
8/16/2019,24:51.4,227.6839282,5464.414278,1565997891,392.30,3.50E+02,3.63E+00,-2.40E-01,2.49E-01,3.06E+01
8/16/2019,24:51.5,227.6839294,5464.414306,1565997892,392.31,3.50E+02,3.52E+00,-1.82E-01,-2.65E-01,3.05E+01
8/16/2019,24:51.6,227.6839306,5464.414333,1565997892,391.79,3.50E+02,3.18E+00,6.70E-01,-2.29E-01,3.03E+01
8/16/2019,24:51.7,227.6839317,5464.414361,1565997892,391.56,3.50E+02,2.79E+00,1.10E-01,-1.91E-01,3.03E+01
8/16/2019,24:51.8,227.6839329,5464.414389,1565997892,391.87,3.50E+02,2.58E+00,-2.84E-01,2.36E-01,3.03E+01
8/16/2019,24:51.9,227.683934,5464.414417,1565997892,392.13,3.50E+02,2.55E+00,-2.57E-01,-9.08E-02,3.01E+01
8/16/2019,24:52.0,227.6839352,5464.414444,1565997892,391.84,3.50E+02,1.76E+00,-3.44E-01,-9.60E-01,3.00E+01
8/16/2019,24:52.1,227.6839363,5464.414472,1565997892,391.56,3.50E+02,2.29E+00,-1.06E+00,-6.55E-01,2.99E+01
8/16/2019,24:52.2,227.6839375,5464.4145,1565997892,391.24,3.50E+02,2.11E+00,-1.22E+00,-7.62E-01,2.99E+01
8/16/2019,24:52.3,227.6839387,5464.414528,1565997892,391.78,3.50E+02,2.22E+00,-1.39E+00,-1.01E+00,3.03E+01
8/16/2019,24:52.4,227.6839398,5464.414556,1565997892,391.19,3.50E+02,1.75E+00,-9.43E-01,-1.20E+00,3.04E+01
8/16/2019,24:52.5,227.683941,5464.414583,1565997893,390.78,3.50E+02,2.25E+00,-6.11E-02,-1.56E+00,3.04E+01
8/16/2019,24:52.6,227.6839421,5464.414611,1565997893,391.29,3.50E+02,3.08E+00,4.24E-01,-3.80E-01,3.05E+01
8/16/2019,24:52.7,227.6839433,5464.414639,1565997893,391.09,3.50E+02,3.09E+00,7.66E-01,-9.28E-02,2.99E+01
8/16/2019,24:52.8,227.6839444,5464.414667,1565997893,391.08,3.49E+02,2.64E+00,9.58E-01,4.20E-01,2.94E+01
8/16/2019,24:52.9,227.6839456,5464.414694,1565997893,391.29,3.49E+02,2.20E+00,1.13E+00,1.18E+00,2.96E+01
8/16/2019,24:53.0,227.6839468,5464.414722,1565997893,391.13,3.49E+02,2.26E+00,8.38E-01,2.20E+00,2.99E+01
8/16/2019,24:53.1,227.6839479,5464.41475,1565997893,390.83,3.50E+02,1.86E+00,3.76E-02,1.89E+00,3.04E+01
8/16/2019,24:53.2,227.6839491,5464.414778,1565997893,391.02,3.50E+02,2.17E+00,-3.47E-01,1.28E+00,3.03E+01
8/16/2019,24:53.3,227.6839502,5464.414806,1565997893,391.64,3.50E+02,2.92E+00,-1.43E+00,1.39E+00,3.02E+01
8/16/2019,24:53.4,227.6839514,5464.414833,1565997893,391.86,3.50E+02,2.76E+00,-2.10E+00,1.13E+00,3.01E+01
8/16/2019,24:53.5,227.6839526,5464.414861,1565997894,391.63,3.49E+02,2.37E+00,-2.37E+00,2.43E-01,2.97E+01
8/16/2019,24:53.6,227.6839537,5464.414889,1565997894,391.56,3.49E+02,1.71E+00,-3.08E+00,-6.42E-01,2.89E+01
8/16/2019,24:53.7,227.6839549,5464.414917,1565997894,391.34,3.49E+02,1.28E+00,-3.35E+00,-1.00E+00,2.89E+01
8/16/2019,24:53.8,227.683956,5464.414944,1565997894,391.37,3.49E+02,9.60E-01,-3.25E+00,-1.09E+00,2.91E+01
8/16/2019,24:53.9,227.6839572,5464.414972,1565997894,392.07,3.49E+02,1.06E+00,-3.13E+00,-1.32E+00,2.92E+01
8/16/2019,24:54.0,227.6839583,5464.415,1565997894,391.53,3.49E+02,1.19E+00,-3.08E+00,-1.29E+00,2.88E+01
8/16/2019,24:54.1,227.6839595,5464.415028,1565997894,391.23,3.49E+02,1.13E+00,-3.19E+00,-1.30E+00,2.87E+01
8/16/2019,24:54.2,227.6839607,5464.415056,1565997894,391.02,3.49E+02,1.02E+00,-3.08E+00,-1.33E+00,2.87E+01
8/16/2019,24:54.3,227.6839618,5464.415083,1565997894,391.16,3.49E+02,1.13E+00,-2.80E+00,-1.54E+00,2.92E+01
8/16/2019,24:54.4,227.683963,5464.415111,1565997894,391.45,3.49E+02,1.40E+00,-2.08E+00,-1.39E+00,2.95E+01
8/16/2019,24:54.5,227.6839641,5464.415139,1565997895,391.02,3.49E+02,1.34E+00,-2.70E+00,-7.96E-01,2.95E+01
8/16/2019,24:54.6,227.6839653,5464.415167,1565997895,391.15,3.49E+02,1.49E+00,-3.00E+00,-1.03E+00,2.97E+01
8/16/2019,24:54.7,227.6839664,5464.415194,1565997895,390.76,3.50E+02,1.32E+00,-3.13E+00,-7.69E-01,2.99E+01
8/16/2019,24:54.8,227.6839676,5464.415222,1565997895,390.91,3.49E+02,1.08E+00,-2.99E+00,-7.65E-01,2.99E+01
8/16/2019,24:54.9,227.6839688,5464.41525,1565997895,391.34,3.49E+02,8.42E-01,-2.57E+00,-1.03E+00,2.98E+01
8/16/2019,24:55.0,227.6839699,5464.415278,1565997895,391.10,3.50E+02,8.27E-01,-2.52E+00,-6.45E-01,3.02E+01
8/16/2019,24:55.1,227.6839711,5464.415306,1565997895,390.95,3.50E+02,1.41E+00,-2.92E+00,5.44E-02,3.00E+01
8/16/2019,24:55.2,227.6839722,5464.415333,1565997895,391.03,3.49E+02,1.48E+00,-2.57E+00,2.74E-01,2.99E+01
8/16/2019,24:55.3,227.6839734,5464.415361,1565997895,391.47,3.50E+02,1.50E+00,-1.77E+00,-2.49E-01,2.99E+01
8/16/2019,24:55.4,227.6839745,5464.415389,1565997895,391.19,3.49E+02,1.64E+00,-1.23E+00,-2.99E-02,2.99E+01
8/16/2019,24:55.5,227.6839757,5464.415417,1565997896,390.44,3.50E+02,1.18E+00,-9.42E-01,-2.46E-01,3.00E+01
8/16/2019,24:55.6,227.6839769,5464.415444,1565997896,390.54,3.50E+02,3.61E-01,-1.01E+00,-6.67E-01,3.00E+01
8/16/2019,24:55.7,227.683978,5464.415472,1565997896,391.14,3.50E+02,2.12E-02,-1.17E+00,-3.84E-01,3.00E+01
8/16/2019,24:55.8,227.6839792,5464.4155,1565997896,391.34,3.49E+02,1.11E-01,-1.25E+00,-5.80E-01,2.98E+01
8/16/2019,24:55.9,227.6839803,5464.415528,1565997896,390.75,3.49E+02,4.23E-01,-1.33E+00,-6.83E-01,2.99E+01
8/16/2019,24:56.0,227.6839815,5464.415556,1565997896,390.66,3.49E+02,1.21E+00,-9.87E-01,-8.75E-02,2.98E+01
8/16/2019,24:56.1,227.6839826,5464.415583,1565997896,390.22,3.49E+02,1.57E+00,-7.64E-01,5.52E-01,2.99E+01
8/16/2019,24:56.2,227.6839838,5464.415611,1565997896,390.00,3.49E+02,2.08E+00,-5.13E-01,2.53E-01,2.98E+01
8/16/2019,24:56.3,227.683985,5464.415639,1565997896,389.76,3.49E+02,2.11E+00,7.20E-02,1.94E-02,2.97E+01
8/16/2019,24:56.4,227.6839861,5464.415667,1565997896,390.17,3.49E+02,2.08E+00,-1.02E-01,3.66E-01,2.96E+01
8/16/2019,24:56.5,227.6839873,5464.415694,1565997897,390.32,3.50E+02,2.72E+00,-7.39E-01,4.82E-01,3.03E+01
8/16/2019,24:56.6,227.6839884,5464.415722,1565997897,390.42,3.50E+02,3.09E+00,-1.31E+00,8.26E-01,3.03E+01
8/16/2019,24:56.7,227.6839896,5464.41575,1565997897,390.50,3.50E+02,2.83E+00,-1.38E+00,9.92E-01,3.01E+01
8/16/2019,24:56.8,227.6839907,5464.415778,1565997897,389.96,3.50E+02,2.28E+00,-1.03E+00,2.77E-01,2.99E+01
8/16/2019,24:56.9,227.6839919,5464.415806,1565997897,389.45,3.50E+02,2.69E+00,-1.33E+00,4.49E-01,3.00E+01
8/16/2019,24:57.0,227.6839931,5464.415833,1565997897,390.21,3.50E+02,2.55E+00,-1.59E+00,5.56E-01,3.01E+01
8/16/2019,24:57.1,227.6839942,5464.415861,1565997897,390.82,3.50E+02,2.48E+00,-1.75E+00,7.07E-01,3.02E+01
8/16/2019,24:57.2,227.6839954,5464.415889,1565997897,390.81,3.50E+02,2.44E+00,-1.43E+00,7.70E-01,3.02E+01
8/16/2019,24:57.3,227.6839965,5464.415917,1565997897,390.45,3.50E+02,2.65E+00,-1.06E+00,8.17E-01,3.07E+01
8/16/2019,24:57.4,227.6839977,5464.415944,1565997897,390.77,3.50E+02,2.31E+00,-1.58E+00,4.37E-01,3.07E+01
8/16/2019,24:57.5,227.6839988,5464.415972,1565997898,391.39,3.50E+02,2.77E+00,-1.79E+00,3.36E-01,3.06E+01
8/16/2019,24:57.6,227.684,5464.416,1565997898,391.27,3.50E+02,3.14E+00,-1.59E+00,1.64E-01,3.04E+01
8/16/2019,24:57.7,227.6840012,5464.416028,1565997898,391.22,3.50E+02,2.84E+00,-2.16E+00,1.50E-01,3.02E+01
8/16/2019,24:57.8,227.6840023,5464.416056,1565997898,391.21,3.49E+02,2.53E+00,-1.90E+00,-1.83E-04,2.98E+01
8/16/2019,24:57.9,227.6840035,5464.416083,1565997898,390.90,3.50E+02,2.66E+00,-1.62E+00,3.08E-01,3.02E+01
8/16/2019,24:58.0,227.6840046,5464.416111,1565997898,391.18,3.50E+02,2.51E+00,-1.53E+00,2.93E-01,3.02E+01
8/16/2019,24:58.1,227.6840058,5464.416139,1565997898,391.26,3.50E+02,2.33E+00,-1.58E+00,5.21E-01,3.02E+01
8/16/2019,24:58.2,227.6840069,5464.416167,1565997898,391.36,3.50E+02,2.35E+00,-1.57E+00,3.76E-01,3.04E+01
8/16/2019,24:58.3,227.6840081,5464.416194,1565997898,391.66,3.50E+02,2.03E+00,-1.59E+00,2.50E-01,3.04E+01
8/16/2019,24:58.4,227.6840093,5464.416222,1565997898,390.65,3.50E+02,2.10E+00,-1.26E+00,2.49E-01,3.02E+01
8/16/2019,24:58.5,227.6840104,5464.41625,1565997899,390.38,3.50E+02,2.10E+00,-1.47E+00,2.61E-01,2.99E+01
8/16/2019,24:58.6,227.6840116,5464.416278,1565997899,390.87,3.50E+02,1.74E+00,-1.26E+00,3.78E-01,3.02E+01
8/16/2019,24:58.7,227.6840127,5464.416306,1565997899,390.81,3.50E+02,1.29E+00,-1.29E+00,7.97E-01,3.03E+01
8/16/2019,24:58.8,227.6840139,5464.416333,1565997899,391.46,3.50E+02,1.74E+00,-9.05E-01,2.01E-01,3.01E+01
8/16/2019,24:58.9,227.6840151,5464.416361,1565997899,391.65,3.49E+02,1.74E+00,-7.96E-01,1.46E-01,2.96E+01
8/16/2019,24:59.0,227.6840162,5464.416389,1565997899,391.01,3.49E+02,1.66E+00,-7.86E-01,4.46E-02,2.91E+01
8/16/2019,24:59.1,227.6840174,5464.416417,1565997899,390.74,3.49E+02,1.79E+00,-7.35E-01,9.42E-02,2.94E+01
8/16/2019,24:59.2,227.6840185,5464.416444,1565997899,390.66,3.49E+02,1.66E+00,-7.41E-01,7.86E-02,2.97E+01
8/16/2019,24:59.3,227.6840197,5464.416472,1565997899,390.88,3.49E+02,1.61E+00,-8.13E-01,2.24E-01,2.94E+01
8/16/2019,24:59.4,227.6840208,5464.4165,1565997899,391.68,3.49E+02,1.95E+00,-1.11E+00,2.28E-01,2.96E+01
8/16/2019,24:59.5,227.684022,5464.416528,1565997900,391.34,3.49E+02,2.06E+00,-1.34E+00,1.13E-01,2.92E+01
8/16/2019,24:59.6,227.6840232,5464.416556,1565997900,391.53,3.49E+02,2.04E+00,-1.05E+00,6.41E-02,2.91E+01
8/16/2019,24:59.7,227.6840243,5464.416583,1565997900,391.19,3.49E+02,2.11E+00,-1.01E+00,-4.58E-02,2.90E+01
8/16/2019,24:59.8,227.6840255,5464.416611,1565997900,391.31,3.49E+02,2.31E+00,-1.20E+00,-4.04E-02,2.92E+01
8/16/2019,24:59.9,227.6840266,5464.416639,1565997900,391.24,3.49E+02,2.33E+00,-1.22E+00,-1.95E-01,2.93E+01
8/16/2019,25:00.0,227.6840278,5464.416667,1565997900,391.07,3.49E+02,2.51E+00,-1.15E+00,-1.59E-01,2.94E+01
8/16/2019,25:00.1,227.6840289,5464.416694,1565997900,390.94,3.49E+02,2.53E+00,-1.36E+00,-3.45E-01,2.94E+01
8/16/2019,25:00.2,227.6840301,5464.416722,1565997900,391.33,3.49E+02,2.62E+00,-1.32E+00,-1.66E-01,2.91E+01
8/16/2019,25:00.3,227.6840313,5464.41675,1565997900,391.65,3.49E+02,2.78E+00,-1.42E+00,-1.23E-01,2.91E+01
8/16/2019,25:00.4,227.6840324,5464.416778,1565997900,391.42,3.49E+02,2.79E+00,-1.69E+00,-2.22E-02,2.95E+01
8/16/2019,25:00.5,227.6840336,5464.416806,1565997901,390.69,3.49E+02,2.70E+00,-1.79E+00,1.65E-01,2.92E+01
8/16/2019,25:00.6,227.6840347,5464.416833,1565997901,391.17,3.49E+02,2.88E+00,-1.70E+00,-1.12E-01,2.89E+01
8/16/2019,25:00.7,227.6840359,5464.416861,1565997901,391.21,3.49E+02,2.95E+00,-1.77E+00,-2.78E-02,2.91E+01
8/16/2019,25:00.8,227.684037,5464.416889,1565997901,391.10,3.49E+02,2.96E+00,-1.83E+00,-2.22E-01,2.91E+01
8/16/2019,25:00.9,227.6840382,5464.416917,1565997901,390.63,3.49E+02,3.32E+00,-1.96E+00,-1.86E-01,2.91E+01
8/16/2019,25:01.0,227.6840394,5464.416944,1565997901,390.94,3.49E+02,3.07E+00,-2.42E+00,1.36E-01,2.92E+01
8/16/2019,25:01.1,227.6840405,5464.416972,1565997901,391.44,3.49E+02,2.91E+00,-2.25E+00,1.16E-01,2.92E+01
8/16/2019,25:01.2,227.6840417,5464.417,1565997901,391.35,3.49E+02,2.60E+00,-2.38E+00,2.07E-01,2.90E+01
8/16/2019,25:01.3,227.6840428,5464.417028,1565997901,391.02,3.49E+02,2.22E+00,-2.80E+00,1.01E-01,2.91E+01
8/16/2019,25:01.4,227.684044,5464.417056,1565997901,391.00,3.49E+02,2.34E+00,-2.65E+00,4.54E-02,2.91E+01
8/16/2019,25:01.5,227.6840451,5464.417083,1565997902,390.71,3.49E+02,2.14E+00,-2.54E+00,2.50E-01,2.89E+01
8/16/2019,25:01.6,227.6840463,5464.417111,1565997902,391.16,3.49E+02,1.77E+00,-2.36E+00,3.09E-01,2.90E+01
8/16/2019,25:01.7,227.6840475,5464.417139,1565997902,390.62,3.49E+02,1.49E+00,-2.36E+00,2.01E-01,2.92E+01
8/16/2019,25:01.8,227.6840486,5464.417167,1565997902,390.42,3.49E+02,1.87E+00,-2.46E+00,4.27E-02,2.96E+01
8/16/2019,25:01.9,227.6840498,5464.417194,1565997902,390.44,3.49E+02,1.71E+00,-2.72E+00,-1.24E-01,2.98E+01
8/16/2019,25:02.0,227.6840509,5464.417222,1565997902,390.39,3.49E+02,1.61E+00,-2.95E+00,-1.26E-01,2.97E+01
8/16/2019,25:02.1,227.6840521,5464.41725,1565997902,390.36,3.49E+02,1.32E+00,-3.21E+00,-6.05E-02,2.95E+01
8/16/2019,25:02.2,227.6840532,5464.417278,1565997902,390.07,3.49E+02,1.61E+00,-2.81E+00,-4.08E-01,2.95E+01
8/16/2019,25:02.3,227.6840544,5464.417306,1565997902,390.27,3.49E+02,1.48E+00,-2.30E+00,-5.21E-01,2.96E+01
8/16/2019,25:02.4,227.6840556,5464.417333,1565997902,390.06,3.49E+02,1.21E+00,-2.62E+00,-7.43E-01,2.97E+01
8/16/2019,25:02.5,227.6840567,5464.417361,1565997903,390.10,3.49E+02,9.76E-01,-2.66E+00,-4.02E-01,2.97E+01
8/16/2019,25:02.6,227.6840579,5464.417389,1565997903,390.26,3.49E+02,1.61E+00,-1.82E+00,2.98E-02,2.96E+01
8/16/2019,25:02.7,227.684059,5464.417417,1565997903,390.29,3.49E+02,1.59E+00,-1.17E+00,-2.68E-01,2.94E+01
8/16/2019,25:02.8,227.6840602,5464.417444,1565997903,390.02,3.49E+02,1.64E+00,-7.73E-01,-4.00E-01,2.93E+01
8/16/2019,25:02.9,227.6840613,5464.417472,1565997903,389.98,3.49E+02,1.81E+00,-8.25E-01,2.86E-01,2.93E+01
8/16/2019,25:03.0,227.6840625,5464.4175,1565997903,390.61,3.49E+02,1.69E+00,-8.40E-01,-7.20E-01,2.93E+01
8/16/2019,25:03.1,227.6840637,5464.417528,1565997903,390.61,3.49E+02,1.68E+00,-1.31E+00,-6.75E-01,2.91E+01
8/16/2019,25:03.2,227.6840648,5464.417556,1565997903,389.98,3.49E+02,1.75E+00,-1.90E+00,-4.59E-01,2.92E+01
8/16/2019,25:03.3,227.684066,5464.417583,1565997903,389.92,3.49E+02,1.94E+00,-1.87E+00,-6.77E-01,2.92E+01
8/16/2019,25:03.4,227.6840671,5464.417611,1565997903,389.81,3.49E+02,2.36E+00,-1.50E+00,-6.47E-01,2.94E+01
8/16/2019,25:03.5,227.6840683,5464.417639,1565997904,389.91,3.49E+02,2.37E+00,-1.57E+00,-6.64E-01,2.92E+01
8/16/2019,25:03.6,227.6840694,5464.417667,1565997904,390.03,3.49E+02,1.47E+00,-2.13E+00,-4.12E-01,2.90E+01
8/16/2019,25:03.7,227.6840706,5464.417694,1565997904,390.23,3.49E+02,1.24E+00,-2.44E+00,-5.66E-01,2.89E+01
8/16/2019,25:03.8,227.6840718,5464.417722,1565997904,390.03,3.49E+02,1.05E+00,-2.46E+00,-7.46E-01,2.89E+01
8/16/2019,25:03.9,227.6840729,5464.41775,1565997904,390.46,3.49E+02,1.01E+00,-2.51E+00,-8.08E-01,2.91E+01
8/16/2019,25:04.0,227.6840741,5464.417778,1565997904,390.62,3.49E+02,1.13E+00,-2.44E+00,-8.95E-01,2.91E+01
8/16/2019,25:04.1,227.6840752,5464.417806,1565997904,390.06,3.49E+02,1.33E+00,-2.09E+00,-1.04E+00,2.90E+01
8/16/2019,25:04.2,227.6840764,5464.417833,1565997904,390.17,3.49E+02,1.13E+00,-2.27E+00,-8.45E-01,2.90E+01
8/16/2019,25:04.3,227.6840776,5464.417861,1565997904,390.34,3.49E+02,9.33E-01,-2.55E+00,-6.97E-01,2.90E+01
8/16/2019,25:04.4,227.6840787,5464.417889,1565997904,390.44,3.49E+02,1.14E+00,-2.30E+00,-3.76E-01,2.88E+01
8/16/2019,25:04.5,227.6840799,5464.417917,1565997905,390.21,3.49E+02,1.22E+00,-2.25E+00,-2.40E-01,2.87E+01
8/16/2019,25:04.6,227.684081,5464.417944,1565997905,390.65,3.49E+02,1.19E+00,-2.30E+00,-1.21E-01,2.87E+01
8/16/2019,25:04.7,227.6840822,5464.417972,1565997905,390.94,3.49E+02,1.16E+00,-2.42E+00,3.00E-03,2.87E+01
8/16/2019,25:04.8,227.6840833,5464.418,1565997905,390.60,3.49E+02,1.32E+00,-2.63E+00,7.94E-02,2.90E+01
8/16/2019,25:04.9,227.6840845,5464.418028,1565997905,390.46,3.49E+02,1.51E+00,-2.74E+00,8.09E-02,2.94E+01
8/16/2019,25:05.0,227.6840857,5464.418056,1565997905,390.34,3.49E+02,1.60E+00,-2.72E+00,-9.46E-02,2.93E+01
8/16/2019,25:05.1,227.6840868,5464.418083,1565997905,390.51,3.49E+02,1.67E+00,-2.50E+00,-1.19E-01,2.95E+01
8/16/2019,25:05.2,227.684088,5464.418111,1565997905,390.80,3.49E+02,1.85E+00,-2.36E+00,-2.70E-01,2.97E+01
8/16/2019,25:05.3,227.6840891,5464.418139,1565997905,390.72,3.49E+02,1.94E+00,-2.27E+00,-2.27E-01,2.97E+01
8/16/2019,25:05.4,227.6840903,5464.418167,1565997905,390.10,3.49E+02,1.69E+00,-2.25E+00,-1.36E-01,2.97E+01
8/16/2019,25:05.5,227.6840914,5464.418194,1565997906,389.89,3.49E+02,1.75E+00,-2.29E+00,-8.52E-02,2.99E+01
8/16/2019,25:05.6,227.6840926,5464.418222,1565997906,389.96,3.50E+02,1.82E+00,-2.20E+00,7.33E-02,2.99E+01
8/16/2019,25:05.7,227.6840938,5464.41825,1565997906,389.78,3.50E+02,1.72E+00,-2.23E+00,1.40E-01,2.99E+01
8/16/2019,25:05.8,227.6840949,5464.418278,1565997906,390.45,3.49E+02,1.69E+00,-2.35E+00,-1.65E-01,2.98E+01
8/16/2019,25:05.9,227.6840961,5464.418306,1565997906,391.00,3.49E+02,1.42E+00,-2.37E+00,-3.92E-01,2.96E+01
8/16/2019,25:06.0,227.6840972,5464.418333,1565997906,390.60,3.49E+02,1.46E+00,-2.36E+00,1.66E-02,2.98E+01
8/16/2019,25:06.1,227.6840984,5464.418361,1565997906,390.11,3.50E+02,1.65E+00,-1.98E+00,-1.32E-01,3.00E+01
8/16/2019,25:06.2,227.6840995,5464.418389,1565997906,389.91,3.49E+02,1.90E+00,-1.97E+00,-2.35E-02,2.98E+01
8/16/2019,25:06.3,227.6841007,5464.418417,1565997906,389.67,3.50E+02,1.93E+00,-1.98E+00,-1.80E-01,3.00E+01
8/16/2019,25:06.4,227.6841019,5464.418444,1565997906,389.93,3.50E+02,2.06E+00,-1.84E+00,-5.97E-03,3.01E+01
8/16/2019,25:06.5,227.684103,5464.418472,1565997907,390.69,3.50E+02,2.22E+00,-1.73E+00,4.12E-02,3.02E+01
8/16/2019,25:06.6,227.6841042,5464.4185,1565997907,390.88,3.50E+02,2.20E+00,-1.54E+00,-4.32E-02,3.01E+01
8/16/2019,25:06.7,227.6841053,5464.418528,1565997907,390.33,3.49E+02,2.02E+00,-1.46E+00,-3.72E-01,2.97E+01
8/16/2019,25:06.8,227.6841065,5464.418556,1565997907,390.24,3.49E+02,1.06E+00,-1.16E+00,-8.03E-01,2.99E+01
8/16/2019,25:06.9,227.6841076,5464.418583,1565997907,389.72,3.49E+02,8.52E-01,-1.27E+00,-9.42E-01,2.92E+01
8/16/2019,25:07.0,227.6841088,5464.418611,1565997907,390.11,3.49E+02,6.61E-01,-1.49E+00,-8.08E-01,2.90E+01
8/16/2019,25:07.1,227.68411,5464.418639,1565997907,389.52,3.49E+02,6.75E-01,-1.46E+00,-6.57E-01,2.89E+01
8/16/2019,25:07.2,227.6841111,5464.418667,1565997907,389.29,3.49E+02,7.90E-01,-1.34E+00,-7.85E-01,2.89E+01
8/16/2019,25:07.3,227.6841123,5464.418694,1565997907,390.06,3.49E+02,8.35E-01,-1.02E+00,-9.24E-01,2.89E+01
8/16/2019,25:07.4,227.6841134,5464.418722,1565997907,390.15,3.49E+02,9.31E-01,-9.71E-01,-1.03E+00,2.89E+01
8/16/2019,25:07.5,227.6841146,5464.41875,1565997908,390.58,3.49E+02,1.19E+00,-9.01E-01,-7.87E-01,2.93E+01
8/16/2019,25:07.6,227.6841157,5464.418778,1565997908,390.86,3.49E+02,1.42E+00,-8.73E-01,-2.17E-01,2.94E+01
8/16/2019,25:07.7,227.6841169,5464.418806,1565997908,390.61,3.49E+02,1.43E+00,-1.55E+00,-3.76E-02,2.96E+01
8/16/2019,25:07.8,227.6841181,5464.418833,1565997908,390.53,3.49E+02,1.81E+00,-1.66E+00,1.55E-01,2.98E+01
8/16/2019,25:07.9,227.6841192,5464.418861,1565997908,390.28,3.49E+02,1.89E+00,-1.73E+00,3.85E-02,2.98E+01
8/16/2019,25:08.0,227.6841204,5464.418889,1565997908,390.02,3.49E+02,1.67E+00,-1.58E+00,1.49E-01,2.96E+01
8/16/2019,25:08.1,227.6841215,5464.418917,1565997908,391.18,3.49E+02,1.47E+00,-1.59E+00,2.48E-01,2.96E+01
8/16/2019,25:08.2,227.6841227,5464.418944,1565997908,391.52,3.49E+02,1.25E+00,-1.37E+00,4.92E-01,2.96E+01
8/16/2019,25:08.3,227.6841238,5464.418972,1565997908,391.01,3.49E+02,1.46E+00,-1.20E+00,4.26E-01,2.98E+01
8/16/2019,25:08.4,227.684125,5464.419,1565997908,391.67,3.50E+02,1.41E+00,-1.18E+00,1.19E-01,2.99E+01
8/16/2019,25:08.5,227.6841262,5464.419028,1565997909,391.24,3.50E+02,1.29E+00,-1.38E+00,-6.54E-01,2.99E+01
8/16/2019,25:08.6,227.6841273,5464.419056,1565997909,390.87,3.49E+02,1.30E+00,-1.53E+00,-9.10E-01,2.98E+01
8/16/2019,25:08.7,227.6841285,5464.419083,1565997909,390.36,3.49E+02,7.42E-01,-1.76E+00,-1.13E+00,2.98E+01
8/16/2019,25:08.8,227.6841296,5464.419111,1565997909,390.60,3.49E+02,4.62E-01,-1.94E+00,-1.16E+00,2.99E+01
8/16/2019,25:08.9,227.6841308,5464.419139,1565997909,391.56,3.50E+02,3.37E-01,-2.05E+00,-9.73E-01,2.99E+01
8/16/2019,25:09.0,227.6841319,5464.419167,1565997909,391.73,3.49E+02,3.93E-01,-2.11E+00,-8.66E-01,2.98E+01
8/16/2019,25:09.1,227.6841331,5464.419194,1565997909,391.26,3.49E+02,1.33E-01,-2.14E+00,-8.76E-01,2.98E+01
8/16/2019,25:09.2,227.6841343,5464.419222,1565997909,391.00,3.49E+02,-1.97E-02,-1.95E+00,-7.45E-01,2.97E+01
8/16/2019,25:09.3,227.6841354,5464.41925,1565997909,390.97,3.49E+02,-2.43E-01,-2.01E+00,-6.47E-01,2.96E+01
8/16/2019,25:09.4,227.6841366,5464.419278,1565997909,391.02,3.49E+02,-3.86E-01,-1.93E+00,-6.71E-01,2.96E+01
8/16/2019,25:09.5,227.6841377,5464.419306,1565997910,391.03,3.49E+02,-1.47E-02,-2.11E+00,-9.55E-01,2.97E+01
8/16/2019,25:09.6,227.6841389,5464.419333,1565997910,390.79,3.49E+02,2.75E-01,-1.82E+00,-1.23E+00,2.97E+01
8/16/2019,25:09.7,227.6841401,5464.419361,1565997910,390.26,3.49E+02,6.49E-01,-1.10E+00,-1.15E+00,2.96E+01
8/16/2019,25:09.8,227.6841412,5464.419389,1565997910,389.63,3.49E+02,1.07E+00,-8.65E-01,-1.06E+00,2.98E+01
8/16/2019,25:09.9,227.6841424,5464.419417,1565997910,389.59,3.49E+02,8.92E-01,-1.08E+00,-9.17E-01,2.97E+01
8/16/2019,25:10.0,227.6841435,5464.419444,1565997910,389.60,3.49E+02,7.20E-01,-1.16E+00,-8.69E-01,2.98E+01
8/16/2019,25:10.1,227.6841447,5464.419472,1565997910,390.34,3.50E+02,8.74E-01,-6.31E-01,-1.13E+00,2.99E+01
8/16/2019,25:10.2,227.6841458,5464.4195,1565997910,390.40,3.50E+02,7.38E-01,-8.18E-01,-1.63E+00,2.99E+01
8/16/2019,25:10.3,227.684147,5464.419528,1565997910,390.79,3.50E+02,6.15E-01,-8.77E-01,-1.67E+00,2.99E+01
