UNIXTIME,CO2
1583254801,505.00
1583254802,505.00
1583254803,505.00
1583254804,505.00
1583254805,505.00
1583254806,505.00
1583254807,504.00
1583254808,504.00
1583254809,504.00
1583254810,504.00
1583254811,504.00
1583254812,504.00
1583254813,503.00
1583254814,503.00
1583254815,503.00
1583254816,503.00
1583254817,503.00
1583254818,503.00
1583254819,503.00
1583254820,503.00
1583254821,503.00
1583254822,503.00
1583254823,503.00
1583254824,503.00
1583254825,503.00
1583254826,503.00
1583254827,503.00
1583254828,504.00
1583254829,504.00
1583254830,504.00
1583254831,504.00
1583254832,504.00
1583254833,504.00
1583254834,504.00
1583254835,504.00
1583254836,504.00
1583254837,504.00
1583254838,504.00
1583254839,504.00
1583254840,503.00
1583254841,503.00
1583254842,503.00
1583254843,503.00
1583254844,503.00
1583254845,503.00
1583254846,503.00
1583254847,503.00
1583254848,503.00
1583254849,503.00
1583254850,504.00
1583254851,504.00
1583254852,504.00
1583254853,504.00
1583254854,504.00
1583254855,504.00
1583254856,504.00
1583254857,504.00
1583254858,504.00
1583254859,504.00
1583254860,504.00
1583254861,504.00
1583254862,505.00
1583254863,505.00
1583254864,505.00
1583254865,505.00
1583254866,505.00
1583254867,505.00
1583254868,505.00
1583254869,505.00
1583254870,505.00
1583254871,506.00
1583254872,506.00
1583254873,506.00
1583254874,506.00
1583254875,506.00
1583254876,505.00
1583254877,505.00
1583254878,505.00
1583254879,504.00
1583254880,504.00
1583254881,504.00
1583254882,503.00
1583254883,503.00
1583254884,503.00
1583254885,503.00
1583254886,502.00
1583254887,502.00
1583254888,502.00
1583254889,502.00
1583254890,502.00
1583254891,502.00
1583254892,503.00
1583254893,503.00
1583254894,503.00
1583254895,503.00
1583254896,503.00
1583254897,503.00
1583254898,503.00
1583254899,502.00
1583254900,502.00
1583254901,502.00
1583254902,502.00
1583254903,502.00
1583254904,503.00
1583254905,503.00
1583254906,503.00
1583254907,504.00
1583254908,504.00
1583254909,504.00
1583254910,504.00
1583254911,504.00
1583254912,504.00
1583254913,505.00
1583254914,505.00
1583254915,505.00
1583254916,505.00
1583254917,505.00
1583254918,504.00
1583254919,504.00
1583254920,504.00
1583254921,504.00
1583254922,504.00
1583254923,504.00
1583254924,504.00
1583254925,504.00
1583254926,504.00
1583254927,503.00
1583254928,503.00
1583254929,503.00
1583254930,503.00
1583254931,503.00
1583254932,503.00
1583254933,503.00
1583254934,503.00
1583254935,503.00
1583254936,503.00
1583254937,503.00
1583254938,503.00
1583254939,503.00
1583254940,503.00
1583254941,504.00
1583254942,504.00
1583254943,504.00
1583254944,504.00
1583254945,504.00
1583254946,504.00
1583254947,504.00
1583254948,504.00
1583254949,504.00
1583254950,504.00
1583254951,504.00
1583254952,504.00
1583254953,503.00
1583254954,503.00
1583254955,503.00
1583254956,503.00
1583254957,504.00
1583254958,504.00
1583254959,504.00
1583254960,504.00
1583254961,504.00
1583254962,504.00
1583254963,505.00
1583254964,505.00
1583254965,505.00
1583254966,505.00
1583254967,505.00
1583254968,505.00
1583254969,505.00
1583254970,505.00
1583254971,504.00
1583254972,504.00
1583254973,504.00
1583254974,504.00
1583254975,504.00
1583254976,504.00
1583254977,504.00
1583254978,504.00
1583254979,504.00
1583254980,504.00
1583254981,504.00
1583254982,504.00
1583254983,504.00
1583254984,504.00
1583254985,504.00
1583254986,504.00
1583254987,504.00
1583254988,504.00
1583254989,504.00
1583254990,504.00
1583254991,504.00
1583254992,504.00
1583254993,504.00
1583254994,504.00
1583254995,504.00
1583254996,504.00
1583254997,504.00
1583254998,503.00
1583254999,503.00
1583255000,503.00
1583255001,503.00
1583255002,503.00
1583255003,503.00
1583255004,503.00
1583255005,503.00
1583255006,503.00
1583255007,503.00
1583255008,503.00
1583255009,503.00
1583255010,503.00
1583255011,504.00
1583255012,504.00
1583255013,504.00
1583255014,504.00
1583255015,504.00
1583255016,503.00
1583255017,503.00
1583255018,503.00
1583255019,503.00
1583255020,503.00
1583255021,503.00
1583255022,503.00
1583255023,503.00
1583255024,503.00
1583255025,503.00
1583255026,503.00
1583255027,503.00
1583255028,503.00
1583255029,503.00
1583255030,503.00
1583255031,503.00
1583255032,503.00
1583255033,503.00
1583255034,503.00
1583255035,504.00
1583255036,504.00
1583255037,504.00
1583255038,504.00
1583255039,504.00
1583255040,504.00
1583255041,504.00
1583255042,504.00
1583255043,504.00
1583255044,504.00
1583255045,503.00
1583255046,503.00
1583255047,503.00
1583255048,503.00
1583255049,503.00
1583255050,503.00
1583255051,503.00
1583255052,503.00
1583255053,503.00
1583255054,503.00
1583255055,503.00
1583255056,503.00
1583255057,503.00
1583255058,503.00
1583255059,503.00
1583255060,502.00
1583255061,502.00
1583255062,502.00
1583255063,502.00
1583255064,502.00
1583255065,502.00
1583255066,502.00
1583255067,502.00
1583255068,502.00
1583255069,502.00
1583255070,502.00
1583255071,502.00
1583255072,501.00
1583255073,501.00
1583255074,501.00
1583255075,501.00
1583255076,502.00
1583255077,502.00
1583255078,502.00
1583255079,502.00
1583255080,502.00
1583255081,502.00
1583255082,502.00
1583255083,502.00
1583255084,502.00
1583255085,501.00
1583255086,501.00
1583255087,501.00
1583255088,502.00
1583255089,502.00
1583255090,502.00
1583255091,503.00
1583255092,503.00
1583255093,503.00
1583255094,503.00
1583255095,503.00
1583255096,503.00
1583255097,503.00
1583255098,503.00
1583255099,503.00
1583255100,503.00
1583255101,503.00
1583255102,503.00
1583255103,503.00
1583255104,503.00
1583255105,503.00
1583255106,503.00
1583255107,503.00
1583255108,503.00
1583255109,503.00
1583255110,503.00
1583255111,502.00
1583255112,502.00
1583255113,502.00
1583255114,502.00
1583255115,503.00
1583255116,503.00
1583255117,503.00
1583255118,503.00
1583255119,503.00
1583255120,503.00
1583255121,503.00
1583255122,503.00
1583255123,503.00
1583255124,503.00
1583255125,503.00
1583255126,503.00
1583255127,503.00
1583255128,503.00
1583255129,503.00
1583255130,502.00
1583255131,502.00
1583255132,502.00
1583255133,502.00
1583255134,502.00
1583255135,502.00
1583255136,502.00
1583255137,502.00
1583255138,502.00
1583255139,502.00
1583255140,502.00
1583255141,502.00
1583255142,502.00
1583255143,502.00
1583255144,502.00
1583255145,503.00
1583255146,503.00
1583255147,502.00
1583255148,502.00
1583255149,502.00
1583255150,502.00
1583255151,501.00
1583255152,501.00
1583255153,501.00
1583255154,501.00
1583255155,501.00
1583255156,501.00
1583255157,501.00
1583255158,501.00
1583255159,501.00
1583255160,501.00
1583255161,501.00
1583255162,501.00
1583255163,501.00
1583255164,501.00
1583255165,501.00
1583255166,502.00
1583255167,502.00
1583255168,502.00
1583255169,503.00
1583255170,503.00
1583255171,503.00
1583255172,503.00
1583255173,503.00
1583255174,503.00
1583255175,503.00
1583255176,503.00
1583255177,503.00
1583255178,503.00
1583255179,503.00
1583255180,503.00
1583255181,502.00
1583255182,502.00
1583255183,501.00
1583255184,501.00
1583255185,501.00
1583255186,501.00
1583255187,501.00
1583255188,501.00
1583255189,501.00
1583255190,501.00
1583255191,501.00
1583255192,501.00
1583255193,501.00
1583255194,501.00
1583255195,501.00
1583255196,500.00
1583255197,500.00
1583255198,500.00
1583255199,500.00
1583255200,499.00
1583255201,499.00
1583255202,499.00
1583255203,499.00
1583255204,499.00
1583255205,499.00
1583255206,499.00
1583255207,499.00
1583255208,499.00
1583255209,499.00
1583255210,499.00
1583255211,499.00
1583255212,499.00
1583255213,499.00
1583255214,499.00
1583255215,499.00
1583255216,499.00
1583255217,499.00
1583255218,499.00
1583255219,499.00
1583255220,499.00
1583255221,498.00
1583255222,498.00
1583255223,498.00
1583255224,498.00
1583255225,498.00
1583255226,498.00
1583255227,499.00
1583255228,499.00
1583255229,499.00
1583255230,499.00
1583255231,499.00
1583255232,499.00
1583255233,499.00
1583255234,498.00
1583255235,498.00
1583255236,498.00
1583255237,498.00
1583255238,498.00
1583255239,498.00
1583255240,498.00
1583255241,497.00
1583255242,497.00
1583255243,497.00
1583255244,497.00
1583255245,496.00
1583255246,496.00
1583255247,496.00
1583255248,496.00
1583255249,496.00
1583255250,496.00
1583255251,496.00
1583255252,497.00
1583255253,497.00
1583255254,498.00
1583255255,498.00
1583255256,498.00
1583255257,498.00
1583255258,498.00
1583255259,498.00
1583255260,498.00
1583255261,498.00
1583255262,499.00
1583255263,499.00
1583255264,499.00
1583255265,499.00
1583255266,499.00
1583255267,499.00
1583255268,500.00
1583255269,500.00
1583255270,499.00
1583255271,499.00
1583255272,499.00
1583255273,499.00
1583255274,499.00
1583255275,499.00
1583255276,499.00
1583255277,499.00
1583255278,499.00
1583255279,498.00
1583255280,498.00
1583255281,498.00
1583255282,498.00
1583255283,498.00
1583255284,498.00
1583255285,498.00
1583255286,498.00
1583255287,498.00
1583255288,498.00
1583255289,498.00
1583255290,498.00
1583255291,498.00
1583255292,498.00
1583255293,498.00
1583255294,498.00
1583255295,498.00
1583255296,498.00
1583255297,498.00
1583255298,499.00
1583255299,498.00
1583255300,498.00
1583255301,498.00
1583255302,498.00
1583255303,498.00
1583255304,498.00
1583255305,498.00
1583255306,498.00
1583255307,498.00
1583255308,498.00
1583255309,499.00
1583255310,499.00
1583255311,499.00
1583255312,499.00
1583255313,499.00
1583255314,500.00
1583255315,499.00
1583255316,499.00
1583255317,499.00
1583255318,499.00
1583255319,499.00
1583255320,499.00
1583255321,499.00
1583255322,499.00
1583255323,499.00
1583255324,499.00
1583255325,499.00
1583255326,499.00
1583255327,499.00
1583255328,499.00
1583255329,500.00
1583255330,499.00
1583255331,499.00
1583255332,498.00
1583255333,498.00
1583255334,498.00
1583255335,498.00
1583255336,498.00
1583255337,497.00
1583255338,497.00
1583255339,497.00
1583255340,497.00
1583255341,496.00
1583255342,496.00
1583255343,496.00
1583255344,496.00
1583255345,496.00
1583255346,496.00
1583255347,495.00
1583255348,495.00
1583255349,495.00
1583255350,494.00
1583255351,494.00
1583255352,494.00
1583255353,495.00
1583255354,495.00
1583255355,495.00
1583255356,495.00
1583255357,495.00
1583255358,495.00
1583255359,496.00
1583255360,496.00
1583255361,496.00
1583255362,496.00
1583255363,495.00
1583255364,495.00
1583255365,495.00
