UnixTime,Wind Speed,Wind Dir,GasData
1594510427,0.0,4.0,804.0
1594510428,0.0,4.0,803.0
1594510429,0.0,4.0,802.0
1594510430,0.0,4.0,801.0
1594510431,0.0,4.0,801.0
1594510432,0.0,4.0,800.0
1594510433,0.0,4.0,799.0
1594510434,0.0,4.0,799.0
1594510435,0.0,4.0,799.0
1594510436,0.0,4.0,799.0
1594510437,0.0,4.0,798.0
1594510438,6.0,4.0,798.0
1594510439,8.0,0.0,798.0
1594510440,6.0,12.0,798.0
1594510441,4.0,8.0,798.0
1594510442,4.0,8.0,797.0
1594510443,2.0,6.0,797.0
1594510444,2.0,6.0,797.0
1594510445,2.0,6.0,796.0
1594510446,2.0,6.0,796.0
1594510447,0.0,6.0,795.0
1594510448,2.0,6.0,795.0
1594510449,0.0,6.0,795.0
1594510450,0.0,6.0,794.0
1594510451,0.0,6.0,794.0
1594510452,0.0,6.0,794.0
1594510453,0.0,6.0,794.0
1594510454,0.0,6.0,794.0
1594510455,0.0,6.0,794.0
1594510456,0.0,6.0,795.0
1594510457,0.0,6.0,795.0
1594510458,0.0,6.0,795.0
1594510459,0.0,6.0,796.0
1594510460,0.0,6.0,796.0
1594510461,0.0,6.0,796.0
1594510462,0.0,6.0,796.0
1594510463,0.0,6.0,795.0
1594510464,0.0,6.0,795.0
1594510465,6.0,6.0,795.0
1594510466,4.0,6.0,794.0
1594510467,2.0,6.0,794.0
1594510468,4.0,6.0,794.0
1594510469,6.0,6.0,794.0
1594510470,6.0,6.0,794.0
1594510471,6.0,5.0,794.0
1594510472,6.0,2.0,793.0
1594510473,4.0,14.0,793.0
1594510474,4.0,12.0,793.0
1594510475,4.0,12.0,793.0
1594510476,2.0,12.0,792.0
1594510477,4.0,12.0,792.0
1594510478,2.0,12.0,791.0
1594510479,4.0,12.0,791.0
1594510480,2.0,12.0,791.0
1594510481,2.0,12.0,791.0
1594510482,2.0,12.0,791.0
1594510483,2.0,12.0,790.0
1594510484,2.0,12.0,790.0
1594510485,2.0,12.0,790.0
1594510486,2.0,12.0,790.0
1594510487,0.0,12.0,790.0
1594510488,2.0,12.0,790.0
1594510489,0.0,12.0,790.0
1594510490,2.0,12.0,790.0
1594510491,0.0,12.0,791.0
1594510492,2.0,12.0,791.0
1594510493,0.0,12.0,791.0
1594510494,2.0,12.0,791.0
1594510495,0.0,12.0,791.0
1594510496,0.0,12.0,791.0
1594510497,0.0,12.0,791.0
1594510498,0.0,12.0,792.0
1594510499,0.0,12.0,791.0
