bn,ut,conc,ws,dir,temp
1,1655517163,708,0,170.0,25.0
1,1655517166,708,0,170.0,25.0
1,1655517169,708,0,171.0,25.0
1,1655517172,709,0,172.0,25.0
1,1655517175,709,0,175.0,25.0
1,1655517178,709,0,171.0,25.0
1,1655517181,710,0,170.0,25.0
1,1655517184,709,0,173.0,25.0
1,1655517187,708,0,170.0,25.0
1,1655517190,708,0,173.0,25.0
1,1655517193,707,0,171.0,25.0
1,1655517196,706,0,171.0,25.0
1,1655517199,706,0,171.0,25.0
