15min 50 s 14 mAh 70 mWh
Read times - Voltage  graph	Voltage(V) - Voltage  graph	Read times - Current graph	Current(A) - Current graph	
1504	4.981	1504	0.0556	
1505	4.981	1505	0.0557	
1506	4.982	1506	0.0557	
1507	4.982	1507	0.0556	
1508	4.981	1508	0.0556	
1509	4.981	1509	0.0557	
1510	4.982	1510	0.0557	
1511	4.982	1511	0.0525	
1512	4.982	1512	0.0525	
1513	4.982	1513	0.0521	
1514	4.982	1514	0.0521	
1515	4.982	1515	0.0523	
1516	4.981	1516	0.0523	
1517	4.981	1517	0.0521	
1518	4.982	1518	0.0521	
1519	4.982	1519	0.0523	
1520	4.982	1520	0.0523	
1521	4.982	1521	0.0524	
1522	4.981	1522	0.0524	
1523	4.981	1523	0.0525	
1524	4.982	1524	0.0525	
1525	4.982	1525	0.0526	
1526	4.981	1526	0.0526	
1527	4.981	1527	0.0526	
1528	4.982	1528	0.0526	
1529	4.982	1529	0.0562	
1530	4.981	1530	0.0562	
1531	4.981	1531	0.0558	
1532	4.981	1532	0.0558	
1533	4.981	1533	0.0558	
1534	4.981	1534	0.0558	
1535	4.981	1535	0.0555	
1536	4.981	1536	0.0555	
1537	4.981	1537	0.0557	
1538	4.981	1538	0.0557	
1539	4.981	1539	0.0554	
1540	4.981	1540	0.0554	
1541	4.981	1541	0.0556	
1542	4.982	1542	0.0556	
1543	4.982	1543	0.0557	
1544	4.981	1544	0.0557	
1545	4.981	1545	0.0558	
1546	4.982	1546	0.0558	
1547	4.982	1547	0.0523	
1548	4.982	1548	0.0523	
1549	4.982	1549	0.0526	
1550	4.982	1550	0.0526	
1551	4.982	1551	0.0524	
1552	4.982	1552	0.0524	
1553	4.982	1553	0.0521	
1554	4.982	1554	0.0521	
1555	4.982	1555	0.0524	
1556	4.982	1556	0.0524	
1557	4.982	1557	0.0522	
1558	4.982	1558	0.0522	
1559	4.982	1559	0.0523	
1560	4.982	1560	0.0523	
1561	4.982	1561	0.0521	
1562	4.982	1562	0.0521	
1563	4.982	1563	0.0524	
1564	4.983	1564	0.0524	
1565	4.983	1565	0.0528	
1566	4.981	1566	0.0528	
1567	4.981	1567	0.0560	
1568	4.982	1568	0.0560	
1569	4.982	1569	0.0559	
1570	4.981	1570	0.0559	
1571	4.981	1571	0.0558	
1572	4.982	1572	0.0558	
1573	4.982	1573	0.0559	
1574	4.981	1574	0.0559	
1575	4.981	1575	0.0558	
1576	4.982	1576	0.0558	
1577	4.982	1577	0.0559	
1578	4.981	1578	0.0559	
1579	4.981	1579	0.0558	
1580	4.981	1580	0.0558	
1581	4.981	1581	0.0558	
1582	4.981	1582	0.0558	
1583	4.981	1583	0.0554	
1584	4.982	1584	0.0554	
1585	4.982	1585	0.0525	
1586	4.982	1586	0.0525	
1587	4.982	1587	0.0524	
1588	4.982	1588	0.0524	
1589	4.982	1589	0.0523	
1590	4.982	1590	0.0523	
1591	4.982	1591	0.0524	
1592	4.982	1592	0.0524	
1593	4.982	1593	0.0521	
1594	4.982	1594	0.0521	
1595	4.982	1595	0.0523	
1596	4.982	1596	0.0523	
1597	4.982	1597	0.0521	
1598	4.982	1598	0.0521	
1599	4.982	1599	0.0523	
1600	4.980	1600	0.0523	
1601	4.980	1601	0.0521	
1602	4.981	1602	0.0521	
1603	4.981	1603	0.0562	
1604	4.982	1604	0.0562	
1605	4.982	1605	0.0559	
1606	4.981	1606	0.0559	
1607	4.981	1607	0.0558	
1608	4.982	1608	0.0558	
1609	4.982	1609	0.0559	
1610	4.981	1610	0.0559	
1611	4.981	1611	0.0554	
1612	4.981	1612	0.0554	
1613	4.981	1613	0.0556	
1614	4.981	1614	0.0556	
1615	4.981	1615	0.0556	
1616	4.981	1616	0.0556	
1617	4.981	1617	0.0568	
1618	4.981	1618	0.0568	
1619	4.981	1619	0.0556	
1620	4.981	1620	0.0556	
1621	4.981	1621	0.0499	
1622	4.982	1622	0.0499	
1623	4.982	1623	0.0544	
1624	4.981	1624	0.0544	
1625	4.981	1625	0.0519	
1626	4.982	1626	0.0519	
1627	4.982	1627	0.0505	
1628	4.981	1628	0.0505	
1629	4.981	1629	0.0509	
1630	4.982	1630	0.0509	
1631	4.982	1631	0.0511	
1632	4.981	1632	0.0511	
1633	4.981	1633	0.0515	
1634	4.982	1634	0.0515	
1635	4.982	1635	0.0517	
1636	4.981	1636	0.0517	
1637	4.981	1637	0.0514	
1638	4.981	1638	0.0514	
1639	4.981	1639	0.0546	
1640	4.981	1640	0.0546	
1641	4.981	1641	0.0546	
1642	4.980	1642	0.0546	
1643	4.980	1643	0.0550	
1644	4.981	1644	0.0550	
1645	4.981	1645	0.0551	
1646	4.980	1646	0.0551	
1647	4.980	1647	0.0551	
1648	4.981	1648	0.0551	
1649	4.981	1649	0.0551	
1650	4.981	1650	0.0551	
1651	4.981	1651	0.0550	
1652	4.981	1652	0.0550	
1653	4.981	1653	0.0551	
1654	4.981	1654	0.0551	
1655	4.981	1655	0.0553	
1656	4.981	1656	0.0553	
1657	4.981	1657	0.0553	
1658	4.981	1658	0.0553	
1659	4.981	1659	0.0525	
1660	4.981	1660	0.0525	
1661	4.981	1661	0.0524	
1662	4.981	1662	0.0524	
1663	4.981	1663	0.0520	
1664	4.981	1664	0.0520	
1665	4.981	1665	0.0522	
1666	4.982	1666	0.0522	
1667	4.982	1667	0.0520	
1668	4.981	1668	0.0520	
1669	4.981	1669	0.0522	
1670	4.982	1670	0.0522	
1671	4.982	1671	0.0522	
1672	4.981	1672	0.0522	
1673	4.981	1673	0.0523	
1674	4.982	1674	0.0523	
1675	4.982	1675	0.0524	
1676	4.981	1676	0.0524	
1677	4.981	1677	0.0550	
1678	4.981	1678	0.0550	
1679	4.981	1679	0.0552	
1680	4.981	1680	0.0552	
1681	4.981	1681	0.0550	
1682	4.981	1682	0.0550	
1683	4.981	1683	0.0552	
1684	4.981	1684	0.0552	
1685	4.981	1685	0.0552	
1686	4.981	1686	0.0552	
1687	4.981	1687	0.0553	
1688	4.981	1688	0.0553	
1689	4.981	1689	0.0552	
1690	4.981	1690	0.0552	
1691	4.981	1691	0.0553	
1692	4.981	1692	0.0553	
1693	4.981	1693	0.0555	
1694	4.981	1694	0.0555	
1695	4.981	1695	0.0525	
1696	4.981	1696	0.0525	
1697	4.981	1697	0.0526	
1698	4.980	1698	0.0526	
1699	4.980	1699	0.0522	
1700	4.981	1700	0.0522	
1701	4.981	1701	0.0536	
1702	4.981	1702	0.0536	
1703	4.981	1703	0.0550	
1704	4.981	1704	0.0550	
1705	4.981	1705	0.0534	
1706	4.982	1706	0.0534	
1707	4.982	1707	0.0521	
1708	4.981	1708	0.0521	
1709	4.981	1709	0.0519	
1710	4.982	1710	0.0519	
1711	4.982	1711	0.0518	
1712	4.981	1712	0.0518	
1713	4.981	1713	0.0546	
1714	4.982	1714	0.0546	
1715	4.982	1715	0.0546	
1716	4.981	1716	0.0546	
1717	4.981	1717	0.0543	
1718	4.981	1718	0.0543	
1719	4.981	1719	0.0545	
1720	4.979	1720	0.0545	
1721	4.979	1721	0.0544	
1722	4.981	1722	0.0544	
1723	4.981	1723	0.0547	
1724	4.980	1724	0.0547	
1725	4.980	1725	0.0548	
1726	4.981	1726	0.0548	
1727	4.981	1727	0.0550	
1728	4.982	1728	0.0550	
1729	4.982	1729	0.0551	
1730	4.980	1730	0.0551	
1731	4.980	1731	0.0540	
