1,1642629616,880,24,34.0683,190,0,7312
1,1642629619,878,24,34.01337,234,0,7312
1,1642629622,879,24,34.09424,128,0,7312
1,1642629625,877,24,34.05304,242,0,7312
1,1642629628,877,24,34.02557,195,0,7312
1,1642629631,877,24,34.03931,120,0,7312
1,1642629634,875,24,34.03931,315,0,7312
1,1642629637,875,24,34.0271,195,0,7312
1,1642629640,874,24,33.99811,150,0,7312
1,1642629643,872,24,33.98895,242,0,7312
1,1642629646,873,24,33.99811,130,0,7312
1,1642629649,875,24,34.01184,129,0,7312
1,1642629652,865,24,34.02252,155,0,7312
1,1642629655,838,24,34.01337,243,0,7312
1,1642629658,834,24,34.03625,230,0,7312
1,1642629661,841,24,34.03473,138,0,7312
1,1642629664,850,24,33.98438,213,0,7312
1,1642629667,858,24,34.00879,229,0,7312
1,1642629670,860,24,34.02252,142,0,7312
1,1642629673,865,24,34.00879,234,0,7312
1,1642629676,854,24,33.98438,192,0,7312
1,1642629679,854,24,33.99506,133,0,7312
1,1642629682,849,24,34.04999,236,0,7312
1,1642629685,847,24,34.08051,186,0,7312
1,1642629688,843,24,34.08051,199,0,7312
1,1642629691,844,24,34.09119,237,0,7312
1,1642629694,844,24,34.05304,134,0,7312
1,1642629697,848,24,34.07745,211,0,7312
1,1642629700,847,24,34.03931,135,0,7312
1,1642629703,850,24,34.09424,245,0,7312
1,1642629706,858,24,34.1217,133,0,7312
1,1642629709,856,24,34.08051,206,0,7312
1,1642629712,862,24,34.07135,214,0,7312
1,1642629715,863,24,34.09119,232,0,7312
1,1642629718,864,24,34.13086,139,0,7312
1,1642629721,860,24,34.06372,241,0,7312
1,1642629724,860,24,34.0271,149,0,7312
1,1642629727,858,24,33.99963,165,0,7312
1,1642629730,860,24,34.01337,233,0,7312
1,1642629733,862,24,33.99811,134,0,7312
1,1642629736,865,24,34.02557,227,0,7312
1,1642629739,865,24,34.06677,158,0,7312
1,1642629742,864,24,34.08051,197,0,7312
1,1642629745,863,24,34.03931,227,0,7312
1,1642629748,865,24,34.04999,150,0,7312
1,1642629751,867,24,34.06372,233,0,7312
1,1642629754,868,24,34.08051,127,0,7312
1,1642629757,869,24,34.10339,234,0,7312
1,1642629760,869,24,34.09119,132,0,7312
1,1642629763,870,24,34.06372,221,0,7312
1,1642629766,870,24,34.06372,157,0,7312
1,1642629769,872,24,34.04999,180,0,7312
1,1642629772,870,24,34.08966,229,0,7312
1,1642629775,871,24,34.10339,237,0,7312
1,1642629778,872,24,34.12628,119,0,7312
1,1642629781,871,24,34.10339,263,0,7312
1,1642629784,871,24,34.09119,160,0,7312
1,1642629787,870,24,34.09882,236,0,7312
1,1642629790,871,24,34.14154,203,0,7312
1,1642629793,870,24,34.14001,162,0,7312
1,1642629796,871,24,34.11407,233,0,7312
1,1642629799,872,24,34.12781,132,0,7312
1,1642629802,873,24,34.15375,245,0,7312
1,1642629805,875,24,34.13696,138,0,7312
1,1642629808,874,24,34.17664,229,0,7312
1,1642629811,873,24,34.21478,151,0,7312
1,1642629814,873,24,34.1629,228,0,7312
1,1642629817,873,24,34.19189,208,0,7312
1,1642629820,874,24,34.17664,159,0,7312
1,1642629823,875,24,34.2041,182,0,7312
1,1642629826,875,24,34.2041,139,0,7312
1,1642629829,876,24,34.1629,243,0,7312
1,1642629832,877,24,34.1507,238,0,7312
1,1642629835,878,24,34.17664,145,0,7312
1,1642629838,876,24,34.15985,229,0,7312
1,1642629841,876,24,34.2041,193,0,7312
1,1642629844,876,24,34.19037,141,0,7312
1,1642629847,877,24,34.1507,237,0,7312
1,1642629850,874,24,34.1217,140,0,7312
1,1642629853,873,24,34.1507,214,0,7312
1,1642629856,871,24,34.18732,167,0,7312
1,1642629859,869,24,34.07135,227,0,7312
1,1642629862,868,24,34.1217,224,0,7312
1,1642629865,866,24,34.1095,156,0,7312
1,1642629868,865,24,34.13544,246,0,7312
1,1642629871,867,24,34.14917,138,0,7312
1,1642629874,868,24,34.15985,237,0,7312
1,1642629877,868,23,34.17206,134,0,7312
1,1642629880,867,24,34.21478,235,0,7312
1,1642629883,865,24,34.15985,142,0,7312
1,1642629886,863,24,34.15985,239,0,7312
1,1642629889,863,23,34.22394,175,0,7312
1,1642629892,867,23,34.17358,222,0,7312
1,1642629895,867,23,34.17358,227,0,7312
1,1642629898,868,24,34.19952,175,0,7312
1,1642629901,871,23,34.26514,209,0,7312
1,1642629904,870,23,34.22394,172,0,7312
1,1642629907,864,23,34.2514,128,0,7312
1,1642629910,862,23,34.19647,238,0,7312
1,1642629913,862,23,34.22699,161,0,7312
1,1642629916,861,23,34.18579,175,0,7312
1,1642629919,862,24,34.18732,240,0,7312
1,1642629922,862,23,34.19647,134,0,7312
1,1642629925,861,23,34.19952,212,0,7312
1,1642629928,861,24,34.19952,210,0,7312
1,1642629931,860,23,34.18732,149,0,7312
1,1642629934,859,24,34.21478,238,0,7312
1,1642629937,859,23,34.18732,140,0,7312
1,1642629940,860,23,34.15833,237,0,7312
1,1642629943,861,23,34.17358,192,0,7312
1,1642629946,861,23,34.15833,165,0,7312
1,1642629949,861,23,34.15833,214,0,7312
1,1642629952,858,24,34.17358,131,0,7312
1,1642629955,857,23,34.19952,139,0,7312
1,1642629958,858,24,34.1095,224,0,7312
1,1642629961,858,23,34.15833,123,0,7312
1,1642629964,857,24,34.1629,240,0,7312
1,1642629967,858,24,34.15985,130,0,7312
1,1642629970,859,23,34.17358,231,0,7312
1,1642629973,859,23,34.19952,153,0,7312
1,1642629976,860,24,34.21478,216,0,7312
1,1642629979,860,24,34.21478,240,0,7312
1,1642629982,858,23,34.19952,142,0,7312
1,1642629985,858,23,34.14612,228,0,7312
1,1642629988,857,23,34.17358,134,0,7312
1,1642629991,859,24,34.18732,246,0,7312
1,1642629994,859,23,34.19647,134,0,7312
1,1642629997,859,23,34.22699,227,0,7312
1,1642630000,861,23,34.23767,148,0,7312
1,1642630003,861,23,34.19952,231,0,7312
1,1642630006,861,24,34.28192,180,0,7312
1,1642630009,861,24,34.22852,199,0,7312
1,1642630012,860,24,34.15985,195,0,7312
1,1642630015,858,24,34.15985,243,0,7312
1,1642630018,857,24,34.18732,134,0,7312
1,1642630021,855,23,34.14612,245,0,7312
1,1642630024,854,23,34.15833,167,0,7312
1,1642630027,854,24,34.2926,162,0,7312
1,1642630030,856,23,34.22394,237,0,7312
1,1642630033,857,23,34.26514,149,0,7312
1,1642630036,855,23,34.27887,199,0,7312
1,1642630039,855,24,34.25446,261,0,7312
1,1642630042,855,24,34.22852,152,0,7312
1,1642630045,855,23,34.18732,164,0,7312
1,1642630048,854,24,34.20105,237,0,7312
1,1642630051,852,24,34.22852,135,0,7312
1,1642630054,853,24,34.18732,236,0,7312
1,1642630057,853,24,34.18732,163,0,7312
1,1642630060,852,24,34.19037,161,0,7312
1,1642630063,852,24,34.18732,234,0,7312
1,1642630066,852,24,34.1629,165,0,7312
1,1642630069,851,24,34.1095,245,0,7312
1,1642630072,852,24,34.20105,236,0,7312
1,1642630075,853,24,34.23157,139,0,7312
1,1642630078,852,23,34.19952,245,0,7312
1,1642630081,853,24,34.21783,133,0,7312
1,1642630084,854,24,34.21478,229,0,7312
1,1642630087,855,24,34.22852,203,0,7312
1,1642630090,855,24,34.26819,162,0,7312
1,1642630093,854,24,34.24225,232,0,7312
1,1642630096,852,24,34.24072,133,0,7312
1,1642630099,852,24,34.22852,243,0,7312
1,1642630102,850,24,34.15985,147,0,7312
1,1642630105,850,24,34.21478,166,0,7312
1,1642630108,851,24,34.13544,245,0,7312
1,1642630111,852,24,34.20105,127,0,7312
1,1642630114,854,24,34.14917,172,0,7312
1,1642630117,851,23,34.18732,240,0,7312
1,1642630120,850,24,34.19952,134,0,7312
1,1642630123,850,23,34.19952,160,0,7312
1,1642630126,848,23,34.18732,246,0,7312
1,1642630129,850,23,34.15833,149,0,7312
1,1642630132,851,24,34.13544,246,0,7312
1,1642630135,850,24,34.14917,134,0,7312
1,1642630138,852,23,34.11865,239,0,7312
1,1642630141,852,24,34.1507,203,0,7312
1,1642630144,852,23,34.18579,187,0,7312
1,1642630147,853,23,34.14612,224,0,7312
1,1642630150,854,24,34.17358,136,0,7312
1,1642630153,855,23,34.17358,249,0,7312
1,1642630156,855,23,34.19647,132,0,7312
1,1642630159,857,23,34.21021,235,0,7312
1,1642630162,856,23,34.22394,146,0,7312
1,1642630165,856,23,34.23767,226,0,7312
1,1642630168,856,23,34.21021,229,0,7312
1,1642630171,853,24,34.18732,138,0,7312
1,1642630174,851,23,34.14612,240,0,7312
1,1642630177,853,24,34.17358,135,0,7312
1,1642630180,853,23,34.19952,242,0,7312
1,1642630183,852,23,34.15833,152,0,7312
1,1642630186,851,24,34.13544,149,0,7312
1,1642630189,851,24,34.1217,136,0,7312
1,1642630192,852,24,34.13544,230,0,7312
1,1642630195,852,24,34.13544,240,0,7312
1,1642630198,851,23,34.11865,146,0,7312
1,1642630200,850,23,34.11865,142,0,7312
1,1642630203,851,24,34.1095,245,0,7312
