Loading /flash/main.mpy...,,,,,,,,,,,,,,,,,,,,
Running bytecode...,,,,,,,,,,,,,,,,,,,,
SCD Initializing,,,,,,,,,,,,,,,,,,,,
Instantiated FRAM,,,,,,,,,,,,,,,,,,,,
Memory:       5888,,,,,,,,,,,,,,,,,,,,
RF identifier 2,,,,,,,,,,,,,,,,,,,,
Firmware ver: 0x300d,,,,,,,,,,,,,,,,,,,,
Hardware ver: 0x4150,,,,,,,,,,,,,,,,,,,,
Hub Address:  b'\x00\x13\xa2\x00A\xad\xaa\x16',,,,,,,,,,,,,,,,,,,,
Hub Connect:  1,,,,,,,,,,,,,,,,,,,,
Transmit On:  1,,,,,,,,,,,,,,,,,,,,
SCD Interval: 2,,,,,,,,,,,,,,,,,,,,
SCD Altitude: 1300,,,,,,,,,,,,,,,,,,,,
SCD Factor:   400,,,,,,,,,,,,,,,,,,,,
SCD Auto?     False,,,,,,,,,,,,,,,,,,,,
------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,
1,1,946758345,664,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758348,667,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758351,670,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758354,669,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758357,668,24,33,12,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758360,949,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
--------------------------------SCD Zeros Occurred--------------------------------,,,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
1,1,946758363,0,0,0,13,0,5504,0,3.22,,,,,,,,,,
1,1,946758366,1185,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758369,1144,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758372,1065,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946758375,3776,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758378,1208,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946758381,693,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758384,666,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758387,668,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946758390,2456,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758393,1845,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758396,1246,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758399,662,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946758402,668,24,33,12,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758405,4590,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758408,1277,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758411,687,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758414,659,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758417,671,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946758420,2454,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758423,1819,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758426,1216,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758429,675,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
--------------------------------SCD Zeros Occurred--------------------------------,,,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
1,1,946758432,0,0,0,13,0,5504,0,3.23,,,,,,,,,,
1,1,946758435,6565,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758438,857,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758441,659,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758444,657,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
--------------------------------SCD Zeros Occurred--------------------------------,,,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
1,1,946758447,0,0,0,13,0,5504,0,3.09,,,,,,,,,,
1,1,946758450,0,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758453,305,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758456,621,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758459,656,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
--------------------------------SCD Zeros Occurred--------------------------------,,,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
1,1,946758462,0,0,0,14,0,5504,0,3.06,,,,,,,,,,
1,1,946758465,0,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946758468,203,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946758471,575,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758474,678,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
--------------------------------SCD Zeros Occurred--------------------------------,,,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
1,1,946758477,0,0,0,13,0,5504,0,3.13,,,,,,,,,,
1,1,946758480,1330,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758483,719,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758486,689,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946758489,645,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
--------------------------------SCD Zeros Occurred--------------------------------,,,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
1,1,946758492,0,0,0,13,0,5504,0,3.08,,,,,,,,,,
1,1,946758495,3,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758498,169,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758501,403,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758504,636,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
--------------------------------SCD Zeros Occurred--------------------------------,,,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
1,1,946758507,0,0,0,13,0,5504,0,3.22,,,,,,,,,,
1,1,946758510,1786,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758513,872,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758516,691,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758519,674,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
--------------------------------SCD Zeros Occurred--------------------------------,,,,,,,,,,,,,,,,,,,,
-,,,,,,,,,,,,,,,,,,,,
1,1,946758522,0,0,0,13,0,5504,0,3.15,,,,,,,,,,
1,1,946758525,1758,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758528,877,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946758531,660,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758534,645,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758537,665,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758540,661,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758543,662,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758546,660,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758549,664,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758552,669,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758555,671,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758558,672,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758561,672,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758564,673,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758567,672,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758570,671,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758573,672,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758576,671,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758579,671,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758582,672,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758585,673,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758588,674,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758591,674,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758594,677,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758597,678,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946758600,678,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758603,679,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758606,680,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758609,680,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758612,679,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758615,679,24,33,13,0,3792,0,3.26,TRUE,,,,,,,,,
1,1,946758618,679,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758621,678,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758624,678,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946758627,679,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758630,678,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758633,678,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758636,678,24,33,13,0,3792,0,3.07,TRUE,,,,,,,,,
1,1,946758639,679,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758642,679,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758645,679,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758648,679,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758651,680,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758654,680,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758657,680,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758660,680,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758663,680,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758666,682,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946758669,682,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758672,682,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758675,683,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758678,683,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758681,683,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946758684,683,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758687,682,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758690,682,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758693,683,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758696,683,24,33,15,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946758699,682,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758702,683,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758705,683,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758708,683,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758711,682,24,33,14,0,3792,0,3.19,TRUE,,,,,,,,,
1,1,946758714,683,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
Loading /flash/main.mpy...,,,,,,,,,,,,,,,,,,,,
Running bytecode...,,,,,,,,,,,,,,,,,,,,
SCD Initializing,,,,,,,,,,,,,,,,,,,,
Instantiated FRAM,,,,,,,,,,,,,,,,,,,,
Memory:       5888,,,,,,,,,,,,,,,,,,,,
RF identifier 2,,,,,,,,,,,,,,,,,,,,
Firmware ver: 0x300d,,,,,,,,,,,,,,,,,,,,
Hardware ver: 0x4150,,,,,,,,,,,,,,,,,,,,
Hub Address:  b'\x00\x13\xa2\x00A\xad\xaa\x16',,,,,,,,,,,,,,,,,,,,
Hub Connect:  1,,,,,,,,,,,,,,,,,,,,
Transmit On:  1,,,,,,,,,,,,,,,,,,,,
SCD Interval: 2,,,,,,,,,,,,,,,,,,,,
SCD Altitude: 1300,,,,,,,,,,,,,,,,,,,,
SCD Factor:   400,,,,,,,,,,,,,,,,,,,,
SCD Auto?     False,,,,,,,,,,,,,,,,,,,,
------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,
1,1,946758723,684,24,33,13,0,6112,0,3.24,,,,,,,,,,
1,1,946758726,684,24,33,14,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758729,685,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758732,685,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758735,686,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946758738,687,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758741,688,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758744,688,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758747,689,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758750,689,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946758753,689,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758756,690,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758759,691,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758762,691,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946758765,692,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946758768,693,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946758771,693,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758774,694,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946758777,694,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
Loading /flash/main.mpy...,,,,,,,,,,,,,,,,,,,,
Running bytecode...,,,,,,,,,,,,,,,,,,,,
SCD Initializing,,,,,,,,,,,,,,,,,,,,
Instantiated FRAM,,,,,,,,,,,,,,,,,,,,
Memory:       5888,,,,,,,,,,,,,,,,,,,,
RF identifier 2,,,,,,,,,,,,,,,,,,,,
Firmware ver: 0x300d,,,,,,,,,,,,,,,,,,,,
Hardware ver: 0x4150,,,,,,,,,,,,,,,,,,,,
Hub Address:  b'\x00\x13\xa2\x00A\xad\xaa\x16',,,,,,,,,,,,,,,,,,,,
Hub Connect:  1,,,,,,,,,,,,,,,,,,,,
Transmit On:  1,,,,,,,,,,,,,,,,,,,,
SCD Interval: 2,,,,,,,,,,,,,,,,,,,,
SCD Altitude: 1300,,,,,,,,,,,,,,,,,,,,
SCD Factor:   400,,,,,,,,,,,,,,,,,,,,
SCD Auto?     False,,,,,,,,,,,,,,,,,,,,
------------------------------------------------------------------------------,,,,,,,,,,,,,,,,,,,,
1,1,946758793,696,24,33,13,0,6112,0,3.23,,,,,,,,,,
1,1,946758796,697,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758799,697,24,33,13,0,3792,0,3.12,TRUE,,,,,,,,,
1,1,946758802,698,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758805,699,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758808,699,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758811,699,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946758814,699,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758817,700,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758820,700,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946758823,700,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758826,701,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758829,701,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758832,702,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758835,702,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758838,703,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758841,703,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946758844,703,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758847,704,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758850,705,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758853,705,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946758856,705,24,33,15,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758859,705,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758862,705,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758865,704,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758868,704,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758871,706,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758874,706,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758877,706,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758880,705,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946758883,706,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946758886,708,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758889,708,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946758892,709,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758895,708,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758898,708,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946758901,709,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758904,710,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758907,710,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758910,711,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758913,711,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946758916,712,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946758919,713,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758922,714,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758925,714,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758928,714,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758931,715,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758934,715,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758937,716,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758940,716,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758943,716,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758946,716,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758949,716,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946758952,717,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946758955,717,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758958,717,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946758961,718,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758964,718,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758967,718,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758970,718,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946758973,718,24,33,13,0,3792,0,3.15,TRUE,,,,,,,,,
1,1,946758976,718,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758979,718,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946758982,718,24,33,14,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946758985,718,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758988,719,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758991,718,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758994,718,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946758997,719,24,33,12,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759000,719,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759003,719,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759006,719,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759009,721,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759012,720,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946759015,721,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759018,721,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759021,721,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759024,721,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759027,721,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946759030,722,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759033,722,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759036,723,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759039,723,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759042,722,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946759045,724,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759048,724,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759051,725,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759054,726,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759057,725,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946759060,726,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759063,725,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759066,726,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759069,726,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946759072,726,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946759075,728,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759078,728,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759081,729,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946759084,730,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759087,729,24,33,14,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946759090,729,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759093,729,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759096,729,24,33,14,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946759099,729,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759102,729,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946759105,729,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759108,729,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759111,729,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759114,729,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759117,729,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946759120,730,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759123,730,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759126,730,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759129,730,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759132,731,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759135,731,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759138,731,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759141,731,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759144,732,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759147,733,24,33,13,0,3792,0,3.14,TRUE,,,,,,,,,
1,1,946759150,733,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759153,733,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759156,734,24,33,13,0,3792,0,3.08,TRUE,,,,,,,,,
1,1,946759159,735,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946759162,735,24,33,13,0,3792,0,3.21,TRUE,,,,,,,,,
1,1,946759165,735,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759168,736,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759171,736,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759174,737,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759177,736,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759180,736,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759183,737,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759186,737,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946759189,737,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759192,737,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759195,737,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759198,738,24,33,13,0,3792,0,3.24,TRUE,,,,,,,,,
1,1,946759201,738,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946759204,737,24,33,14,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759207,737,24,33,14,0,3792,0,3.22,TRUE,,,,,,,,,
1,1,946759210,737,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759213,737,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759216,737,24,33,13,0,3792,0,3.09,TRUE,,,,,,,,,
1,1,946759219,737,24,33,13,0,3792,0,3.23,TRUE,,,,,,,,,
1,1,946759222,737,24,33,13,0,3792,0,3.22,TRUE,,,,,,,,,
