946684816,16,0,358,653,23,4.9,,946684816,3,0,358,597,22,1.69
946684819,3,0,358,654,23,4.94,TRUE,946690261,16,0,359,876,24,5.28
946684822,3,0,358,642,23,4.93,TRUE,,,,,,,
946684825,3,0,358,638,23,4.61,TRUE,0,,,,,,
946684828,3,0,358,631,23,4.94,TRUE,,,,,,,
946684831,3,0,358,629,23,4.9,TRUE,,,,,,,
946684834,3,0,358,628,23,4.89,TRUE,,,,,,,
946684837,3,0,358,624,23,4.99,TRUE,,,,,,,
946684840,3,0,359,627,23,4.58,TRUE,,,,,,,
946684843,3,0,358,620,23,4.9,TRUE,,,,,,,
946684846,3,0,358,621,23,4.9,TRUE,,,,,,,
946684849,3,0,358,619,23,4.92,TRUE,,,,,,,
946684852,3,0,358,619,23,4.93,TRUE,,,,,,,
946684855,3,0,359,620,23,4.57,TRUE,,,,,,,
946684858,3,0,359,621,23,4.95,TRUE,,,,,,,
946684861,3,0,358,623,23,4.89,TRUE,,,,,,,
946684864,3,0,358,622,23,4.89,TRUE,,,,,,,
946684867,3,0,358,623,23,4.94,TRUE,,,,,,,
946684870,3,0,359,623,23,4.64,TRUE,,,,,,,
946684873,3,0,358,627,23,4.93,TRUE,,,,,,,
946684876,3,0,358,627,23,4.89,TRUE,,,,,,,
946684879,3,0,358,628,23,4.93,TRUE,,,,,,,
946684882,3,0,359,628,23,4.94,TRUE,,,,,,,
946684885,3,0,359,628,23,4.6,TRUE,,,,,,,
946684888,3,0,358,629,23,4.96,TRUE,,,,,,,
946684891,3,0,358,628,23,4.89,TRUE,,,,,,,
946684894,3,0,359,630,23,4.93,TRUE,,,,,,,
946684897,3,0,358,630,23,4.94,TRUE,,,,,,,
946684900,3,0,359,632,23,4.59,TRUE,,,,,,,
946684903,3,0,358,632,23,4.93,TRUE,,,,,,,
946684906,3,0,359,634,23,4.9,TRUE,,,,,,,
946684909,3,0,358,633,23,4.92,TRUE,,,,,,,
946684912,3,0,358,635,23,4.94,TRUE,,,,,,,
946684915,3,0,359,637,23,4.62,TRUE,,,,,,,
946684918,3,0,358,637,23,4.95,TRUE,,,,,,,
946684921,3,0,358,638,23,4.9,TRUE,,,,,,,
946684924,3,0,358,638,23,4.9,TRUE,,,,,,,
946684927,3,0,358,639,23,4.94,TRUE,,,,,,,
946684930,3,0,359,639,23,4.56,TRUE,,,,,,,
946684933,3,0,359,641,23,4.94,TRUE,,,,,,,
946684936,3,0,359,642,23,4.89,TRUE,,,,,,,
946684939,3,0,358,642,23,4.89,TRUE,,,,,,,
946684942,3,0,358,642,23,4.92,TRUE,,,,,,,
946684945,3,0,359,641,23,4.55,TRUE,,,,,,,
946684948,3,0,358,640,23,4.92,TRUE,,,,,,,
946684951,3,0,358,641,23,4.9,TRUE,,,,,,,
946684954,3,0,358,641,23,4.91,TRUE,,,,,,,
946684957,3,0,358,640,23,4.92,TRUE,,,,,,,
