1,0,946694479,563,24,38,358,0,4336,0,3.22
1,0,946694482,563,24,38,358,0,4336,0,3.22
1,0,946694485,564,24,38,358,0,4336,0,3.23
1,0,946694488,563,24,38,358,0,4336,0,3.23
1,0,946694491,562,24,38,358,0,4336,0,3.13
1,0,946694494,562,24,38,358,0,4336,0,3.23
1,0,946694497,563,24,38,358,0,4336,0,3.22
1,0,946694500,563,24,38,358,0,4336,0,3.23
1,0,946694503,562,24,38,358,0,4336,0,3.24
1,0,946694506,561,24,38,358,0,4336,0,3.11
1,0,946694509,562,24,38,358,0,4336,0,3.23
1,0,946694512,561,24,38,358,0,4336,0,3.23
1,0,946694515,561,24,38,359,0,4336,0,3.24
1,0,946694518,561,24,38,358,0,4336,0,3.23
1,0,946694521,561,24,38,359,0,4336,0,3.12
1,0,946694524,561,24,38,358,0,4336,0,3.24
1,0,946694527,561,24,38,359,0,4336,0,3.23
1,0,946694530,560,24,38,359,0,4336,0,3.24
1,0,946694533,561,24,38,358,0,4336,0,3.23
1,0,946694536,561,24,38,358,0,4336,0,3.13
1,0,946694539,561,24,38,358,0,4336,0,3.23
1,0,946694542,560,24,38,358,0,4336,0,3.24
1,0,946694545,560,24,38,358,0,4336,0,3.24
1,0,946694548,560,24,38,358,0,4336,0,3.23
1,0,946694551,560,24,38,358,0,4336,0,3.13
1,0,946694554,560,24,38,358,0,4336,0,3.24
1,0,946694557,559,24,38,359,0,4336,0,3.23
1,0,946694560,559,24,38,358,0,4336,0,3.24
1,0,946694563,558,24,38,358,0,4336,0,3.24
1,0,946694566,558,24,38,358,0,4336,0,3.12
1,0,946694569,557,24,38,358,0,4336,0,3.23
1,0,946694572,557,24,38,358,0,4336,0,3.22
1,0,946694575,557,24,38,358,0,4336,0,3.22
1,0,946694578,556,24,38,358,0,4336,0,3.24
1,0,946694581,556,24,38,358,0,4336,0,3.13
1,0,946694584,555,24,38,359,0,4336,0,3.24
1,0,946694587,556,24,38,358,0,4336,0,3.22
1,0,946694590,556,24,38,358,0,4336,0,3.22
1,0,946694593,555,24,38,360,0,4336,0,3.23
1,0,946694596,555,24,38,358,0,4336,0,3.13
1,0,946694599,553,24,38,358,0,4336,0,3.24
1,0,946694602,553,24,37,358,0,4336,0,3.22
1,0,946694605,552,24,37,358,0,4336,0,3.23
1,0,946694608,552,24,37,358,0,4336,0,3.24
1,0,946694611,550,24,37,358,0,4336,0,3.12
1,0,946694614,549,24,37,358,0,4336,0,3.23
1,0,946694617,549,24,37,358,0,4336,0,3.23
1,0,946694620,548,24,37,358,0,4336,0,3.22
1,0,946694623,547,24,37,358,0,4336,0,3.24
1,0,946694626,545,24,37,358,0,4336,0,3.13
1,0,946694629,543,24,37,358,0,4336,0,3.24
1,0,946694632,540,24,37,358,0,4336,0,3.22
1,0,946694635,537,24,37,359,0,4336,0,3.23
1,0,946694638,535,24,37,359,0,4336,0,3.24
1,0,946694641,533,24,37,358,0,4336,0,3.13
1,0,946694644,529,24,37,358,0,4336,0,3.24
