1,0,946684874,369,23,20,161,0,5008,0,4.98
---------------------
182 40 118
---------------------
32 80 24
---------------------
32 32 96
1,0,946684877,365,23,0,202,0,5008,0,5.28
---------------------
192 226 196
---------------------
32 92 101
---------------------
3 44 14
---------------------
32 79 117
---------------------
10 0 76
1,0,946684880,363,0,0,129,0,5008,0,5.110001
1,0,946684882,361,23,19,185,0,5008,0,4.93
1,0,946684885,357,23,19,143,0,5008,0,4.940001
---------------------
0 0 88
-
--------------------------------SCD Zeros Occurred--------------------------------
-
1,0,946684888,0,0,0,145,0,6720,0,5.150001
1,0,946684891,361,23,19,143,0,5008,0,4.98
1,0,946684894,362,23,19,304,0,5008,0,4.98
1,0,946684897,364,23,19,270,0,5008,0,5.0
1,0,946684900,365,23,19,186,0,5008,0,4.81
1,0,946684903,363,23,19,190,0,5008,0,4.95
1,0,946684905,363,23,19,189,0,5008,0,5.16
1,0,946684907,366,23,19,173,0,5008,0,4.86
1,0,946684910,368,23,19,207,0,5008,0,4.85
1,0,946684913,369,23,19,161,0,5008,0,4.880001
1,0,946684916,369,23,19,235,0,5008,0,2.35
---------------------
65 189 7
---------------------
54 118 110
---------------------
32 75 41
---------------------
64 48 12
1,0,946684919,368,23,0,230,0,5008,0,4.55
1,0,946684922,371,23,18,223,0,5008,0,5.460001
1,0,946684925,371,23,18,171,0,5008,0,4.87
---------------------
155 83 94
---------------------
32 95 46
---------------------
27 36 12
---------------------
32 75 49
---------------------
48 112 10
1,0,946684928,373,0,0,232,0,5008,0,5.04
1,0,946684931,374,23,18,237,0,5008,0,5.150001
1,0,946684934,373,23,18,156,0,5008,0,4.93
1,0,946684937,374,23,18,216,0,5008,0,5.01
---------------------
0 0 88
-
--------------------------------SCD Zeros Occurred--------------------------------
-
1,0,946684940,0,0,0,232,0,6720,0,5.03
---------------------
116 60 60
---------------------
32 74 0
---------------------
32 16 61
1,0,946684942,376,23,0,158,0,5008,0,5.09
1,0,946684945,376,23,18,218,0,5008,0,4.86
1,0,946684948,378,24,18,150,0,5008,0,4.81
---------------------
69 64 78
1,0,946684951,379,23,18,232,0,5008,0,4.83
1,0,946684954,378,24,18,231,0,5008,0,5.06
1,0,946684957,379,24,18,150,0,5008,0,5.170001
1,0,946684960,379,24,18,179,0,5008,0,5.420001
1,0,946684963,378,24,18,167,0,5008,0,4.880001
1,0,946684966,377,24,18,222,0,5008,0,4.98
---------------------
65 192 93
---------------------
88 84 80
---------------------
32 73 83
---------------------
21 96 122
1,0,946684969,377,24,0,162,0,5008,0,4.900001
1,0,946684972,377,24,18,209,0,5008,0,4.98
1,0,946684975,377,24,18,174,0,5008,0,5.0
1,0,946684978,377,24,18,159,0,5008,0,4.87
1,0,946684981,377,24,18,208,0,5008,0,4.960001
1,0,946684984,378,24,18,225,0,5008,0,5.08
---------------------
230 64 8
1,0,946684987,380,24,18,166,0,5008,0,4.93
1,0,946684990,380,24,18,163,0,5008,0,4.95
1,0,946684993,381,24,18,229,0,5008,0,5.01
1,0,946684996,380,24,18,150,0,5008,0,4.91
1,0,946684999,380,24,18,202,0,5008,0,4.95
---------------------
33 95 66
---------------------
49 66 35
---------------------
32 97 108
---------------------
125 106 91
---------------------
32 101 140
---------------------
8 8 0
1,0,946685002,0,0,0,162,0,5008,0,4.95
1,0,946685005,381,24,18,228,0,5008,0,5.02
1,0,946685008,382,24,18,203,0,5008,0,5.06
1,0,946685011,382,24,18,198,0,5008,0,5.110001
1,0,946685014,383,24,18,214,0,5008,0,4.95
1,0,946685017,383,24,18,154,0,5008,0,4.86
1,0,946685020,383,24,18,233,0,5008,0,5.02
1,0,946685023,384,24,18,218,0,5008,0,4.98
1,0,946685026,385,24,18,151,0,5008,0,4.86
1,0,946685029,385,24,18,233,0,5008,0,5.08
1,0,946685032,387,24,18,153,0,5008,0,4.900001
------------------------------------------------------------------------------
________________getReg Error_______________________________________________________________________________________
------------------------------------------------------------------------------
1,0,946685035,387,24,18,172,0,5008,0,4.5
---------------------
65 148 0
---------------------
40 96 16
1,0,946685038,388,24,18,235,0,5008,0,5.0
1,0,946685041,388,24,18,188,0,5008,0,4.960001
1,0,946685044,388,24,18,163,0,5008,0,5.22
1,0,946685047,389,24,18,218,0,5008,0,4.93
1,0,946685050,390,24,18,149,0,5008,0,4.81
1,0,946685053,390,24,18,232,0,5008,0,4.82
1,0,946685056,390,24,18,160,0,5008,0,4.99
1,0,946685059,390,24,18,198,0,5008,0,5.02
1,0,946685062,390,24,18,212,0,5008,0,5.06
1,0,946685065,390,24,18,178,0,5008,0,4.880001
---------------------
126 114 20
---------------------
32 73 83
