---------------------
19 80 7
1,0,946685068,390,24,0,152,0,5008,0,5.01
------------------------------------------------------------------------------
________________getReg Error_______________________________________________________________________________________
------------------------------------------------------------------------------
1,0,946685071,390,24,18,234,0,5008,0,5.05
1,0,946685074,391,24,18,165,0,5008,0,4.84
1,0,946685077,391,24,18,229,0,5008,0,5.03
1,0,946685080,391,24,18,213,0,5008,0,4.99
1,0,946685083,390,24,18,190,0,5008,0,4.99
1,0,946685086,391,24,18,218,0,5008,0,4.84
1,0,946685089,391,24,18,147,0,5008,0,4.8
1,0,946685092,390,24,18,231,0,5008,0,4.99
1,0,946685095,390,24,18,148,0,5008,0,4.880001
1,0,946685098,389,24,18,230,0,5008,0,5.01
1,0,946685101,389,24,18,161,0,5008,0,4.91
---------------------
19 135 15
---------------------
32 98 39
---------------------
85 114 48
---------------------
32 74 0
---------------------
82 16 71
1,0,946685104,390,0,0,201,0,5008,0,5.0
---------------------
65 197 79
---------------------
85 114 48
---------------------
32 73 75
---------------------
62 32 25
1,0,946685107,391,24,0,229,0,5008,0,5.03
1,0,946685110,391,24,18,168,0,5008,0,4.940001
1,0,946685113,393,24,18,227,0,5008,0,5.27
1,0,946685116,393,24,18,189,0,5008,0,4.98
1,0,946685119,394,24,18,165,0,5008,0,4.900001
1,0,946685122,395,24,18,232,0,5008,0,5.06
1,0,946685125,395,24,18,170,0,5008,0,4.95
1,0,946685128,396,24,18,154,0,5008,0,4.940001
1,0,946685131,397,24,18,243,0,5008,0,5.04
1,0,946685134,397,24,18,235,0,5008,0,5.08
1,0,946685137,397,24,18,152,0,5008,0,4.81
1,0,946685139,396,24,18,230,0,5008,0,5.08
1,0,946685142,396,24,18,151,0,5008,0,4.98
1,0,946685145,397,24,18,153,0,5008,0,4.880001
1,0,946685148,397,24,18,230,0,5008,0,5.1
---------------------
74 32 109
1,0,946685151,397,24,18,199,0,5008,0,4.900001
Traceback (most recent call last):
  File "/flash/main.py", line 95, in <module>
  File "/flash/sensirion.py", line 201, in getData
  File "/flash/sensirion.py", line 90, in read_measurement
  File "/flash/sensirion.py", line 171, in __read_bytes
OSError: [Errno 7110] ETIMEDOUT
MicroPython v1.12-1556-gcc82fa9 on 2021-06-22; XBee3 DigiMesh 2.4 with EFR32MG
Type "help()" for more information.
>>> 
