1,0,1644825528,881,22,36,339,0,4768,0,3.1,,,,,,,,,,
1,0,1644825531,886,22,36,178,0,4768,0,3.51,,1644829125,932,24,37,346,0,4768,0,3.53
1,0,1644825534,891,22,36,216,0,4768,0,3.27,,1644825528,852,22,34,116,0,4768,0,2.95
1,0,1644825537,898,22,36,126,0,4768,0,3.22,,,,,,,,,,
1,0,1644825540,897,22,36,182,0,4768,0,3.42,,,,,,,,,,
1,0,1644825543,900,22,36,235,0,4768,0,3.23,,,,,,,,,,
1,0,1644825546,901,22,36,168,0,4768,0,3.24,,,,,,,,,,
1,0,1644825549,901,22,36,250,0,4768,0,3.29,,,,,,,,,,
1,0,1644825552,903,22,36,165,0,4768,0,3.22,,,,,,,,,,
1,0,1644825555,903,22,36,225,0,4768,0,3.22,,,,,,,,,,
1,0,1644825558,902,22,37,127,0,4768,0,3.29,,,,,,,,,,
1,0,1644825561,902,22,37,264,0,4768,0,3.43,,,,,,,,,,
1,0,1644825564,903,22,37,253,0,4768,0,3.29,,,,,,,,,,
1,0,1644825567,901,22,37,158,0,4768,0,3.27,,,,,,,,,,
1,0,1644825570,902,22,37,172,0,4768,0,3.29,,,,,,,,,,
1,0,1644825573,901,22,37,285,0,4768,0,3.32,,,,,,,,,,
1,0,1644825576,899,22,37,346,0,4768,0,3.23,,,,,,,,,,
1,0,1644825579,899,22,37,274,0,4768,0,3.25,,,,,,,,,,
1,0,1644825582,900,22,37,194,0,4768,0,3.28,,,,,,,,,,
1,0,1644825585,902,22,37,227,0,4768,0,3.32,,,,,,,,,,
1,0,1644825588,902,22,37,219,0,4768,0,3.31,,,,,,,,,,
1,0,1644825591,903,22,36,145,0,4768,0,3.4,,,,,,,,,,
1,0,1644825594,903,22,36,192,0,4768,0,3.28,,,,,,,,,,
1,0,1644825597,905,22,36,220,0,4768,0,3.28,,,,,,,,,,
1,0,1644825600,906,22,36,206,0,4768,0,3.02,,,,,,,,,,
1,0,1644825603,906,22,36,185,0,4768,0,3.33,,,,,,,,,,
1,0,1644825606,907,22,36,172,0,4768,0,3.32,,,,,,,,,,
1,0,1644825609,908,22,36,244,0,4768,0,3.33,,,,,,,,,,
1,0,1644825612,907,22,37,192,0,4768,0,3.25,,,,,,,,,,
1,0,1644825615,907,22,37,139,0,4768,0,3.25,,,,,,,,,,
1,0,1644825618,904,22,36,263,0,4768,0,3.33,,,,,,,,,,
1,0,1644825621,903,22,36,283,0,4768,0,3.31,,,,,,,,,,
1,0,1644825624,900,22,36,238,0,4768,0,3.24,,,,,,,,,,
1,0,1644825627,900,22,36,174,0,4768,0,3.26,,,,,,,,,,
1,0,1644825630,900,22,36,239,0,4768,0,3.27,,,,,,,,,,
1,0,1644825633,902,22,36,214,0,4768,0,3.17,,,,,,,,,,
1,0,1644825636,901,22,36,139,0,4768,0,3.26,,,,,,,,,,
1,0,1644825639,900,22,36,196,0,4768,0,3.33,,,,,,,,,,
1,0,1644825642,900,22,36,345,0,4768,0,3.23,,,,,,,,,,
1,0,1644825645,898,22,36,201,0,4768,0,3.2,,,,,,,,,,
1,0,1644825648,898,22,36,204,0,4768,0,3.3,,,,,,,,,,
1,0,1644825651,897,22,36,130,0,4768,0,3.16,,,,,,,,,,
1,0,1644825654,896,22,36,116,0,4768,0,3.24,,,,,,,,,,
1,0,1644825657,897,22,36,161,0,4768,0,3.44,,,,,,,,,,
1,0,1644825660,896,22,36,259,0,4768,0,3.25,,,,,,,,,,
1,0,1644825663,896,22,36,193,0,4768,0,3.32,,,,,,,,,,
1,0,1644825666,896,22,36,218,0,4768,0,3.26,,,,,,,,,,
1,0,1644825669,895,22,36,185,0,4768,0,3.25,,,,,,,,,,
1,0,1644825672,895,22,36,150,0,4768,0,3.3,,,,,,,,,,
1,0,1644825675,895,22,36,209,0,4768,0,3.26,,,,,,,,,,
1,0,1644825678,896,22,36,227,0,4768,0,3.23,,,,,,,,,,
1,0,1644825681,895,22,36,163,0,4768,0,3.22,,,,,,,,,,
1,0,1644825684,895,22,36,146,0,4768,0,3.36,,,,,,,,,,
1,0,1644825687,894,22,36,196,0,4768,0,3.27,,,,,,,,,,
1,0,1644825690,894,22,36,208,0,4768,0,3.21,,,,,,,,,,
1,0,1644825693,894,22,36,166,0,4768,0,3.25,,,,,,,,,,
