1644715490,16,0,358,850,24
1644715493,3,0,358,850,24
1644715496,3,0,358,851,24
1644715499,3,0,358,851,24
1644715502,3,0,358,850,24
1644715505,3,0,358,848,24
1644715508,3,0,357,847,24
1644715511,3,0,358,847,24
1644715514,3,0,358,848,24
1644715517,3,0,359,848,24
1644715520,3,0,358,850,24
1644715523,3,0,358,850,24
1644715526,3,0,359,851,24
1644715529,3,0,358,850,24
1644715532,3,0,358,851,24
1644715535,3,0,359,850,24
1644715538,3,0,358,851,24
1644715541,3,0,358,852,24
1644715544,3,0,358,851,24
1644715547,3,0,358,853,24
1644715550,3,0,358,853,24
1644715553,3,0,358,853,24
1644715556,3,0,358,853,24
1644715559,3,0,358,853,24
1644715562,3,0,358,854,24
1644715565,3,0,358,854,24
1644715568,3,0,358,853,24
1644715571,3,0,358,852,24
1644715574,3,0,358,851,24
1644715577,3,0,358,851,24
1644715580,3,0,358,850,24
1644715583,3,0,360,849,24
1644715586,3,0,358,848,24
1644715589,3,0,359,848,24
1644715592,3,0,358,847,24
1644715595,3,0,357,847,24
1644715598,3,0,358,848,24
1644715601,3,0,359,848,24
1644715604,3,0,358,848,24
1644715607,3,0,358,850,24
1644715610,3,0,357,851,24
1644715613,3,0,358,851,24
1644715616,3,0,358,854,24
1644715619,3,0,358,855,24
1644715622,3,0,358,853,24
1644715625,3,0,358,854,24
1644715628,3,0,358,856,24
1644715631,3,0,358,857,24
1644715634,3,0,358,858,24
1644715637,3,0,359,859,24
1644715640,3,0,358,860,24
1644715643,3,0,358,861,24
1644715646,3,0,358,860,24
1644715649,3,0,358,859,24
1644715652,3,0,359,860,24
1644715655,3,0,358,860,24
1644715658,3,0,357,859,24
1644715661,3,0,358,860,24
1644715664,3,0,358,860,24
1644715667,3,0,358,861,24
1644715670,3,0,358,861,24
1644715673,3,0,358,861,24
1644715676,3,0,358,860,24
1644715679,3,0,358,859,24
1644715682,3,0,358,859,24
1644715685,3,0,358,859,24
1644715688,3,0,357,860,24
1644715691,3,0,358,860,24
1644715694,3,0,358,860,24
1644715697,3,0,358,860,24
1644715700,3,0,358,861,24
1644715703,3,0,358,862,24
1644715706,3,0,358,862,24
1644715709,3,0,358,861,24
1644715712,3,0,359,862,24
1644715715,3,0,358,861,24
1644715718,3,0,358,863,24
1644715721,3,0,358,864,24
1644715724,3,0,358,864,24
1644715727,3,0,358,865,24
1644715730,3,0,358,864,24
1644715733,3,0,358,864,24
1644715736,3,0,357,863,24
1644715739,3,0,358,863,24
1644715742,3,0,359,863,24
1644715745,3,0,358,863,24
1644715748,3,0,358,863,24
