946684816,16,0,189,1131,24,3.26,,946684816,3,0,93,941,22,3.2
946684819,3,0,172,1133,24,3.27,TRUE,946688557,16,0,340,2264,25,3.3
946684822,3,0,194,1174,24,3.27,TRUE,,,,,,,
946684825,3,0,196,1257,24,3.24,TRUE,0,,,,,,
946684828,3,0,187,1399,24,3.27,TRUE,,,,,,,
946684831,3,0,186,1582,24,3.27,TRUE,,,,,,,
946684834,3,0,192,1970,24,3.27,TRUE,,,,,,,
946684837,3,0,193,2264,24,3.27,TRUE,,,,,,,
946684840,3,0,193,2172,24,3.24,TRUE,,,,,,,
946684843,3,0,195,1840,24,3.28,TRUE,,,,,,,
946684846,3,0,189,1712,24,3.27,TRUE,,,,,,,
946684849,3,0,189,1559,24,3.27,TRUE,,,,,,,
946684852,3,0,191,1484,24,3.27,TRUE,,,,,,,
946684855,3,0,195,1440,24,3.24,TRUE,,,,,,,
946684858,3,0,195,1352,24,3.27,TRUE,,,,,,,
946684861,3,0,190,1288,24,3.27,TRUE,,,,,,,
946684864,3,0,195,1235,24,3.27,TRUE,,,,,,,
946684867,3,0,195,1189,24,3.27,TRUE,,,,,,,
946684870,3,0,196,1163,24,3.24,TRUE,,,,,,,
946684873,3,0,190,1128,24,3.27,TRUE,,,,,,,
946684876,3,0,190,1116,24,3.26,TRUE,,,,,,,
946684879,3,0,190,1099,24,3.27,TRUE,,,,,,,
946684882,3,0,196,1096,24,3.27,TRUE,,,,,,,
946684885,3,0,197,1101,24,3.24,TRUE,,,,,,,
946684888,3,0,192,1109,24,3.27,TRUE,,,,,,,
946684891,3,0,196,1108,24,3.27,TRUE,,,,,,,
946684894,3,0,195,1101,24,3.27,TRUE,,,,,,,
946684897,3,0,192,1087,24,3.27,TRUE,,,,,,,
946684900,3,0,197,1086,24,3.24,TRUE,,,,,,,
946684903,3,0,194,1085,24,3.27,TRUE,,,,,,,
946684906,3,0,195,1083,24,3.28,TRUE,,,,,,,
946684909,3,0,199,1083,24,3.27,TRUE,,,,,,,
946684912,3,0,191,1083,24,3.26,TRUE,,,,,,,
946684915,3,0,196,1081,24,3.24,TRUE,,,,,,,
946684918,3,0,192,1082,24,3.27,TRUE,,,,,,,
946684921,3,0,196,1081,24,3.27,TRUE,,,,,,,
946684924,3,0,190,1081,24,3.27,TRUE,,,,,,,
946684927,3,0,190,1081,24,3.27,TRUE,,,,,,,
946684930,3,0,192,1079,24,3.24,TRUE,,,,,,,
946684933,3,0,191,1078,24,3.27,TRUE,,,,,,,
946684936,3,0,190,1076,24,3.27,TRUE,,,,,,,
946684939,3,0,194,1076,24,3.28,TRUE,,,,,,,
946684942,3,0,190,1078,24,3.27,TRUE,,,,,,,
946684945,3,0,195,1080,24,3.24,TRUE,,,,,,,
946684948,3,0,190,1080,24,3.26,TRUE,,,,,,,
946684951,3,0,197,1079,24,3.27,TRUE,,,,,,,
946684954,3,0,190,1078,24,3.27,TRUE,,,,,,,
946684957,3,0,191,1072,24,3.27,TRUE,,,,,,,
946684960,3,0,191,1073,24,3.24,TRUE,,,,,,,
946684963,3,0,191,1075,24,3.27,TRUE,,,,,,,
946684966,3,0,191,1076,24,3.26,TRUE,,,,,,,
946684969,3,0,195,1077,24,3.27,TRUE,,,,,,,
946684972,3,0,196,1078,24,3.27,TRUE,,,,,,,
946684975,3,0,192,1078,24,3.25,TRUE,,,,,,,
946684978,3,0,196,1076,24,3.27,TRUE,,,,,,,
946684981,3,0,196,1075,24,3.27,TRUE,,,,,,,
